,what,award,was,given,to,corliss,?
when,0.4700249433517456,0.17902956902980804,0.37326499819755554,0.3406018912792206,0.5423505902290344,0.20362794399261475,0.22841128706932068
corliss,0.18130014836788177,0.4100264310836792,0.36042752861976624,0.25260093808174133,0.20539145171642303,1.0000001192092896,0.253435343503952
was,0.22111038863658905,0.26998642086982727,1.0000001192092896,0.26878538727760315,0.3636345863342285,0.36042752861976624,0.18412111699581146
given,0.21883496642112732,0.2879886329174042,0.26878538727760315,1.0,0.3428947925567627,0.25260093808174133,0.2570464313030243
the,0.42745697498321533,0.24073810875415802,0.48711544275283813,0.37508252263069153,0.535392165184021,0.28029030561447144,0.22068053483963013
rumford,0.17074833810329437,0.25645068287849426,0.3470233082771301,0.30070269107818604,0.20638735592365265,0.4360284209251404,0.1520369052886963
medal,0.13412535190582275,0.47196805477142334,0.24622690677642822,0.2465372532606125,0.1824970841407776,0.2561778128147125,0.10517196357250214
the,0.42745697498321533,0.24073810875415802,0.48711544275283813,0.37508252263069153,0.535392165184021,0.28029030561447144,0.22068053483963013
committee,0.18195343017578125,0.2072245329618454,0.25449851155281067,0.20875592529773712,0.24979650974273682,0.2308245748281479,0.12144632637500763
said,0.3951668441295624,0.171038419008255,0.43711766600608826,0.30363649129867554,0.34274402260780334,0.27643755078315735,0.28991883993148804
that,0.6297725439071655,0.1709311455488205,0.33670201897621155,0.3486595153808594,0.5436353087425232,0.22865255177021027,0.32716336846351624
``,0.008517155423760414,-0.08538899570703506,-0.012679691426455975,0.044645439833402634,0.06720756739377975,-0.07244812697172165,0.0685480609536171
no,0.339326947927475,0.12486056983470917,0.19955526292324066,0.325284868478775,0.30015695095062256,0.15214024484157562,0.32165053486824036
one,0.376489520072937,0.18067443370819092,0.3752199709415436,0.3207673132419586,0.4025384783744812,0.2670237421989441,0.2673267424106598
invention,0.2399451732635498,0.2218225598335266,0.248048335313797,0.15581543743610382,0.20048189163208008,0.2134324610233307,0.15906493365764618
since,0.29783400893211365,0.15207171440124512,0.4384658932685852,0.2612641453742981,0.3733763098716736,0.27338939905166626,0.2876587212085724
watt,0.12468069046735764,0.1247994601726532,0.20568017661571503,0.17730122804641724,0.18281418085098267,0.3640309274196625,0.16354146599769592
's,0.02692362666130066,-0.01696835085749626,0.008974763564765453,-0.024429189041256905,0.03782717138528824,0.033292319625616074,-0.023395681753754616
time,0.36319252848625183,0.21297289431095123,0.3641340136528015,0.317789226770401,0.3679993152618408,0.2806865870952606,0.27391523122787476
has,0.20338068902492523,0.22060689330101013,0.40313825011253357,0.28702312707901,0.3619994819164276,0.2889247238636017,0.15994466841220856
so,0.539469838142395,0.16144388914108276,0.2666010558605194,0.34375056624412537,0.5091881155967712,0.2621520757675171,0.43163934350013733
enhanced,0.17255665361881256,0.17096146941184998,0.09456757456064224,0.15934176743030548,0.21100686490535736,0.17780254781246185,0.13735352456569672
the,0.42745697498321533,0.24073810875415802,0.48711544275283813,0.37508252263069153,0.535392165184021,0.28029030561447144,0.22068053483963013
efficiency,0.1758391559123993,0.20073093473911285,0.14263302087783813,0.2048691213130951,0.28056567907333374,0.17325028777122498,0.14680004119873047
of,0.33290785551071167,0.19404402375221252,0.4069072902202606,0.39388060569763184,0.41548454761505127,0.21110959351062775,0.1826142966747284
the,0.42745697498321533,0.24073810875415802,0.48711544275283813,0.37508252263069153,0.535392165184021,0.28029030561447144,0.22068053483963013
steam,0.15672586858272552,0.08269896358251572,0.16913670301437378,0.10761379450559616,0.22894427180290222,0.23875577747821808,0.113324373960495
engine,0.18463268876075745,0.12968885898590088,0.205611914396286,0.13445712625980377,0.20794793963432312,0.24446071684360504,0.17739196121692657
'',0.08143015950918198,-0.03323763236403465,0.04456103965640068,0.10763400048017502,-0.009905828163027763,-0.04141135513782501,0.018684765323996544
.,0.3567904531955719,0.21118880808353424,0.40146201848983765,0.3169408142566681,0.4645031690597534,0.3738012909889221,0.4130953550338745
