,after,1935,",",who,would,be,forbidden,to,enter,rhineland,?
this,0.3357301354408264,0.0634567067027092,0.4316047728061676,0.3345087468624115,0.47797831892967224,0.566177248954773,0.2500291168689728,0.5759071707725525,0.30678021907806396,0.22295160591602325,0.3155723512172699
decreed,0.23351721465587616,-0.12805962562561035,0.21714650094509125,0.16604845225811005,0.21671099960803986,0.2306954562664032,0.2984822690486908,0.2588186264038086,0.17765624821186066,0.20507116615772247,0.12518608570098877
that,0.373811811208725,-0.018435508012771606,0.4137537479400635,0.45444270968437195,0.5895259380340576,0.6036020517349243,0.29405221343040466,0.5436353087425232,0.2596248388290405,0.20777270197868347,0.32716336846351624
it,0.36872005462646484,0.03906959295272827,0.48329564929008484,0.2868398427963257,0.36398744583129883,0.5203388929367065,0.1965414583683014,0.513711154460907,0.20559366047382355,0.21740154922008514,0.25732165575027466
would,0.31067174673080444,0.008277508430182934,0.32586824893951416,0.3632977604866028,1.0000001192092896,0.5202695727348328,0.2714388966560364,0.5965728163719177,0.2593809962272644,0.1967042237520218,0.37178951501846313
be,0.32360681891441345,-0.013213926926255226,0.39254459738731384,0.3371641933917999,0.5202695727348328,1.0,0.20571954548358917,0.4972836375236511,0.3427703380584717,0.18537665903568268,0.3324260413646698
occupied,0.24867142736911774,-0.028431260958313942,0.27128130197525024,0.21746179461479187,0.22004491090774536,0.1904110312461853,0.2035706639289856,0.18831755220890045,0.266022652387619,0.32653212547302246,0.11679025739431381
by,0.41259682178497314,-0.11015280336141586,0.3680937886238098,0.39727845788002014,0.28394925594329834,0.43158695101737976,0.19895032048225403,0.33534231781959534,0.26040592789649963,0.1808577924966812,0.17966607213020325
the,0.4565047025680542,-0.008596410043537617,0.4933079481124878,0.3733934462070465,0.4133751392364502,0.4248143136501312,0.2504795491695404,0.535392165184021,0.3499310314655304,0.3147023320198059,0.22068053483963013
allies,0.29901769757270813,-0.0735459178686142,0.25814759731292725,0.22218574583530426,0.2819458842277527,0.19631922245025635,0.2251730114221573,0.2693256437778473,0.20657755434513092,0.31868696212768555,0.16798950731754303
",",0.38860568404197693,0.023624476045370102,1.0000001192092896,0.3365725874900818,0.32586824893951416,0.39254459738731384,0.27132129669189453,0.44245919585227966,0.20928232371807098,0.20026758313179016,0.31091248989105225
until,0.43726685643196106,0.010968347080051899,0.2947838604450226,0.2530071437358856,0.31353649497032166,0.24359700083732605,0.15235257148742676,0.354556679725647,0.16745634377002716,0.21666070818901062,0.20304496586322784
1935,-0.0009621325880289078,1.0,0.023624476045370102,-0.1817980408668518,0.008277508430182934,-0.013213926926255226,-0.06466296315193176,0.05752921104431152,0.001966293901205063,0.03521771356463432,0.11409125477075577
and,0.3765919506549835,-0.059636812657117844,0.6633074283599854,0.41279885172843933,0.34921059012413025,0.41766801476478577,0.27040788531303406,0.48971283435821533,0.30870890617370605,0.2362796813249588,0.20544172823429108
after,1.0,-0.0009621325880289078,0.38860568404197693,0.32549580931663513,0.31067174673080444,0.32360681891441345,0.21884296834468842,0.37890323996543884,0.23661163449287415,0.18670378625392914,0.16608688235282898
that,0.373811811208725,-0.018435508012771606,0.4137537479400635,0.45444270968437195,0.5895259380340576,0.6036020517349243,0.29405221343040466,0.5436353087425232,0.2596248388290405,0.20777270197868347,0.32716336846351624
",",0.38860568404197693,0.023624476045370102,1.0000001192092896,0.3365725874900818,0.32586824893951416,0.39254459738731384,0.27132129669189453,0.44245919585227966,0.20928232371807098,0.20026758313179016,0.31091248989105225
it,0.36872005462646484,0.03906959295272827,0.48329564929008484,0.2868398427963257,0.36398744583129883,0.5203388929367065,0.1965414583683014,0.513711154460907,0.20559366047382355,0.21740154922008514,0.25732165575027466
would,0.31067174673080444,0.008277508430182934,0.32586824893951416,0.3632977604866028,1.0000001192092896,0.5202695727348328,0.2714388966560364,0.5965728163719177,0.2593809962272644,0.1967042237520218,0.37178951501846313
be,0.32360681891441345,-0.013213926926255226,0.39254459738731384,0.3371641933917999,0.5202695727348328,1.0,0.20571954548358917,0.4972836375236511,0.3427703380584717,0.18537665903568268,0.3324260413646698
a,0.3831600844860077,-0.01231473870575428,0.427140474319458,0.36608949303627014,0.398599237203598,0.39883795380592346,0.1920502632856369,0.45503583550453186,0.2502499222755432,0.194609597325325,0.23916715383529663
demilitarised,0.2779053747653961,-0.014168839901685715,0.285258948802948,0.2950908839702606,0.25711187720298767,0.2012111246585846,0.26117831468582153,0.21693429350852966,0.19374819099903107,0.3362802565097809,0.2021658569574356
zone,0.1880072057247162,0.05322657898068428,0.23414842784404755,0.11138155311346054,0.1601523756980896,0.15425410866737366,0.17035463452339172,0.19147507846355438,0.1342352330684662,0.1875966191291809,0.1173049733042717
",",0.38860568404197693,0.023624476045370102,1.0000001192092896,0.3365725874900818,0.32586824893951416,0.39254459738731384,0.27132129669189453,0.44245919585227966,0.20928232371807098,0.20026758313179016,0.31091248989105225
with,0.33843478560447693,-0.03606189042329788,0.4120737314224243,0.3282766342163086,0.38372042775154114,0.36101722717285156,0.1838960498571396,0.4239959120750427,0.20629249513149261,0.17783918976783752,0.2433311939239502
the,0.4565047025680542,-0.008596410043537617,0.4933079481124878,0.3733934462070465,0.4133751392364502,0.4248143136501312,0.2504795491695404,0.535392165184021,0.3499310314655304,0.3147023320198059,0.22068053483963013
german,0.20262564718723297,-0.09091329574584961,0.2478695809841156,0.29263320565223694,0.1689043790102005,0.17378950119018555,0.11855647712945938,0.15143753588199615,0.16421650350093842,0.5541817545890808,0.13978645205497742
army,0.2654078006744385,-0.07554279267787933,0.230897456407547,0.2866576313972473,0.21930839121341705,0.1528700292110443,0.07520802319049835,0.22938482463359833,0.23679041862487793,0.23644964396953583,0.180583193898201
forbidden,0.21884296834468842,-0.06466296315193176,0.27132129669189453,0.27545157074928284,0.2714388966560364,0.20571954548358917,0.9999999403953552,0.2843497693538666,0.27506422996520996,0.1670677363872528,0.2192402482032776
to,0.37890323996543884,0.05752921104431152,0.44245919585227966,0.42656609416007996,0.5965728163719177,0.4972836375236511,0.2843497693538666,1.0,0.3060675263404846,0.19071489572525024,0.29463258385658264
enter,0.23661163449287415,0.001966293901205063,0.20928232371807098,0.20722506940364838,0.2593809962272644,0.3427703380584717,0.27506422996520996,0.3060675263404846,1.0000001192092896,0.12941531836986542,0.11047764122486115
.,0.35870397090911865,0.07903775572776794,0.6812511086463928,0.3541337847709656,0.35067233443260193,0.4383580684661865,0.2574370801448822,0.4645031690597534,0.26709118485450745,0.22604186832904816,0.4130953550338745
