,what,is,durinskia,'s,chloroplast,?
some,0.4491020441055298,0.3038453459739685,0.24933211505413055,0.056411296129226685,0.2777946889400482,0.2562315762042999
dinophytes,0.24863049387931824,0.23188437521457672,0.3495882749557495,0.017263654619455338,0.5790420770645142,0.23279373347759247
",",0.3087472915649414,0.4691906273365021,0.3522073030471802,-0.0016132977325469255,0.20078974962234497,0.31091248989105225
like,0.4320242702960968,0.29710376262664795,0.20951685309410095,0.06462705135345459,0.2069442719221115,0.3268813192844391
kryptoperidinium,0.18208226561546326,0.3372892141342163,0.2936364412307739,-0.0029753847047686577,0.47926095128059387,0.15589244663715363
and,0.31309178471565247,0.3859752118587494,0.30983003973960876,0.06895173341035843,0.19758054614067078,0.20544172823429108
durinskia,0.1777794063091278,0.1893153339624405,0.9999998807907104,0.04966195672750473,0.34539398550987244,0.16007880866527557
have,0.39808809757232666,0.3613572418689728,0.2231752872467041,-0.02807004563510418,0.26476383209228516,0.32991164922714233
a,0.3320399522781372,0.658733606338501,0.266635537147522,0.04866964742541313,0.237538680434227,0.23916715383529663
diatom,0.2625027894973755,0.32826316356658936,0.24729953706264496,-0.007934056222438812,0.5989845395088196,0.1628018021583557
(,0.2411840260028839,0.35393038392066956,0.2331264317035675,0.0012731997994706035,0.17505401372909546,0.40561532974243164
heterokontophyte,0.3120196759700775,0.28013721108436584,0.4034377336502075,0.040566787123680115,0.6483674049377441,0.23591239750385284
),0.26259949803352356,0.37732169032096863,0.2559249699115753,0.021107977256178856,0.16709916293621063,0.42300865054130554
derived,0.20143714547157288,0.2666328251361847,0.1545521765947342,-0.04436227306723595,0.25981593132019043,0.1241099163889885
chloroplast,0.23505516350269318,0.20798198878765106,0.34539398550987244,-0.026425376534461975,1.0000001192092896,0.12532055377960205
.,0.3567904531955719,0.4569662809371948,0.3535301089286804,-0.003708066651597619,0.2371024191379547,0.4130953550338745
