,what,is,a,ctenophora,?
ctenophora,0.18695785105228424,0.20774365961551666,0.24843408167362213,0.9999998807907104,0.20862777531147003
(,0.2411840260028839,0.35393038392066956,0.3206180930137634,0.21480697393417358,0.40561532974243164
/tᵻˈnɒfərə/,0.35629022121429443,0.1258145123720169,0.13141128420829773,0.18542838096618652,0.48267874121665955
;,0.10986888408660889,0.05324986204504967,-0.02122584730386734,0.06274223327636719,0.10349778085947037
singular,0.2832280993461609,0.23253826797008514,0.2707212567329407,0.33299607038497925,0.17302146553993225
ctenophore,0.2381439507007599,0.23042532801628113,0.2904021143913269,0.9053757190704346,0.2190871685743332
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.20480060577392578,0.31091248989105225
/ˈtɛnəfɔːr/,0.3494894206523895,0.30839693546295166,0.2591209411621094,0.28528541326522827,0.42447856068611145
or,0.33867141604423523,0.41870999336242676,0.48853766918182373,0.25133922696113586,0.32389625906944275
/ˈtiːnəfɔːr/,0.20264077186584473,0.2268538773059845,0.1732519567012787,0.2594183683395386,0.36497023701667786
;,0.10986888408660889,0.05324986204504967,-0.02122584730386734,0.06274223327636719,0.10349778085947037
from,0.2737620174884796,0.27355384826660156,0.322764128446579,0.1317715346813202,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.2430446892976761,0.22068053483963013
greek,0.14808377623558044,0.22842112183570862,0.25844764709472656,0.3522953689098358,0.11180876195430756
κτείς,0.06631826609373093,-0.005682431627064943,0.05652083829045296,0.31681951880455017,0.126088947057724
kteis,0.1854114830493927,0.24799199402332306,0.23816609382629395,0.36820921301841736,0.18047234416007996
'comb,0.16483081877231598,0.21767596900463104,0.29457011818885803,0.3583008348941803,0.26840975880622864
',0.3245812654495239,0.5508411526679993,0.48837921023368835,0.1898500919342041,0.330942302942276
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.15281255543231964,0.20544172823429108
φέρω,0.1167222186923027,0.07477306574583054,0.1284938007593155,0.1209045946598053,0.13099947571754456
pherō,0.2107440084218979,0.23326100409030914,0.27364248037338257,0.36986106634140015,0.17430178821086884
'carry,0.307821124792099,0.23743078112602234,0.2838217318058014,0.236845925450325,0.21061457693576813
',0.3245812654495239,0.5508411526679993,0.48837921023368835,0.1898500919342041,0.330942302942276
;,0.10986888408660889,0.05324986204504967,-0.02122584730386734,0.06274223327636719,0.10349778085947037
commonly,0.18122613430023193,0.3994327187538147,0.27022549510002136,0.2521992027759552,0.13546277582645416
known,0.20381177961826324,0.41921812295913696,0.30882248282432556,0.261493444442749,0.18314571678638458
as,0.31749409437179565,0.43216490745544434,0.39550232887268066,0.2036411315202713,0.27043893933296204
comb,0.20374168455600739,0.22505608201026917,0.30296337604522705,0.41990113258361816,0.2510223686695099
jellies,0.1608283519744873,0.19455735385417938,0.18733839690685272,0.552432656288147,0.1617898792028427
),0.26259949803352356,0.37732169032096863,0.3640355169773102,0.20206139981746674,0.42300865054130554
is,0.28837618231773376,1.0,0.658733606338501,0.20774365961551666,0.22961433231830597
a,0.3320399522781372,0.658733606338501,1.0,0.24843408167362213,0.23916715383529663
phylum,0.20018324255943298,0.18677663803100586,0.1955074518918991,0.6852492094039917,0.18758688867092133
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.241486594080925,0.1826142966747284
animals,0.26212990283966064,0.2262406051158905,0.2420264482498169,0.4381978213787079,0.16430135071277618
that,0.6297725439071655,0.3995479643344879,0.47537946701049805,0.2257128357887268,0.32716336846351624
live,0.20532001554965973,0.2694047689437866,0.21948647499084473,0.1764754354953766,0.19481121003627777
in,0.30808621644973755,0.5394441485404968,0.539380669593811,0.1502838283777237,0.20430970191955566
marine,0.15737493336200714,0.18393084406852722,0.24027733504772186,0.36812207102775574,0.1407923698425293
waters,0.14115752279758453,0.21883726119995117,0.1824832707643509,0.2112162560224533,0.135763481259346
worldwide,0.20704631507396698,0.20722445845603943,0.2395978420972824,0.18733349442481995,0.2253960371017456
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.24174925684928894,0.4130953550338745
