,where,was,the,centrifugal,governor,first,observed,by,boulton,?
the,0.5003893971443176,0.48711544275283813,1.0,0.2855057716369629,0.19955585896968842,0.49448907375335693,0.26280322670936584,0.4408751428127289,0.22854043543338776,0.22068053483963013
centrifugal,0.2736757695674896,0.17199689149856567,0.2855057716369629,0.9999999403953552,0.1728789061307907,0.18159914016723633,0.3105469048023224,0.23637044429779053,0.2225373238325119,0.17586340010166168
governor,0.12395164370536804,0.25802454352378845,0.19955585896968842,0.1728789061307907,1.0,0.17008402943611145,0.09745901823043823,0.1777070015668869,0.23533755540847778,0.135940283536911
was,0.20731619000434875,1.0000001192092896,0.48711544275283813,0.17199689149856567,0.25802454352378845,0.5022147297859192,0.18324865400791168,0.4752357602119446,0.3204253315925598,0.18412111699581146
adopted,0.10542385280132294,0.31838172674179077,0.23462533950805664,0.13583745062351227,0.1790383756160736,0.2626665532588959,0.2353822886943817,0.19986462593078613,0.1936170756816864,0.14235380291938782
by,0.2641284465789795,0.4752357602119446,0.4408751428127289,0.23637044429779053,0.1777070015668869,0.3877052962779999,0.1996859759092331,1.0000001192092896,0.26188328862190247,0.17966607213020325
james,0.1638852059841156,0.2958067059516907,0.22481533885002136,0.1321941465139389,0.27072957158088684,0.2605716586112976,0.0985875353217125,0.18369881808757782,0.39145416021347046,0.12139993160963058
watt,0.13327643275260925,0.20568017661571503,0.1903349757194519,0.34991255402565,0.24461476504802704,0.2318684458732605,0.12276633828878403,0.17395760118961334,0.44902464747428894,0.16354146599769592
for,0.38599511981010437,0.3863949179649353,0.4739971458911896,0.21839764714241028,0.1262635439634323,0.3800288736820221,0.1806286871433258,0.3248702883720398,0.20660243928432465,0.264628142118454
use,0.3083797097206116,0.17744606733322144,0.34342584013938904,0.3369840085506439,0.09825259447097778,0.3305151164531708,0.2571076452732086,0.21048003435134888,0.14894872903823853,0.32795652747154236
on,0.37630224227905273,0.3909217119216919,0.5107308030128479,0.16849248111248016,0.1850048303604126,0.3120559751987457,0.2414359599351883,0.33887791633605957,0.24379800260066986,0.2714994251728058
a,0.40997210144996643,0.4508470594882965,0.5829201340675354,0.3234909772872925,0.1417548954486847,0.4287874400615692,0.15875723958015442,0.32094135880470276,0.27316737174987793,0.23916715383529663
steam,0.18907299637794495,0.16913670301437378,0.23105813562870026,0.38729631900787354,0.1421302706003189,0.2210129350423813,0.15589015185832977,0.18134352564811707,0.29090842604637146,0.113324373960495
engine,0.1442544013261795,0.205611914396286,0.21651263535022736,0.4245282709598541,0.19372975826263428,0.16088122129440308,0.06373212486505508,0.1870088279247284,0.27492907643318176,0.17739196121692657
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.20533668994903564,0.19612561166286469,0.4127444326877594,0.24517615139484406,0.370934396982193,0.2572387158870697,0.20430970191955566
1788,0.03061550483107567,0.028817273676395416,0.0961972028017044,0.026420196518301964,0.05002182722091675,0.028750507161021233,0.08984854072332382,0.10546610504388809,0.1440737098455429,0.10552866011857986
after,0.31753596663475037,0.49306565523147583,0.4565047025680542,0.14464524388313293,0.21476203203201294,0.42302387952804565,0.15474484860897064,0.41259682178497314,0.19491679966449738,0.16608688235282898
watt,0.13327643275260925,0.20568017661571503,0.1903349757194519,0.34991255402565,0.24461476504802704,0.2318684458732605,0.12276633828878403,0.17395760118961334,0.44902464747428894,0.16354146599769592
’,0.04048166796565056,0.023636873811483383,-0.04090067744255066,0.012341837398707867,-0.0024651307612657547,0.043459873646497726,0.040204327553510666,-0.04605049267411232,-0.0041991956532001495,0.045561522245407104
s,0.26189741492271423,0.3674983084201813,0.46610721945762634,0.22502827644348145,0.202509805560112,0.33876267075538635,0.1396094560623169,0.40676382184028625,0.24852415919303894,0.25130221247673035
partner,0.18942514061927795,0.11958950757980347,0.1342829167842865,0.1285930722951889,0.13785527646541595,0.18448373675346375,0.10794160515069962,0.17357978224754333,0.2962591052055359,0.15119856595993042
boulton,0.20382118225097656,0.3204253315925598,0.22854043543338776,0.2225373238325119,0.23533755540847778,0.28256353735923767,0.18761350214481354,0.26188328862190247,1.0,0.10306169092655182
saw,0.24990907311439514,0.42132335901260376,0.318278044462204,0.13719846308231354,0.12767988443374634,0.33369511365890503,0.2478850781917572,0.26498138904571533,0.14225856959819794,0.14690998196601868
