,who,is,kearney,boulevard,named,after,?
the,0.3733934462070465,0.5823672413825989,0.24541108310222626,0.27917832136154175,0.3521348536014557,0.4565047025680542,0.22068053483963013
neighborhood,0.1846339851617813,0.20414865016937256,0.24816973507404327,0.37243714928627014,0.17251379787921906,0.1767500787973404,0.048473283648490906
includes,0.10480155050754547,0.4033885896205902,0.15440939366817474,0.16349589824676514,0.20201411843299866,0.1782354861497879,0.14011523127555847
kearney,0.2760421633720398,0.21852326393127441,0.9999999403953552,0.2633053660392761,0.2696306109428406,0.24470122158527374,0.2019806057214737
boulevard,0.09804839640855789,0.20805764198303223,0.2633053660392761,1.0,0.19069866836071014,0.15449245274066925,0.06742092967033386
",",0.3365725874900818,0.4691906273365021,0.3746079206466675,0.1940150111913681,0.2530003488063812,0.38860568404197693,0.31091248989105225
named,0.38541290163993835,0.28335005044937134,0.2696306109428406,0.19069866836071014,1.0,0.4528660774230957,0.1297498345375061
after,0.32549580931663513,0.2835143506526947,0.24470122158527374,0.15449245274066925,0.4528660774230957,1.0,0.16608688235282898
early,0.23985694348812103,0.18880519270896912,0.2865118682384491,0.037948306649923325,0.165121927857399,0.3450239300727844,0.15272949635982513
20th,0.12597180902957916,0.2814297676086426,0.24270232021808624,0.12676338851451874,0.15486997365951538,0.1543927639722824,0.14985637366771698
century,0.2990973889827728,0.20648397505283356,0.22748656570911407,0.1741350144147873,0.18404826521873474,0.195833221077919,0.1026201918721199
entrepreneur,0.3422781229019165,0.17023710906505585,0.33185696601867676,0.12301775813102722,0.26667580008506775,0.20477800071239471,0.2259759157896042
and,0.41279885172843933,0.3859752118587494,0.28568992018699646,0.22068525850772858,0.23097854852676392,0.3765919506549835,0.20544172823429108
millionaire,0.3235035836696625,0.2268466204404831,0.33128780126571655,0.21646909415721893,0.24379289150238037,0.2145845890045166,0.24294789135456085
m.,0.19823075830936432,-0.06526678055524826,0.05608225613832474,-0.00587083725258708,0.05188385397195816,0.2014293521642685,-0.0002856669598259032
theo,0.2492016851902008,0.2158787101507187,0.19608090817928314,0.15743282437324524,0.15206781029701233,0.14923188090324402,0.17054910957813263
kearney,0.2760421633720398,0.21852326393127441,0.9999999403953552,0.2633053660392761,0.2696306109428406,0.24470122158527374,0.2019806057214737
",",0.3365725874900818,0.4691906273365021,0.3746079206466675,0.1940150111913681,0.2530003488063812,0.38860568404197693,0.31091248989105225
which,0.3688730001449585,0.4457404911518097,0.16797128319740295,0.2049608677625656,0.3135877251625061,0.3217443823814392,0.25814583897590637
extends,0.05331287905573845,0.36938562989234924,0.11184553056955338,0.22491398453712463,0.10114417225122452,0.143939808011055,0.1020013764500618
from,0.27839982509613037,0.27355384826660156,0.2650250792503357,0.16816511750221252,0.1969364881515503,0.4051513373851776,0.19969791173934937
fresno,0.13491588830947876,0.2127077877521515,0.3476477861404419,0.33968639373779297,0.21573711931705475,0.26144009828567505,0.13224096596240997
street,0.2008773535490036,0.1302390694618225,0.27721914649009705,0.42610830068588257,0.1972842812538147,0.20836135745048523,0.07315441966056824
in,0.2792111933231354,0.5394441485404968,0.27361205220222473,0.22474601864814758,0.28130269050598145,0.44050168991088867,0.20430970191955566
southwest,0.13722489774227142,0.26429513096809387,0.27335241436958313,0.2710551619529724,0.1831323206424713,0.20011989772319794,0.11322080343961716
fresno,0.13491588830947876,0.2127077877521515,0.3476477861404419,0.33968639373779297,0.21573711931705475,0.26144009828567505,0.13224096596240997
about,0.3477841317653656,0.3532065451145172,0.19222067296504974,0.10483265668153763,0.18947507441043854,0.2603839039802551,0.302409827709198
20,0.01726163923740387,-0.04254214093089104,-0.04481160268187523,-0.03261392563581467,-0.0012991526164114475,-0.05265581235289574,0.11360422521829605
mi,0.05738462135195732,0.17681920528411865,0.16235928237438202,0.19302846491336823,0.08663438260555267,0.10446297377347946,0.10264865309000015
(,0.2443375140428543,0.35393038392066956,0.23650780320167542,0.18660318851470947,0.19926521182060242,0.2132600098848343,0.40561532974243164
32,0.03363320603966713,-0.013622135855257511,0.06718005985021591,0.06371206790208817,0.06855608522891998,0.0530056431889534,0.04494665935635567
km,0.07039083540439606,0.24258680641651154,0.20737291872501373,0.27721115946769714,0.17446325719356537,0.21283932030200958,0.08180338144302368
),0.2457384318113327,0.37732169032096863,0.22659258544445038,0.1857565939426422,0.19075927138328552,0.24162524938583374,0.42300865054130554
west,0.1436629444360733,0.25201764702796936,0.2718143165111542,0.28617769479751587,0.14750002324581146,0.19950814545154572,0.12088293582201004
to,0.42656609416007996,0.42745086550712585,0.22807221114635468,0.209961399435997,0.23689822852611542,0.37890323996543884,0.29463258385658264
kerman,0.28116604685783386,0.2471761256456375,0.4481668770313263,0.2104954868555069,0.2540977895259857,0.19341471791267395,0.13318383693695068
",",0.3365725874900818,0.4691906273365021,0.3746079206466675,0.1940150111913681,0.2530003488063812,0.38860568404197693,0.31091248989105225
california,0.16829366981983185,0.20727038383483887,0.3477698266506195,0.3243967294692993,0.18246141076087952,0.21467946469783783,0.1409905105829239
.,0.3541337847709656,0.4569662809371948,0.3331483006477356,0.1963263899087906,0.24760639667510986,0.35870397090911865,0.4130953550338745
