,in,what,year,did,enr,compile,data,in,nine,market,segments,?
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.19801335036754608,0.1574992537498474,0.17588379979133606,1.0,0.303353875875473,0.27003997564315796,0.1752685159444809,0.20430970191955566
2014,0.13996225595474243,0.041483160108327866,0.07599447667598724,-0.002547524170950055,0.008875260129570961,-0.047405730932950974,-0.0578894279897213,0.13996225595474243,0.06876306980848312,0.014932160265743732,0.03406495600938797,0.058127544820308685
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2862779200077057,0.24588166177272797,0.22224515676498413,0.5201468467712402,0.273027628660202,0.2499394416809082,0.19337144494056702,0.31091248989105225
enr,0.19801335036754608,0.1867682784795761,0.2913358807563782,0.13466547429561615,1.0,0.23226726055145264,0.1885245144367218,0.19801335036754608,0.2202446013689041,0.20011049509048462,0.14681276679039001,0.115506611764431
compiled,0.16905999183654785,0.17229709029197693,0.20969562232494354,0.2518605589866638,0.2441423237323761,0.8745334148406982,0.2541161775588989,0.16905999183654785,0.2067674845457077,0.11562376469373703,0.15168805420398712,0.1853211224079132
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2366248071193695,0.1952933520078659,0.20546740293502808,0.6662389636039734,0.33253175020217896,0.2041238248348236,0.2755124568939209,0.22068053483963013
data,0.17588379979133606,0.23453554511070251,0.17079707980155945,0.1821516454219818,0.1885245144367218,0.3189712464809418,1.0,0.17588379979133606,0.06644338369369507,0.1702718287706375,0.20415465533733368,0.17909851670265198
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.19801335036754608,0.1574992537498474,0.17588379979133606,1.0,0.303353875875473,0.27003997564315796,0.1752685159444809,0.20430970191955566
nine,0.303353875875473,0.11931172013282776,0.29389721155166626,0.16091835498809814,0.2202446013689041,0.14630116522312164,0.06644338369369507,0.303353875875473,1.0000001192092896,0.09406156837940216,0.1590329110622406,0.13964155316352844
market,0.27003997564315796,0.12116116285324097,0.1840592920780182,0.12897977232933044,0.20011049509048462,0.16377390921115875,0.1702718287706375,0.27003997564315796,0.09406156837940216,1.0000001192092896,0.13562831282615662,0.12805593013763428
segments,0.1752685159444809,0.16873468458652496,0.11486223340034485,0.147860586643219,0.14681276679039001,0.12524738907814026,0.20415465533733368,0.1752685159444809,0.1590329110622406,0.13562831282615662,0.9999999403953552,0.12596890330314636
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.22458942234516144,0.25352010130882263,0.24345596134662628,0.5591574311256409,0.295397013425827,0.19660170376300812,0.1983393132686615,0.4130953550338745
