,what,is,an,example,of,an,np-intermediate,problem,not,known,to,exist,in,p,or,np-complete,?
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.4207492768764496,0.3197491765022278,0.24928659200668335,0.4310511648654938,0.3624623417854309,0.535392165184021,0.3024537265300751,0.6662389636039734,0.16481639444828033,0.4174870550632477,0.27450188994407654,0.22068053483963013
graph,0.2775743007659912,0.2441651076078415,0.24688895046710968,0.3534378707408905,0.24485914409160614,0.24688895046710968,0.24045239388942719,0.32991036772727966,0.23144161701202393,0.1328870952129364,0.19438183307647705,0.2734449505805969,0.19268742203712463,0.17920397222042084,0.2870807647705078,0.2744949162006378,0.20263607800006866
isomorphism,0.24923816323280334,0.26257652044296265,0.19194193184375763,0.3854583203792572,0.2362123429775238,0.19194193184375763,0.4001510739326477,0.30088382959365845,0.3138432204723358,0.19247442483901978,0.18489499390125275,0.3245556652545929,0.19024604558944702,0.16874684393405914,0.30838730931282043,0.32109490036964417,0.18148627877235413
problem,0.42183366417884827,0.23238427937030792,0.21292734146118164,0.3561607897281647,0.20464475452899933,0.21292734146118164,0.20997971296310425,1.0,0.3932628929615021,0.1978386789560318,0.2502208352088928,0.35535377264022827,0.16969570517539978,0.1706637293100357,0.29821720719337463,0.2782294750213623,0.3762950301170349
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.3581022024154663,0.28470826148986816,0.23938199877738953,0.3769696354866028,0.3604377806186676,0.44245919585227966,0.2977049946784973,0.5201468467712402,0.291064590215683,0.3769497275352478,0.21401260793209076,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.4207492768764496,0.3197491765022278,0.24928659200668335,0.4310511648654938,0.3624623417854309,0.535392165184021,0.3024537265300751,0.6662389636039734,0.16481639444828033,0.4174870550632477,0.27450188994407654,0.22068053483963013
discrete,0.19722126424312592,0.06391964852809906,0.1625593900680542,0.23958474397659302,0.19053931534290314,0.1625593900680542,0.29074156284332275,0.2527804970741272,0.18861886858940125,0.07060419023036957,0.2218046337366104,0.25123855471611023,0.07909142225980759,0.1792537122964859,0.2161075472831726,0.1802455335855484,0.08500554412603378
logarithm,0.2537047266960144,0.19409823417663574,0.13990846276283264,0.3597073256969452,0.21964658796787262,0.13990846276283264,0.27793237566947937,0.3246861398220062,0.2024923712015152,0.12454535812139511,0.1942731738090515,0.23897680640220642,0.12902043759822845,0.2250341922044754,0.2096724957227707,0.2024504542350769,0.2840292751789093
problem,0.42183366417884827,0.23238427937030792,0.21292734146118164,0.3561607897281647,0.20464475452899933,0.21292734146118164,0.20997971296310425,1.0,0.3932628929615021,0.1978386789560318,0.2502208352088928,0.35535377264022827,0.16969570517539978,0.1706637293100357,0.29821720719337463,0.2782294750213623,0.3762950301170349
and,0.31309178471565247,0.3859752118587494,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.2838519215583801,0.2692684829235077,0.24328261613845825,0.39099299907684326,0.3468935489654541,0.48971283435821533,0.2538236081600189,0.4954058527946472,0.198231041431427,0.4713204801082611,0.1983288824558258,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.4207492768764496,0.3197491765022278,0.24928659200668335,0.4310511648654938,0.3624623417854309,0.535392165184021,0.3024537265300751,0.6662389636039734,0.16481639444828033,0.4174870550632477,0.27450188994407654,0.22068053483963013
integer,0.23293888568878174,0.2086324691772461,0.18641431629657745,0.33317652344703674,0.158325657248497,0.18641431629657745,0.2723343074321747,0.32351139187812805,0.26823049783706665,0.14369449019432068,0.18582624197006226,0.29800304770469666,0.14432935416698456,0.2301601618528366,0.2828921973705292,0.23386922478675842,0.2503974437713623
factorization,0.27966898679733276,0.2635040879249573,0.20126646757125854,0.433638334274292,0.3057559132575989,0.20126646757125854,0.2747225761413574,0.4367295503616333,0.3082645833492279,0.13309167325496674,0.29614752531051636,0.30709967017173767,0.24751658737659454,0.17170527577400208,0.3383924663066864,0.20974399149417877,0.27631670236587524
problem,0.42183366417884827,0.23238427937030792,0.21292734146118164,0.3561607897281647,0.20464475452899933,0.21292734146118164,0.20997971296310425,1.0,0.3932628929615021,0.1978386789560318,0.2502208352088928,0.35535377264022827,0.16969570517539978,0.1706637293100357,0.29821720719337463,0.2782294750213623,0.3762950301170349
are,0.29724663496017456,0.5330929756164551,0.1556541919708252,0.4108889698982239,0.39081433415412903,0.1556541919708252,0.2970782220363617,0.2619974911212921,0.46186959743499756,0.26720109581947327,0.3504326641559601,0.4066506326198578,0.3841303884983063,0.0965256616473198,0.5374364256858826,0.19186051189899445,0.24591213464736938
examples,0.26665759086608887,0.29282552003860474,0.19613532721996307,0.7060196995735168,0.3054686188697815,0.19613532721996307,0.33280253410339355,0.33469587564468384,0.34699568152427673,0.300639271736145,0.23809245228767395,0.3165390193462372,0.25567561388015747,0.1252295821905136,0.4126914143562317,0.309065580368042,0.19976599514484406
of,0.33290785551071167,0.4854315221309662,0.32280945777893066,0.3570667505264282,1.0,0.32280945777893066,0.32019829750061035,0.20464475452899933,0.3307090103626251,0.35814476013183594,0.41548454761505127,0.28013259172439575,0.5696388483047485,0.18174134194850922,0.3792596757411957,0.2697024643421173,0.1826142966747284
problems,0.3306994140148163,0.16985496878623962,0.1804785281419754,0.27446338534355164,0.2450421154499054,0.1804785281419754,0.16374175250530243,0.7913808822631836,0.3441416919231415,0.14510442316532135,0.28989166021347046,0.2678762674331665,0.21061907708644867,0.1230422630906105,0.24577723443508148,0.21938736736774445,0.2638136148452759
believed,0.32626157999038696,0.25439924001693726,0.18278776109218597,0.2450232356786728,0.2945859134197235,0.18278776109218597,0.20609672367572784,0.19293028116226196,0.338882714509964,0.32025474309921265,0.35322412848472595,0.2526320815086365,0.2605416774749756,0.07549846172332764,0.20532557368278503,0.16754333674907684,0.17606885731220245
to,0.455847829580307,0.42745086550712585,0.3138085603713989,0.3451666533946991,0.41548454761505127,0.3138085603713989,0.2630598247051239,0.2502208352088928,0.5149973034858704,0.14337651431560516,1.0,0.2506487965583801,0.45010748505592346,0.14269764721393585,0.38921234011650085,0.24762758612632751,0.29463258385658264
be,0.3929833769798279,0.4819129705429077,0.33041056990623474,0.4382762610912323,0.33904364705085754,0.33041056990623474,0.26476308703422546,0.347878634929657,0.5788898468017578,0.15196610987186432,0.4972836375236511,0.36136531829833984,0.3481820821762085,0.12313798069953918,0.5260903835296631,0.2608036994934082,0.3324260413646698
np-intermediate,0.19063158333301544,0.2573157548904419,0.24734923243522644,0.2891831398010254,0.32019829750061035,0.24734923243522644,0.9999998807907104,0.20997971296310425,0.25494328141212463,0.2545899450778961,0.2630598247051239,0.19712306559085846,0.23935425281524658,0.23250946402549744,0.2745295464992523,0.2932165265083313,0.14066758751869202
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.3581749200820923,0.2546047568321228,0.22562150657176971,0.4824007451534271,0.283290296792984,0.4645031690597534,0.29937607049942017,0.5591574311256409,0.2982616722583771,0.36683785915374756,0.2602795362472534,0.4130953550338745
