,what,is,the,time,period,of,this,statistic,?
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.3292340338230133,0.25205814838409424,0.5052502155303955,0.5422310829162598,0.21753758192062378,0.23916715383529663
study,0.3123835027217865,0.20457550883293152,0.2533665597438812,0.18666692078113556,0.25235360860824585,0.29377859830856323,0.2858332097530365,0.17531488835811615,0.15902167558670044
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.26502725481987,0.22862431406974792,0.3646814823150635,0.38438332080841064,0.13642065227031708,0.17966607213020325
the,0.42745697498321533,0.5823672413825989,1.0,0.43061500787734985,0.3125074505805969,0.733189046382904,0.6274310946464539,0.23769840598106384,0.22068053483963013
american,0.1909721940755844,0.1853146106004715,0.24562937021255493,0.2153322398662567,0.1252378672361374,0.22180068492889404,0.21639271080493927,0.1208539828658104,0.18877598643302917
association,0.13908448815345764,0.23086927831172943,0.26550325751304626,0.1767391413450241,0.21630114316940308,0.2501356303691864,0.15775974094867706,0.2377903312444687,0.1542656421661377
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.35127586126327515,0.2698146104812622,1.0,0.45148900151252747,0.2534525990486145,0.1826142966747284
university,0.20256435871124268,0.20346471667289734,0.263973206281662,0.2106194943189621,0.122846320271492,0.30646374821662903,0.16441507637500763,0.17912058532238007,0.11887256056070328
women,0.14828920364379883,0.20067402720451355,0.279754102230072,0.22965726256370544,0.15781761705875397,0.22431409358978271,0.20820912718772888,0.16424299776554108,0.1616753786802292
reported,0.16211873292922974,0.13764138519763947,0.24444028735160828,0.1764160841703415,0.10534293949604034,0.23745855689048767,0.17576971650123596,0.1821930706501007,0.16150116920471191
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.388528436422348,0.261763334274292,0.41498205065727234,0.6909449696540833,0.2932494878768921,0.32716336846351624
9.6,0.056283656507730484,-0.08043563365936279,-0.11395473033189774,0.04360220208764076,0.04460512846708298,-0.04628218710422516,-0.06324844062328339,-0.049695320427417755,-0.01760668307542801
%,0.20738190412521362,0.18672586977481842,0.21490740776062012,0.129025399684906,0.1787581592798233,0.19953428208827972,0.2505219876766205,0.19114762544631958,0.21441808342933655
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.35127586126327515,0.2698146104812622,1.0,0.45148900151252747,0.2534525990486145,0.1826142966747284
students,0.2380729615688324,0.2124544233083725,0.25268980860710144,0.2281041294336319,0.14483660459518433,0.25513339042663574,0.2299622893333435,0.16501274704933167,0.18017297983169556
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3431483507156372,0.23051127791404724,0.5696388483047485,0.45205554366111755,0.22990572452545166,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.43061500787734985,0.3125074505805969,0.733189046382904,0.6274310946464539,0.23769840598106384,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.23353901505470276,0.17168577015399933,0.3187655806541443,0.23579099774360657,0.13892389833927155,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.3463578522205353,0.25020933151245117,0.14538584649562836,0.30884552001953125,0.2684851288795471,0.18823060393333435,0.16272737085819244
claim,0.30214840173721313,0.15920500457286835,0.25873351097106934,0.23527570068836212,0.15895085036754608,0.2833690047264099,0.30759197473526,0.2934595048427582,0.2665664851665497
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.3679993152618408,0.24346192181110382,0.41548454761505127,0.5759071707725525,0.17421157658100128,0.29463258385658264
have,0.39808809757232666,0.3613572418689728,0.40389683842658997,0.3659670352935791,0.24354155361652374,0.3802283704280853,0.4660032093524933,0.19844451546669006,0.32991164922714233
received,0.1010502278804779,0.17726187407970428,0.24890556931495667,0.1648865044116974,0.19052504003047943,0.2628524899482727,0.20936720073223114,0.11260636150836945,0.11905962228775024
unwanted,0.3516312837600708,0.19575375318527222,0.23761673271656036,0.19980072975158691,0.1106598824262619,0.23728244006633759,0.41916337609291077,0.20060428977012634,0.23500210046768188
sexual,0.2455441951751709,0.16110041737556458,0.21929338574409485,0.19189956784248352,0.16296140849590302,0.23417127132415771,0.2831343412399292,0.17644090950489044,0.1814439743757248
attention,0.3020271062850952,0.2123902142047882,0.256243497133255,0.24202729761600494,0.13608130812644958,0.21725396811962128,0.35160312056541443,0.2080351710319519,0.19994445145130157
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.2964353561401367,0.2558770775794983,0.4249346852302551,0.3469814360141754,0.1369471251964569,0.19969791173934937
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.17594800889492035,0.21285568177700043,0.32280945777893066,0.41881775856018066,0.16780462861061096,0.19793890416622162
adult,0.2068360149860382,0.20107683539390564,0.22542093694210052,0.20458094775676727,0.17109189927577972,0.2112857699394226,0.24274705350399017,0.08451784402132034,0.14439715445041656
associated,0.15836219489574432,0.2300606518983841,0.2742886245250702,0.17621587216854095,0.2562963664531708,0.3077163100242615,0.27648818492889404,0.1624354124069214,0.1453326791524887
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.31862112879753113,0.20673511922359467,0.41827285289764404,0.36358317732810974,0.16616149246692657,0.2433311939239502
education,0.19940856099128723,0.18778188526630402,0.23982903361320496,0.17701436579227448,0.174258753657341,0.3015166223049164,0.17015472054481506,0.18523961305618286,0.18067774176597595
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.07762139290571213,0.04925484582781792,0.054534342139959335,0.062140218913555145,0.056828953325748444,0.10349778085947037
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.3473503291606903,0.25402894616127014,0.33904364705085754,0.566177248954773,0.22084802389144897,0.3324260413646698
they,0.4431931674480438,0.330102801322937,0.49925389885902405,0.3580583930015564,0.23434767127037048,0.3426007330417633,0.4273154139518738,0.1767038255929947,0.2753053903579712
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.3292340338230133,0.25205814838409424,0.5052502155303955,0.5422310829162598,0.21753758192062378,0.23916715383529663
volunteer,0.2628134787082672,0.17249524593353271,0.21957433223724365,0.28023460507392883,0.11238966882228851,0.16685223579406738,0.24203868210315704,0.24392491579055786,0.2021704763174057
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3029961884021759,0.25030651688575745,0.4946078956127167,0.4316047728061676,0.20016628503799438,0.31091248989105225
bus,0.17615832388401031,0.15411488711833954,0.19768238067626953,0.18084058165550232,0.027170347049832344,0.15900543332099915,0.13892212510108948,0.1357843279838562,0.10113320499658585
driver,0.15677174925804138,0.18559512495994568,0.18597015738487244,0.20694848895072937,0.017426569014787674,0.09592092782258987,0.18294726312160492,0.1993909478187561,0.13817551732063293
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3029961884021759,0.25030651688575745,0.4946078956127167,0.4316047728061676,0.20016628503799438,0.31091248989105225
teacher,0.20492632687091827,0.2001669555902481,0.17760860919952393,0.2239663004875183,0.15631450712680817,0.19968076050281525,0.15561269223690033,0.0830281525850296,0.1797819435596466
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3029961884021759,0.25030651688575745,0.4946078956127167,0.4316047728061676,0.20016628503799438,0.31091248989105225
