,in,what,year,did,original,fiction,featuring,doctor,who,appear,?
from,0.4274188280105591,0.2737620174884796,0.2101740688085556,0.20248863101005554,0.233787402510643,0.20016834139823914,0.14762552082538605,0.15658842027187347,0.27839982509613037,0.1857801228761673,0.19969791173934937
1965,0.006827604491263628,0.15314841270446777,0.1789858192205429,0.12525860965251923,0.1328846663236618,-0.024359459057450294,0.011278058402240276,0.061028853058815,0.1256352663040161,0.14876438677310944,0.26302391290664673
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.30182456970214844,0.15569862723350525,0.16750919818878174,0.22950075566768646,0.42656609416007996,0.34339165687561035,0.29463258385658264
1991,0.0019440409960225224,0.15930123627185822,0.04858509823679924,0.21974095702171326,-0.09448354691267014,0.03710460290312767,-0.1250057816505432,0.09401901066303253,0.230638325214386,-0.06951848417520523,0.175977423787117
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.4037000238895416,0.20230287313461304,0.21340800821781158,0.2820442318916321,0.3733934462070465,0.3581200838088989,0.22068053483963013
books,0.250139981508255,0.2542080581188202,0.2115596979856491,0.20507213473320007,0.1799405813217163,0.5003605484962463,0.1809617131948471,0.22348254919052124,0.25903794169425964,0.23319490253925323,0.1897611767053604
published,0.26697060465812683,0.20457668602466583,0.18425042927265167,0.17877818644046783,0.19590845704078674,0.3246520757675171,0.2057105153799057,0.1912035495042801,0.16961833834648132,0.228154256939888,0.16280238330364227
were,0.3815755248069763,0.22298263013362885,0.23735305666923523,0.4162326455116272,0.27702075242996216,0.1855488419532776,0.18287456035614014,0.11412792652845383,0.3188014328479767,0.26346173882484436,0.17890112102031708
primarily,0.32119396328926086,0.23722688853740692,0.1516810655593872,0.1462956815958023,0.1644410789012909,0.22024327516555786,0.10151813924312592,0.02933979034423828,0.20641058683395386,0.2283923327922821,0.06029784679412842
novelised,0.2980908155441284,0.1856551468372345,0.16033539175987244,0.21849597990512848,0.11155354231595993,0.4442732632160187,0.1510867476463318,0.25720372796058655,0.21851728856563568,0.11471022665500641,0.13386180996894836
adaptations,0.22101528942584991,0.1629462093114853,0.12866318225860596,0.22071097791194916,0.28572720289230347,0.3068663477897644,0.19465917348861694,0.171970933675766,0.18106915056705475,0.32119986414909363,0.15192241966724396
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.30228546261787415,0.1798480898141861,0.1792638599872589,0.16895952820777893,0.2827862501144409,0.2246912121772766,0.1826142966747284
broadcast,0.26723843812942505,0.17857211828231812,0.23991180956363678,0.17054221034049988,0.22680866718292236,0.26032423973083496,0.27342766523361206,0.18613839149475098,0.18632595241069794,0.2556230425834656,0.15760008990764618
episodes,0.17357411980628967,0.15438014268875122,0.22837789356708527,0.1200496256351471,0.22723747789859772,0.32741254568099976,0.2744349539279938,0.2920081615447998,0.20461446046829224,0.30444616079330444,0.21740183234214783
;,0.092739537358284,0.10986888408660889,0.00956164300441742,0.10727239400148392,0.06863370537757874,0.05510922521352768,-0.025291481986641884,0.03465403988957405,0.007937713526189327,0.11690788716077805,0.10349778085947037
beginning,0.3787442147731781,0.3351518511772156,0.38203126192092896,0.28616875410079956,0.31203803420066833,0.17313522100448608,0.220660999417305,0.14553077518939972,0.25200510025024414,0.27327367663383484,0.19413669407367706
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.2534193694591522,0.2784067988395691,0.1888517439365387,0.25567495822906494,0.2792111933231354,0.2517908811569214,0.20430970191955566
1991,0.0019440409960225224,0.15930123627185822,0.04858509823679924,0.21974095702171326,-0.09448354691267014,0.03710460290312767,-0.1250057816505432,0.09401901066303253,0.230638325214386,-0.06951848417520523,0.175977423787117
an,0.2605783939361572,0.2821882665157318,0.17045794427394867,0.22598257660865784,0.21953903138637543,0.1512005627155304,0.11431387066841125,0.1790127456188202,0.2848317325115204,0.18240880966186523,0.19793890416622162
extensive,0.3108808398246765,0.24088335037231445,0.11101781576871872,0.19788940250873566,0.19460229575634003,0.11321018636226654,0.14783115684986115,0.07558383792638779,0.12950941920280457,0.1144142746925354,0.16032595932483673
line,0.2258777767419815,0.2245367169380188,0.13994695246219635,0.14681050181388855,0.18804781138896942,0.11755247414112091,0.13630495965480804,0.09354692697525024,0.1774713397026062,0.216399148106575,0.16271452605724335
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.30228546261787415,0.1798480898141861,0.1792638599872589,0.16895952820777893,0.2827862501144409,0.2246912121772766,0.1826142966747284
original,0.2534193694591522,0.24651947617530823,0.18830199539661407,0.2664784789085388,1.0,0.20142266154289246,0.242660254240036,0.13737785816192627,0.1785319596529007,0.22252686321735382,0.17256900668144226
fiction,0.2784067988395691,0.2169971615076065,0.19527874886989594,0.1496363878250122,0.20142266154289246,1.0,0.1986805945634842,0.32431042194366455,0.22704675793647766,0.22433990240097046,0.19665013253688812
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.32203906774520874,0.2115323692560196,0.16899792850017548,0.19672659039497375,0.3318818509578705,0.17049376666545868,0.18412111699581146
launched,0.18876992166042328,0.1668553501367569,0.2043205201625824,0.1794346421957016,0.15964283049106598,0.15939784049987793,0.15674437582492828,0.0871320515871048,0.12453620135784149,0.1534913033246994,0.1803835779428482
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.23508994281291962,0.23848076164722443,0.23595236241817474,0.20407600700855255,0.3365725874900818,0.28874364495277405,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.4037000238895416,0.20230287313461304,0.21340800821781158,0.2820442318916321,0.3733934462070465,0.3581200838088989,0.22068053483963013
virgin,0.1495865285396576,0.1343110352754593,0.20929960906505585,0.14743593335151672,0.13855189085006714,0.10959461331367493,0.0949249118566513,0.14336243271827698,0.17651696503162384,0.1816750168800354,0.11987020075321198
new,0.3758552670478821,0.2130378633737564,0.25045546889305115,0.227974995970726,0.24007517099380493,0.18107914924621582,0.20780088007450104,0.12563565373420715,0.2378052920103073,0.2421759068965912,0.14782847464084625
adventures,0.14939865469932556,0.18775875866413116,0.20484232902526855,0.12355902045965195,0.13304150104522705,0.36583971977233887,0.25438401103019714,0.283301442861557,0.2170078009366989,0.1720672994852066,0.15214234590530396
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.29575109481811523,0.24175362288951874,0.25851142406463623,0.21673844754695892,0.41279885172843933,0.28562283515930176,0.20544172823429108
virgin,0.1495865285396576,0.1343110352754593,0.20929960906505585,0.14743593335151672,0.13855189085006714,0.10959461331367493,0.0949249118566513,0.14336243271827698,0.17651696503162384,0.1816750168800354,0.11987020075321198
missing,0.2340807020664215,0.2628587484359741,0.27708572149276733,0.17122222483158112,0.18508058786392212,0.16503629088401794,0.19218236207962036,0.15533603727817535,0.16799874603748322,0.24032504856586456,0.2695959508419037
adventures,0.14939865469932556,0.18775875866413116,0.20484232902526855,0.12355902045965195,0.13304150104522705,0.36583971977233887,0.25438401103019714,0.283301442861557,0.2170078009366989,0.1720672994852066,0.15214234590530396
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.275844931602478,0.20628853142261505,0.16198691725730896,0.22361043095588684,0.3541337847709656,0.2815418541431427,0.4130953550338745
