,who,started,the,yuan,dynasty,?
the,0.3733934462070465,0.3222070634365082,1.0,0.2548272907733917,0.26267939805984497,0.22068053483963013
yuan,0.20351146161556244,0.17781618237495422,0.2548272907733917,1.0,0.49336904287338257,0.12871281802654266
dynasty,0.19946415722370148,0.14566151797771454,0.26267939805984497,0.49336904287338257,1.0,0.15884074568748474
(,0.2443375140428543,0.15955166518688202,0.33289089798927307,0.18021149933338165,0.15119072794914246,0.40561532974243164
chinese,0.2538459002971649,0.19101233780384064,0.2785343527793884,0.5665212273597717,0.39861640334129333,0.20843194425106049
:,-0.0025186005514115095,-0.08683893829584122,-0.03403344005346298,-0.000654889561701566,-0.028215795755386353,-0.07156077772378922
元朝,-0.09883582592010498,-0.023599108681082726,-0.03571220859885216,0.029995527118444443,0.015147162601351738,0.08522719144821167
;,0.007937713526189327,-0.013513889163732529,0.09152708947658539,-0.06296640634536743,-0.01120092160999775,0.10349778085947037
pinyin,0.1315552294254303,0.19711251556873322,0.22656001150608063,0.4228459298610687,0.2617582380771637,0.22529643774032593
:,-0.0025186005514115095,-0.08683893829584122,-0.03403344005346298,-0.000654889561701566,-0.028215795755386353,-0.07156077772378922
yuán,0.3009732663631439,0.23431867361068726,0.26569807529449463,0.41060131788253784,0.2954367697238922,0.20375649631023407
cháo,0.315064936876297,0.27512943744659424,0.360204815864563,0.38290393352508545,0.30799683928489685,0.28107210993766785
),0.2457384318113327,0.19399096071720123,0.3456730246543884,0.17912885546684265,0.17090870440006256,0.42300865054130554
",",0.3365725874900818,0.32632124423980713,0.4933079481124878,0.20958951115608215,0.1976536363363266,0.31091248989105225
officially,0.1786022186279297,0.31143513321876526,0.36343514919281006,0.14713934063911438,0.2019241899251938,0.15603435039520264
the,0.3733934462070465,0.3222070634365082,1.0,0.2548272907733917,0.26267939805984497,0.22068053483963013
great,0.24061277508735657,0.2090962678194046,0.2822027802467346,0.1734679937362671,0.18592259287834167,0.13135133683681488
yuan,0.20351146161556244,0.17781618237495422,0.2548272907733917,1.0,0.49336904287338257,0.12871281802654266
(,0.2443375140428543,0.15955166518688202,0.33289089798927307,0.18021149933338165,0.15119072794914246,0.40561532974243164
chinese,0.2538459002971649,0.19101233780384064,0.2785343527793884,0.5665212273597717,0.39861640334129333,0.20843194425106049
:,-0.0025186005514115095,-0.08683893829584122,-0.03403344005346298,-0.000654889561701566,-0.028215795755386353,-0.07156077772378922
大元,-0.049940381199121475,0.1291331648826599,0.04971197620034218,-0.07206033915281296,0.0016417810693383217,-0.10699106752872467
;,0.007937713526189327,-0.013513889163732529,0.09152708947658539,-0.06296640634536743,-0.01120092160999775,0.10349778085947037
