,indigenous,territories,are,largely,being,destroyed,in,what,two,ways,?
as,0.2537745237350464,0.2565692961215973,0.3826591968536377,0.24124473333358765,0.46524563431739807,0.24318714439868927,0.3887844979763031,0.31749409437179565,0.3029302954673767,0.2867274880409241,0.27043893933296204
indigenous,1.0,0.2885824143886566,0.2271028310060501,0.234408438205719,0.23918482661247253,0.1414177268743515,0.19140906631946564,0.19103914499282837,0.14991044998168945,0.2347714900970459,0.14450161159038544
territories,0.2885824143886566,1.0000001192092896,0.23005296289920807,0.22081680595874786,0.1423596441745758,0.20475684106349945,0.27001065015792847,0.2053624987602234,0.20462726056575775,0.15472552180290222,0.11298645287752151
continue,0.0892026349902153,0.15835528075695038,0.29296642541885376,0.2807876169681549,0.27377909421920776,0.17340244352817535,0.249076247215271,0.34721019864082336,0.22964957356452942,0.3551079034805298,0.23903685808181763
to,0.24530638754367828,0.24274706840515137,0.3504326641559601,0.24348199367523193,0.4514104127883911,0.16806039214134216,0.45010748505592346,0.455847829580307,0.3343428373336792,0.3916551172733307,0.29463258385658264
be,0.18859048187732697,0.17237304151058197,0.5556803941726685,0.2750927805900574,0.5586286783218384,0.18877534568309784,0.3481820821762085,0.3929833769798279,0.28515341877937317,0.36912792921066284,0.3324260413646698
destroyed,0.1414177268743515,0.20475684106349945,0.156919926404953,0.2956504225730896,0.27916303277015686,1.0,0.3248254656791687,0.19114850461483002,0.222796231508255,0.12311176210641861,0.10318030416965485
by,0.2185533493757248,0.21259188652038574,0.37842893600463867,0.32960739731788635,0.4690866470336914,0.3162408173084259,0.370934396982193,0.2455483376979828,0.33852577209472656,0.24503962695598602,0.17966607213020325
deforestation,0.3310559391975403,0.20115399360656738,0.3082904815673828,0.341069757938385,0.317414790391922,0.3107202649116516,0.28902751207351685,0.22733289003372192,0.23186561465263367,0.25950127840042114,0.13288208842277527
and,0.2567821443080902,0.3149210512638092,0.48576638102531433,0.2951068878173828,0.4286794066429138,0.2592630386352539,0.4954058527946472,0.31309178471565247,0.4671151638031006,0.3045490086078644,0.20544172823429108
ecocide,0.30217939615249634,0.2569877803325653,0.30662277340888977,0.23285537958145142,0.3034616708755493,0.22703097760677338,0.2644554078578949,0.3003377914428711,0.241314098238945,0.28890860080718994,0.3294436037540436
",",0.20256207883358002,0.24120540916919708,0.4062570035457611,0.24212822318077087,0.34499165415763855,0.26472628116607666,0.5201468467712402,0.3087472915649414,0.35859420895576477,0.2524566352367401,0.31091248989105225
such,0.20708419382572174,0.21776610612869263,0.4654397666454315,0.21094143390655518,0.289646178483963,0.15228495001792908,0.2704046070575714,0.23989605903625488,0.29377371072769165,0.3653378188610077,0.17851735651493073
as,0.2537745237350464,0.2565692961215973,0.3826591968536377,0.24124473333358765,0.46524563431739807,0.24318714439868927,0.3887844979763031,0.31749409437179565,0.3029302954673767,0.2867274880409241,0.27043893933296204
in,0.19140906631946564,0.27001065015792847,0.3841303884983063,0.2371911108493805,0.33162933588027954,0.3248254656791687,1.0,0.30808621644973755,0.36463531851768494,0.1954887956380844,0.20430970191955566
the,0.24885469675064087,0.30191943049430847,0.40399202704429626,0.34641584753990173,0.419739305973053,0.3403017520904541,0.6662389636039734,0.42745697498321533,0.43858039379119873,0.25153350830078125,0.22068053483963013
peruvian,0.39347922801971436,0.14018514752388,0.12925752997398376,0.10638013482093811,0.1587972342967987,0.1597130000591278,0.14173287153244019,0.09796009212732315,0.13920103013515472,0.10007071495056152,0.12126953154802322
amazon,0.3022803068161011,0.2164703607559204,0.15230076014995575,0.16896380484104156,0.16138997673988342,0.12532849609851837,0.12227833271026611,0.16355936229228973,0.14879553020000458,0.11046824604272842,0.18144656717777252
indigenous,1.0,0.2885824143886566,0.2271028310060501,0.234408438205719,0.23918482661247253,0.1414177268743515,0.19140906631946564,0.19103914499282837,0.14991044998168945,0.2347714900970459,0.14450161159038544
peoples,0.5374720096588135,0.36073416471481323,0.3126947283744812,0.2826806306838989,0.22256971895694733,0.18333706259727478,0.2226382941007614,0.26138749718666077,0.1350880265235901,0.29265350103378296,0.2085462063550949
',0.06837901473045349,0.13856327533721924,0.24618251621723175,0.18555673956871033,0.20301419496536255,0.21326281130313873,0.4158826768398285,0.3245812654495239,0.23614099621772766,0.12399294972419739,0.330942302942276
rainforest,0.3117503821849823,0.21261444687843323,0.2730858027935028,0.26528915762901306,0.22066916525363922,0.27539995312690735,0.2207682877779007,0.22127854824066162,0.21155832707881927,0.16348028182983398,0.1917492002248764
communities,0.392192542552948,0.42653781175613403,0.32897651195526123,0.28616052865982056,0.21323056519031525,0.1577652394771576,0.2479604333639145,0.22858412563800812,0.16182532906532288,0.2743017375469208,0.20171424746513367
