,who,helped,pay,for,the,university,'s,first,building,structure,?
the,0.3733934462070465,0.3108886480331421,0.1903611719608307,0.4739971458911896,1.0,0.263973206281662,-0.01540423184633255,0.49448907375335693,0.3159640431404114,0.2933249771595001,0.22068053483963013
original,0.1785319596529007,0.10883169621229172,0.14749641716480255,0.2975997030735016,0.4037000238895416,0.16472165286540985,0.0564689077436924,0.3307017385959625,0.2584973871707916,0.22352555394172668,0.17256900668144226
physical,0.21561264991760254,0.18066595494747162,0.11226320266723633,0.2650330066680908,0.20230218768119812,0.16045011579990387,0.0012879690621048212,0.16885176301002502,0.12502408027648926,0.3170944154262543,0.11781801283359528
campus,0.18178072571754456,0.09666995704174042,0.1191142126917839,0.1849018931388855,0.20087170600891113,0.557883620262146,0.050174564123153687,0.14150583744049072,0.36256664991378784,0.23618066310882568,0.06952692568302155
was,0.3318818509578705,0.384408563375473,0.19225089251995087,0.3863949179649353,0.48711544275283813,0.290752112865448,0.008974763564765453,0.5022147297859192,0.237406387925148,0.1626352071762085,0.18412111699581146
financed,0.20561030507087708,0.31721189618110657,0.27018335461616516,0.273129940032959,0.27420926094055176,0.3224113881587982,0.04564172402024269,0.2616565227508545,0.32496610283851624,0.21045096218585968,0.1003001257777214
by,0.39727845788002014,0.24260085821151733,0.21522961556911469,0.3248702883720398,0.4408751428127289,0.1929011344909668,-0.010884488001465797,0.3877052962779999,0.20441755652427673,0.1364167332649231,0.17966607213020325
donations,0.26902446150779724,0.2700234353542328,0.3671046793460846,0.34473711252212524,0.2718135714530945,0.2610985040664673,0.03708037734031677,0.20151816308498383,0.25566035509109497,0.21932388842105865,0.2354247123003006
from,0.27839982509613037,0.19967898726463318,0.19024398922920227,0.314039945602417,0.40150508284568787,0.2771088182926178,-0.01936490088701248,0.23348960280418396,0.20497049391269684,0.1728719174861908,0.19969791173934937
wealthy,0.38077449798583984,0.2822723388671875,0.3099425733089447,0.15221571922302246,0.2220325618982315,0.21385237574577332,-0.0005222067702561617,0.13861872255802155,0.1990109235048294,0.10621125996112823,0.07667969912290573
chicagoans,0.2897993326187134,0.27203941345214844,0.2790806293487549,0.3090910017490387,0.35022440552711487,0.3032775819301605,0.06474881619215012,0.23276320099830627,0.31496262550354004,0.27397412061691284,0.24607542157173157
like,0.34740978479385376,0.28113284707069397,0.1878901571035385,0.35140180587768555,0.32912567257881165,0.11473323404788971,0.06462705135345459,0.2936616539955139,0.15654772520065308,0.28437539935112,0.3268813192844391
silas,0.19485291838645935,0.17249424755573273,0.1863025277853012,0.12152121961116791,0.19015543162822723,0.17634569108486176,0.03030024655163288,0.22919054329395294,0.14381977915763855,0.1290549486875534,0.07920616120100021
b.,-0.04261862486600876,0.0052156164310872555,-0.021837374195456505,-0.09202004224061966,-0.008502916432917118,0.012780464254319668,-0.002039147075265646,0.10653546452522278,0.009391676634550095,0.05328904092311859,-0.032647255808115005
cobb,0.26678183674812317,0.16441123187541962,0.1822367012500763,0.25118792057037354,0.20319372415542603,0.18019737303256989,0.08916102349758148,0.17220285534858704,0.24380066990852356,0.13970637321472168,0.19696582853794098
who,0.9999998807907104,0.36359652876853943,0.31589654088020325,0.37110671401023865,0.3733934462070465,0.2115909904241562,0.05599616840481758,0.39065709710121155,0.19264253973960876,0.15163135528564453,0.26220351457595825
provided,0.18789203464984894,0.24600599706172943,0.24518270790576935,0.38938868045806885,0.304488867521286,0.10602529346942902,0.01738812029361725,0.21587474644184113,0.14747503399848938,0.17314119637012482,0.16893617808818817
the,0.3733934462070465,0.3108886480331421,0.1903611719608307,0.4739971458911896,1.0,0.263973206281662,-0.01540423184633255,0.49448907375335693,0.3159640431404114,0.2933249771595001,0.22068053483963013
funds,0.2483792006969452,0.32920652627944946,0.4186362624168396,0.3407641053199768,0.23871955275535583,0.1967913657426834,0.06609949469566345,0.1637038141489029,0.29183927178382874,0.1768040508031845,0.12731410562992096
for,0.37110671401023865,0.26606255769729614,0.24382255971431732,0.9999999403953552,0.4739971458911896,0.18573740124702454,-0.07241261005401611,0.3800288736820221,0.2644540071487427,0.17053212225437164,0.264628142118454
the,0.3733934462070465,0.3108886480331421,0.1903611719608307,0.4739971458911896,1.0,0.263973206281662,-0.01540423184633255,0.49448907375335693,0.3159640431404114,0.2933249771595001,0.22068053483963013
campus,0.18178072571754456,0.09666995704174042,0.1191142126917839,0.1849018931388855,0.20087170600891113,0.557883620262146,0.050174564123153687,0.14150583744049072,0.36256664991378784,0.23618066310882568,0.06952692568302155
',0.22534559667110443,0.20590971410274506,0.19112907350063324,0.31184524297714233,0.474788099527359,0.21437875926494598,0.07651367038488388,0.2962508797645569,0.17899282276630402,0.21976447105407715,0.330942302942276
first,0.39065709710121155,0.31449973583221436,0.18180450797080994,0.3800288736820221,0.49448907375335693,0.2596641778945923,-0.014458609744906425,1.0,0.16419914364814758,0.22313132882118225,0.18701928853988647
building,0.19264253973960876,0.16948078572750092,0.18219827115535736,0.2644540071487427,0.3159640431404114,0.22593633830547333,0.004743766970932484,0.16419914364814758,0.9999998807907104,0.43655917048454285,0.13549931347370148
",",0.3365725874900818,0.2661169171333313,0.18754567205905914,0.4464869201183319,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.34503069519996643,0.2374238669872284,0.20300157368183136,0.31091248989105225
cobb,0.26678183674812317,0.16441123187541962,0.1822367012500763,0.25118792057037354,0.20319372415542603,0.18019737303256989,0.08916102349758148,0.17220285534858704,0.24380066990852356,0.13970637321472168,0.19696582853794098
lecture,0.1302843540906906,0.16337506473064423,0.14519280195236206,0.2526220679283142,0.19409587979316711,0.3450968861579895,-0.06347793340682983,0.21155065298080444,0.14768734574317932,0.29525068402290344,0.10821584612131119
hall,0.21594181656837463,0.1009199395775795,0.10912717878818512,0.1912669986486435,0.28526565432548523,0.2921856939792633,0.0072262524627149105,0.20953607559204102,0.39172402024269104,0.1786140352487564,0.13520537316799164
",",0.3365725874900818,0.2661169171333313,0.18754567205905914,0.4464869201183319,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.34503069519996643,0.2374238669872284,0.20300157368183136,0.31091248989105225
