,what,year,did,roger,de,tosny,fail,to,accomplish,what,he,set,out,to,do,?
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.16691862046718597,0.24818959832191467,0.27207303047180176,0.1670188158750534,0.45010748505592346,0.15321728587150574,0.30808621644973755,0.41690486669540405,0.2663729190826416,0.3576207756996155,0.45010748505592346,0.23402775824069977,0.20430970191955566
1018,0.0985151156783104,0.056198589503765106,0.08447535336017609,-0.05349289998412132,-0.07299752533435822,-0.04480249434709549,-0.019802574068307877,0.09658236056566238,-0.012611937709152699,0.0985151156783104,-0.054804813116788864,-0.031079532578587532,0.03661675378680229,0.09658236056566238,0.08869589120149612,0.10192310810089111
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.22744543850421906,0.2882855534553528,0.3389763832092285,0.32029256224632263,0.44245919585227966,0.2638448178768158,0.3087472915649414,0.40251094102859497,0.24912182986736298,0.3161109685897827,0.44245919585227966,0.3283645510673523,0.31091248989105225
roger,0.1456337571144104,0.1190456673502922,0.16114541888237,1.0,0.19326408207416534,0.2888558506965637,0.1298477202653885,0.16690795123577118,0.14188633859157562,0.1456337571144104,0.1923404186964035,0.09327103942632675,0.23353564739227295,0.16690795123577118,0.028950823470950127,0.0969553217291832
de,0.10476839542388916,0.14729079604148865,0.09745011478662491,0.19326408207416534,1.0,0.32669350504875183,0.13355684280395508,0.15903331339359283,0.06758477538824081,0.10476839542388916,0.21074703335762024,0.14270876348018646,0.16189931333065033,0.15903331339359283,0.19665305316448212,0.11064168810844421
tosny,0.2745852768421173,0.20363867282867432,0.19856606423854828,0.2888558506965637,0.32669350504875183,1.0,0.21617400646209717,0.2811921238899231,0.1662459522485733,0.2745852768421173,0.2714900076389313,0.19524629414081573,0.1824093461036682,0.2811921238899231,0.25927212834358215,0.2691868245601654
travelled,0.19142453372478485,0.2073981612920761,0.24976108968257904,0.14296171069145203,0.1305413693189621,0.09483342617750168,0.09940148144960403,0.32007718086242676,0.21163345873355865,0.19142453372478485,0.34528273344039917,0.12383020669221878,0.18509769439697266,0.32007718086242676,0.11459999531507492,0.07473312318325043
to,0.455847829580307,0.23523004353046417,0.4452643394470215,0.16690795123577118,0.15903331339359283,0.2811921238899231,0.39796504378318787,1.0,0.36618009209632874,0.455847829580307,0.385390967130661,0.320547491312027,0.42386990785598755,1.0,0.38876664638519287,0.29463258385658264
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1998666524887085,0.23491892218589783,0.25658831000328064,0.27147823572158813,0.535392165184021,0.21775546669960022,0.42745697498321533,0.4571082592010498,0.2927955985069275,0.39404502511024475,0.535392165184021,0.30239659547805786,0.22068053483963013
iberian,0.15836688876152039,0.20580579340457916,0.14276957511901855,0.09044729918241501,0.20700564980506897,0.1156792938709259,0.10556036978960037,0.2241072803735733,0.11978859454393387,0.15836688876152039,0.14657926559448242,0.13911005854606628,0.14041197299957275,0.2241072803735733,0.11416205763816833,0.17671775817871094
