,what,are,internet,pharmacies,also,called,?
internet,0.1770392656326294,0.18935170769691467,1.0,0.18337510526180267,0.23901571333408356,0.17627693712711334,0.23314887285232544
pharmacies,0.21324466168880463,0.3108147382736206,0.18337510526180267,1.0000001192092896,0.33813580870628357,0.2323283553123474,0.13542459905147552
(,0.2411840260028839,0.23263892531394958,0.1616535186767578,0.15712280571460724,0.2962331771850586,0.2546432614326477,0.40561532974243164
also,0.42747777700424194,0.4565894305706024,0.23901571333408356,0.33813580870628357,1.0000001192092896,0.5140911936759949,0.21848613023757935
known,0.20381177961826324,0.26720109581947327,0.1980641484260559,0.157361701130867,0.4766203761100769,0.4469456970691681,0.18314571678638458
as,0.31749409437179565,0.3826591968536377,0.2209978699684143,0.2112244963645935,0.5774298906326294,0.2827680706977844,0.27043893933296204
online,0.14688250422477722,0.17608287930488586,0.5128493905067444,0.2595232129096985,0.22290855646133423,0.15582437813282013,0.2474360167980194
pharmacies,0.21324466168880463,0.3108147382736206,0.18337510526180267,1.0000001192092896,0.33813580870628357,0.2323283553123474,0.13542459905147552
),0.26259949803352356,0.2373749315738678,0.1702778935432434,0.14906425774097443,0.32058730721473694,0.273923397064209,0.42300865054130554
are,0.29724663496017456,1.0,0.18935170769691467,0.3108147382736206,0.4565894305706024,0.3676711618900299,0.24591213464736938
also,0.42747777700424194,0.4565894305706024,0.23901571333408356,0.33813580870628357,1.0000001192092896,0.5140911936759949,0.21848613023757935
recommended,0.19394323229789734,0.2617572546005249,0.2071520835161209,0.2582843601703644,0.2682551443576813,0.21551157534122467,0.22072286903858185
to,0.455847829580307,0.3504326641559601,0.21228709816932678,0.22669687867164612,0.5348826050758362,0.2987143397331238,0.29463258385658264
some,0.4491020441055298,0.6331475377082825,0.21682681143283844,0.3485310673713684,0.6210381388664246,0.4143916368484497,0.2562315762042999
patients,0.28700166940689087,0.32314178347587585,0.14571170508861542,0.36733442544937134,0.29328489303588867,0.18763329088687897,0.17145128548145294
by,0.2455483376979828,0.37842893600463867,0.22104105353355408,0.14857017993927002,0.3824189305305481,0.3092815577983856,0.17966607213020325
their,0.35142919421195984,0.46887820959091187,0.17784009873867035,0.2605118453502655,0.4181114733219147,0.33472323417663574,0.1898253709077835
physicians,0.24258212745189667,0.23189473152160645,0.15205392241477966,0.41463422775268555,0.2513660192489624,0.17715023458003998,0.12075905501842499
if,0.5277165174484253,0.32547882199287415,0.18979309499263763,0.24308548867702484,0.41293784976005554,0.26625341176986694,0.4441644251346588
they,0.4431931674480438,0.610666811466217,0.18609119951725006,0.3294020891189575,0.5272021293640137,0.45046308636665344,0.2753053903579712
are,0.29724663496017456,1.0,0.18935170769691467,0.3108147382736206,0.4565894305706024,0.3676711618900299,0.24591213464736938
homebound,0.27827292680740356,0.2517518401145935,0.31302618980407715,0.22123616933822632,0.36250850558280945,0.29700472950935364,0.2255978137254715
.,0.3567904531955719,0.3452940285205841,0.206785187125206,0.2382737696170807,0.49166762828826904,0.300344854593277,0.4130953550338745
