,what,are,eu,regulations,essentially,the,same,as,in,the,case,mentioned,?
eu,0.15409135818481445,0.13638608157634735,0.9999998807907104,0.3051227629184723,0.1278149038553238,0.14126400649547577,0.19750000536441803,0.13827164471149445,0.12919096648693085,0.14126400649547577,0.14086289703845978,0.047201186418533325,0.21586786210536957
regulations,0.21871556341648102,0.3044874966144562,0.3051227629184723,0.9999998807907104,0.3083983063697815,0.31027951836586,0.24424785375595093,0.28499868512153625,0.24893879890441895,0.31027951836586,0.25152817368507385,0.1794360727071762,0.17806588113307953
are,0.29724663496017456,1.0,0.13638608157634735,0.3044874966144562,0.36879053711891174,0.40399202704429626,0.3446533679962158,0.3826591968536377,0.3841303884983063,0.40399202704429626,0.26273006200790405,0.24783772230148315,0.24591213464736938
the,0.42745697498321533,0.40399202704429626,0.14126400649547577,0.31027951836586,0.2945486903190613,1.0,0.4583131968975067,0.48381632566452026,0.6662389636039734,1.0,0.31022098660469055,0.3624042272567749,0.22068053483963013
same,0.3764382302761078,0.3446533679962158,0.19750000536441803,0.24424785375595093,0.324387788772583,0.4583131968975067,1.0,0.3727807104587555,0.3692481815814972,0.4583131968975067,0.33921727538108826,0.2804383933544159,0.22649677097797394
as,0.31749409437179565,0.3826591968536377,0.13827164471149445,0.28499868512153625,0.3430057168006897,0.48381632566452026,0.3727807104587555,1.0,0.3887844979763031,0.48381632566452026,0.3263775706291199,0.3467070758342743,0.27043893933296204
treaty,0.17237819731235504,0.11571057140827179,0.23946674168109894,0.25096794962882996,0.17713215947151184,0.2690109610557556,0.16177809238433838,0.21985258162021637,0.22333456575870514,0.2690109610557556,0.14668002724647522,0.139873206615448,0.1174844279885292
provisions,0.2471846491098404,0.24532118439674377,0.3013937771320343,0.4482870101928711,0.26936233043670654,0.28538835048675537,0.20250944793224335,0.23675300180912018,0.17358911037445068,0.28538835048675537,0.3496893644332886,0.24564912915229797,0.22902937233448029
in,0.30808621644973755,0.3841303884983063,0.12919096648693085,0.24893879890441895,0.18692578375339508,0.6662389636039734,0.3692481815814972,0.3887844979763031,1.0,0.6662389636039734,0.2190418541431427,0.31094276905059814,0.20430970191955566
this,0.5489566326141357,0.35762670636177063,0.20222337543964386,0.27711158990859985,0.4142071604728699,0.6274310946464539,0.49053558707237244,0.43993282318115234,0.45205554366111755,0.6274310946464539,0.39866772294044495,0.32340842485427856,0.3155723512172699
sense,0.3673125207424164,0.24034413695335388,0.17746981978416443,0.26388803124427795,0.3047117292881012,0.23180550336837769,0.29124563932418823,0.25426197052001953,0.19032785296440125,0.23180550336837769,0.29840898513793945,0.2015240341424942,0.25268280506134033
",",0.3087472915649414,0.4062570035457611,0.1565755307674408,0.24835379421710968,0.2754587233066559,0.4933079481124878,0.3207721710205078,0.48816442489624023,0.5201468467712402,0.4933079481124878,0.2977246046066284,0.3424985706806183,0.31091248989105225
because,0.46729007363319397,0.43093472719192505,0.14775903522968292,0.2913026511669159,0.38295894861221313,0.44596394896507263,0.39286985993385315,0.42073941230773926,0.37423941493034363,0.44596394896507263,0.35077354311943054,0.2853667736053467,0.2528740465641022
as,0.31749409437179565,0.3826591968536377,0.13827164471149445,0.28499868512153625,0.3430057168006897,0.48381632566452026,0.3727807104587555,1.0,0.3887844979763031,0.48381632566452026,0.3263775706291199,0.3467070758342743,0.27043893933296204
tfeu,0.1779472827911377,0.12704014778137207,0.43249499797821045,0.2146460860967636,0.08309967070817947,0.23805710673332214,0.15410389006137848,0.16301578283309937,0.23039208352565765,0.23805710673332214,0.14224931597709656,0.10575640946626663,0.2193283885717392
article,0.40514686703681946,0.23467081785202026,0.21028774976730347,0.2331554889678955,0.4092026948928833,0.3329811692237854,0.23771941661834717,0.2877572774887085,0.26153311133384705,0.3329811692237854,0.3292388916015625,0.38411644101142883,0.4948462247848511
288,0.023870224133133888,0.013133606873452663,0.021073874086141586,-0.05185150355100632,0.04581743851304054,0.017441023141145706,-0.02378161810338497,0.0626944825053215,-0.024975676089525223,0.017441023141145706,-0.018817121163010597,-0.03600262850522995,0.027665624395012856
states,0.21526020765304565,0.1846873015165329,0.17918972671031952,0.2784365713596344,0.1897176206111908,0.3463578522205353,0.2304437905550003,0.26192235946655273,0.3977442979812622,0.3463578522205353,0.24035236239433289,0.18324878811836243,0.16272737085819244
",",0.3087472915649414,0.4062570035457611,0.1565755307674408,0.24835379421710968,0.2754587233066559,0.4933079481124878,0.3207721710205078,0.48816442489624023,0.5201468467712402,0.4933079481124878,0.2977246046066284,0.3424985706806183,0.31091248989105225
they,0.4431931674480438,0.610666811466217,0.1231704130768776,0.32497113943099976,0.29241666197776794,0.49925389885902405,0.4089357554912567,0.3294360637664795,0.4330179989337921,0.49925389885902405,0.2654382288455963,0.20803900063037872,0.2753053903579712
are,0.29724663496017456,1.0,0.13638608157634735,0.3044874966144562,0.36879053711891174,0.40399202704429626,0.3446533679962158,0.3826591968536377,0.3841303884983063,0.40399202704429626,0.26273006200790405,0.24783772230148315,0.24591213464736938
‘,0.16325587034225464,0.174080491065979,0.13600865006446838,0.06580771505832672,0.14023597538471222,0.2720426023006439,0.15639354288578033,0.16850021481513977,0.29093801975250244,0.2720426023006439,0.17911244928836823,0.19801798462867737,0.1448942869901657
directly,0.3618607521057129,0.322107195854187,0.17100955545902252,0.2786690890789032,0.3211142420768738,0.4502958655357361,0.3229427933692932,0.288499653339386,0.25104159116744995,0.4502958655357361,0.326835572719574,0.22741058468818665,0.2187996357679367
applicable,0.21846246719360352,0.2919338047504425,0.31316518783569336,0.3296789526939392,0.32743966579437256,0.3188105523586273,0.2558227777481079,0.22548377513885498,0.2403009980916977,0.3188105523586273,0.3871776759624481,0.24214719235897064,0.21369071304798126
in,0.30808621644973755,0.3841303884983063,0.12919096648693085,0.24893879890441895,0.18692578375339508,0.6662389636039734,0.3692481815814972,0.3887844979763031,1.0,0.6662389636039734,0.2190418541431427,0.31094276905059814,0.20430970191955566
all,0.41981086134910583,0.5343062281608582,0.1786581575870514,0.33233070373535156,0.41172221302986145,0.4860881567001343,0.4259514808654785,0.33195313811302185,0.3335905969142914,0.4860881567001343,0.3045598566532135,0.28347790241241455,0.29575422406196594
member,0.09932345896959305,0.16299262642860413,0.2245567888021469,0.11344646662473679,0.0979607105255127,0.2806392312049866,0.11446593701839447,0.2264706939458847,0.20856694877147675,0.2806392312049866,0.1347411572933197,0.16193528473377228,0.06826172769069672
states,0.21526020765304565,0.1846873015165329,0.17918972671031952,0.2784365713596344,0.1897176206111908,0.3463578522205353,0.2304437905550003,0.26192235946655273,0.3977442979812622,0.3463578522205353,0.24035236239433289,0.18324878811836243,0.16272737085819244
’,-0.01733604073524475,-0.039561331272125244,0.01034341100603342,-0.09194491803646088,-0.03148669749498367,-0.04090067744255066,0.07489550113677979,0.040084436535835266,-0.04677301645278931,-0.04090067744255066,0.044654544442892075,0.08485118299722672,0.045561522245407104
.,0.3567904531955719,0.3452940285205841,0.1552242487668991,0.2695655822753906,0.24001358449459076,0.5934505462646484,0.3682591915130615,0.515582263469696,0.5591574311256409,0.5934505462646484,0.32712292671203613,0.2792564034461975,0.4130953550338745
,what,are,eu,regulations,essentially,the,same,as,in,the,case,mentioned,?
because,0.46729007363319397,0.43093472719192505,0.14775903522968292,0.2913026511669159,0.38295894861221313,0.44596394896507263,0.39286985993385315,0.42073941230773926,0.37423941493034363,0.44596394896507263,0.35077354311943054,0.2853667736053467,0.2528740465641022
article,0.40514686703681946,0.23467081785202026,0.21028774976730347,0.2331554889678955,0.4092026948928833,0.3329811692237854,0.23771941661834717,0.2877572774887085,0.26153311133384705,0.3329811692237854,0.3292388916015625,0.38411644101142883,0.4948462247848511
30,-0.04443084076046944,0.08760164678096771,0.0025108761619776487,0.012057649902999401,-0.014746052213013172,0.0730796679854393,-0.03554680570960045,0.10035423934459686,-0.005278158001601696,0.0730796679854393,-0.05477108806371689,-0.0586707629263401,-0.08261742442846298
clearly,0.5452611446380615,0.39627617597579956,0.14182667434215546,0.28358930349349976,0.3941975235939026,0.37195420265197754,0.3071743845939636,0.373527467250824,0.2390805333852768,0.37195420265197754,0.3223169445991516,0.40950796008110046,0.40760257840156555
",",0.3087472915649414,0.4062570035457611,0.1565755307674408,0.24835379421710968,0.2754587233066559,0.4933079481124878,0.3207721710205078,0.48816442489624023,0.5201468467712402,0.4933079481124878,0.2977246046066284,0.3424985706806183,0.31091248989105225
unconditionally,0.33955174684524536,0.27946093678474426,0.10365249961614609,0.2916198670864105,0.33838123083114624,0.30244001746177673,0.30647480487823486,0.37169149518013,0.29961931705474854,0.30244001746177673,0.3181818425655365,0.13477368652820587,0.1780160367488861
and,0.31309178471565247,0.48576638102531433,0.16977795958518982,0.29460906982421875,0.30735376477241516,0.5171257257461548,0.3205644488334656,0.49487000703811646,0.4954058527946472,0.5171257257461548,0.2394348531961441,0.25729507207870483,0.20544172823429108
immediately,0.3574325740337372,0.19849558174610138,0.09230300039052963,0.24088339507579803,0.32662394642829895,0.39876270294189453,0.2406197190284729,0.31441888213157654,0.30551162362098694,0.39876270294189453,0.29863014817237854,0.25647538900375366,0.21004259586334229
stated,0.3668954074382782,0.1896786242723465,0.1308327466249466,0.2906591594219208,0.33176448941230774,0.2814950942993164,0.3018769919872284,0.3581467568874359,0.24313503503799438,0.2814950942993164,0.27655237913131714,0.5139620304107666,0.24280361831188202
that,0.6297725439071655,0.45265161991119385,0.10275088250637054,0.3077736794948578,0.4440644383430481,0.5473989248275757,0.47339269518852234,0.4735107421875,0.435920387506485,0.5473989248275757,0.4129708409309387,0.38149744272232056,0.32716336846351624
no,0.339326947927475,0.2432553917169571,0.14767791330814362,0.25843289494514465,0.20677033066749573,0.3461136817932129,0.2655576169490814,0.28687340021133423,0.24372287094593048,0.3461136817932129,0.2812650203704834,0.17760388553142548,0.32165053486824036
quantitative,0.3184710144996643,0.30706730484962463,0.18802182376384735,0.3659032881259918,0.35246869921684265,0.18140308558940887,0.28064602613449097,0.2843768000602722,0.19619323313236237,0.18140308558940887,0.271040678024292,0.1776515543460846,0.23438139259815216
restrictions,0.32496413588523865,0.3141857981681824,0.27875199913978577,0.5879428386688232,0.40244928002357483,0.2840818166732788,0.3184509873390198,0.27719029784202576,0.21957461535930634,0.2840818166732788,0.3241976797580719,0.2340356856584549,0.28638559579849243
could,0.4188697934150696,0.33511802554130554,0.10692352801561356,0.2784562408924103,0.3437995910644531,0.35393214225769043,0.27003270387649536,0.32771480083465576,0.29357993602752686,0.35393214225769043,0.3340812623500824,0.23264610767364502,0.3411986827850342
be,0.3929833769798279,0.5556803941726685,0.1461477279663086,0.2809564173221588,0.3809196650981903,0.4248143136501312,0.3600577712059021,0.5230465531349182,0.3481820821762085,0.4248143136501312,0.4101763367652893,0.2547221779823303,0.3324260413646698
placed,0.20823347568511963,0.2529972493648529,0.08944788575172424,0.1513020396232605,0.21168631315231323,0.38702741265296936,0.24964244663715363,0.24738344550132751,0.263030469417572,0.38702741265296936,0.16991254687309265,0.2986869513988495,0.18964257836341858
on,0.34226128458976746,0.268924742937088,0.18063917756080627,0.23538736999034882,0.23704056441783905,0.5107308030128479,0.39247995615005493,0.36047765612602234,0.46853652596473694,0.5107308030128479,0.2473251074552536,0.25287774205207825,0.2714994251728058
