,in,what,constituent,country,of,the,united,kingdom,is,merthyr,tydfil,located,?
the,0.6662389636039734,0.42745697498321533,0.27530550956726074,0.30432501435279846,0.733189046382904,1.0,0.34367692470550537,0.3143408000469208,0.5823672413825989,0.18598799407482147,0.21313093602657318,0.407527357339859,0.22068053483963013
first,0.4127444326877594,0.28086137771606445,0.18305537104606628,0.25299665331840515,0.3536086082458496,0.49448907375335693,0.37439173460006714,0.26541364192962646,0.30889374017715454,0.12852907180786133,0.1963110715150833,0.17927506566047668,0.18701928853988647
full-scale,0.25651243329048157,0.26528653502464294,0.16910018026828766,0.15296760201454163,0.2680472731590271,0.25189071893692017,0.2063717544078827,0.15882238745689392,0.23325079679489136,0.2837520241737366,0.31179720163345337,0.2009226381778717,0.24412725865840912
working,0.3062970042228699,0.2846863269805908,0.14202789962291718,0.11081996560096741,0.19986772537231445,0.25857484340667725,0.1532057672739029,0.08704271167516708,0.20290212333202362,0.10289298743009567,0.15362955629825592,0.1860000044107437,0.17154020071029663
railway,0.2326211929321289,0.16704553365707397,0.19133079051971436,0.20510515570640564,0.21322962641716003,0.2692219316959381,0.19810497760772705,0.23908944427967072,0.20497626066207886,0.3220284879207611,0.35874322056770325,0.29704922437667847,0.07994066178798676
steam,0.19852672517299652,0.15672586858272552,0.14418897032737732,0.10184652358293533,0.20239725708961487,0.23105813562870026,0.16146141290664673,0.18514855206012726,0.13029660284519196,0.23959851264953613,0.2739235460758209,0.14150716364383698,0.113324373960495
locomotive,0.19649046659469604,0.13605007529258728,0.16842715442180634,0.14127269387245178,0.21016043424606323,0.22304096817970276,0.1865159422159195,0.23106686770915985,0.1682487428188324,0.22204113006591797,0.25393617153167725,0.17611004412174225,0.10199091583490372
was,0.45514053106307983,0.22111038863658905,0.15707875788211823,0.24557247757911682,0.4069072902202606,0.48711544275283813,0.31727492809295654,0.27756404876708984,0.5810302495956421,0.245259091258049,0.18109680712223053,0.20133289694786072,0.18412111699581146
built,0.25829681754112244,0.1554843783378601,0.10610297322273254,0.1507541686296463,0.23442776501178741,0.2950156033039093,0.2197282761335373,0.2198815792798996,0.17778918147087097,0.19930072128772736,0.2065674513578415,0.4264238178730011,0.09449632465839386
by,0.370934396982193,0.2455483376979828,0.15693746507167816,0.24224938452243805,0.3646814823150635,0.4408751428127289,0.23958808183670044,0.23067373037338257,0.3899846076965332,0.12243226170539856,0.10081664472818375,0.18208515644073486,0.17966607213020325
richard,0.23321768641471863,0.19329693913459778,0.10258428007364273,0.16505588591098785,0.2227524220943451,0.2087954580783844,0.19737470149993896,0.16478341817855835,0.13580143451690674,0.21813538670539856,0.15561681985855103,0.07019112259149551,0.15003317594528198
trevithick,0.3304753005504608,0.19898971915245056,0.15441007912158966,0.14300468564033508,0.2999076247215271,0.31533631682395935,0.3014248311519623,0.28420403599739075,0.24793951213359833,0.39682427048683167,0.35843268036842346,0.2584092319011688,0.2125524878501892
in,1.0,0.30808621644973755,0.27879518270492554,0.3040012717247009,0.5696388483047485,0.6662389636039734,0.3938477039337158,0.28265801072120667,0.5394441485404968,0.21884311735630035,0.19683896005153656,0.35149815678596497,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.27530550956726074,0.30432501435279846,0.733189046382904,1.0,0.34367692470550537,0.3143408000469208,0.5823672413825989,0.18598799407482147,0.21313093602657318,0.407527357339859,0.22068053483963013
united,0.3938477039337158,0.20036718249320984,0.23632363975048065,0.3808354437351227,0.3187655806541443,0.34367692470550537,1.0000001192092896,0.5955035090446472,0.22408509254455566,0.1566791534423828,0.2440342754125595,0.21170265972614288,0.17266890406608582
kingdom,0.28265801072120667,0.17826133966445923,0.280405193567276,0.35060322284698486,0.3218171298503876,0.3143408000469208,0.5955035090446472,1.0000001192092896,0.1914215236902237,0.2517903745174408,0.27172622084617615,0.1407838761806488,0.12927088141441345
and,0.4954058527946472,0.31309178471565247,0.27265793085098267,0.30884742736816406,0.5116966962814331,0.5171257257461548,0.28213179111480713,0.3048160970211029,0.3859752118587494,0.18159611523151398,0.23078705370426178,0.24183952808380127,0.20544172823429108
",",0.5201468467712402,0.3087472915649414,0.23575298488140106,0.27878350019454956,0.4946078956127167,0.4933079481124878,0.3053959608078003,0.2585166394710541,0.4691906273365021,0.2563474774360657,0.2557862102985382,0.2678719460964203,0.31091248989105225
on,0.46853652596473694,0.34226128458976746,0.2009039670228958,0.21584933996200562,0.3966929316520691,0.5107308030128479,0.2703288793563843,0.19400489330291748,0.3635730445384979,0.17846715450286865,0.18114957213401794,0.22447186708450317,0.2714994251728058
21,0.09147433191537857,-0.09070611000061035,0.05823173746466637,0.12995192408561707,-0.0006609548581764102,-0.05849577113986015,0.12904031574726105,0.05142935365438461,0.014479056932032108,0.25384360551834106,0.2385716587305069,0.15670792758464813,-0.01186173316091299
