,how,was,the,population,of,mnemiopsis,in,the,black,sea,and,the,sea,of,azov,brought,under,control,?
mnemiopsis,0.27315208315849304,0.14610148966312408,0.23440246284008026,0.2188533991575241,0.264727383852005,1.0,0.19060823321342468,0.23440246284008026,0.20939147472381592,0.24282921850681305,0.22967760264873505,0.23440246284008026,0.24282921850681305,0.264727383852005,0.212117001414299,0.1219903826713562,0.10349297523498535,0.14785565435886383,0.3170430064201355
populations,0.2133786678314209,0.1152937039732933,0.2796059846878052,0.8579179048538208,0.2561377286911011,0.308880478143692,0.29535284638404846,0.2796059846878052,0.17221565544605255,0.22243276238441467,0.26962190866470337,0.2796059846878052,0.22243276238441467,0.2561377286911011,0.15662212669849396,0.18970128893852234,0.07650293409824371,0.24797527492046356,0.17519071698188782
in,0.2601168751716614,0.45514053106307983,0.6662389636039734,0.3268454372882843,0.5696388483047485,0.19060823321342468,1.0,0.6662389636039734,0.20407067239284515,0.2302369773387909,0.4954058527946472,0.6662389636039734,0.2302369773387909,0.5696388483047485,0.16842807829380035,0.25879573822021484,0.2535393238067627,0.24831421673297882,0.20430970191955566
those,0.3717906177043915,0.21886132657527924,0.42861196398735046,0.1841130554676056,0.37935635447502136,0.21657083928585052,0.3419301211833954,0.42861196398735046,0.17966309189796448,0.27013954520225525,0.43169310688972473,0.42861196398735046,0.27013954520225525,0.37935635447502136,0.1725272685289383,0.2709915339946747,0.290966272354126,0.21005012094974518,0.3328189253807068
areas,0.2255835086107254,0.20516395568847656,0.3311663568019867,0.33385762572288513,0.2803763747215271,0.1555110067129135,0.33029478788375854,0.3311663568019867,0.12656402587890625,0.2264769971370697,0.40107932686805725,0.3311663568019867,0.2264769971370697,0.2803763747215271,0.13684973120689392,0.2154194563627243,0.21988102793693542,0.2925880551338196,0.1273590475320816
were,0.2082374095916748,0.590133786201477,0.3906462490558624,0.17721828818321228,0.34038281440734863,0.06993475556373596,0.3815755248069763,0.3906462490558624,0.1622566133737564,0.21790136396884918,0.42175528407096863,0.3906462490558624,0.21790136396884918,0.34038281440734863,0.13269607722759247,0.35028892755508423,0.28293636441230774,0.19713927805423737,0.17890112102031708
eventually,0.29669713973999023,0.35699570178985596,0.42022404074668884,0.1619202196598053,0.313495934009552,0.18964476883411407,0.3575967252254486,0.42022404074668884,0.19584806263446808,0.20275621116161346,0.3932386040687561,0.42022404074668884,0.20275621116161346,0.313495934009552,0.2003529965877533,0.3591468036174774,0.29902732372283936,0.2759341895580292,0.13642115890979767
brought,0.23100145161151886,0.35886916518211365,0.32700833678245544,0.1552020013332367,0.3339962065219879,0.1219903826713562,0.25879573822021484,0.32700833678245544,0.1324073225259781,0.19434359669685364,0.3560350239276886,0.32700833678245544,0.19434359669685364,0.3339962065219879,0.09753406792879105,0.9999999403953552,0.2873131036758423,0.24643264710903168,0.2339296191930771
under,0.23006081581115723,0.2672741413116455,0.3348022699356079,0.06320268660783768,0.32766106724739075,0.10349297523498535,0.2535393238067627,0.3348022699356079,0.11746233701705933,0.1690347045660019,0.3005301356315613,0.3348022699356079,0.1690347045660019,0.32766106724739075,0.09992405772209167,0.2873131036758423,0.9999999403953552,0.32296884059906006,0.18233340978622437
control,0.27268826961517334,0.19347785413265228,0.32841500639915466,0.2194400131702423,0.2817542552947998,0.14785565435886383,0.24831421673297882,0.32841500639915466,0.09583806991577148,0.15220840275287628,0.29790008068084717,0.32841500639915466,0.15220840275287628,0.2817542552947998,0.17588482797145844,0.24643264710903168,0.32296884059906006,1.0,0.1620711386203766
by,0.34370526671409607,0.4752357602119446,0.4408751428127289,0.17143253982067108,0.3646814823150635,0.16947123408317566,0.370934396982193,0.4408751428127289,0.1966358721256256,0.19145366549491882,0.4289871156215668,0.4408751428127289,0.19145366549491882,0.3646814823150635,0.10786983370780945,0.23560477793216705,0.3161602020263672,0.2360290139913559,0.17966607213020325
the,0.33890387415885925,0.48711544275283813,1.0,0.32044094800949097,0.733189046382904,0.23440246284008026,0.6662389636039734,1.0,0.28466513752937317,0.30363768339157104,0.5171257257461548,1.0,0.30363768339157104,0.733189046382904,0.23515892028808594,0.32700833678245544,0.3348022699356079,0.32841500639915466,0.22068053483963013
accidental,0.19034333527088165,0.2374066412448883,0.25876864790916443,0.1639849990606308,0.2658019959926605,0.24591080844402313,0.3017275035381317,0.25876864790916443,0.1319228857755661,0.07642877846956253,0.20813435316085815,0.25876864790916443,0.07642877846956253,0.2658019959926605,0.16887415945529938,0.14063507318496704,0.1539507508277893,0.16202262043952942,0.2016049474477768
introduction,0.24394704401493073,0.22391968965530396,0.2808631956577301,0.19269104301929474,0.24229779839515686,0.30725008249282837,0.20148611068725586,0.2808631956577301,0.10779713094234467,0.14545664191246033,0.2748969793319702,0.2808631956577301,0.14545664191246033,0.24229779839515686,0.14382535219192505,0.278536319732666,0.13421304523944855,0.20604045689105988,0.27021539211273193
of,0.2480744868516922,0.4069072902202606,0.733189046382904,0.3060894012451172,1.0,0.264727383852005,0.5696388483047485,0.733189046382904,0.23966942727565765,0.2707739472389221,0.5116966962814331,0.733189046382904,0.2707739472389221,1.0,0.21088971197605133,0.3339962065219879,0.32766106724739075,0.2817542552947998,0.1826142966747284
the,0.33890387415885925,0.48711544275283813,1.0,0.32044094800949097,0.733189046382904,0.23440246284008026,0.6662389636039734,1.0,0.28466513752937317,0.30363768339157104,0.5171257257461548,1.0,0.30363768339157104,0.733189046382904,0.23515892028808594,0.32700833678245544,0.3348022699356079,0.32841500639915466,0.22068053483963013
mnemiopsis-eating,0.33581772446632385,0.23894445598125458,0.34148645401000977,0.22912479937076569,0.36742833256721497,0.8239319324493408,0.31857115030288696,0.34148645401000977,0.2412252277135849,0.24897433817386627,0.3946754038333893,0.34148645401000977,0.24897433817386627,0.36742833256721497,0.24980640411376953,0.22637508809566498,0.17568622529506683,0.2524154484272003,0.3546854555606842
north,0.12114071100950241,0.29020047187805176,0.36298373341560364,0.27665644884109497,0.3604778051376343,0.1553216576576233,0.39050599932670593,0.36298373341560364,0.18954987823963165,0.3454431891441345,0.2776443064212799,0.36298373341560364,0.3454431891441345,0.3604778051376343,0.17790184915065765,0.206855908036232,0.14992815256118774,0.149099200963974,0.11829731613397598
american,0.22688741981983185,0.31632548570632935,0.24562937021255493,0.14820514619350433,0.22180068492889404,0.24985148012638092,0.22871561348438263,0.24562937021255493,0.20090582966804504,0.06484630703926086,0.32290002703666687,0.24562937021255493,0.06484630703926086,0.22180068492889404,0.028914228081703186,0.1691979467868805,0.10756080597639084,0.0908546894788742,0.18877598643302917
ctenophore,0.2459191530942917,0.08484132587909698,0.2813475728034973,0.18895187973976135,0.2790392339229584,0.5738357901573181,0.1891518235206604,0.2813475728034973,0.24124380946159363,0.3315829038619995,0.19002923369407654,0.2813475728034973,0.3315829038619995,0.2790392339229584,0.25514623522758484,0.12980803847312927,0.1947200745344162,0.219792902469635,0.2190871685743332
beroe,0.1331382542848587,0.25020912289619446,0.2654626965522766,0.2168048471212387,0.24126726388931274,0.2926037609577179,0.21582861244678497,0.2654626965522766,0.1297941356897354,0.32447385787963867,0.2627253532409668,0.2654626965522766,0.32447385787963867,0.24126726388931274,0.25184115767478943,0.14044120907783508,0.19680771231651306,0.09389039129018784,0.1766621172428131
ovata,0.06604424118995667,0.13316918909549713,0.183624267578125,0.1568719446659088,0.17106987535953522,0.4299567937850952,0.13856348395347595,0.183624267578125,0.18430009484291077,0.18555188179016113,0.15363137423992157,0.183624267578125,0.18555188179016113,0.17106987535953522,0.1644599437713623,0.0514134056866169,0.05162382498383522,0.07429596036672592,0.09807669371366501
",",0.22659391164779663,0.45456063747406006,0.4933079481124878,0.2967977225780487,0.4946078956127167,0.32095542550086975,0.5201468467712402,0.4933079481124878,0.23807229101657867,0.30078184604644775,0.6633074283599854,0.4933079481124878,0.30078184604644775,0.4946078956127167,0.2248634397983551,0.30810219049453735,0.24875585734844208,0.20811550319194794,0.31091248989105225
and,0.33647966384887695,0.3740963041782379,0.5171257257461548,0.23080337047576904,0.5116966962814331,0.22967760264873505,0.4954058527946472,0.5171257257461548,0.24407927691936493,0.30105236172676086,1.0,0.5171257257461548,0.30105236172676086,0.5116966962814331,0.19502732157707214,0.3560350239276886,0.3005301356315613,0.29790008068084717,0.20544172823429108
by,0.34370526671409607,0.4752357602119446,0.4408751428127289,0.17143253982067108,0.3646814823150635,0.16947123408317566,0.370934396982193,0.4408751428127289,0.1966358721256256,0.19145366549491882,0.4289871156215668,0.4408751428127289,0.19145366549491882,0.3646814823150635,0.10786983370780945,0.23560477793216705,0.3161602020263672,0.2360290139913559,0.17966607213020325
a,0.29312583804130554,0.4508470594882965,0.5829201340675354,0.2345738559961319,0.5052502155303955,0.3138870298862457,0.539380669593811,0.5829201340675354,0.23173153400421143,0.17038485407829285,0.3739250600337982,0.5829201340675354,0.17038485407829285,0.5052502155303955,0.20198045670986176,0.2422461211681366,0.18317826092243195,0.21056023240089417,0.23916715383529663
cooling,0.2554044723510742,0.13719983398914337,0.2641267478466034,0.17309708893299103,0.2464919537305832,0.22770440578460693,0.22014863789081573,0.2641267478466034,0.17069889605045319,0.2453196942806244,0.2188228815793991,0.2641267478466034,0.2453196942806244,0.2464919537305832,0.19839206337928772,0.140728160738945,0.2118285447359085,0.30853933095932007,0.19326604902744293
of,0.2480744868516922,0.4069072902202606,0.733189046382904,0.3060894012451172,1.0,0.264727383852005,0.5696388483047485,0.733189046382904,0.23966942727565765,0.2707739472389221,0.5116966962814331,0.733189046382904,0.2707739472389221,1.0,0.21088971197605133,0.3339962065219879,0.32766106724739075,0.2817542552947998,0.1826142966747284
the,0.33890387415885925,0.48711544275283813,1.0,0.32044094800949097,0.733189046382904,0.23440246284008026,0.6662389636039734,1.0,0.28466513752937317,0.30363768339157104,0.5171257257461548,1.0,0.30363768339157104,0.733189046382904,0.23515892028808594,0.32700833678245544,0.3348022699356079,0.32841500639915466,0.22068053483963013
local,0.1895620971918106,0.11715790629386902,0.2130540907382965,0.18809747695922852,0.20668989419937134,0.10404196381568909,0.2223825752735138,0.2130540907382965,0.1081574410200119,0.1057138592004776,0.2468787580728531,0.2130540907382965,0.1057138592004776,0.20668989419937134,0.025156596675515175,0.16104188561439514,0.13595515489578247,0.2018730789422989,0.15022775530815125
climate,0.23680974543094635,0.14714933931827545,0.2693597674369812,0.34922507405281067,0.25840428471565247,0.18499448895454407,0.24209141731262207,0.2693597674369812,0.060796648263931274,0.2930200695991516,0.2292918860912323,0.2693597674369812,0.2930200695991516,0.25840428471565247,0.20675475895404816,0.1664009392261505,0.11544034630060196,0.19108369946479797,0.19998492300510406
from,0.22939439117908478,0.31171464920043945,0.40150508284568787,0.22323650121688843,0.4249346852302551,0.20794148743152618,0.4274188280105591,0.40150508284568787,0.1814838945865631,0.19167837500572205,0.3601827025413513,0.40150508284568787,0.19167837500572205,0.4249346852302551,0.13319194316864014,0.3001497685909271,0.24506589770317078,0.19431272149085999,0.19969791173934937
1991,0.0894000455737114,0.12848040461540222,0.002508036559447646,-0.0248141847550869,-0.004689669236540794,-0.1377173215150833,0.0019440409960225224,0.002508036559447646,-0.06793641299009323,-0.05531134083867073,-0.0026356412563472986,0.002508036559447646,-0.05531134083867073,-0.004689669236540794,0.050897207111120224,0.15930157899856567,0.01834077388048172,0.018496021628379822,0.175977423787117
to,0.44169697165489197,0.3636345863342285,0.535392165184021,0.19776633381843567,0.41548454761505127,0.2134498953819275,0.45010748505592346,0.535392165184021,0.23292754590511322,0.2749888300895691,0.48971283435821533,0.535392165184021,0.2749888300895691,0.41548454761505127,0.17997053265571594,0.35361579060554504,0.27177539467811584,0.28164729475975037,0.29463258385658264
1993,0.09233522415161133,0.06596994400024414,-0.03424737602472305,-0.08110347390174866,-0.0491785854101181,-0.18429921567440033,-0.049935609102249146,-0.03424737602472305,-0.10344267636537552,-0.08128643035888672,-0.03738993778824806,-0.03424737602472305,-0.08128643035888672,-0.0491785854101181,0.012374743819236755,0.13491539657115936,-0.007536777760833502,-0.016411494463682175,0.14008748531341553
",",0.22659391164779663,0.45456063747406006,0.4933079481124878,0.2967977225780487,0.4946078956127167,0.32095542550086975,0.5201468467712402,0.4933079481124878,0.23807229101657867,0.30078184604644775,0.6633074283599854,0.4933079481124878,0.30078184604644775,0.4946078956127167,0.2248634397983551,0.30810219049453735,0.24875585734844208,0.20811550319194794,0.31091248989105225
which,0.4852597713470459,0.2830964922904968,0.6521818041801453,0.2151837795972824,0.5011631846427917,0.31305280327796936,0.4840516746044159,0.6521818041801453,0.22594642639160156,0.25416871905326843,0.506277859210968,0.6521818041801453,0.25416871905326843,0.5011631846427917,0.19333100318908691,0.2530832886695862,0.3235377371311188,0.31846651434898376,0.25814583897590637
significantly,0.3329834043979645,0.22230319678783417,0.3313288986682892,0.3098381459712982,0.2703875005245209,0.23161906003952026,0.26986899971961975,0.3313288986682892,0.13152524828910828,0.09430655092000961,0.3424808979034424,0.3313288986682892,0.09430655092000961,0.2703875005245209,0.08676290512084961,0.2779577076435089,0.2574853003025055,0.18632663786411285,0.1823679804801941
slowed,0.2737673819065094,0.2605621814727783,0.313388854265213,0.18000873923301697,0.2261045277118683,0.19574227929115295,0.21801118552684784,0.313388854265213,0.12358134239912033,0.2122359275817871,0.2605600357055664,0.313388854265213,0.2122359275817871,0.2261045277118683,0.2350943237543106,0.29237431287765503,0.1919383704662323,0.26552748680114746,0.10585252940654755
the,0.33890387415885925,0.48711544275283813,1.0,0.32044094800949097,0.733189046382904,0.23440246284008026,0.6662389636039734,1.0,0.28466513752937317,0.30363768339157104,0.5171257257461548,1.0,0.30363768339157104,0.733189046382904,0.23515892028808594,0.32700833678245544,0.3348022699356079,0.32841500639915466,0.22068053483963013
animal,0.21485969424247742,0.19975899159908295,0.2502762973308563,0.16429467499256134,0.2429264932870865,0.27312853932380676,0.21829302608966827,0.2502762973308563,0.1260673701763153,0.2110217958688736,0.28363606333732605,0.2502762973308563,0.2110217958688736,0.2429264932870865,0.1658708155155182,0.13403700292110443,0.1471201330423355,0.15706337988376617,0.13991324603557587
's,-0.026164190843701363,0.008974763564765453,-0.01540423184633255,0.012951160781085491,-0.03817026689648628,0.005899182520806789,-0.037580832839012146,-0.01540423184633255,0.07187972962856293,0.05089695379137993,0.06895173341035843,-0.01540423184633255,0.05089695379137993,-0.03817026689648628,0.006183011922985315,-0.03164028376340866,-0.03376881033182144,0.03798864781856537,-0.023395681753754616
metabolism,0.2512946128845215,0.15078534185886383,0.26018232107162476,0.21789787709712982,0.2572331428527832,0.4344967305660248,0.204441100358963,0.26018232107162476,0.14351056516170502,0.23236773908138275,0.2809176445007324,0.26018232107162476,0.23236773908138275,0.2572331428527832,0.19257432222366333,0.12046176195144653,0.1571483165025711,0.31315872073173523,0.19860108196735382
.,0.3287222981452942,0.40146201848983765,0.5934505462646484,0.26950228214263916,0.5352458953857422,0.29047080874443054,0.5591574311256409,0.5934505462646484,0.24577875435352325,0.2680719196796417,0.588965117931366,0.5934505462646484,0.2680719196796417,0.5352458953857422,0.24483506381511688,0.31484454870224,0.2901604175567627,0.24319837987422943,0.4130953550338745
