,within,the,30,days,how,many,digiboxes,had,been,sold,?
within,1.0,0.39827480912208557,-0.001982366433367133,0.2874232530593872,0.24755704402923584,0.2613624930381775,0.319241464138031,0.2050173133611679,0.25758516788482666,0.15410585701465607,0.1870293766260147
30,-0.001982366433367133,0.0730796679854393,1.0000001192092896,-0.04218888655304909,-0.0035910264123231173,0.09108389914035797,0.11069464683532715,0.07199050486087799,0.056303974241018295,-0.03770335763692856,-0.08261742442846298
days,0.2874232530593872,0.2574930489063263,-0.04218888655304909,0.9999998807907104,0.23509229719638824,0.19773665070533752,0.19850805401802063,0.26101723313331604,0.2260013371706009,0.19799916446208954,0.2198754847049713
",",0.2513136863708496,0.4933079481124878,-0.002004974754527211,0.34504905343055725,0.22659391164779663,0.40610817074775696,0.2880316972732544,0.35487717390060425,0.34873589873313904,0.28121218085289,0.31091248989105225
over,0.4296438694000244,0.39856547117233276,0.06455664336681366,0.26119464635849,0.31446483731269836,0.47131630778312683,0.29340270161628723,0.3937615752220154,0.36951375007629395,0.2893722355365753,0.25742942094802856
"100,000",0.02269180305302143,0.12082944065332413,0.020072640851140022,0.02247140184044838,0.10288455337285995,0.007480822503566742,0.05639636889100075,0.04970236495137215,0.032752517610788345,0.04076829180121422,0.035472359508275986
digiboxes,0.319241464138031,0.30641505122184753,0.11069464683532715,0.19850805401802063,0.26170024275779724,0.2703663408756256,0.9999999403953552,0.17799752950668335,0.28279468417167664,0.261075884103775,0.2930041253566742
had,0.2050173133611679,0.3875846862792969,0.07199050486087799,0.26101723313331604,0.2549138069152832,0.40130746364593506,0.17799752950668335,0.9999999403953552,0.6048885583877563,0.36393168568611145,0.20728366076946259
been,0.25758516788482666,0.3563927710056305,0.056303974241018295,0.2260013371706009,0.26456597447395325,0.4963826537132263,0.28279468417167664,0.6048885583877563,0.9999998807907104,0.29884928464889526,0.24354910850524902
sold,0.15410585701465607,0.21929198503494263,-0.03770335763692856,0.19799916446208954,0.1283762902021408,0.25400304794311523,0.261075884103775,0.36393168568611145,0.29884928464889526,1.0,0.14943712949752808
",",0.2513136863708496,0.4933079481124878,-0.002004974754527211,0.34504905343055725,0.22659391164779663,0.40610817074775696,0.2880316972732544,0.35487717390060425,0.34873589873313904,0.28121218085289,0.31091248989105225
which,0.43539655208587646,0.6521818041801453,0.07621006667613983,0.21783310174942017,0.4852597713470459,0.5168171525001526,0.3668901324272156,0.3188965916633606,0.36993977427482605,0.20852339267730713,0.25814583897590637
help,0.18959568440914154,0.30064165592193604,0.028238562867045403,0.18218281865119934,0.4384428858757019,0.2875923216342926,0.26461929082870483,0.27383187413215637,0.23650212585926056,0.15207919478416443,0.28403452038764954
bolstered,0.25062820315361023,0.2920021414756775,0.0745018720626831,0.1424310952425003,0.16297082602977753,0.21607913076877594,0.2369188815355301,0.26742076873779297,0.22615918517112732,0.2967342734336853,0.16831153631210327
bskyb,0.16651073098182678,0.20915858447551727,0.040005024522542953,0.14599727094173431,0.17300152778625488,0.17205999791622162,0.28833526372909546,0.14911578595638275,0.07955847680568695,0.17842866480350494,0.2979319989681244
's,-0.01527355331927538,-0.01540423184633255,-0.03394532576203346,0.08848981559276581,-0.026164190843701363,0.01698932610452175,0.07006094604730606,-0.004401352722197771,-0.10734795778989792,0.0745566189289093,-0.023395681753754616
decision,0.165226012468338,0.2905151844024658,0.005256178788840771,0.21049199998378754,0.30215373635292053,0.1825752705335617,0.19648146629333496,0.2895865738391876,0.23335477709770203,0.1294955313205719,0.2796577215194702
to,0.34980177879333496,0.535392165184021,0.06848903745412827,0.2942236363887787,0.44169697165489197,0.40243685245513916,0.3321257531642914,0.37984350323677063,0.34945759177207947,0.17380841076374054,0.29463258385658264
give,0.21639768779277802,0.29086416959762573,-0.10197363048791885,0.2463834434747696,0.3704574406147003,0.28078725934028625,0.2235049307346344,0.3329158425331116,0.23901012539863586,0.18675631284713745,0.2985610067844391
away,0.2537480294704437,0.29030847549438477,0.0731600746512413,0.23622386157512665,0.2374800741672516,0.2505805194377899,0.1661524474620819,0.27475330233573914,0.19643719494342804,0.2127520740032196,0.15156377851963043
free,0.2486710399389267,0.22231732308864594,-0.02050136961042881,0.09713241457939148,0.18879985809326172,0.21327099204063416,0.22311709821224213,0.10895809531211853,0.14210698008537292,0.20533135533332825,0.1278279572725296
digiboxes,0.319241464138031,0.30641505122184753,0.11069464683532715,0.19850805401802063,0.26170024275779724,0.2703663408756256,0.9999999403953552,0.17799752950668335,0.28279468417167664,0.261075884103775,0.2930041253566742
and,0.35049548745155334,0.5171257257461548,0.08511074632406235,0.2561761140823364,0.33647966384887695,0.5296266674995422,0.2786005735397339,0.3872550129890442,0.3424558639526367,0.21832405030727386,0.20544172823429108
minidishes,0.25981807708740234,0.3208490014076233,0.0387803353369236,0.2885821461677551,0.2667747735977173,0.34817302227020264,0.4761790633201599,0.25203198194503784,0.2746192216873169,0.3279959559440613,0.2563574016094208
from,0.31641101837158203,0.40150508284568787,0.0211875531822443,0.1990787386894226,0.22939439117908478,0.33099696040153503,0.23848864436149597,0.3075238764286041,0.27624839544296265,0.21493925154209137,0.19969791173934937
may,0.21352408826351166,0.2694292366504669,-0.039027489721775055,0.3958265483379364,0.22490409016609192,0.29758191108703613,0.22544844448566437,0.2659246623516083,0.2982436716556549,0.18805281817913055,0.2768254578113556
1999,0.08302656561136246,0.06755080074071884,-0.053507108241319656,0.10340569168329239,0.016421351581811905,-0.0931033119559288,-0.06025536358356476,0.0053945546969771385,-0.03996792063117027,-0.03419935330748558,0.05416720360517502
.,0.2984525263309479,0.5934505462646484,0.08522222936153412,0.2610209584236145,0.3287222981452942,0.3974229395389557,0.27825331687927246,0.37348684668540955,0.33645182847976685,0.31428393721580505,0.4130953550338745
