,how,high,is,victoria,'s,mount,bogong,?
victoria,0.09004101157188416,0.15053294599056244,0.1633591204881668,1.0,0.06206126511096954,0.21794220805168152,0.42142900824546814,0.12246892601251602
contains,0.2188502848148346,0.1336534321308136,0.4272567629814148,0.08453623205423355,-0.07157284766435623,0.04295624792575836,0.1540723741054535,0.15215006470680237
many,0.4425291419029236,0.27441489696502686,0.2649032473564148,0.1926158368587494,0.01698932610452175,0.1633787751197815,0.24292616546154022,0.2124512493610382
topographically,0.2047366350889206,0.1912434697151184,0.3088163435459137,0.13183335959911346,-0.023074356839060783,0.2709580957889557,0.2667563259601593,0.09831319004297256
",",0.22659391164779663,0.27938312292099,0.4691906273365021,0.2279360294342041,-0.0016132977325469255,0.21975000202655792,0.34917429089546204,0.31091248989105225
geologically,0.27247652411460876,0.14260195195674896,0.2978527843952179,0.113567054271698,-0.014265668578445911,0.28350383043289185,0.26220881938934326,0.15477964282035828
and,0.33647966384887695,0.2911888659000397,0.3859752118587494,0.24507255852222443,0.06895173341035843,0.16441255807876587,0.3138367831707001,0.20544172823429108
climatically,0.3370712995529175,0.21651402115821838,0.3028551936149597,0.07670125365257263,-0.023606643080711365,0.10967320203781128,0.21167288720607758,0.18256035447120667
diverse,0.2053692787885666,0.16581587493419647,0.228860005736351,0.14162157475948334,0.027039075270295143,0.0997040718793869,0.25608348846435547,0.07389035075902939
areas,0.2255835086107254,0.261473685503006,0.28282591700553894,0.19170348346233368,0.03540606424212456,0.14113874733448029,0.2523401379585266,0.1273590475320816
",",0.22659391164779663,0.27938312292099,0.4691906273365021,0.2279360294342041,-0.0016132977325469255,0.21975000202655792,0.34917429089546204,0.31091248989105225
ranging,0.1890265941619873,0.19749565422534943,0.21603885293006897,0.21128660440444946,0.10973159968852997,0.12000170350074768,0.1938323974609375,0.09338733553886414
from,0.22939439117908478,0.193696990609169,0.27355384826660156,0.19426235556602478,-0.01936490088701248,0.184446319937706,0.2104872465133667,0.19969791173934937
the,0.33890387415885925,0.28034812211990356,0.5823672413825989,0.2204313427209854,-0.01540423184633255,0.26066282391548157,0.35426923632621765,0.22068053483963013
wet,0.18842679262161255,0.2231937199831009,0.17449334263801575,0.19139112532138824,0.11571671813726425,0.11258425563573837,0.2519713044166565,0.1574249267578125
",",0.22659391164779663,0.27938312292099,0.4691906273365021,0.2279360294342041,-0.0016132977325469255,0.21975000202655792,0.34917429089546204,0.31091248989105225
temperate,0.21579961478710175,0.24207477271556854,0.31046387553215027,0.2331869900226593,0.09064024686813354,0.21165688335895538,0.27479088306427,0.16631656885147095
climate,0.23680974543094635,0.18948031961917877,0.26601269841194153,0.11261758953332901,0.04239832982420921,0.20872105658054352,0.19634343683719635,0.19998492300510406
of,0.2480744868516922,0.2803038954734802,0.4854315221309662,0.2505437433719635,-0.03817026689648628,0.18665535748004913,0.3377811014652252,0.1826142966747284
gippsland,0.1370404213666916,0.23017796874046326,0.2669597268104553,0.550096333026886,0.06738758087158203,0.3342529833316803,0.5076807141304016,0.126456618309021
in,0.2601168751716614,0.2652597725391388,0.5394441485404968,0.20823122560977936,-0.037580832839012146,0.22216229140758514,0.3008834719657898,0.20430970191955566
the,0.33890387415885925,0.28034812211990356,0.5823672413825989,0.2204313427209854,-0.01540423184633255,0.26066282391548157,0.35426923632621765,0.22068053483963013
southeast,0.14396770298480988,0.1556423008441925,0.26845720410346985,0.22859837114810944,0.055491868406534195,0.28838029503822327,0.3590601086616516,0.1004139706492424
to,0.44169697165489197,0.28947713971138,0.42745086550712585,0.18328198790550232,0.03782717138528824,0.20538730919361115,0.2693929970264435,0.29463258385658264
the,0.33890387415885925,0.28034812211990356,0.5823672413825989,0.2204313427209854,-0.01540423184633255,0.26066282391548157,0.35426923632621765,0.22068053483963013
snow-covered,0.1856195628643036,0.19062674045562744,0.2904561460018158,0.2865912914276123,0.009626902639865875,0.26349470019340515,0.38143640756607056,0.1893220990896225
victorian,0.18811437487602234,0.1867431402206421,0.1690170168876648,0.7158359885215759,0.07498615235090256,0.20875611901283264,0.32245275378227234,0.07572567462921143
alpine,0.09780821949243546,0.19507017731666565,0.1825626790523529,0.2514338195323944,0.050947315990924835,0.2431783676147461,0.2288898229598999,0.08546924591064453
areas,0.2255835086107254,0.261473685503006,0.28282591700553894,0.19170348346233368,0.03540606424212456,0.14113874733448029,0.2523401379585266,0.1273590475320816
which,0.4852597713470459,0.25426656007766724,0.4457404911518097,0.17652179300785065,0.03856118768453598,0.19986200332641602,0.32319387793540955,0.25814583897590637
rise,0.2018410563468933,0.3030729293823242,0.1640702784061432,0.08068686723709106,-0.0661361962556839,0.15602116286754608,0.15251439809799194,0.10799103230237961
to,0.44169697165489197,0.28947713971138,0.42745086550712585,0.18328198790550232,0.03782717138528824,0.20538730919361115,0.2693929970264435,0.29463258385658264
almost,0.23828135430812836,0.1822386085987091,0.29784226417541504,0.10460716485977173,0.02320737950503826,0.08825520426034927,0.19909532368183136,0.1372147500514984
"2,000",-0.008793028071522713,-0.03629174083471298,-0.004002113360911608,0.00944358017295599,-0.0077349720522761345,-0.019839491695165634,-0.06036561354994774,-0.01396813802421093
m,0.17182649672031403,0.1866799145936966,0.22669823467731476,0.18717366456985474,0.06595824658870697,0.19242048263549805,0.14018146693706512,0.2618667185306549
(,0.1676948219537735,0.20521607995033264,0.35393038392066956,0.14948904514312744,0.0012731997994706035,0.09967228770256042,0.25516968965530396,0.40561532974243164
"6,600",-0.013991175219416618,0.08451155573129654,0.10960208624601364,0.020113486796617508,0.08027396351099014,0.056685030460357666,0.040497541427612305,-0.012842928059399128
ft,0.17820364236831665,0.2972373068332672,0.17731311917304993,0.11696885526180267,-0.0056256139650940895,0.256445050239563,0.21798549592494965,0.17776548862457275
