,what,has,having,an,eu,citizenship,increased,?
citizenship,0.1877845823764801,0.20362171530723572,0.20707334578037262,0.17995291948318481,0.2936694622039795,1.0,0.23038659989833832,0.16738474369049072
of,0.33290785551071167,0.3909035325050354,0.38889452815055847,0.32280945777893066,0.1579294353723526,0.18816404044628143,0.3371390700340271,0.1826142966747284
the,0.42745697498321533,0.4177538752555847,0.3821379244327545,0.4207492768764496,0.14126400649547577,0.2318112701177597,0.3188653886318207,0.22068053483963013
eu,0.15409135818481445,0.13703566789627075,0.18419408798217773,0.10770508646965027,0.9999998807907104,0.2936694622039795,0.16734972596168518,0.21586786210536957
has,0.20338068902492523,1.0,0.4643951952457428,0.2991473078727722,0.13703566789627075,0.20362171530723572,0.2821793556213379,0.15994466841220856
increasingly,0.19974569976329803,0.2991989254951477,0.31360164284706116,0.2450123429298401,0.13985978066921234,0.19635270535945892,0.6294655799865723,0.059327382594347
been,0.2567804455757141,0.6162750124931335,0.4628734588623047,0.24947525560855865,0.09499514847993851,0.19417646527290344,0.3297082185745239,0.24354910850524902
seen,0.3087027072906494,0.2517690062522888,0.3025037348270416,0.21776726841926575,0.0623445101082325,0.054372355341911316,0.27518248558044434,0.2567344307899475
as,0.31749409437179565,0.351646363735199,0.36958321928977966,0.37218472361564636,0.13827164471149445,0.1715167760848999,0.21772481501102448,0.27043893933296204
a,0.3320399522781372,0.4670248031616211,0.3929923176765442,0.44552403688430786,0.13932566344738007,0.2107829451560974,0.22370080649852753,0.23916715383529663
``,0.008517155423760414,0.06254398077726364,0.07802174240350723,0.03770720958709717,0.179834246635437,0.09470707923173904,0.09532531350851059,0.0685480609536171
fundamental,0.35305243730545044,0.21495762467384338,0.20975060760974884,0.1619514524936676,0.11398086696863174,0.1999475508928299,0.25229254364967346,0.2011919468641281
'',0.08143015950918198,0.004576915875077248,0.030195889994502068,0.09471100568771362,0.0652511790394783,-0.03550050035119057,-0.021542470902204514,0.018684765323996544
status,0.1975356787443161,0.2253449559211731,0.2497739940881729,0.1671348363161087,0.16539335250854492,0.36607974767684937,0.22719846665859222,0.16403266787528992
of,0.33290785551071167,0.3909035325050354,0.38889452815055847,0.32280945777893066,0.1579294353723526,0.18816404044628143,0.3371390700340271,0.1826142966747284
member,0.09932345896959305,0.2241092026233673,0.2133718729019165,0.20242485404014587,0.2245567888021469,0.20415431261062622,0.13320977985858917,0.06826172769069672
state,0.24273863434791565,0.1870960146188736,0.16330404579639435,0.2181641161441803,0.18008030951023102,0.21588659286499023,0.1721794158220291,0.1160883978009224
nationals,0.20886707305908203,0.19882585108280182,0.21522562205791473,0.1128854751586914,0.23998968303203583,0.39484456181526184,0.24205809831619263,0.20699146389961243
by,0.2455483376979828,0.3254803419113159,0.26870235800743103,0.2719563841819763,0.07193604856729507,0.139387309551239,0.23756875097751617,0.17966607213020325
the,0.42745697498321533,0.4177538752555847,0.3821379244327545,0.4207492768764496,0.14126400649547577,0.2318112701177597,0.3188653886318207,0.22068053483963013
court,0.23440583050251007,0.18286947906017303,0.1484294831752777,0.20114386081695557,0.16374509036540985,0.2637313902378082,0.12193354964256287,0.17100423574447632
of,0.33290785551071167,0.3909035325050354,0.38889452815055847,0.32280945777893066,0.1579294353723526,0.18816404044628143,0.3371390700340271,0.1826142966747284
justice,0.21462921798229218,0.09370297193527222,0.12776124477386475,0.1862974911928177,0.1179259717464447,0.2564123570919037,0.1034298688173294,0.19269752502441406
",",0.3087472915649414,0.3734780251979828,0.3154076039791107,0.3581022024154663,0.1565755307674408,0.2726147174835205,0.20936180651187897,0.31091248989105225
and,0.31309178471565247,0.43716782331466675,0.36825746297836304,0.2838519215583801,0.16977795958518982,0.22677262127399445,0.2943111062049866,0.20544172823429108
has,0.20338068902492523,1.0,0.4643951952457428,0.2991473078727722,0.13703566789627075,0.20362171530723572,0.2821793556213379,0.15994466841220856
accordingly,0.39776521921157837,0.2636595368385315,0.276081383228302,0.21442757546901703,0.19101248681545258,0.1732054352760315,0.25160232186317444,0.3418521285057068
increased,0.1599731743335724,0.2821793556213379,0.2927081286907196,0.21425466239452362,0.16734972596168518,0.23038659989833832,1.0000001192092896,0.09587585180997849
the,0.42745697498321533,0.4177538752555847,0.3821379244327545,0.4207492768764496,0.14126400649547577,0.2318112701177597,0.3188653886318207,0.22068053483963013
number,0.23046229779720306,0.31251442432403564,0.29083770513534546,0.1875157356262207,0.1812625676393509,0.13308711349964142,0.2847883999347687,0.19256845116615295
of,0.33290785551071167,0.3909035325050354,0.38889452815055847,0.32280945777893066,0.1579294353723526,0.18816404044628143,0.3371390700340271,0.1826142966747284
social,0.22217629849910736,0.13508737087249756,0.18976928293704987,0.1521279513835907,0.1399625986814499,0.2502567768096924,0.19846448302268982,0.1615191102027893
services,0.16048473119735718,0.1396055817604065,0.17274793982505798,0.2257905751466751,0.14086279273033142,0.20216166973114014,0.2508046329021454,0.1328447163105011
that,0.6297725439071655,0.41272613406181335,0.4370327591896057,0.365763783454895,0.10275088250637054,0.22248153388500214,0.28310200572013855,0.32716336846351624
