,how,many,people,were,registered,to,receive,the,hd,service,prior,to,launch,?
prior,0.21558114886283875,0.163351908326149,0.16449236869812012,0.2372359037399292,0.31781646609306335,0.264421671628952,0.24058054387569427,0.33782097697257996,0.12812426686286926,0.2692631483078003,0.9999999403953552,0.264421671628952,0.1983402669429779,0.16978254914283752
to,0.44169697165489197,0.40243685245513916,0.37275731563568115,0.31913647055625916,0.2159089893102646,1.0,0.3372296690940857,0.535392165184021,0.15188103914260864,0.24411341547966003,0.264421671628952,1.0,0.25276505947113037,0.29463258385658264
its,0.22449488937854767,0.3319723308086395,0.24203898012638092,0.20452921092510223,0.21493232250213623,0.3691340684890747,0.174940288066864,0.559237003326416,0.18352273106575012,0.180259108543396,0.17438597977161407,0.3691340684890747,0.2549111843109131,0.15103481709957123
launch,0.15294672548770905,0.15432266891002655,0.11140618473291397,0.1543220579624176,0.15582136809825897,0.25276505947113037,0.20179110765457153,0.2628649175167084,0.231742724776268,0.28502675890922546,0.1983402669429779,0.25276505947113037,0.9999999403953552,0.22009649872779846
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.36755475401878357,0.22778020799160004,0.44245919585227966,0.26574233174324036,0.4933079481124878,0.15258826315402985,0.2389259785413742,0.27105793356895447,0.44245919585227966,0.19433410465717316,0.31091248989105225
bskyb,0.17300152778625488,0.17205999791622162,0.16757088899612427,0.13574530184268951,0.23493418097496033,0.16040074825286865,0.10967884957790375,0.20915858447551727,0.24691812694072723,0.1887708604335785,0.12102419137954712,0.16040074825286865,0.1530798077583313,0.2979319989681244
claimed,0.13862073421478271,0.1899637132883072,0.24996361136436462,0.3098667860031128,0.22519782185554504,0.2575981914997101,0.18504829704761505,0.2761930227279663,0.08366666734218597,0.11967086791992188,0.2796529531478882,0.2575981914997101,0.19591479003429413,0.2083493024110794
that,0.557814359664917,0.5391656160354614,0.3621441423892975,0.35517072677612305,0.27147117257118225,0.5436353087425232,0.2748669683933258,0.5473989248275757,0.13209088146686554,0.24765339493751526,0.23541377484798431,0.5436353087425232,0.23042123019695282,0.32716336846351624
"40,000",0.08398868143558502,0.0646485835313797,0.012726645916700363,0.07373788952827454,0.11599162966012955,0.1346094012260437,0.16871675848960876,0.21362866461277008,0.1752442717552185,0.10351379215717316,0.21498054265975952,0.1346094012260437,0.08143942803144455,0.262452632188797
people,0.2932034730911255,0.4171447455883026,1.0000001192092896,0.35862088203430176,0.2440715730190277,0.37275731563568115,0.18670649826526642,0.36838498711586,0.07332423329353333,0.19679485261440277,0.16449236869812012,0.37275731563568115,0.11140618473291397,0.23739641904830933
had,0.2549138069152832,0.40130746364593506,0.2759630084037781,0.6150832772254944,0.20806282758712769,0.37984350323677063,0.25699755549430847,0.3875846862792969,0.09919746965169907,0.15062880516052246,0.2676157057285309,0.37984350323677063,0.1754213273525238,0.20728366076946259
registered,0.19916783273220062,0.22357608377933502,0.2440715730190277,0.23260313272476196,1.0,0.2159089893102646,0.2594418227672577,0.23383188247680664,0.15313176810741425,0.2415076494216919,0.31781646609306335,0.2159089893102646,0.15582136809825897,0.24155336618423462
to,0.44169697165489197,0.40243685245513916,0.37275731563568115,0.31913647055625916,0.2159089893102646,1.0,0.3372296690940857,0.535392165184021,0.15188103914260864,0.24411341547966003,0.264421671628952,1.0,0.25276505947113037,0.29463258385658264
receive,0.21153150498867035,0.22689224779605865,0.18670649826526642,0.2287544459104538,0.2594418227672577,0.3372296690940857,0.9999998807907104,0.2726488411426544,0.185428187251091,0.2927432954311371,0.24058054387569427,0.3372296690940857,0.20179110765457153,0.1652119904756546
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.3906462490558624,0.23383188247680664,0.535392165184021,0.2726488411426544,1.0,0.19996047019958496,0.22661015391349792,0.33782097697257996,0.535392165184021,0.2628649175167084,0.22068053483963013
hd,0.10104338079690933,0.1101500615477562,0.07332423329353333,0.07453250885009766,0.15313176810741425,0.15188103914260864,0.185428187251091,0.19996047019958496,0.9999998807907104,0.2327420562505722,0.12812426686286926,0.15188103914260864,0.231742724776268,0.1705414354801178
service,0.12199638783931732,0.21650798618793488,0.19679485261440277,0.15802285075187683,0.2415076494216919,0.24411341547966003,0.2927432954311371,0.22661015391349792,0.2327420562505722,0.9999998807907104,0.2692631483078003,0.24411341547966003,0.28502675890922546,0.1676298975944519
.,0.3287222981452942,0.3974229395389557,0.33118996024131775,0.3378238379955292,0.23739121854305267,0.4645031690597534,0.24563279747962952,0.5934505462646484,0.17191381752490997,0.2115515172481537,0.2402365803718567,0.4645031690597534,0.20541822910308838,0.4130953550338745
