,what,profession,was,nathan,alterman,?
nathan,0.21044844388961792,0.17201319336891174,0.18460142612457275,0.9999999403953552,0.3140632212162018,0.20821668207645416
alterman,0.2404218167066574,0.14583104848861694,0.2385704219341278,0.3140632212162018,1.0,0.24422602355480194
",",0.3087472915649414,0.28053703904151917,0.45456063747406006,0.2637387216091156,0.2641010880470276,0.31091248989105225
the,0.42745697498321533,0.17655403912067413,0.48711544275283813,0.1617424041032791,0.30821168422698975,0.22068053483963013
israeli,0.09620342403650284,0.2914065420627594,0.22456848621368408,0.2636469006538391,0.14258471131324768,0.12899450957775116
poet,0.10796449333429337,0.19206631183624268,0.2649230360984802,0.23473946750164032,0.14123299717903137,0.16892145574092865
",",0.3087472915649414,0.28053703904151917,0.45456063747406006,0.2637387216091156,0.2641010880470276,0.31091248989105225
was,0.22111038863658905,0.23919223248958588,1.0000001192092896,0.18460142612457275,0.2385704219341278,0.18412111699581146
born,0.16581368446350098,0.29332634806632996,0.388632208108902,0.3217450976371765,0.17807947099208832,0.19166848063468933
in,0.30808621644973755,0.16790467500686646,0.45514053106307983,0.18586182594299316,0.2129625678062439,0.20430970191955566
warsaw,0.10373849421739578,0.21128180623054504,0.2614976763725281,0.14613202214241028,0.07240846753120422,0.09769917279481888
",",0.3087472915649414,0.28053703904151917,0.45456063747406006,0.2637387216091156,0.2641010880470276,0.31091248989105225
as,0.31749409437179565,0.313067764043808,0.3677520453929901,0.23322729766368866,0.3144000172615051,0.27043893933296204
was,0.22111038863658905,0.23919223248958588,1.0000001192092896,0.18460142612457275,0.2385704219341278,0.18412111699581146
moshe,0.13762006163597107,0.32855167984962463,0.30296486616134644,0.2676789164543152,0.2062993347644806,0.12512440979480743
vilenski,0.15378537774085999,0.21938630938529968,0.2076951563358307,0.18113592267036438,0.20256845653057098,0.1940554827451706
",",0.3087472915649414,0.28053703904151917,0.45456063747406006,0.2637387216091156,0.2641010880470276,0.31091248989105225
the,0.42745697498321533,0.17655403912067413,0.48711544275283813,0.1617424041032791,0.30821168422698975,0.22068053483963013
israeli,0.09620342403650284,0.2914065420627594,0.22456848621368408,0.2636469006538391,0.14258471131324768,0.12899450957775116
composer,0.18320460617542267,0.20187091827392578,0.28206875920295715,0.29655930399894714,0.206295907497406,0.17525890469551086
",",0.3087472915649414,0.28053703904151917,0.45456063747406006,0.2637387216091156,0.2641010880470276,0.31091248989105225
lyricist,0.15611249208450317,0.20551183819770813,0.29926788806915283,0.2522793412208557,0.2522386908531189,0.1880563646554947
",",0.3087472915649414,0.28053703904151917,0.45456063747406006,0.2637387216091156,0.2641010880470276,0.31091248989105225
and,0.31309178471565247,0.2738117277622223,0.3740963041782379,0.23600949347019196,0.24880008399486542,0.20544172823429108
pianist,0.11869475990533829,0.22226093709468842,0.23751945793628693,0.2660004496574402,0.18861189484596252,0.15295352041721344
",",0.3087472915649414,0.28053703904151917,0.45456063747406006,0.2637387216091156,0.2641010880470276,0.31091248989105225
who,0.40942975878715515,0.3416728973388672,0.3318818509578705,0.2923792600631714,0.2632477283477783,0.26220351457595825
studied,0.17525729537010193,0.27359747886657715,0.32208186388015747,0.14177313446998596,0.10514657944440842,0.12394175678491592
music,0.23070453107357025,0.20348738133907318,0.2583621144294739,0.13490697741508484,0.22128795087337494,0.18264494836330414
at,0.2838611304759979,0.18967412412166595,0.36707764863967896,0.18052878975868225,0.13929010927677155,0.21978627145290375
the,0.42745697498321533,0.17655403912067413,0.48711544275283813,0.1617424041032791,0.30821168422698975,0.22068053483963013
warsaw,0.10373849421739578,0.21128180623054504,0.2614976763725281,0.14613202214241028,0.07240846753120422,0.09769917279481888
conservatory,0.15899476408958435,0.2256598174571991,0.28902602195739746,0.09437520056962967,0.0823739618062973,0.08302569389343262
.,0.3567904531955719,0.23688457906246185,0.40146201848983765,0.21064084768295288,0.2675638794898987,0.4130953550338745
