,how,much,higher,was,the,rate,of,deforestation,in,2000,",",to,2005,compared,to,1995,to,2000,?
the,0.33890387415885925,0.35023224353790283,0.3292480409145355,0.48711544275283813,1.0,0.24881242215633392,0.733189046382904,0.31742316484451294,0.6662389636039734,-0.015081177465617657,0.4933079481124878,0.535392165184021,0.037273142486810684,0.28685078024864197,0.535392165184021,-0.025311529636383057,0.535392165184021,-0.015081177465617657,0.22068053483963013
mean,0.35380423069000244,0.2954164743423462,0.2715008556842804,0.18973474204540253,0.25977957248687744,0.2135920375585556,0.27551960945129395,0.15216663479804993,0.2099098116159439,-0.13380300998687744,0.27540135383605957,0.2274881899356842,0.054196760058403015,0.32303696870803833,0.2274881899356842,0.04697012901306152,0.2274881899356842,-0.13380300998687744,0.36234524846076965
annual,0.1884455680847168,0.11214926838874817,0.24804888665676117,0.19130820035934448,0.2958983778953552,0.21056219935417175,0.29535046219825745,0.1447363793849945,0.2557781934738159,0.026381716132164,0.1683935970067978,0.2023409903049469,-0.008983832783997059,0.17818763852119446,0.2023409903049469,-0.09355083853006363,0.2023409903049469,0.026381716132164,0.1083487942814827
deforestation,0.22240649163722992,0.33891183137893677,0.35149338841438293,0.19739863276481628,0.31742316484451294,0.40045663714408875,0.31609025597572327,1.0000001192092896,0.28902751207351685,-0.2564493417739868,0.30250072479248047,0.31015700101852417,-0.03040897659957409,0.2732428312301636,0.31015700101852417,-0.2150019258260727,0.31015700101852417,-0.2564493417739868,0.13288208842277527
rate,0.2722127139568329,0.31914231181144714,0.3718094527721405,0.16712123155593872,0.24881242215633392,1.0000001192092896,0.24132871627807617,0.40045663714408875,0.24951417744159698,-0.12097979336977005,0.18156792223453522,0.28584644198417664,-0.0014476592186838388,0.3497181236743927,0.28584644198417664,-0.17086637020111084,0.28584644198417664,-0.12097979336977005,0.1308269053697586
from,0.22939439117908478,0.24480824172496796,0.2177213728427887,0.31171464920043945,0.40150508284568787,0.2106810212135315,0.4249346852302551,0.22580088675022125,0.4274188280105591,0.0688478946685791,0.39760664105415344,0.4069952368736267,0.05479402095079422,0.22597238421440125,0.4069952368736267,-0.0010662309359759092,0.4069952368736267,0.0688478946685791,0.19969791173934937
2000,-0.07386910915374756,-0.1229490339756012,-0.10036751627922058,0.06843073666095734,-0.015081177465617657,-0.12097979336977005,0.010344067588448524,-0.2564493417739868,-0.0435720756649971,1.0,-0.03465369716286659,-0.05413077399134636,0.10400176048278809,-0.10285848379135132,-0.05413077399134636,-0.02912229113280773,-0.05413077399134636,1.0,-0.0824366956949234
to,0.44169697165489197,0.40610215067863464,0.3279348313808441,0.3636345863342285,0.535392165184021,0.28584644198417664,0.41548454761505127,0.31015700101852417,0.45010748505592346,-0.05413077399134636,0.44245919585227966,1.0,0.018235651776194572,0.2345995306968689,1.0,0.07653936743736267,1.0,-0.05413077399134636,0.29463258385658264
2005,0.03437461704015732,0.023484734818339348,-0.05040259659290314,0.11356307566165924,0.037273142486810684,-0.0014476592186838388,0.017815761268138885,-0.03040897659957409,0.009931974112987518,0.10400176048278809,0.11050146818161011,0.018235651776194572,1.0,0.022487925365567207,0.018235651776194572,0.22449934482574463,0.018235651776194572,0.10400176048278809,0.10709824413061142
(,0.1676948219537735,0.21788647770881653,0.17905442416667938,0.2980341613292694,0.33289089798927307,0.14072664082050323,0.35032153129577637,0.1711789071559906,0.3087427020072937,-0.01192599069327116,0.6363511681556702,0.30882009863853455,0.11327322572469711,0.17619922757148743,0.30882009863853455,-0.009336398914456367,0.30882009863853455,-0.01192599069327116,0.40561532974243164
"22,392",0.056300751864910126,0.022670092061161995,0.12062888592481613,0.07217539846897125,0.08650023490190506,0.12912258505821228,0.13707877695560455,0.061489615589380264,0.08177492767572403,-0.09272993355989456,0.03437543660402298,0.013921543024480343,-0.08248752355575562,0.0797075629234314,0.013921543024480343,0.09358780086040497,0.013921543024480343,-0.09272993355989456,-0.03852897137403488
km2,0.22562161087989807,0.30836138129234314,0.24948209524154663,0.1547725945711136,0.2664898931980133,0.20364713668823242,0.23789449036121368,0.35070717334747314,0.20489919185638428,-0.4200941026210785,0.2231515347957611,0.307233065366745,0.01661255583167076,0.20526114106178284,0.307233065366745,-0.052323389798402786,0.307233065366745,-0.4200941026210785,0.20544767379760742
or,0.3378981947898865,0.313159704208374,0.3664381206035614,0.2330796718597412,0.4174870550632477,0.24512438476085663,0.3792596757411957,0.3385365605354309,0.3586423695087433,-0.13524854183197021,0.3769497275352478,0.38921234011650085,-0.05955493822693825,0.25897541642189026,0.38921234011650085,-0.08396097272634506,0.38921234011650085,-0.13524854183197021,0.32389625906944275
"8,646",-0.2547248601913452,-0.28452005982398987,-0.1146446242928505,0.0714535042643547,0.02760504186153412,-0.1173216849565506,0.08004692196846008,-0.0889291912317276,0.07330130785703659,0.017774075269699097,0.06283091008663177,-0.11879492551088333,0.011467201635241508,-0.23265832662582397,-0.11879492551088333,0.170877605676651,-0.11879492551088333,0.017774075269699097,-0.09392557293176651
sq,0.10252654552459717,0.1848931461572647,0.1687343269586563,0.15623687207698822,0.18837253749370575,0.20803159475326538,0.21430401504039764,0.2707222104072571,0.12230025231838226,-0.23384569585323334,0.2135704904794693,0.14045479893684387,-0.032640792429447174,0.1420745551586151,0.14045479893684387,-0.11452952772378922,0.14045479893684387,-0.23384569585323334,0.18786261975765228
mi,0.0639447420835495,0.13306929171085358,0.08158709108829498,0.1437223106622696,0.12998802959918976,0.09024152159690857,0.13784633576869965,0.1788494884967804,0.09127891063690186,-0.17998778820037842,0.22994869947433472,0.14668497443199158,0.0009453779784962535,0.07331353425979614,0.14668497443199158,-0.11415114253759384,0.14668497443199158,-0.17998778820037842,0.10264865309000015
per,0.2243444174528122,0.264721542596817,0.21469023823738098,0.12717042863368988,0.21691934764385223,0.4295838177204132,0.17468707263469696,0.19117170572280884,0.1975519210100174,-0.11655692011117935,0.26711323857307434,0.2519395351409912,0.017481958493590355,0.28390413522720337,0.2519395351409912,-0.08439961820840836,0.2519395351409912,-0.11655692011117935,0.22323818504810333
year,0.19631797075271606,0.2093992531299591,0.20488835871219635,0.3209837079048157,0.3609684407711029,0.20382341742515564,0.2578314542770386,0.20120994746685028,0.3359307050704956,0.00622312817722559,0.28560417890548706,0.23523004353046417,0.13351094722747803,0.14673635363578796,0.23523004353046417,-0.03751847892999649,0.23523004353046417,0.00622312817722559,0.18315006792545319
),0.17939934134483337,0.22256317734718323,0.19929355382919312,0.3267642855644226,0.3456730246543884,0.1473083794116974,0.3680361211299896,0.1729530394077301,0.3326910734176636,-0.001137865474447608,0.63033527135849,0.31236231327056885,0.12896914780139923,0.17058974504470825,0.31236231327056885,0.01583629660308361,0.31236231327056885,-0.001137865474447608,0.42300865054130554
