,what,is,generated,between,a,surface,and,an,object,that,is,being,pushed,?
pushing,0.37966427206993103,0.20972096920013428,0.3364156186580658,0.18600861728191376,0.30144527554512024,0.2553166449069977,0.26554709672927856,0.21437960863113403,0.29599729180336,0.38423869013786316,0.20972096920013428,0.3496279716491699,0.6733310222625732,0.2176675945520401
against,0.24561616778373718,0.1754940152168274,0.10614790767431259,0.26795369386672974,0.2227657586336136,0.128299281001091,0.3292689621448517,0.17087337374687195,0.1744299829006195,0.3318655490875244,0.1754940152168274,0.2224539965391159,0.26335516571998596,0.18095137178897858
an,0.2821882665157318,0.4654068350791931,0.21952345967292786,0.18003802001476288,0.44552403688430786,0.18808452785015106,0.2838519215583801,1.0,0.2576858103275299,0.365763783454895,0.4654068350791931,0.2743402123451233,0.18528077006340027,0.19793890416622162
object,0.25733083486557007,0.30146875977516174,0.286108136177063,0.18342798948287964,0.3271922171115875,0.41279926896095276,0.17470528185367584,0.2576858103275299,1.0,0.3378750681877136,0.30146875977516174,0.2802119553089142,0.2241494357585907,0.19573666155338287
on,0.34226128458976746,0.3635730445384979,0.1966782659292221,0.3335416913032532,0.3848365545272827,0.2674844264984131,0.4077630043029785,0.3192969560623169,0.18476571142673492,0.42569106817245483,0.3635730445384979,0.3119087219238281,0.27115049958229065,0.2714994251728058
a,0.3320399522781372,0.658733606338501,0.24472475051879883,0.29385313391685486,1.0,0.24436084926128387,0.3739250600337982,0.44552403688430786,0.3271922171115875,0.47537946701049805,0.658733606338501,0.3727131485939026,0.26800408959388733,0.23916715383529663
frictional,0.23706041276454926,0.26840656995773315,0.35103321075439453,0.3255930542945862,0.2948630750179291,0.4271140694618225,0.2704339623451233,0.19518068432807922,0.4073418080806732,0.34057193994522095,0.26840656995773315,0.28301143646240234,0.30986660718917847,0.16436375677585602
surface,0.23580394685268402,0.29345643520355225,0.248969167470932,0.2189159244298935,0.24436084926128387,0.9999998807907104,0.2626544237136841,0.18808452785015106,0.41279926896095276,0.30130770802497864,0.29345643520355225,0.19285012781620026,0.23481805622577667,0.14613434672355652
can,0.34502777457237244,0.44256699085235596,0.3209148645401001,0.23827335238456726,0.3915780484676361,0.3465462028980255,0.3675691485404968,0.23671309649944305,0.39869454503059387,0.4522190988063812,0.44256699085235596,0.433290958404541,0.17671017348766327,0.3226337134838104
result,0.19945499300956726,0.19420543313026428,0.32565391063690186,0.2591010630130768,0.2767398953437805,0.2182149589061737,0.27436327934265137,0.20189309120178223,0.2828367352485657,0.3031747341156006,0.19420543313026428,0.24314650893211365,0.1631193310022354,0.17218433320522308
in,0.30808621644973755,0.5394441485404968,0.19890514016151428,0.41100412607192993,0.539380669593811,0.20246390998363495,0.4954058527946472,0.2605783939361572,0.18661287426948547,0.435920387506485,0.5394441485404968,0.33162933588027954,0.16919030249118805,0.20430970191955566
a,0.3320399522781372,0.658733606338501,0.24472475051879883,0.29385313391685486,1.0,0.24436084926128387,0.3739250600337982,0.44552403688430786,0.3271922171115875,0.47537946701049805,0.658733606338501,0.3727131485939026,0.26800408959388733,0.23916715383529663
situation,0.4481324255466461,0.2855897843837738,0.23885956406593323,0.27635401487350464,0.2909733057022095,0.1820867657661438,0.25539255142211914,0.291826069355011,0.25904032588005066,0.38794219493865967,0.2855897843837738,0.37361055612564087,0.2250918596982956,0.2714049518108368
where,0.4457937180995941,0.3586711287498474,0.22788546979427338,0.38496607542037964,0.40997210144996643,0.2541312277317047,0.43859338760375977,0.24824833869934082,0.2532142102718353,0.4876193106174469,0.3586711287498474,0.34980592131614685,0.2723988890647888,0.24793872237205505
the,0.42745697498321533,0.5823672413825989,0.27684199810028076,0.39067012071609497,0.5829201340675354,0.2555135488510132,0.5171257257461548,0.4207492768764496,0.22418850660324097,0.5473989248275757,0.5823672413825989,0.419739305973053,0.3394152522087097,0.22068053483963013
object,0.25733083486557007,0.30146875977516174,0.286108136177063,0.18342798948287964,0.3271922171115875,0.41279926896095276,0.17470528185367584,0.2576858103275299,1.0,0.3378750681877136,0.30146875977516174,0.2802119553089142,0.2241494357585907,0.19573666155338287
does,0.38564667105674744,0.4403602182865143,0.26253339648246765,0.16966454684734344,0.38201746344566345,0.22910720109939575,0.3461615741252899,0.29477936029434204,0.23909734189510345,0.4764937460422516,0.4403602182865143,0.25347548723220825,0.20050367712974548,0.338003009557724
