,in,what,year,did,bankamericard,change,its,name,?
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.3301198184490204,0.2510564923286438,0.3793783485889435,0.2459065467119217,0.20430970191955566
1976,0.05630391836166382,0.1609642058610916,0.06069868057966232,0.18825019896030426,0.029660364612936974,0.02144375815987587,-0.05399027466773987,0.043850574642419815,0.08586528897285461
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.33356741070747375,0.2752361297607422,0.33157986402511597,0.28145334124565125,0.31091248989105225
bankamericard,0.3301198184490204,0.23255054652690887,0.26657548546791077,0.21366719901561737,1.0000001192092896,0.16036532819271088,0.17934063076972961,0.17931708693504333,0.18920069932937622
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.36451223492622375,0.18487286567687988,0.3518870174884796,0.2646567225456238,0.18412111699581146
renamed,0.22127023339271545,0.16309694945812225,0.19041520357131958,0.20125629007816315,0.22368019819259644,0.2099785953760147,0.2252252697944641,0.38917115330696106,0.13648955523967743
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.3256736397743225,0.2438346892595291,0.3841775357723236,0.21235932409763336,0.20544172823429108
spun,0.2081035077571869,0.21448710560798645,0.17348843812942505,0.19573535025119781,0.22035333514213562,0.1940154880285263,0.16664175689220428,0.13267575204372406,0.16191107034683228
off,0.25627145171165466,0.2350364625453949,0.15357206761837006,0.17696987092494965,0.09988011419773102,0.1822153925895691,0.17108440399169922,0.15119491517543793,0.12937544286251068
into,0.38021373748779297,0.2180619090795517,0.08657927066087723,0.14888085424900055,0.1488502025604248,0.2382144331932068,0.2562001943588257,0.19626246392726898,0.15662476420402527
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.23532801866531372,0.3047741651535034,0.4424409866333008,0.26421117782592773,0.23916715383529663
separate,0.3099668025970459,0.33215096592903137,0.0619480237364769,0.2542422115802765,0.21905319392681122,0.26549163460731506,0.26345041394233704,0.22940579056739807,0.16835719347000122
company,0.22141718864440918,0.2333769053220749,0.1253320872783661,0.16800642013549805,0.3101191222667694,0.10200469195842743,0.258992999792099,0.21465471386909485,0.12195809185504913
known,0.32641831040382385,0.20381177961826324,0.20408862829208374,0.25943970680236816,0.24097491800785065,0.18861588835716248,0.31007078289985657,0.3659360110759735,0.18314571678638458
today,0.3300545811653137,0.3814660608768463,0.1571766436100006,0.30291810631752014,0.24565143883228302,0.21360471844673157,0.2839072048664093,0.20909298956394196,0.17338968813419342
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.2304551750421524,0.37273192405700684,0.31874480843544006,0.2851914167404175,0.27043893933296204
visa,0.15266387164592743,0.15003105998039246,0.21865537762641907,0.12341012060642242,0.28998762369155884,0.12637071311473846,0.10251426696777344,0.12466135621070862,0.16759228706359863
inc,0.1609550565481186,0.13337670266628265,0.11871369928121567,0.0762157291173935,0.26010662317276,0.1710435152053833,0.19487561285495758,0.19245456159114838,0.1598585546016693
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.3586423695087433,0.3244723975658417,0.3566088080406189,0.24737101793289185,0.4130953550338745
