,le,grand,states,that,students,studying,civil,disobedience,will,often,run,into,grammatical,niceties,and,what,other,problem,?
in,0.20278146862983704,0.24767720699310303,0.3977442979812622,0.435920387506485,0.2676171064376831,0.32655033469200134,0.26466667652130127,0.3054615259170532,0.2580665349960327,0.3380797803401947,0.26368704438209534,0.38021373748779297,0.24317875504493713,0.24103829264640808,0.4954058527946472,0.30808621644973755,0.39989137649536133,0.16969570517539978,0.20430970191955566
reviewing,0.0860174298286438,0.11590924859046936,0.24014785885810852,0.39531317353248596,0.3097211420536041,0.2629070580005646,0.1717546284198761,0.25977087020874023,0.39299705624580383,0.23865684866905212,0.2077552080154419,0.10337135940790176,0.2984235882759094,0.29439133405685425,0.2792999744415283,0.3887392282485962,0.2904329299926758,0.35017573833465576,0.3273172676563263
the,0.18814682960510254,0.305169016122818,0.3463578522205353,0.5473989248275757,0.25268980860710144,0.24704718589782715,0.2477465271949768,0.30963727831840515,0.3635469079017639,0.38004449009895325,0.27883726358413696,0.39493247866630554,0.2809280753135681,0.2643581032752991,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.24928659200668335,0.22068053483963013
voluminous,0.12504498660564423,0.15292587876319885,0.08545685559511185,0.2645473778247833,0.17443940043449402,0.16167832911014557,0.03302191197872162,0.1361241191625595,0.2292211502790451,0.3203515112400055,0.11022301018238068,0.15777623653411865,0.20967625081539154,0.3497768044471741,0.25674229860305786,0.16241927444934845,0.23616020381450653,0.17530794441699982,0.15027756989002228
literature,0.144178107380867,0.21112477779388428,0.13493278622627258,0.19748573005199432,0.2844487428665161,0.3128957152366638,0.18741151690483093,0.265071839094162,0.11895057559013367,0.22462937235832214,0.06521648168563843,0.14589452743530273,0.36692574620246887,0.22356128692626953,0.24233996868133545,0.22505109012126923,0.1922958493232727,0.15587784349918365,0.2043706774711609
on,0.15119008719921112,0.14161232113838196,0.2692825198173523,0.42569106817245483,0.2211644947528839,0.20808975398540497,0.17390455305576324,0.2194652408361435,0.3240351676940918,0.24822035431861877,0.2348233312368393,0.30585673451423645,0.17703954875469208,0.20928634703159332,0.4077630043029785,0.34226128458976746,0.3410046398639679,0.19349780678749084,0.2714994251728058
the,0.18814682960510254,0.305169016122818,0.3463578522205353,0.5473989248275757,0.25268980860710144,0.24704718589782715,0.2477465271949768,0.30963727831840515,0.3635469079017639,0.38004449009895325,0.27883726358413696,0.39493247866630554,0.2809280753135681,0.2643581032752991,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.24928659200668335,0.22068053483963013
subject,0.14365984499454498,0.09949048608541489,0.25257158279418945,0.3529222309589386,0.26945367455482483,0.2189924120903015,0.16258680820465088,0.2669045627117157,0.2340920865535736,0.23466354608535767,0.09304507076740265,0.1797380894422531,0.3565100431442261,0.31133848428726196,0.2574312388896942,0.3828662037849426,0.28312742710113525,0.33574622869491577,0.33952999114990234
",",0.1742672175168991,0.29582488536834717,0.3315127193927765,0.4137537479400635,0.26501646637916565,0.28254297375679016,0.24795588850975037,0.2878543734550476,0.29706671833992004,0.24139221012592316,0.2309936285018921,0.2826121151447296,0.296451598405838,0.3417052626609802,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.23938199877738953,0.31091248989105225
the,0.18814682960510254,0.305169016122818,0.3463578522205353,0.5473989248275757,0.25268980860710144,0.24704718589782715,0.2477465271949768,0.30963727831840515,0.3635469079017639,0.38004449009895325,0.27883726358413696,0.39493247866630554,0.2809280753135681,0.2643581032752991,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.24928659200668335,0.22068053483963013
student,0.11581966280937195,0.0891931876540184,0.16983374953269958,0.24464628100395203,0.7746244072914124,0.4045960307121277,0.21464088559150696,0.31496354937553406,0.155548557639122,0.17909124493598938,0.12815873324871063,0.1238897368311882,0.274993360042572,0.17891629040241241,0.2391568422317505,0.20548318326473236,0.1325913965702057,0.1647789627313614,0.13282090425491333
