,how,many,professional,schools,does,the,university,of,chicago,have,?
the,0.33890387415885925,0.4335206151008606,0.1869824379682541,0.22905772924423218,0.35928019881248474,1.0,0.263973206281662,0.733189046382904,0.27360326051712036,0.40389683842658997,0.22068053483963013
university,0.12992997467517853,0.19385361671447754,0.3255961239337921,0.4070035517215729,0.09909145534038544,0.263973206281662,1.0,0.30646374821662903,0.29005804657936096,0.1617986559867859,0.11887256056070328
",",0.22659391164779663,0.40610817074775696,0.2938345670700073,0.2760516405105591,0.28617382049560547,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.2679542899131775,0.3541618287563324,0.31091248989105225
established,0.10839782655239105,0.19663920998573303,0.19807779788970947,0.2572194039821625,0.18717999756336212,0.33092597126960754,0.1973452866077423,0.2735237777233124,0.14742928743362427,0.17518210411071777,0.15917523205280304
in,0.2601168751716614,0.41474202275276184,0.20803587138652802,0.2632134258747101,0.214483380317688,0.6662389636039734,0.3201795518398285,0.5696388483047485,0.23921214044094086,0.36843645572662354,0.20430970191955566
1890,-0.07873844355344772,-0.11528116464614868,-0.01496054045855999,-0.03456854075193405,-0.13633526861667633,-0.08158351480960846,0.0057269916869699955,-0.06748127192258835,-0.06956356763839722,-0.1737890988588333,-0.0038504337426275015
",",0.22659391164779663,0.40610817074775696,0.2938345670700073,0.2760516405105591,0.28617382049560547,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.2679542899131775,0.3541618287563324,0.31091248989105225
consists,0.14797210693359375,0.18753206729888916,0.13951247930526733,0.20033186674118042,0.22611847519874573,0.3362659811973572,0.09258638322353363,0.41510096192359924,0.125950425863266,0.279518187046051,-0.004641483072191477
of,0.2480744868516922,0.37253960967063904,0.21265500783920288,0.265506386756897,0.3119818866252899,0.733189046382904,0.30646374821662903,1.0,0.18391016125679016,0.3802283704280853,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.1869824379682541,0.22905772924423218,0.35928019881248474,1.0,0.263973206281662,0.733189046382904,0.27360326051712036,0.40389683842658997,0.22068053483963013
college,0.138996884226799,0.20574161410331726,0.289951890707016,0.43561235070228577,0.18735244870185852,0.19751401245594025,0.6649739742279053,0.2384195327758789,0.24562261998653412,0.16308674216270447,0.11076676845550537
",",0.22659391164779663,0.40610817074775696,0.2938345670700073,0.2760516405105591,0.28617382049560547,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.2679542899131775,0.3541618287563324,0.31091248989105225
various,0.3173779249191284,0.6290724873542786,0.18093259632587433,0.27643775939941406,0.21168746054172516,0.3235042691230774,0.1695423722267151,0.3196488320827484,0.16413076221942902,0.3855627775192261,0.12823495268821716
graduate,0.11977943032979965,0.20528611540794373,0.3444402515888214,0.47882288694381714,0.1790696531534195,0.1983441710472107,0.6244588494300842,0.21445734798908234,0.21318599581718445,0.19161127507686615,0.13230688869953156
programs,0.32232803106307983,0.38324689865112305,0.23546074330806732,0.3167271614074707,0.24545912444591522,0.21757709980010986,0.2189866155385971,0.18037469685077667,0.1607058346271515,0.24078774452209473,0.16452431678771973
",",0.22659391164779663,0.40610817074775696,0.2938345670700073,0.2760516405105591,0.28617382049560547,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.2679542899131775,0.3541618287563324,0.31091248989105225
interdisciplinary,0.22969476878643036,0.2620249092578888,0.28308457136154175,0.33703768253326416,0.16193629801273346,0.24281644821166992,0.36744365096092224,0.30937063694000244,0.2306412160396576,0.170183002948761,0.1012609675526619
committees,0.17905516922473907,0.23105019330978394,0.22948741912841797,0.3317927122116089,0.1992114633321762,0.2924276292324066,0.2537213861942291,0.34709328413009644,0.1929214745759964,0.3111313283443451,0.1382787674665451
organized,0.21191665530204773,0.24971845746040344,0.2905796766281128,0.18238301575183868,0.09074948728084564,0.28001853823661804,0.13895638287067413,0.2566941976547241,0.21924413740634918,0.1659020483493805,0.10524328798055649
into,0.2303972691297531,0.2618265151977539,0.17290130257606506,0.1375420093536377,0.22312942147254944,0.39493247866630554,0.12447744607925415,0.32255905866622925,0.07546477019786835,0.3038242757320404,0.15662476420402527
four,0.1955733299255371,0.4139232039451599,0.17465625703334808,0.22219513356685638,0.14431285858154297,0.40344667434692383,0.22242772579193115,0.36293646693229675,0.20796282589435577,0.3544043302536011,0.14532537758350372
academic,0.144212007522583,0.2163168489933014,0.3387329578399658,0.37874487042427063,0.22792617976665497,0.15387672185897827,0.4402775466442108,0.20802809298038483,0.2689683437347412,0.1840193122625351,0.11011603474617004
research,0.22275793552398682,0.24523742496967316,0.22469858825206757,0.27044957876205444,0.20314310491085052,0.24391183257102966,0.42846137285232544,0.22573977708816528,0.17879386246204376,0.29737016558647156,0.13481977581977844
divisions,0.14686065912246704,0.22984808683395386,0.14253345131874084,0.26256006956100464,0.16150246560573578,0.3125615119934082,0.16864295303821564,0.3138268291950226,0.04089387133717537,0.2421644777059555,0.14903524518013
and,0.33647966384887695,0.5296266674995422,0.2247244119644165,0.29319998621940613,0.3461615741252899,0.5171257257461548,0.2665814459323883,0.5116966962814331,0.23260825872421265,0.4711785912513733,0.20544172823429108
seven,0.20032188296318054,0.28098854422569275,0.16464728116989136,0.2186705321073532,0.1019262820482254,0.28151169419288635,0.136383518576622,0.273354172706604,0.19407251477241516,0.22066670656204224,0.1732930988073349
professional,0.11280559748411179,0.18333730101585388,1.0,0.1946011334657669,0.1138366311788559,0.1869824379682541,0.3255961239337921,0.21265500783920288,0.22886565327644348,0.16710688173770905,0.13074518740177155
schools,0.12874440848827362,0.3108086585998535,0.1946011334657669,1.0,0.19430282711982727,0.22905772924423218,0.4070035517215729,0.265506386756897,0.21805064380168915,0.26828762888908386,0.18349280953407288
