,who,did,toghrul,join,in,a,campaign,against,temüjin,?
toghrul,0.21635739505290985,0.1954176276922226,0.9999998807907104,0.2899364233016968,0.31668028235435486,0.32233721017837524,0.1868436634540558,0.27967727184295654,0.3945753872394562,0.24630779027938843
allied,0.21010679006576538,0.2220751941204071,0.21938495337963104,0.21549661457538605,0.2222563773393631,0.10843989253044128,0.32695770263671875,0.27649760246276855,0.3496142029762268,0.1341097056865692
himself,0.4094412326812744,0.31494221091270447,0.15707510709762573,0.1186177134513855,0.1521509736776352,0.2141161412000656,0.2103501260280609,0.17846952378749847,0.34724941849708557,0.10407622903585434
with,0.3282766342163086,0.25472134351730347,0.3018297851085663,0.3150412142276764,0.4080928862094879,0.3783375024795532,0.11452023684978485,0.317049115896225,0.26846927404403687,0.2433311939239502
jamukha,0.26036083698272705,0.15834690630435944,0.5632452368736267,0.11952213943004608,0.23535457253456116,0.24383728206157684,0.14351139962673187,0.13284339010715485,0.48555630445480347,0.20055611431598663
",",0.3365725874900818,0.3015086054801941,0.38870057463645935,0.23633374273777008,0.5201468467712402,0.427140474319458,0.18021923303604126,0.31168749928474426,0.3484273850917816,0.31091248989105225
who,0.9999998807907104,0.34038686752319336,0.21635739505290985,0.23541292548179626,0.2792111933231354,0.36608949303627014,0.18840548396110535,0.2942115366458893,0.416724294424057,0.26220351457595825
already,0.41363927721977234,0.3281528055667877,0.1510259211063385,0.1949826031923294,0.288102924823761,0.33469632267951965,0.11813011765480042,0.23216214776039124,0.32004889845848083,0.3477933406829834
opposed,0.28829503059387207,0.3237369954586029,0.23655490577220917,0.21088267862796783,0.21999825537204742,0.229469895362854,0.31341806054115295,0.40445494651794434,0.3049865663051605,0.23428945243358612
temüjin,0.416724294424057,0.3476600646972656,0.3945753872394562,0.2334510236978531,0.3433155417442322,0.36845725774765015,0.25014328956604004,0.25931528210639954,1.0,0.21090233325958252
's,0.05599616840481758,0.05069678649306297,0.1209915354847908,0.05582774803042412,-0.037580832839012146,0.04866964742541313,0.051238369196653366,-0.0006242102244868875,-0.010023289360105991,-0.023395681753754616
forces,0.2532956302165985,0.13164828717708588,0.2577325105667114,0.25236091017723083,0.2565164566040039,0.17848460376262665,0.34946566820144653,0.339370995759964,0.3284339904785156,0.16984491050243378
;,0.007937713526189327,0.10727239400148392,0.09194860607385635,0.09716471284627914,0.092739537358284,-0.02122584730386734,-0.06209711357951164,0.05968175083398819,-0.03175167739391327,0.10349778085947037
however,0.4020770490169525,0.5603718757629395,0.24077461659908295,0.2860657870769501,0.3982149362564087,0.38150349259376526,0.22235190868377686,0.3361685574054718,0.46450626850128174,0.2152075469493866
",",0.3365725874900818,0.3015086054801941,0.38870057463645935,0.23633374273777008,0.5201468467712402,0.427140474319458,0.18021923303604126,0.31168749928474426,0.3484273850917816,0.31091248989105225
the,0.3733934462070465,0.34736719727516174,0.3152857720851898,0.3205963969230652,0.6662389636039734,0.5829201340675354,0.2755736708641052,0.3090755045413971,0.43713900446891785,0.22068053483963013
internal,0.14403632283210754,0.13179753720760345,0.2419491410255432,0.08298928290605545,0.20769467949867249,0.25449109077453613,0.08844850957393646,0.1936902552843094,0.27963483333587646,0.1665428727865219
dispute,0.28819411993026733,0.24726319313049316,0.23153692483901978,0.1471070647239685,0.2249964326620102,0.17193086445331573,0.2442951798439026,0.21913018822669983,0.2823384404182434,0.24252742528915405
between,0.20718061923980713,0.16542956233024597,0.2918594181537628,0.27005743980407715,0.41100412607192993,0.29385313391685486,0.13376469910144806,0.26795369386672974,0.1956426054239273,0.12887074053287506
toghrul,0.21635739505290985,0.1954176276922226,0.9999998807907104,0.2899364233016968,0.31668028235435486,0.32233721017837524,0.1868436634540558,0.27967727184295654,0.3945753872394562,0.24630779027938843
and,0.41279885172843933,0.34479495882987976,0.3432293236255646,0.319981187582016,0.4954058527946472,0.3739250600337982,0.20802859961986542,0.3292689621448517,0.3789469599723816,0.20544172823429108
jamukha,0.26036083698272705,0.15834690630435944,0.5632452368736267,0.11952213943004608,0.23535457253456116,0.24383728206157684,0.14351139962673187,0.13284339010715485,0.48555630445480347,0.20055611431598663
",",0.3365725874900818,0.3015086054801941,0.38870057463645935,0.23633374273777008,0.5201468467712402,0.427140474319458,0.18021923303604126,0.31168749928474426,0.3484273850917816,0.31091248989105225
plus,0.09440141916275024,0.17571574449539185,0.19390098750591278,0.1477109044790268,0.15751990675926208,0.2122514247894287,0.045836593955755234,0.06388439983129501,0.1516660898923874,0.143734410405159
the,0.3733934462070465,0.34736719727516174,0.3152857720851898,0.3205963969230652,0.6662389636039734,0.5829201340675354,0.2755736708641052,0.3090755045413971,0.43713900446891785,0.22068053483963013
desertion,0.2681850790977478,0.23079843819141388,0.2206307351589203,0.103923000395298,0.2499421089887619,0.22411277890205383,0.2686562240123749,0.27085408568382263,0.316910058259964,0.2695588171482086
of,0.2827862501144409,0.2513895630836487,0.32596123218536377,0.24810034036636353,0.5696388483047485,0.5052502155303955,0.23278115689754486,0.2669808566570282,0.378805011510849,0.1826142966747284
a,0.36608949303627014,0.2552328109741211,0.32233721017837524,0.19408884644508362,0.539380669593811,1.0,0.20502153038978577,0.2227657586336136,0.36845725774765015,0.23916715383529663
number,0.21304799616336823,0.19046731293201447,0.18709371984004974,0.15295366942882538,0.3024539053440094,0.2992287278175354,0.1500352919101715,0.12714537978172302,0.19631610810756683,0.19256845116615295
of,0.2827862501144409,0.2513895630836487,0.32596123218536377,0.24810034036636353,0.5696388483047485,0.5052502155303955,0.23278115689754486,0.2669808566570282,0.378805011510849,0.1826142966747284
their,0.3767721951007843,0.38078752160072327,0.31064194440841675,0.2607891261577606,0.34976133704185486,0.29698723554611206,0.16786664724349976,0.2741570472717285,0.34026217460632324,0.1898253709077835
allies,0.22218574583530426,0.26205670833587646,0.23343999683856964,0.26152193546295166,0.22134138643741608,0.13797636330127716,0.3538571298122406,0.3557380437850952,0.37489694356918335,0.16798950731754303
to,0.42656609416007996,0.4452643394470215,0.29692113399505615,0.34188714623451233,0.45010748505592346,0.45503583550453186,0.24738837778568268,0.310872346162796,0.36858871579170227,0.29463258385658264
temüjin,0.416724294424057,0.3476600646972656,0.3945753872394562,0.2334510236978531,0.3433155417442322,0.36845725774765015,0.25014328956604004,0.25931528210639954,1.0,0.21090233325958252
",",0.3365725874900818,0.3015086054801941,0.38870057463645935,0.23633374273777008,0.5201468467712402,0.427140474319458,0.18021923303604126,0.31168749928474426,0.3484273850917816,0.31091248989105225
led,0.2450801581144333,0.3213953971862793,0.22045306861400604,0.24850212037563324,0.2990247309207916,0.19072435796260834,0.2479282170534134,0.3520243763923645,0.32725396752357483,0.09273858368396759
to,0.42656609416007996,0.4452643394470215,0.29692113399505615,0.34188714623451233,0.45010748505592346,0.45503583550453186,0.24738837778568268,0.310872346162796,0.36858871579170227,0.29463258385658264
toghrul,0.21635739505290985,0.1954176276922226,0.9999998807907104,0.2899364233016968,0.31668028235435486,0.32233721017837524,0.1868436634540558,0.27967727184295654,0.3945753872394562,0.24630779027938843
's,0.05599616840481758,0.05069678649306297,0.1209915354847908,0.05582774803042412,-0.037580832839012146,0.04866964742541313,0.051238369196653366,-0.0006242102244868875,-0.010023289360105991,-0.023395681753754616
defeat,0.23519231379032135,0.20949682593345642,0.17263801395893097,0.257148414850235,0.2583656907081604,0.14495371282100677,0.3521958291530609,0.4654925465583801,0.32097387313842773,0.12980464100837708
.,0.3541337847709656,0.35288307070732117,0.336329847574234,0.2342308759689331,0.5591574311256409,0.50484299659729,0.23225265741348267,0.28705209493637085,0.31788840889930725,0.4130953550338745
