,what,year,did,the,khwarezmian,empire,fall,to,genghis,khan,?
after,0.21973377466201782,0.336445689201355,0.30330467224121094,0.4565047025680542,0.21424800157546997,0.23534879088401794,0.30550846457481384,0.37890323996543884,0.24102559685707092,0.1264270693063736,0.16608688235282898
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.3120568096637726,0.32532164454460144,0.3639753758907318,0.535392165184021,0.3448939025402069,0.21067845821380615,0.22068053483963013
defeat,0.16252544522285461,0.1324121356010437,0.20949682593345642,0.3182816207408905,0.21353477239608765,0.30754515528678894,0.22579681873321533,0.25008296966552734,0.32439297437667847,0.15381406247615814,0.12980464100837708
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.733189046382904,0.2820981740951538,0.30522286891937256,0.2854328155517578,0.41548454761505127,0.2938849925994873,0.17124508321285248,0.1826142966747284
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.3120568096637726,0.32532164454460144,0.3639753758907318,0.535392165184021,0.3448939025402069,0.21067845821380615,0.22068053483963013
khwarezmian,0.23964139819145203,0.1939089000225067,0.18365859985351562,0.3120568096637726,0.9999998807907104,0.374115526676178,0.25396260619163513,0.20224115252494812,0.6046951413154602,0.6125281453132629,0.19198301434516907
empire,0.21723191440105438,0.1953045278787613,0.18850058317184448,0.32532164454460144,0.374115526676178,1.0000001192092896,0.34335142374038696,0.21448755264282227,0.42237505316734314,0.38083162903785706,0.14909450709819794
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.21886314451694489,0.24110576510429382,0.22958555817604065,0.45010748505592346,0.224680557847023,0.1527150720357895,0.20430970191955566
1220,0.17377348244190216,0.17782755196094513,0.14347675442695618,0.11429493874311447,0.21132205426692963,0.1247389167547226,0.08191647380590439,0.11154921352863312,0.13251109421253204,0.1677699089050293,0.46409717202186584
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.30490750074386597,0.27646857500076294,0.31587862968444824,0.44245919585227966,0.2891939878463745,0.19700400531291962,0.31091248989105225
genghis,0.24369274079799652,0.1635892540216446,0.18339850008487701,0.3448939025402069,0.6046951413154602,0.42237505316734314,0.2559558153152466,0.2294713407754898,1.0,0.5896923542022705,0.18813461065292358
khan,0.16476042568683624,0.15626633167266846,0.155345618724823,0.21067845821380615,0.6125281453132629,0.38083162903785706,0.1166478618979454,0.18221943080425262,0.5896923542022705,1.0,0.12862591445446014
gathered,0.25028154253959656,0.18819943070411682,0.25767379999160767,0.3359522223472595,0.2683395743370056,0.22220435738563538,0.28682518005371094,0.277311235666275,0.2797834575176239,0.12705974280834198,0.14883534610271454
his,0.26976513862609863,0.255428284406662,0.3546801507472992,0.4394008219242096,0.28261783719062805,0.22914105653762817,0.22234342992305756,0.3715193271636963,0.3744826912879944,0.26570460200309753,0.18075084686279297
forces,0.2112482488155365,0.12665300071239471,0.13164828717708588,0.3134811818599701,0.21531309187412262,0.28554752469062805,0.22224585711956024,0.2581802308559418,0.27949807047843933,0.14535881578922272,0.16984491050243378
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.21886314451694489,0.24110576510429382,0.22958555817604065,0.45010748505592346,0.224680557847023,0.1527150720357895,0.20430970191955566
persia,0.23393623530864716,0.15610070526599884,0.1707889288663864,0.24922017753124237,0.5279399752616882,0.47563299536705017,0.22574172914028168,0.18735811114311218,0.5322678089141846,0.4427250921726227,0.14247620105743408
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.33340588212013245,0.27479609847068787,0.25737735629081726,0.48971283435821533,0.26551535725593567,0.22885166108608246,0.20544172823429108
armenia,0.17993305623531342,0.097105011343956,0.11974494159221649,0.22882236540317535,0.3376372456550598,0.3642008602619171,0.15875029563903809,0.13062524795532227,0.3432282507419586,0.2751941680908203,0.18462175130844116
to,0.455847829580307,0.23523004353046417,0.4452643394470215,0.535392165184021,0.20224115252494812,0.21448755264282227,0.1966593861579895,1.0,0.2294713407754898,0.18221943080425262,0.29463258385658264
return,0.18344242870807648,0.21540093421936035,0.21141748130321503,0.2543797492980957,0.12917932868003845,0.1459958553314209,0.2821164131164551,0.3110596537590027,0.13757629692554474,0.1240835189819336,0.14655634760856628
to,0.455847829580307,0.23523004353046417,0.4452643394470215,0.535392165184021,0.20224115252494812,0.21448755264282227,0.1966593861579895,1.0,0.2294713407754898,0.18221943080425262,0.29463258385658264
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.3120568096637726,0.32532164454460144,0.3639753758907318,0.535392165184021,0.3448939025402069,0.21067845821380615,0.22068053483963013
mongolian,0.15557456016540527,0.1265878826379776,0.14811597764492035,0.2657795250415802,0.5117381811141968,0.27490848302841187,0.22081415355205536,0.152916818857193,0.463535338640213,0.4463278353214264,0.13122369349002838
steppes,0.24024005234241486,0.1632494330406189,0.17785964906215668,0.27892008423805237,0.4096781611442566,0.32633572816848755,0.2057606428861618,0.22730927169322968,0.37381798028945923,0.29208433628082275,0.1251925528049469
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.24834071099758148,0.2811720371246338,0.2718521058559418,0.4645031690597534,0.25373268127441406,0.19819748401641846,0.4130953550338745
