,when,did,the,german,peasants,war,happen,?
preachers,0.19053497910499573,0.23781318962574005,0.2553023397922516,0.215731680393219,0.3802630603313446,0.20941674709320068,0.14253288507461548,0.18691442906856537
such,0.27679547667503357,0.24497397243976593,0.3575236201286316,0.1345568746328354,0.18801166117191315,0.14499062299728394,0.28402069211006165,0.17851735651493073
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.18164515495300293,0.20992252230644226,0.24018222093582153,0.17092487215995789,0.27043893933296204
zwickau,0.15409398078918457,0.1890689581632614,0.28466925024986267,0.47743138670921326,0.17763082683086395,0.21048837900161743,0.1405029296875,0.14503100514411926
prophet,0.16872408986091614,0.22390902042388916,0.19251945614814758,0.06921575218439102,0.15530145168304443,0.19245034456253052,0.14626546204090118,0.22816047072410583
nicholas,0.1807752549648285,0.1579025387763977,0.1640765219926834,0.19819213449954987,0.20235465466976166,0.21973265707492828,0.027279868721961975,0.17208030819892883
storch,0.18496228754520416,0.14202450215816498,0.22131173312664032,0.22675198316574097,0.11515222489833832,0.19630742073059082,0.0921182706952095,0.1719537079334259
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.25850871205329895,0.25373342633247375,0.29695844650268555,0.23779208958148956,0.20544172823429108
thomas,0.19259870052337646,0.20728807151317596,0.23505409061908722,0.17470405995845795,0.17627277970314026,0.18517480790615082,0.09077104181051254,0.16133050620555878
müntzer,0.20007988810539246,0.2127189338207245,0.2577848732471466,0.5212846398353577,0.13201723992824554,0.2109585702419281,0.12280834466218948,0.16854120790958405
helped,0.2335902452468872,0.48476338386535645,0.3108886480331421,0.21665529906749725,0.22328999638557434,0.28849515318870544,0.20692528784275055,0.16572049260139465
instigate,0.23673811554908752,0.18870295584201813,0.2504764497280121,0.12949000298976898,0.12507860362529755,0.18173925578594208,0.2600269019603729,0.1600562036037445
the,0.5091903209686279,0.34736719727516174,1.0,0.256483793258667,0.29513445496559143,0.366199791431427,0.2880464494228363,0.22068053483963013
german,0.16090898215770721,0.2048940509557724,0.256483793258667,1.0000001192092896,0.19428738951683044,0.27889665961265564,0.13256831467151642,0.13978645205497742
peasants,0.23900507390499115,0.283174604177475,0.29513445496559143,0.19428738951683044,0.9999998807907104,0.24566379189491272,0.12519925832748413,0.14431370794773102
',0.2558356821537018,0.25488927960395813,0.474788099527359,0.17727437615394592,0.15440165996551514,0.17949679493904114,0.204330176115036,0.330942302942276
war,0.26339730620384216,0.27422013878822327,0.366199791431427,0.27889665961265564,0.24566379189491272,1.0000001192092896,0.17108270525932312,0.15510529279708862
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.2122138887643814,0.23470257222652435,0.31680163741111755,0.23650258779525757,0.1826142966747284
1524–25,0.15615186095237732,0.20005810260772705,0.043042559176683426,0.09345860034227371,0.21461237967014313,0.09220756590366364,0.07900788635015488,0.21132934093475342
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.2478695809841156,0.23394730687141418,0.2671184241771698,0.25441640615463257,0.31091248989105225
during,0.46721696853637695,0.30679523944854736,0.4838213622570038,0.1725500375032425,0.28239306807518005,0.4802435040473938,0.3235175907611847,0.1325719803571701
which,0.572554349899292,0.2750149369239807,0.6521818041801453,0.1845671534538269,0.19537676870822906,0.2244700789451599,0.3443140685558319,0.25814583897590637
many,0.36563900113105774,0.375588983297348,0.4335206151008606,0.21591900289058685,0.24216453731060028,0.28938722610473633,0.3494596779346466,0.2124512493610382
atrocities,0.20319725573062897,0.24800485372543335,0.22528600692749023,0.23718960583209991,0.4089490473270416,0.4151976406574249,0.22002078592777252,0.2020578682422638
were,0.29649975895881653,0.4162326455116272,0.3906462490558624,0.21041691303253174,0.3313937187194824,0.3151806890964508,0.2685878872871399,0.17890112102031708
committed,0.22024820744991302,0.27259406447410583,0.18229636549949646,0.18246036767959595,0.25289595127105713,0.2569812834262848,0.24933677911758423,0.20722328126430511
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.2478695809841156,0.23394730687141418,0.2671184241771698,0.25441640615463257,0.31091248989105225
often,0.47236984968185425,0.26973026990890503,0.38004449009895325,0.22448450326919556,0.33436286449432373,0.2239084541797638,0.37263575196266174,0.23748154938220978
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.21098364889621735,0.2750670909881592,0.29904094338417053,0.2613373398780823,0.20430970191955566
luther,0.14516782760620117,0.23667675256729126,0.1759674996137619,0.28169330954551697,0.12856873869895935,0.21372513473033905,0.1227535530924797,0.1732746809720993
's,-0.03368149697780609,0.05069678649306297,-0.01540423184633255,0.07066776603460312,0.060065872967243195,0.06856801360845566,-0.047381747514009476,-0.023395681753754616
name,0.24618172645568848,0.17557460069656372,0.3171212375164032,0.14387056231498718,0.08186151087284088,0.13651461899280548,0.08612088114023209,0.15381577610969543
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.2407633364200592,0.19590462744235992,0.3000848889350891,0.2506430745124817,0.4130953550338745
