,at,what,age,do,immune,responses,typically,begin,to,decline,?
the,0.457212895154953,0.42745697498321533,0.24711290001869202,0.30239659547805786,0.21364226937294006,0.25337323546409607,0.33345210552215576,0.34293439984321594,0.535392165184021,0.2774365544319153,0.22068053483963013
ability,0.1352446973323822,0.26366251707077026,0.19777606427669525,0.28784701228141785,0.37216833233833313,0.3796938955783844,0.3238144814968109,0.17300470173358917,0.401883065700531,0.2301018387079239,0.1955445408821106
of,0.42558613419532776,0.33290785551071167,0.2372717410326004,0.26150479912757874,0.16620753705501556,0.202371284365654,0.28964799642562866,0.24830074608325958,0.41548454761505127,0.20493058860301971,0.1826142966747284
the,0.457212895154953,0.42745697498321533,0.24711290001869202,0.30239659547805786,0.21364226937294006,0.25337323546409607,0.33345210552215576,0.34293439984321594,0.535392165184021,0.2774365544319153,0.22068053483963013
immune,0.11740119010210037,0.2410416603088379,0.10684692114591599,0.2294367402791977,1.0,0.4776917099952698,0.2774478495121002,0.13887955248355865,0.2541976273059845,0.18060025572776794,0.16080476343631744
system,0.1684759259223938,0.23557309806346893,0.11681437492370605,0.18447506427764893,0.3962631821632385,0.3241274952888489,0.2843513488769531,0.13849127292633057,0.26662686467170715,0.16076113283634186,0.15556083619594574
to,0.36524343490600586,0.455847829580307,0.23830388486385345,0.38876664638519287,0.2541976273059845,0.279972106218338,0.3589242696762085,0.33302420377731323,1.0,0.2630763649940491,0.29463258385658264
respond,0.13439896702766418,0.42141762375831604,0.10660555958747864,0.4280989468097687,0.4430158734321594,0.7278535962104797,0.25626152753829956,0.29414162039756775,0.33126938343048096,0.2888861894607544,0.2554577887058258
to,0.36524343490600586,0.455847829580307,0.23830388486385345,0.38876664638519287,0.2541976273059845,0.279972106218338,0.3589242696762085,0.33302420377731323,1.0,0.2630763649940491,0.29463258385658264
pathogens,0.08497051149606705,0.24503889679908752,0.11229739338159561,0.3042360842227936,0.5922579765319824,0.4436391592025757,0.32199332118034363,0.207788348197937,0.26178881525993347,0.19287213683128357,0.21364152431488037
is,0.25906258821487427,0.28837618231773376,0.17962174117565155,0.30895981192588806,0.2092347890138626,0.20693311095237732,0.3483496606349945,0.18119797110557556,0.42745086550712585,0.12723320722579956,0.22961433231830597
diminished,0.1913670152425766,0.2555038034915924,0.1545272022485733,0.15274439752101898,0.22255033254623413,0.30236437916755676,0.23995743691921234,0.23966139554977417,0.27824145555496216,0.3736315369606018,0.15964849293231964
in,0.4374977946281433,0.30808621644973755,0.30576348304748535,0.23402775824069977,0.14682820439338684,0.1903737336397171,0.22473083436489105,0.2903634011745453,0.45010748505592346,0.2551143169403076,0.20430970191955566
both,0.3071100115776062,0.3361809551715851,0.10923915356397629,0.24471816420555115,0.20888829231262207,0.314207524061203,0.3311367630958557,0.23586907982826233,0.3897709250450134,0.19812077283859253,0.19455738365650177
the,0.457212895154953,0.42745697498321533,0.24711290001869202,0.30239659547805786,0.21364226937294006,0.25337323546409607,0.33345210552215576,0.34293439984321594,0.535392165184021,0.2774365544319153,0.22068053483963013
young,0.19123521447181702,0.18808799982070923,0.353665828704834,0.19821898639202118,0.14914295077323914,0.11203031241893768,0.20031756162643433,0.25470733642578125,0.22202858328819275,0.12926140427589417,0.14931946992874146
and,0.3571503460407257,0.31309178471565247,0.20936404168605804,0.276123583316803,0.14400269091129303,0.2616673409938812,0.3137528598308563,0.2599445581436157,0.48971283435821533,0.2899770438671112,0.20544172823429108
the,0.457212895154953,0.42745697498321533,0.24711290001869202,0.30239659547805786,0.21364226937294006,0.25337323546409607,0.33345210552215576,0.34293439984321594,0.535392165184021,0.2774365544319153,0.22068053483963013
elderly,0.18336403369903564,0.17725563049316406,0.21636757254600525,0.1760665476322174,0.2849928140640259,0.1897820234298706,0.22876952588558197,0.13728231191635132,0.2427060455083847,0.17421160638332367,0.10221173614263535
",",0.38314947485923767,0.3087472915649414,0.2693369388580322,0.3283645510673523,0.15102852880954742,0.23269818723201752,0.18964512646198273,0.27304404973983765,0.44245919585227966,0.26546189188957214,0.31091248989105225
with,0.29126521944999695,0.2464839518070221,0.1666649878025055,0.23744353652000427,0.20084229111671448,0.20096944272518158,0.3270100951194763,0.25770750641822815,0.4239959120750427,0.18711325526237488,0.2433311939239502
immune,0.11740119010210037,0.2410416603088379,0.10684692114591599,0.2294367402791977,1.0,0.4776917099952698,0.2774478495121002,0.13887955248355865,0.2541976273059845,0.18060025572776794,0.16080476343631744
responses,0.16391921043395996,0.3741379678249359,0.07351058721542358,0.3025057911872864,0.4776917099952698,1.0,0.30961886048316956,0.2380489706993103,0.279972106218338,0.2873225808143616,0.23588258028030396
beginning,0.3329997658729553,0.3351518511772156,0.3231316804885864,0.1801144778728485,0.12583096325397491,0.23478586971759796,0.2559735178947449,0.5141252875328064,0.32582011818885803,0.32996243238449097,0.19413669407367706
to,0.36524343490600586,0.455847829580307,0.23830388486385345,0.38876664638519287,0.2541976273059845,0.279972106218338,0.3589242696762085,0.33302420377731323,1.0,0.2630763649940491,0.29463258385658264
decline,0.17383019626140594,0.2257683128118515,0.26105016469955444,0.16184695065021515,0.18060025572776794,0.2873225808143616,0.17589032649993896,0.19284245371818542,0.2630763649940491,1.0,0.131937175989151
at,1.0,0.2838611304759979,0.32409605383872986,0.1511090099811554,0.11740119010210037,0.16391921043395996,0.19089747965335846,0.2332090437412262,0.36524343490600586,0.17383019626140594,0.21978627145290375
around,0.350727915763855,0.27475327253341675,0.20848071575164795,0.2358471304178238,0.10801970213651657,0.15465955436229706,0.28122949600219727,0.3215760290622711,0.3591267168521881,0.24414290487766266,0.14729668200016022
50,-0.018447641283273697,-0.04124141484498978,-0.065655417740345,0.07151089608669281,-0.05959859490394592,0.03052395209670067,0.013828562572598457,0.11290501058101654,-0.024239253252744675,-0.006176677066832781,0.030512850731611252
years,0.2851444482803345,0.1981470286846161,0.477315217256546,0.180253803730011,0.09523731470108032,0.12793880701065063,0.17450271546840668,0.23470360040664673,0.23891852796077728,0.24298971891403198,0.1914375126361847
of,0.42558613419532776,0.33290785551071167,0.2372717410326004,0.26150479912757874,0.16620753705501556,0.202371284365654,0.28964799642562866,0.24830074608325958,0.41548454761505127,0.20493058860301971,0.1826142966747284
age,0.32409605383872986,0.1895245760679245,0.9999998807907104,0.14775970578193665,0.10684692114591599,0.07351058721542358,0.1493512988090515,0.16822487115859985,0.23830388486385345,0.26105016469955444,0.16859300434589386
due,0.19990050792694092,0.15204688906669617,0.17963814735412598,0.15443827211856842,0.1782929003238678,0.2629508376121521,0.2646675705909729,0.2209826111793518,0.35188060998916626,0.3462387025356293,0.10954997688531876
to,0.36524343490600586,0.455847829580307,0.23830388486385345,0.38876664638519287,0.2541976273059845,0.279972106218338,0.3589242696762085,0.33302420377731323,1.0,0.2630763649940491,0.29463258385658264
immunosenescence,0.18840335309505463,0.2956569790840149,0.2281905859708786,0.2644292414188385,0.7031857967376709,0.501609742641449,0.4119071066379547,0.2435430884361267,0.30290499329566956,0.2651592791080475,0.1730804145336151
.,0.4549728035926819,0.3567904531955719,0.2498820275068283,0.3613996207714081,0.18267881870269775,0.2605404257774353,0.25537845492362976,0.24827922880649567,0.4645031690597534,0.2693142294883728,0.4130953550338745
