,what,had,the,yuan,used,to,print,its,money,before,bronze,plates,?
the,0.42745697498321533,0.3875846862792969,1.0,0.2548272907733917,0.3718377649784088,0.535392165184021,0.1922312080860138,0.559237003326416,0.2699695825576782,0.45900648832321167,0.2526973485946655,0.2566349506378174,0.22068053483963013
yuan,0.13503028452396393,0.15790773928165436,0.2548272907733917,1.0,0.15345971286296844,0.1499021351337433,0.1801619678735733,0.17185570299625397,0.2605736255645752,0.18829868733882904,0.18310245871543884,0.09961649030447006,0.12871281802654266
government,0.28074538707733154,0.24793484807014465,0.31798112392425537,0.3044860064983368,0.18485276401042938,0.28343796730041504,0.24731236696243286,0.27754512429237366,0.41245928406715393,0.14921633899211884,0.07488365471363068,0.08317696303129196,0.18851417303085327
used,0.27546408772468567,0.2477826625108719,0.3718377649784088,0.15345971286296844,0.9999998807907104,0.40058770775794983,0.20692762732505798,0.294392853975296,0.19211451709270477,0.23564469814300537,0.19291990995407104,0.20461417734622955,0.22430120408535004
woodblocks,0.22199422121047974,0.2095833122730255,0.22397193312644958,0.3316573202610016,0.2714094817638397,0.2125483602285385,0.43577203154563904,0.12212543189525604,0.19905078411102295,0.2509424686431885,0.26449933648109436,0.2788465917110443,0.17215727269649506
to,0.455847829580307,0.37984350323677063,0.535392165184021,0.1499021351337433,0.40058770775794983,1.0,0.19998551905155182,0.3691340684890747,0.3124290704727173,0.4190867841243744,0.16390153765678406,0.1708442121744156,0.29463258385658264
print,0.2667001783847809,0.12167959660291672,0.1922312080860138,0.1801619678735733,0.20692762732505798,0.19998551905155182,1.0000001192092896,0.13712352514266968,0.23244664072990417,0.12800247967243195,0.1484539806842804,0.20566952228546143,0.19833904504776
paper,0.21202662587165833,0.16916175186634064,0.2077420949935913,0.2533162534236908,0.28398397564888,0.22220565378665924,0.40076133608818054,0.18298761546611786,0.26961252093315125,0.2222929149866104,0.14071275293827057,0.23048172891139984,0.12693770229816437
money,0.2704482674598694,0.32399600744247437,0.2699695825576782,0.2605736255645752,0.19211451709270477,0.3124290704727173,0.23244664072990417,0.22928516566753387,0.9999998807907104,0.216465562582016,0.1495082676410675,0.15285781025886536,0.2069680541753769
",",0.3087472915649414,0.35487717390060425,0.4933079481124878,0.20958951115608215,0.3120402991771698,0.44245919585227966,0.22595883905887604,0.33157986402511597,0.24156853556632996,0.3156566619873047,0.2434660792350769,0.17598696053028107,0.31091248989105225
but,0.5029441118240356,0.4414518475532532,0.4859698414802551,0.21263279020786285,0.3391169309616089,0.5542377829551697,0.23104941844940186,0.39362356066703796,0.30705881118774414,0.413316935300827,0.17662785947322845,0.2041480988264084,0.27921953797340393
switched,0.1686895191669464,0.21532422304153442,0.25324228405952454,0.09517676383256912,0.3182773292064667,0.22763453423976898,0.17573870718479156,0.13960599899291992,0.19490277767181396,0.21576319634914398,0.12564587593078613,0.14308105409145355,0.12736737728118896
to,0.455847829580307,0.37984350323677063,0.535392165184021,0.1499021351337433,0.40058770775794983,1.0,0.19998551905155182,0.3691340684890747,0.3124290704727173,0.4190867841243744,0.16390153765678406,0.1708442121744156,0.29463258385658264
bronze,0.09919140487909317,0.17550015449523926,0.2526973485946655,0.18310245871543884,0.19291990995407104,0.16390153765678406,0.1484539806842804,0.17239078879356384,0.1495082676410675,0.1392892748117447,0.9999999403953552,0.2680804431438446,0.12390820682048798
plates,0.18082769215106964,0.15341916680335999,0.2566349506378174,0.09961649030447006,0.20461417734622955,0.1708442121744156,0.20566952228546143,0.2324407398700714,0.15285781025886536,0.15644799172878265,0.2680804431438446,1.0000001192092896,0.15258446335792542
in,0.30808621644973755,0.385026752948761,0.6662389636039734,0.14850552380084991,0.3090210556983948,0.45010748505592346,0.18454425036907196,0.3793783485889435,0.2393328845500946,0.4155850410461426,0.1848762184381485,0.17680886387825012,0.20430970191955566
1275,-0.23599544167518616,-0.2865823805332184,-0.2902671694755554,-0.13239401578903198,-0.23896408081054688,-0.3504725396633148,-0.08310974389314651,-0.23366998136043549,-0.20348119735717773,-0.26283928751945496,-0.18793509900569916,-0.1867848038673401,-0.151746466755867
.,0.3567904531955719,0.37348684668540955,0.5934505462646484,0.17233723402023315,0.33111312985420227,0.4645031690597534,0.22138509154319763,0.3566088080406189,0.2570818066596985,0.36693984270095825,0.21327440440654755,0.19715885818004608,0.4130953550338745
