,how,many,segments,did,the,special,originally,have,?
an,0.2520636022090912,0.2465583086013794,0.16618886590003967,0.22598257660865784,0.4207492768764496,0.19840748608112335,0.21292129158973694,0.22897054255008698,0.19793890416622162
affectionate,0.3077923357486725,0.18988901376724243,0.1502162367105484,0.15801525115966797,0.15043044090270996,0.07819263637065887,0.14107131958007812,0.3059971034526825,0.1774810403585434
parody,0.15266965329647064,0.20653313398361206,0.25156500935554504,0.16376742720603943,0.25615355372428894,0.24741563200950623,0.25591686367988586,0.19925439357757568,0.20510025322437286
of,0.2480744868516922,0.37253960967063904,0.21947982907295227,0.2513895630836487,0.733189046382904,0.27998968958854675,0.21349623799324036,0.3802283704280853,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.2755124568939209,0.34736719727516174,1.0,0.3027077615261078,0.36820849776268005,0.40389683842658997,0.22068053483963013
television,0.20427560806274414,0.23433995246887207,0.3238665461540222,0.17055591940879822,0.24569597840309143,0.2078455537557602,0.2242339849472046,0.1811555027961731,0.16825827956199646
series,0.17967022955417633,0.2703429162502289,0.30965521931648254,0.15581852197647095,0.31376904249191284,0.25486889481544495,0.2600085735321045,0.20911821722984314,0.1709602326154709
",",0.22659391164779663,0.40610817074775696,0.19337144494056702,0.3015086054801941,0.4933079481124878,0.23880577087402344,0.2660219669342041,0.3541618287563324,0.31091248989105225
it,0.36714982986450195,0.39615920186042786,0.22058646380901337,0.2993364930152893,0.6251175999641418,0.2483513355255127,0.4051901698112488,0.40974161028862,0.25732165575027466
was,0.16678167879581451,0.260356068611145,0.165022075176239,0.41399896144866943,0.48711544275283813,0.1585642695426941,0.5204543471336365,0.2863433063030243,0.18412111699581146
split,0.13814391195774078,0.1792730987071991,0.23056624829769135,0.11566226184368134,0.2967630624771118,0.18074053525924683,0.20420654118061066,0.234889954328537,0.16133880615234375
into,0.2303972691297531,0.2618265151977539,0.29879841208457947,0.14888085424900055,0.39493247866630554,0.18183772265911102,0.2627032697200775,0.3038242757320404,0.15662476420402527
four,0.1955733299255371,0.4139232039451599,0.2553587853908539,0.20222175121307373,0.40344667434692383,0.20817528665065765,0.20803610980510712,0.3544043302536011,0.14532537758350372
segments,0.19205330312252045,0.23744861781597137,0.9999999403953552,0.147860586643219,0.2755124568939209,0.16102580726146698,0.23753996193408966,0.2782149016857147,0.12596890330314636
",",0.22659391164779663,0.40610817074775696,0.19337144494056702,0.3015086054801941,0.4933079481124878,0.23880577087402344,0.2660219669342041,0.3541618287563324,0.31091248989105225
mimicking,0.3332030475139618,0.33858999609947205,0.2934767007827759,0.20266637206077576,0.31973907351493835,0.22679129242897034,0.16720017790794373,0.34174102544784546,0.28292137384414673
the,0.33890387415885925,0.4335206151008606,0.2755124568939209,0.34736719727516174,1.0,0.3027077615261078,0.36820849776268005,0.40389683842658997,0.22068053483963013
traditional,0.16357043385505676,0.30595701932907104,0.11979953944683075,0.17380854487419128,0.25703898072242737,0.35039615631103516,0.21527159214019775,0.23721662163734436,0.1327509582042694
serial,0.16460876166820526,0.17101521790027618,0.18792778253555298,0.1392841637134552,0.1900636851787567,0.09590046852827072,0.15902487933635712,0.18697696924209595,0.15233060717582703
format,0.21092310547828674,0.15255750715732574,0.2161056250333786,0.1477918177843094,0.21678368747234344,0.15448489785194397,0.13160225749015808,0.22291722893714905,0.2222042977809906
",",0.22659391164779663,0.40610817074775696,0.19337144494056702,0.3015086054801941,0.4933079481124878,0.23880577087402344,0.2660219669342041,0.3541618287563324,0.31091248989105225
complete,0.2646922171115875,0.18256250023841858,0.29338717460632324,0.2538607120513916,0.277624249458313,0.13042326271533966,0.1916724592447281,0.26742038130760193,0.11962060630321503
with,0.3525622487068176,0.35744401812553406,0.2911958396434784,0.25472134351730347,0.4223487675189972,0.21461334824562073,0.2333029955625534,0.48046383261680603,0.2433311939239502
cliffhangers,0.29164499044418335,0.2692587375640869,0.22395560145378113,0.2113276571035385,0.37598446011543274,0.16724856197834015,0.17584174871444702,0.2788289785385132,0.2202678769826889
",",0.22659391164779663,0.40610817074775696,0.19337144494056702,0.3015086054801941,0.4933079481124878,0.23880577087402344,0.2660219669342041,0.3541618287563324,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2876022160053253,0.34479495882987976,0.5171257257461548,0.22352655231952667,0.2772660255432129,0.4711785912513733,0.20544172823429108
running,0.2271994650363922,0.24825672805309296,0.17098335921764374,0.23744943737983704,0.28883472084999084,0.17590515315532684,0.2477881908416748,0.286344975233078,0.15679655969142914
down,0.26204726099967957,0.2625267207622528,0.1980525702238083,0.2029697746038437,0.3325848877429962,0.12397092580795288,0.19392429292201996,0.2921358644962311,0.13836295902729034
the,0.33890387415885925,0.4335206151008606,0.2755124568939209,0.34736719727516174,1.0,0.3027077615261078,0.36820849776268005,0.40389683842658997,0.22068053483963013
same,0.28913575410842896,0.3821374177932739,0.23919041454792023,0.3097444474697113,0.4583131968975067,0.3153497576713562,0.31001901626586914,0.4098116159439087,0.22649677097797394
corridor,0.13612018525600433,0.18475480377674103,0.23061640560626984,0.16948318481445312,0.3119317591190338,0.115378238260746,0.1914406418800354,0.14833354949951172,0.07780100405216217
several,0.28568220138549805,0.7239733338356018,0.266562283039093,0.24080568552017212,0.40559855103492737,0.22477619349956512,0.2655690014362335,0.45253247022628784,0.15595775842666626
times,0.2685738503932953,0.303416907787323,0.18536780774593353,0.23068773746490479,0.29093852639198303,0.15491344034671783,0.20980660617351532,0.3492240011692047,0.18880689144134521
when,0.4767928421497345,0.36563900113105774,0.23617222905158997,0.3228907287120819,0.5091903209686279,0.2383107990026474,0.3108700215816498,0.40555819869041443,0.22841128706932068
being,0.33768191933631897,0.36609646677970886,0.1819467544555664,0.27905046939849854,0.419739305973053,0.17487645149230957,0.3838367462158203,0.47529760003089905,0.26743772625923157
chased,0.17633768916130066,0.20850352942943573,0.20817255973815918,0.24501365423202515,0.2456628531217575,0.08537079393863678,0.22692856192588806,0.24203455448150635,0.14921049773693085
(,0.1676948219537735,0.1455259770154953,0.13536770641803741,0.18979617953300476,0.33289089798927307,0.1810780167579651,0.1811249703168869,0.23072676360607147,0.40561532974243164
the,0.33890387415885925,0.4335206151008606,0.2755124568939209,0.34736719727516174,1.0,0.3027077615261078,0.36820849776268005,0.40389683842658997,0.22068053483963013
version,0.21470944583415985,0.2067783921957016,0.18576079607009888,0.21677692234516144,0.27268242835998535,0.13404907286167145,0.39172378182411194,0.20923539996147156,0.2573966085910797
released,0.17113035917282104,0.19981540739536285,0.2400107979774475,0.20844610035419464,0.24578391015529633,0.19553512334823608,0.3123553693294525,0.19418354332447052,0.20329579710960388
on,0.32655060291290283,0.32520127296447754,0.24636822938919067,0.2670976221561432,0.5107308030128479,0.23108302056789398,0.2673487365245819,0.36494916677474976,0.2714994251728058
video,0.16449517011642456,0.23909547924995422,0.18604035675525665,0.16985929012298584,0.2506899833679199,0.20698483288288116,0.23430363833904266,0.2139592170715332,0.22771678864955902
was,0.16678167879581451,0.260356068611145,0.165022075176239,0.41399896144866943,0.48711544275283813,0.1585642695426941,0.5204543471336365,0.2863433063030243,0.18412111699581146
split,0.13814391195774078,0.1792730987071991,0.23056624829769135,0.11566226184368134,0.2967630624771118,0.18074053525924683,0.20420654118061066,0.234889954328537,0.16133880615234375
into,0.2303972691297531,0.2618265151977539,0.29879841208457947,0.14888085424900055,0.39493247866630554,0.18183772265911102,0.2627032697200775,0.3038242757320404,0.15662476420402527
only,0.36590442061424255,0.4670507609844208,0.23206430673599243,0.4039593040943146,0.5497692227363586,0.26926109194755554,0.31396397948265076,0.5199421048164368,0.2767370045185089
two,0.2499001920223236,0.5147606730461121,0.34026631712913513,0.2755576968193054,0.43858039379119873,0.25693705677986145,0.22303812205791473,0.4498785734176636,0.19645625352859497
episodes,0.16633862257003784,0.17309854924678802,0.39885902404785156,0.1200496256351471,0.1889590173959732,0.17448042333126068,0.20682799816131592,0.22485783696174622,0.21740183234214783
),0.17939934134483337,0.16602720320224762,0.13018213212490082,0.18584993481636047,0.3456730246543884,0.207723930478096,0.18464873731136322,0.22866283357143402,0.42300865054130554
.,0.3287222981452942,0.3974229395389557,0.1983393132686615,0.35288307070732117,0.5934505462646484,0.26337340474128723,0.2504246234893799,0.41614407300949097,0.4130953550338745
