,in,what,year,did,priestley,publish,the,findings,of,his,experiments,?
priestley,0.20879624783992767,0.20325376093387604,0.11196614801883698,0.2297242283821106,1.0000001192092896,0.14906224608421326,0.21773852407932281,0.18781778216362,0.19561228156089783,0.23296187818050385,0.2554325461387634,0.13982412219047546
published,0.26697060465812683,0.20457668602466583,0.18425042927265167,0.17877818644046783,0.2152271568775177,0.7399125099182129,0.22017472982406616,0.2817746698856354,0.23023100197315216,0.2540745139122009,0.2942578196525574,0.16280238330364227
his,0.3598145842552185,0.26976513862609863,0.255428284406662,0.3546801507472992,0.23296187818050385,0.27212437987327576,0.4394008219242096,0.21544548869132996,0.38364991545677185,0.9999998807907104,0.2605794072151184,0.18075084686279297
findings,0.2707597017288208,0.29346638917922974,0.18126407265663147,0.2558821141719818,0.18781778216362,0.33324649930000305,0.2911088168621063,1.0,0.25754475593566895,0.21544548869132996,0.4301186800003052,0.16064861416816711
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.20879624783992767,0.17019827663898468,0.6662389636039734,0.2707597017288208,0.5696388483047485,0.3598145842552185,0.21977302432060242,0.20430970191955566
1775,0.03452562913298607,-0.020653441548347473,0.06028852239251137,-0.03632419556379318,0.01372907031327486,-0.00553890410810709,0.02300606109201908,0.006453115958720446,0.032845087349414825,-0.0827038586139679,0.0008588451310060918,0.012549089267849922
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.20879624783992767,0.17019827663898468,0.6662389636039734,0.2707597017288208,0.5696388483047485,0.3598145842552185,0.21977302432060242,0.20430970191955566
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.22067803144454956,0.16920465230941772,0.5829201340675354,0.1875147819519043,0.5052502155303955,0.3497250974178314,0.21744723618030548,0.23916715383529663
paper,0.18605142831802368,0.21202662587165833,0.15651747584342957,0.2034338414669037,0.17325830459594727,0.3634612262248993,0.2077420949935913,0.24299655854701996,0.19050662219524384,0.2224591225385666,0.326162725687027,0.12693770229816437
titled,0.2624373435974121,0.21236079931259155,0.1719459742307663,0.2438371479511261,0.15068325400352478,0.32440611720085144,0.267250657081604,0.17179104685783386,0.2194010466337204,0.2645264267921448,0.17616674304008484,0.23354937136173248
``,0.04765888676047325,0.008517155423760414,0.050706423819065094,-0.029888948425650597,0.047525160014629364,-0.06108253076672554,0.029072100296616554,0.028370235115289688,0.06780257821083069,0.008275155909359455,-0.009417468681931496,0.0685480609536171
an,0.2605783939361572,0.2821882665157318,0.17045794427394867,0.22598257660865784,0.17629167437553406,0.11950496584177017,0.4207492768764496,0.2426474392414093,0.32280945777893066,0.24025635421276093,0.2370496541261673,0.19793890416622162
account,0.15171845257282257,0.27991923689842224,0.24264201521873474,0.2239866405725479,0.13241267204284668,0.23733903467655182,0.21117976307868958,0.23777762055397034,0.19751501083374023,0.27750730514526367,0.2456919401884079,0.34417325258255005
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.19561228156089783,0.12460750341415405,0.733189046382904,0.25754475593566895,1.0,0.38364991545677185,0.16935081779956818,0.1826142966747284
further,0.233941450715065,0.30867868661880493,0.1308736950159073,0.216647207736969,0.1308571994304657,0.13956613838672638,0.32531118392944336,0.26345294713974,0.24797867238521576,0.21160081028938293,0.22502823173999786,0.20960763096809387
discoveries,0.3139881193637848,0.21252432465553284,0.11797518283128738,0.17932826280593872,0.30823248624801636,0.2539842128753662,0.296929270029068,0.599433958530426,0.26098135113716125,0.24544744193553925,0.4429105520248413,0.1343231350183487
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.20879624783992767,0.17019827663898468,0.6662389636039734,0.2707597017288208,0.5696388483047485,0.3598145842552185,0.21977302432060242,0.20430970191955566
air,0.22172939777374268,0.10361403971910477,0.15147104859352112,0.12297173589468002,0.1520727127790451,0.09185977280139923,0.2877824306488037,0.10056587308645248,0.24196814000606537,0.16059604287147522,0.18661102652549744,0.1491677612066269
'',0.07432962208986282,0.08143015950918198,-0.01924106478691101,0.01978493109345436,-0.0494694858789444,0.0043197013437747955,0.041273195296525955,0.023538371548056602,0.13035868108272552,0.016508836299180984,0.028981246054172516,0.018684765323996544
which,0.4840516746044159,0.5261979103088379,0.242343008518219,0.2750149369239807,0.1921611726284027,0.1858435571193695,0.6521818041801453,0.2716623544692993,0.5011631846427917,0.32283493876457214,0.31440770626068115,0.25814583897590637
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.2731526494026184,0.16938649117946625,0.48711544275283813,0.18455781042575836,0.4069072902202606,0.4405253231525421,0.24334195256233215,0.18412111699581146
included,0.32433560490608215,0.2288810908794403,0.15589673817157745,0.32908451557159424,0.1938864141702652,0.18976397812366486,0.3825419843196869,0.15500885248184204,0.4391688108444214,0.2414456307888031,0.15861861407756805,0.14385655522346497
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.20879624783992767,0.17019827663898468,0.6662389636039734,0.2707597017288208,0.5696388483047485,0.3598145842552185,0.21977302432060242,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.21773852407932281,0.1611112356185913,1.0,0.2911088168621063,0.733189046382904,0.4394008219242096,0.21008943021297455,0.22068053483963013
second,0.34510284662246704,0.19948028028011322,0.3195519745349884,0.20727969706058502,0.09921278059482574,0.10725147277116776,0.4620301127433777,0.16530407965183258,0.353416383266449,0.29419460892677307,0.13990449905395508,0.17239587008953094
volume,0.19778774678707123,0.18066860735416412,0.1558537781238556,0.11294595897197723,0.11532195657491684,0.2787671685218811,0.2396446168422699,0.2010505646467209,0.27775493264198303,0.1721196472644806,0.18228372931480408,0.1651400327682495
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.19561228156089783,0.12460750341415405,0.733189046382904,0.25754475593566895,1.0,0.38364991545677185,0.16935081779956818,0.1826142966747284
his,0.3598145842552185,0.26976513862609863,0.255428284406662,0.3546801507472992,0.23296187818050385,0.27212437987327576,0.4394008219242096,0.21544548869132996,0.38364991545677185,0.9999998807907104,0.2605794072151184,0.18075084686279297
book,0.2527170181274414,0.2872225046157837,0.22317370772361755,0.17269964516162872,0.21363110840320587,0.42203032970428467,0.2652374505996704,0.25897443294525146,0.22602593898773193,0.2672714293003082,0.22283531725406647,0.20572158694267273
titled,0.2624373435974121,0.21236079931259155,0.1719459742307663,0.2438371479511261,0.15068325400352478,0.32440611720085144,0.267250657081604,0.17179104685783386,0.2194010466337204,0.2645264267921448,0.17616674304008484,0.23354937136173248
experiments,0.21977302432060242,0.3106561601161957,0.16779468953609467,0.2717590034008026,0.2554325461387634,0.321797639131546,0.21008943021297455,0.4301186800003052,0.16935081779956818,0.2605794072151184,0.9999998807907104,0.14564716815948486
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.28026387095451355,0.23082147538661957,0.5171257257461548,0.27312272787094116,0.5116966962814331,0.4234102666378021,0.3053898811340332,0.20544172823429108
observations,0.23264235258102417,0.25952574610710144,0.1380794197320938,0.19418998062610626,0.21835224330425262,0.25141575932502747,0.2542272210121155,0.46323972940444946,0.20744435489177704,0.181168332695961,0.48741093277931213,0.16318461298942566
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.16624125838279724,0.2230350375175476,0.5107308030128479,0.2595383822917938,0.3966929316520691,0.32064297795295715,0.2562560439109802,0.2714994251728058
different,0.29409363865852356,0.39262300729751587,0.1450134813785553,0.2713320553302765,0.17095059156417847,0.16197526454925537,0.36412742733955383,0.22887255251407623,0.3747533857822418,0.22589361667633057,0.31026628613471985,0.24476227164268494
kinds,0.22410555183887482,0.27455681562423706,0.11899356544017792,0.1973179131746292,0.17295487225055695,0.10982116311788559,0.24529235064983368,0.22087594866752625,0.28535863757133484,0.151810422539711,0.29189783334732056,0.18617171049118042
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.19561228156089783,0.12460750341415405,0.733189046382904,0.25754475593566895,1.0,0.38364991545677185,0.16935081779956818,0.1826142966747284
air,0.22172939777374268,0.10361403971910477,0.15147104859352112,0.12297173589468002,0.1520727127790451,0.09185977280139923,0.2877824306488037,0.10056587308645248,0.24196814000606537,0.16059604287147522,0.18661102652549744,0.1491677612066269
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.24535804986953735,0.19971393048763275,0.5934505462646484,0.28905197978019714,0.5352458953857422,0.3119256794452667,0.261809378862381,0.4130953550338745
