,what,was,the,first,building,erected,that,still,forms,part,of,the,museum,?
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.3159640431404114,0.23663264513015747,0.5473989248275757,0.40142056345939636,0.2950737178325653,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,1.0,0.16419914364814758,0.21712757647037506,0.3482176661491394,0.33286094665527344,0.17905095219612122,0.2607765197753906,0.3536086082458496,0.49448907375335693,0.19499869644641876,0.18701928853988647
building,0.23529528081417084,0.237406387925148,0.3159640431404114,0.16419914364814758,0.9999998807907104,0.3974362313747406,0.2585349678993225,0.25239548087120056,0.12586408853530884,0.2476673424243927,0.26200541853904724,0.3159640431404114,0.33589062094688416,0.13549931347370148
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3792489171028137,0.2658686637878418,0.14136624336242676,0.5436353087425232,0.41205283999443054,0.2363802045583725,0.2875264883041382,0.41548454761505127,0.535392165184021,0.1640389859676361,0.29463258385658264
be,0.3929833769798279,0.42228707671165466,0.4248143136501312,0.29818081855773926,0.21893082559108734,0.14241428673267365,0.6036020517349243,0.4066932499408722,0.30402427911758423,0.24258971214294434,0.33904364705085754,0.4248143136501312,0.1328076720237732,0.3324260413646698
erected,0.12341726571321487,0.2669670879840851,0.23663264513015747,0.21712757647037506,0.3974362313747406,1.0000001192092896,0.19284260272979736,0.22656749188899994,0.08807379752397537,0.21747460961341858,0.26845210790634155,0.23663264513015747,0.2703917324542999,0.08063657581806183
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.3482176661491394,0.2585349678993225,0.19284260272979736,1.0,0.5191669464111328,0.31152746081352234,0.37747326493263245,0.41498205065727234,0.5473989248275757,0.1994490772485733,0.32716336846351624
still,0.4548931419849396,0.3328092098236084,0.40142056345939636,0.33286094665527344,0.25239548087120056,0.22656749188899994,0.5191669464111328,1.0,0.2501572370529175,0.26316529512405396,0.3288819193840027,0.40142056345939636,0.21621191501617432,0.3039587736129761
forms,0.16334041953086853,0.1644451767206192,0.2950737178325653,0.17905095219612122,0.12586408853530884,0.08807379752397537,0.31152746081352234,0.2501572370529175,1.0,0.35779091715812683,0.33835989236831665,0.2950737178325653,0.053764406591653824,0.1196754202246666
part,0.3476244807243347,0.3407018780708313,0.527681291103363,0.2607765197753906,0.2476673424243927,0.21747460961341858,0.37747326493263245,0.26316529512405396,0.35779091715812683,1.0,0.452393114566803,0.527681291103363,0.2040945291519165,0.08557961881160736
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.3536086082458496,0.26200541853904724,0.26845210790634155,0.41498205065727234,0.3288819193840027,0.33835989236831665,0.452393114566803,1.0,0.733189046382904,0.23314370214939117,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.3159640431404114,0.23663264513015747,0.5473989248275757,0.40142056345939636,0.2950737178325653,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
museum,0.1771627515554428,0.21266788244247437,0.24861779808998108,0.19499869644641876,0.33589062094688416,0.2703917324542999,0.1994490772485733,0.21621191501617432,0.053764406591653824,0.2040945291519165,0.23314370214939117,0.24861779808998108,1.0000001192092896,0.14128351211547852
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.237406387925148,0.2669670879840851,0.33670201897621155,0.3328092098236084,0.1644451767206192,0.3407018780708313,0.4069072902202606,0.48711544275283813,0.21266788244247437,0.18412111699581146
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.3159640431404114,0.23663264513015747,0.5473989248275757,0.40142056345939636,0.2950737178325653,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
sheepshanks,0.25226226449012756,0.29006990790367126,0.33741626143455505,0.1899876892566681,0.23457546532154083,0.25581347942352295,0.31501305103302,0.2920478880405426,0.2745448052883148,0.25105196237564087,0.23987549543380737,0.33741626143455505,0.18640516698360443,0.26307445764541626
gallery,0.1566055566072464,0.1648058146238327,0.19251246750354767,0.19828085601329803,0.296762615442276,0.24678504467010498,0.19456695020198822,0.21752288937568665,0.09472108632326126,0.1516404151916504,0.1971534639596939,0.19251246750354767,0.5823723077774048,0.18202216923236847
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.3256937265396118,0.24550780653953552,0.435920387506485,0.3424699008464813,0.26377561688423157,0.4499994218349457,0.5696388483047485,0.6662389636039734,0.2407650351524353,0.20430970191955566
1857,0.09442341327667236,0.00638970173895359,0.04397021234035492,-0.024188028648495674,0.04322051629424095,-0.07488544285297394,0.20190075039863586,0.13655543327331543,0.2061561495065689,0.05519420653581619,0.10165759176015854,0.04397021234035492,0.02524988353252411,0.07002107053995132
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.3120559751987457,0.24277396500110626,0.16130389273166656,0.42569106817245483,0.317820280790329,0.18131625652313232,0.3598494827747345,0.3966929316520691,0.5107308030128479,0.1697414517402649,0.2714994251728058
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.3159640431404114,0.23663264513015747,0.5473989248275757,0.40142056345939636,0.2950737178325653,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
eastern,0.2263268083333969,0.23346775770187378,0.3928247392177582,0.19351966679096222,0.2148376703262329,0.2010047286748886,0.23358812928199768,0.22202563285827637,0.21013492345809937,0.3706342577934265,0.33281487226486206,0.3928247392177582,0.15230895578861237,0.20060817897319794
side,0.2532914876937866,0.16857531666755676,0.37146830558776855,0.19244451820850372,0.1769082099199295,0.2206619828939438,0.27619752287864685,0.2796216309070587,0.19037111103534698,0.33181509375572205,0.2452700436115265,0.37146830558776855,0.07662580907344818,0.07831130921840668
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.3536086082458496,0.26200541853904724,0.26845210790634155,0.41498205065727234,0.3288819193840027,0.33835989236831665,0.452393114566803,1.0,0.733189046382904,0.23314370214939117,0.1826142966747284
