,what,have,the,two,different,islamist,movements,been,described,as,oscillating,between,?
the,0.42745697498321533,0.40389683842658997,1.0,0.43858039379119873,0.36412742733955383,0.2459319531917572,0.31594985723495483,0.3563927710056305,0.2878154516220093,0.48381632566452026,0.2712765038013458,0.39067012071609497,0.22068053483963013
different,0.39262300729751587,0.5267002582550049,0.36412742733955383,0.48983854055404663,1.0,0.1330769658088684,0.3104691505432129,0.3274359405040741,0.2913402318954468,0.2646806538105011,0.29698362946510315,0.3495357930660248,0.24476227164268494
islamist,0.17762082815170288,0.16833534836769104,0.2459319531917572,0.17338427901268005,0.1330769658088684,1.0000001192092896,0.32316380739212036,0.17331291735172272,0.16795065999031067,0.17964394390583038,0.16004720330238342,0.1320285201072693,0.14697067439556122
movements,0.23197974264621735,0.24820584058761597,0.31594985723495483,0.20321959257125854,0.3104691505432129,0.32316380739212036,0.9999999403953552,0.17092479765415192,0.2039007544517517,0.2209509164094925,0.29696378111839294,0.21521763503551483,0.1501890867948532
have,0.39808809757232666,0.9999999403953552,0.40389683842658997,0.4498785734176636,0.5267002582550049,0.16833534836769104,0.24820584058761597,0.6493861675262451,0.2610739469528198,0.37788212299346924,0.21991285681724548,0.3203330636024475,0.32991164922714233
been,0.2567804455757141,0.6493861675262451,0.3563927710056305,0.3638966381549835,0.3274359405040741,0.17331291735172272,0.17092479765415192,0.9999998807907104,0.3098832666873932,0.3975982367992401,0.15684007108211517,0.16697090864181519,0.24354910850524902
described,0.22590412199497223,0.2610739469528198,0.2878154516220093,0.2367422729730606,0.2913402318954468,0.16795065999031067,0.2039007544517517,0.3098832666873932,0.9999999403953552,0.3644653260707855,0.2739271819591522,0.2376609444618225,0.1374269425868988
as,0.31749409437179565,0.37788212299346924,0.48381632566452026,0.3029302954673767,0.2646806538105011,0.17964394390583038,0.2209509164094925,0.3975982367992401,0.3644653260707855,1.0,0.19296254217624664,0.22009976208209991,0.27043893933296204
``,0.008517155423760414,0.1022237241268158,0.029072100296616554,0.07021170109510422,0.07249068468809128,0.13633528351783752,0.17873696982860565,0.006640665698796511,-0.0018293076427653432,0.03910288214683533,0.07916796207427979,0.08136986941099167,0.0685480609536171
oscillating,0.26129916310310364,0.21991285681724548,0.2712765038013458,0.22497518360614777,0.29698362946510315,0.16004720330238342,0.29696378111839294,0.15684007108211517,0.2739271819591522,0.19296254217624664,0.9999998807907104,0.23615333437919617,0.17995138466358185
between,0.2462156116962433,0.3203330636024475,0.39067012071609497,0.4709945023059845,0.3495357930660248,0.1320285201072693,0.21521763503551483,0.16697090864181519,0.2376609444618225,0.22009976208209991,0.23615333437919617,0.9999999403953552,0.12887074053287506
