,what,culture,'s,arrival,in,scotland,is,know,as,the,``,davidian,revolution,'',?
king,0.18449601531028748,0.10388435423374176,-0.002494113054126501,0.2155584990978241,0.2044914960861206,0.25619223713874817,0.193196102976799,0.20792806148529053,0.19680391252040863,0.25887003540992737,0.05158674716949463,0.18689049780368805,0.23517629504203796,0.039368029683828354,0.19130074977874756
david,0.1299152821302414,0.1995595246553421,-0.00819597952067852,0.12304811179637909,0.17107756435871124,0.19710785150527954,0.14622443914413452,0.15173062682151794,0.19256439805030823,0.2237231284379959,-0.026856401935219765,0.5129343271255493,0.16556638479232788,0.0003145909868180752,0.04158485680818558
i,0.4411132335662842,0.16746798157691956,0.09143294394016266,0.07432238012552261,0.22907796502113342,0.19429370760917664,0.25362417101860046,0.5139227509498596,0.28558287024497986,0.26687872409820557,0.050574399530887604,0.09125862270593643,0.17752261459827423,0.06827187538146973,0.4695145785808563
of,0.33290785551071167,0.27266472578048706,-0.03817026689648628,0.2117728888988495,0.5696388483047485,0.2208399921655655,0.4854315221309662,0.24288669228553772,0.3886612355709076,0.733189046382904,0.06780257821083069,0.2782803773880005,0.27144062519073486,0.13035868108272552,0.1826142966747284
scotland,0.16722074151039124,0.16678643226623535,0.03316264972090721,0.1750938892364502,0.24716059863567352,1.0,0.19796344637870789,0.1433487981557846,0.19265124201774597,0.23846951127052307,-0.010282335802912712,0.20748038589954376,0.07224214822053909,0.021081311628222466,0.09160218387842178
",",0.3087472915649414,0.23807421326637268,-0.0016132977325469255,0.20957639813423157,0.5201468467712402,0.21124857664108276,0.4691906273365021,0.32349470257759094,0.48816442489624023,0.4933079481124878,0.09681109338998795,0.26252248883247375,0.26235419511795044,-0.037358131259679794,0.31091248989105225
whose,0.22831642627716064,0.1594274938106537,-0.019954677671194077,0.1492193043231964,0.23496666550636292,0.08212298899888992,0.26491984724998474,0.2726133167743683,0.3202406167984009,0.38253846764564514,0.0994773656129837,0.245243638753891,0.13397984206676483,0.044685691595077515,0.16990536451339722
elder,0.13607332110404968,0.1288958042860031,-0.025332210585474968,0.19375427067279816,0.16225090622901917,0.1459992676973343,0.13224153220653534,0.14309407770633698,0.18684257566928864,0.16423951089382172,0.02480383589863777,0.27847781777381897,0.13084928691387177,0.0578405037522316,0.12362314015626907
brother,0.14914146065711975,0.09626377373933792,-0.0180375799536705,0.16572347283363342,0.21517863869667053,0.11933985352516174,0.1533610075712204,0.15455682575702667,0.21640218794345856,0.1885300725698471,0.029069624841213226,0.21683992445468903,0.14270801842212677,0.012363623827695847,0.14267398416996002
alexander,0.18212969601154327,0.17129404842853546,0.03461210057139397,0.16435660421848297,0.18552854657173157,0.3015972077846527,0.11716899275779724,0.1571177840232849,0.1565554440021515,0.24375919997692108,0.04528295621275902,0.21165961027145386,0.1941322684288025,0.017990581691265106,0.120673269033432
i,0.4411132335662842,0.16746798157691956,0.09143294394016266,0.07432238012552261,0.22907796502113342,0.19429370760917664,0.25362417101860046,0.5139227509498596,0.28558287024497986,0.26687872409820557,0.050574399530887604,0.09125862270593643,0.17752261459827423,0.06827187538146973,0.4695145785808563
had,0.23849567770957947,0.16977617144584656,-0.004401352722197771,0.3456691801548004,0.385026752948761,0.17277498543262482,0.2932159900665283,0.32313281297683716,0.3393979072570801,0.3875846862792969,0.0518546998500824,0.188453808426857,0.23729191720485687,0.024004416540265083,0.20728366076946259
married,0.13977670669555664,0.17144300043582916,-0.05299868807196617,0.21526728570461273,0.21549314260482788,0.17503701150417328,0.12262707203626633,0.19942143559455872,0.15175780653953552,0.10720405727624893,0.025024699047207832,0.12699547410011292,0.11796994507312775,-0.03026462532579899,0.18062160909175873
sybilla,0.19187335669994354,0.17826755344867706,0.002346592955291271,0.1979060173034668,0.264193594455719,0.24031740427017212,0.23108161985874176,0.2164522111415863,0.2325432449579239,0.2753845453262329,0.09353019297122955,0.19266358017921448,0.1272360235452652,-0.043316591531038284,0.21088553965091705
of,0.33290785551071167,0.27266472578048706,-0.03817026689648628,0.2117728888988495,0.5696388483047485,0.2208399921655655,0.4854315221309662,0.24288669228553772,0.3886612355709076,0.733189046382904,0.06780257821083069,0.2782803773880005,0.27144062519073486,0.13035868108272552,0.1826142966747284
normandy,0.2290361374616623,0.16810864210128784,-0.03129563853144646,0.2057119756937027,0.24138042330741882,0.3761718273162842,0.20811422169208527,0.1366252303123474,0.21117207407951355,0.30340051651000977,0.06075572967529297,0.15168361365795135,0.19504858553409576,-0.021257299929857254,0.1584552675485611
",",0.3087472915649414,0.23807421326637268,-0.0016132977325469255,0.20957639813423157,0.5201468467712402,0.21124857664108276,0.4691906273365021,0.32349470257759094,0.48816442489624023,0.4933079481124878,0.09681109338998795,0.26252248883247375,0.26235419511795044,-0.037358131259679794,0.31091248989105225
was,0.22111038863658905,0.23239882290363312,0.008974763564765453,0.27318477630615234,0.45514053106307983,0.17744721472263336,0.5810302495956421,0.2576726973056793,0.3677520453929901,0.48711544275283813,-0.012679691426455975,0.2395791858434677,0.3365444839000702,0.04456103965640068,0.18412111699581146
instrumental,0.2287900298833847,0.13879068195819855,0.08024341613054276,0.06488948315382004,0.1413244903087616,0.09462761133909225,0.14791513979434967,0.21780739724636078,0.1589059680700302,0.21126604080200195,-0.028694283217191696,0.16997310519218445,0.24189314246177673,0.003423023968935013,0.1916917860507965
in,0.30808621644973755,0.2512284517288208,-0.037580832839012146,0.2351498007774353,1.0,0.24716059863567352,0.5394441485404968,0.26705145835876465,0.3887844979763031,0.6662389636039734,0.04765888676047325,0.1952897161245346,0.23010264337062836,0.07432962208986282,0.20430970191955566
introducing,0.22814175486564636,0.2077859789133072,-0.06954057514667511,0.23103679716587067,0.25409314036369324,0.17482775449752808,0.18977513909339905,0.23022004961967468,0.31011515855789185,0.2765180766582489,-0.007880598306655884,0.13117454946041107,0.21116167306900024,0.05582443252205849,0.20713724195957184
normans,0.15760394930839539,0.21993273496627808,-0.022665709257125854,0.33598920702934265,0.23263490200042725,0.30458974838256836,0.16228537261486053,0.10184533149003983,0.14305062592029572,0.2781367897987366,0.10684096813201904,0.23118220269680023,0.24875858426094055,0.02424602396786213,0.12354589998722076
and,0.31309178471565247,0.2617773115634918,0.06895173341035843,0.21712444722652435,0.4954058527946472,0.2930583655834198,0.3859752118587494,0.32564523816108704,0.49487000703811646,0.5171257257461548,0.036644238978624344,0.26002737879753113,0.21575188636779785,0.021612688899040222,0.20544172823429108
norman,0.12319435924291611,0.19457077980041504,-0.10612574219703674,0.25184690952301025,0.17613162100315094,0.24554841220378876,0.15238438546657562,0.08130154758691788,0.22526757419109344,0.23459704220294952,0.014049350284039974,0.2767968773841858,0.1470828652381897,0.028494004160165787,0.12243545055389404
culture,0.22475376725196838,1.0,-0.02915232628583908,0.1974090188741684,0.2512284517288208,0.16678643226623535,0.22229626774787903,0.227643221616745,0.19426991045475006,0.27157285809516907,0.01757078990340233,0.2508186101913452,0.2774661183357239,-0.02524700202047825,0.13093146681785583
to,0.455847829580307,0.1957503855228424,0.03782717138528824,0.2928422689437866,0.45010748505592346,0.19875919818878174,0.42745086550712585,0.3767812252044678,0.42092081904411316,0.535392165184021,0.06720756739377975,0.1454639881849289,0.18777814507484436,-0.009905828163027763,0.29463258385658264
scotland,0.16722074151039124,0.16678643226623535,0.03316264972090721,0.1750938892364502,0.24716059863567352,1.0,0.19796344637870789,0.1433487981557846,0.19265124201774597,0.23846951127052307,-0.010282335802912712,0.20748038589954376,0.07224214822053909,0.021081311628222466,0.09160218387842178
",",0.3087472915649414,0.23807421326637268,-0.0016132977325469255,0.20957639813423157,0.5201468467712402,0.21124857664108276,0.4691906273365021,0.32349470257759094,0.48816442489624023,0.4933079481124878,0.09681109338998795,0.26252248883247375,0.26235419511795044,-0.037358131259679794,0.31091248989105225
part,0.3476244807243347,0.27171626687049866,0.007562864106148481,0.15077906847000122,0.4499994218349457,0.1455623209476471,0.4582172930240631,0.22975091636180878,0.2563304007053375,0.527681291103363,0.08985232561826706,0.24568729102611542,0.1960519552230835,0.011256706900894642,0.08557961881160736
