,what,armed,group,stopped,the,uprising,at,ballarat,?
this,0.5489566326141357,0.21566635370254517,0.2766626477241516,0.2772282361984253,0.6274310946464539,0.25002914667129517,0.32544323801994324,0.24432530999183655,0.3155723512172699
was,0.22111038863658905,0.25942692160606384,0.1789962202310562,0.3721243143081665,0.48711544275283813,0.29597118496894836,0.36707764863967896,0.30413487553596497,0.18412111699581146
crushed,0.16237099468708038,0.30735164880752563,0.13761261105537415,0.34202128648757935,0.274326890707016,0.35327330231666565,0.19516940414905548,0.17365841567516327,0.09412815421819687
by,0.2455483376979828,0.22038479149341583,0.2915726900100708,0.3046187460422516,0.4408751428127289,0.20505882799625397,0.2368064820766449,0.19086384773254395,0.17966607213020325
british,0.19255435466766357,0.2240009307861328,0.2279059737920761,0.15514340996742249,0.28973397612571716,0.2589966952800751,0.21751968562602997,0.29082736372947693,0.09711728990077972
troops,0.18311697244644165,0.4481738209724426,0.1251271665096283,0.3076725900173187,0.3229958415031433,0.45122426748275757,0.23513081669807434,0.22019822895526886,0.14329779148101807
",",0.3087472915649414,0.20624616742134094,0.2809832692146301,0.2840802073478699,0.4933079481124878,0.2470635622739792,0.38314947485923767,0.222074493765831,0.31091248989105225
but,0.5029441118240356,0.18424811959266663,0.2500153183937073,0.2844490110874176,0.4859698414802551,0.17796002328395844,0.33498162031173706,0.24382837116718292,0.27921953797340393
the,0.42745697498321533,0.2418309897184372,0.30795547366142273,0.3206433951854706,1.0,0.2853594124317169,0.457212895154953,0.2850953936576843,0.22068053483963013
discontents,0.27175650000572205,0.1345517337322235,0.08838403224945068,0.2337474524974823,0.2135908454656601,0.1251932829618454,0.1755794733762741,0.1291600912809372,0.29574844241142273
prompted,0.20217911899089813,0.20161274075508118,0.15043719112873077,0.2870461344718933,0.3065200448036194,0.27073654532432556,0.1839936226606369,0.08142156153917313,0.13139130175113678
colonial,0.15791663527488708,0.28217172622680664,0.13061152398586273,0.13751822710037231,0.2715741693973541,0.32897311449050903,0.16476202011108398,0.3072989881038666,0.10191229730844498
authorities,0.23251837491989136,0.3262161314487457,0.19367872178554535,0.2413206249475479,0.2784515917301178,0.31300216913223267,0.1794949769973755,0.2890026867389679,0.17285770177841187
to,0.455847829580307,0.2092485874891281,0.2672896385192871,0.27942875027656555,0.535392165184021,0.21161708235740662,0.36524343490600586,0.2867371439933777,0.29463258385658264
reform,0.20049384236335754,0.1991286724805832,0.12215697020292282,0.1688610017299652,0.28116169571876526,0.3128288686275482,0.10159420222043991,0.27066659927368164,0.14216484129428864
the,0.42745697498321533,0.2418309897184372,0.30795547366142273,0.3206433951854706,1.0,0.2853594124317169,0.457212895154953,0.2850953936576843,0.22068053483963013
administration,0.2483910471200943,0.2275780886411667,0.19105054438114166,0.200323224067688,0.3083578944206238,0.29669612646102905,0.2424902319908142,0.19466489553451538,0.14283715188503265
(,0.2411840260028839,0.18023273348808289,0.21665191650390625,0.1116160973906517,0.33289089798927307,0.1461428850889206,0.23315078020095825,0.15090259909629822,0.40561532974243164
particularly,0.33027681708335876,0.13324546813964844,0.2106539011001587,0.22013896703720093,0.32132959365844727,0.1964341551065445,0.19909445941448212,0.227334126830101,0.2644225060939789
reducing,0.16407831013202667,0.1445382982492447,0.10504986345767975,0.23554635047912598,0.2389497607946396,0.15509270131587982,0.1478930115699768,0.1367146521806717,0.1068432405591011
the,0.42745697498321533,0.2418309897184372,0.30795547366142273,0.3206433951854706,1.0,0.2853594124317169,0.457212895154953,0.2850953936576843,0.22068053483963013
hated,0.29935210943222046,0.15493616461753845,0.12335918098688126,0.3422221541404724,0.25385117530822754,0.21968550980091095,0.19490177929401398,0.11785239726305008,0.20572209358215332
mining,0.24916619062423706,0.19762715697288513,0.13853204250335693,0.22840844094753265,0.24748016893863678,0.28559789061546326,0.17403572797775269,0.40166085958480835,0.11012917757034302
licence,0.19156304001808167,0.22946345806121826,0.2166476547718048,0.10105732828378677,0.19777196645736694,0.06833405047655106,0.14640583097934723,0.22906124591827393,0.14982500672340393
fees,0.19752082228660583,0.21323324739933014,0.15186133980751038,0.23360253870487213,0.22297759354114532,0.1752367466688156,0.2704028785228729,0.2909846603870392,0.18385712802410126
),0.26259949803352356,0.2042088508605957,0.23240500688552856,0.12962543964385986,0.3456730246543884,0.16245125234127045,0.23338089883327484,0.1558670550584793,0.42300865054130554
and,0.31309178471565247,0.21948662400245667,0.3510662019252777,0.24482934176921844,0.5171257257461548,0.20715351402759552,0.3571503460407257,0.265418142080307,0.20544172823429108
extend,0.30407145619392395,0.15849822759628296,0.15623492002487183,0.1283373385667801,0.29680711030960083,0.10614391416311264,0.14650119841098785,0.09994009882211685,0.2181791514158249
the,0.42745697498321533,0.2418309897184372,0.30795547366142273,0.3206433951854706,1.0,0.2853594124317169,0.457212895154953,0.2850953936576843,0.22068053483963013
franchise,0.1852455735206604,0.1274622231721878,0.25507333874702454,0.1424729973077774,0.30872398614883423,0.13007119297981262,0.0931321457028389,0.18977676331996918,0.13445523381233215
.,0.3567904531955719,0.2014826536178589,0.27268800139427185,0.26072677969932556,0.5934505462646484,0.17839539051055908,0.4549728035926819,0.23607748746871948,0.4130953550338745
