,what,panther,tore,his,acl,in,the,preseason,?
despite,0.1825345903635025,0.18650811910629272,0.179413303732872,0.37825947999954224,0.23096124827861786,0.27473363280296326,0.3172689974308014,0.2662244141101837,0.14350546896457672
waiving,0.33251965045928955,0.2766712009906769,0.18327516317367554,0.34291160106658936,0.20297269523143768,0.3322989046573639,0.3694417178630829,0.29261845350265503,0.242996484041214
longtime,0.10752114653587341,0.21681362390518188,0.13530702888965607,0.3638354539871216,0.21017949283123016,0.21562570333480835,0.2717287242412567,0.32921555638313293,0.07657656818628311
running,0.2357972115278244,0.16292934119701385,0.18167874217033386,0.21352910995483398,0.14905574917793274,0.2874506413936615,0.28883472084999084,0.2910609841346741,0.15679655969142914
back,0.2965294420719147,0.18803635239601135,0.248840793967247,0.3421434462070465,0.20832140743732452,0.25397348403930664,0.3612101674079895,0.275911420583725,0.2397768795490265
deangelo,0.1812259703874588,0.23984821140766144,0.29598379135131836,0.31818369030952454,0.21163815259933472,0.24543344974517822,0.2024650275707245,0.2861408591270447,0.18370559811592102
williams,0.12967023253440857,0.26159581542015076,0.185042604804039,0.31922054290771484,0.16502287983894348,0.16579249501228333,0.20852252840995789,0.31264185905456543,0.1924409717321396
and,0.31309178471565247,0.20370438694953918,0.22450141608715057,0.4234102666378021,0.15022554993629456,0.4954058527946472,0.5171257257461548,0.31507644057273865,0.20544172823429108
losing,0.2354373037815094,0.14899641275405884,0.2998543083667755,0.3407708704471588,0.24256667494773865,0.3055514097213745,0.3114689588546753,0.28922656178474426,0.15056444704532623
top,0.21232028305530548,0.1182299256324768,0.24523693323135376,0.1653638631105423,0.1369650661945343,0.2235720455646515,0.31754136085510254,0.266187459230423,0.17265194654464722
wide,0.22181174159049988,0.18021298944950104,0.13520628213882446,0.12796925008296967,0.20347966253757477,0.22946839034557343,0.28078147768974304,0.20833280682563782,0.12719376385211945
receiver,0.17021551728248596,0.18774259090423584,0.2021794319152832,0.20823781192302704,0.2051057070493698,0.16248875856399536,0.21850530803203583,0.40699639916419983,0.11587938666343689
kelvin,0.2659316062927246,0.07002251595258713,0.18049344420433044,0.15190178155899048,0.14359156787395477,0.20857983827590942,0.20588484406471252,0.1313750147819519,0.18197040259838104
benjamin,0.18476101756095886,0.13916181027889252,0.23844482004642487,0.2762436270713806,0.1090025082230568,0.20055828988552094,0.2507040798664093,0.18284788727760315,0.20336422324180603
to,0.455847829580307,0.17230910062789917,0.20920348167419434,0.3715193271636963,0.1536690592765808,0.45010748505592346,0.535392165184021,0.28437575697898865,0.29463258385658264
a,0.3320399522781372,0.262620747089386,0.212227925658226,0.3497250974178314,0.20035260915756226,0.539380669593811,0.5829201340675354,0.22467027604579926,0.23916715383529663
torn,0.21371328830718994,0.2527405321598053,0.5072779059410095,0.2515830099582672,0.22409923374652863,0.24918708205223083,0.270181804895401,0.19715546071529388,0.13564015924930573
acl,0.10634554177522659,0.25191614031791687,0.19891856610774994,0.13678334653377533,0.9999998807907104,0.15011103451251984,0.23845629394054413,0.40600553154945374,0.14736860990524292
in,0.30808621644973755,0.17607943713665009,0.23969124257564545,0.3598145842552185,0.15011103451251984,1.0,0.6662389636039734,0.2689804434776306,0.20430970191955566
the,0.42745697498321533,0.21149678528308868,0.21678170561790466,0.4394008219242096,0.23845629394054413,0.6662389636039734,1.0,0.32348138093948364,0.22068053483963013
