,what,should,the,punishment,rely,on,instead,in,a,just,society,?
brownlee,0.1723894327878952,0.17498253285884857,0.23145073652267456,0.08362588286399841,0.08201589435338974,0.25468993186950684,0.14870710670948029,0.29509007930755615,0.24838541448116302,0.14930778741836548,0.16326910257339478,0.27307888865470886
argues,0.3211183547973633,0.24935844540596008,0.22893615067005157,0.2820388674736023,0.3111439049243927,0.17911744117736816,0.20360836386680603,0.1981038600206375,0.21543139219284058,0.23005393147468567,0.27758896350860596,0.20733967423439026
",",0.3087472915649414,0.2706286907196045,0.4933079481124878,0.2216428816318512,0.253036767244339,0.49057599902153015,0.32166025042533875,0.5201468467712402,0.427140474319458,0.43425118923187256,0.20629194378852844,0.31091248989105225
``,0.008517155423760414,0.14615385234355927,0.029072100296616554,0.04033021256327629,-0.02189936861395836,-0.03274054825305939,0.08816583454608917,0.04765888676047325,0.07272057235240936,0.06768515706062317,-0.07093416899442673,0.0685480609536171
bringing,0.31787076592445374,0.24127092957496643,0.34507453441619873,0.15172283351421356,0.30206236243247986,0.24128757417201996,0.2840205729007721,0.2420511394739151,0.27043405175209045,0.3859533369541168,0.16407069563865662,0.24553225934505463
in,0.30808621644973755,0.23054338991641998,0.6662389636039734,0.19258901476860046,0.22665752470493317,0.46853652596473694,0.28091272711753845,1.0,0.539380669593811,0.3910168707370758,0.21229879558086395,0.20430970191955566
deterrence,0.2961283326148987,0.26091453433036804,0.30256104469299316,0.41503244638442993,0.27072054147720337,0.19226424396038055,0.2621585428714752,0.2878037989139557,0.31430384516716003,0.2538628578186035,0.2594604194164276,0.2560393512248993
at,0.2838611304759979,0.2288249135017395,0.457212895154953,0.10186973959207535,0.09411907941102982,0.4806317389011383,0.22061440348625183,0.4374977946281433,0.3095070421695709,0.3420405685901642,0.11969181150197983,0.21978627145290375
the,0.42745697498321533,0.32399165630340576,1.0,0.2503047287464142,0.2672518789768219,0.5107308030128479,0.3940567970275879,0.6662389636039734,0.5829201340675354,0.40061673521995544,0.2789285480976105,0.22068053483963013
level,0.27376922965049744,0.2575285732746124,0.31442487239837646,0.13828711211681366,0.1883089691400528,0.2125781625509262,0.21788685023784637,0.279204785823822,0.21346178650856018,0.26787883043289185,0.17533010244369507,0.20528386533260345
of,0.33290785551071167,0.23792634904384613,0.733189046382904,0.2056395560503006,0.23148025572299957,0.3966929316520691,0.31208282709121704,0.5696388483047485,0.5052502155303955,0.35124439001083374,0.23646748065948486,0.1826142966747284
justification,0.41217631101608276,0.3801895081996918,0.26831284165382385,0.3261708915233612,0.37447234988212585,0.27333176136016846,0.2293548434972763,0.18786969780921936,0.31046465039253235,0.40008583664894104,0.17952179908752441,0.4005378186702728
detracts,0.33641842007637024,0.38277724385261536,0.28301170468330383,0.27422797679901123,0.35151001811027527,0.2843904197216034,0.323285311460495,0.136042982339859,0.259223997592926,0.3271028995513916,0.1929738074541092,0.23578676581382751
from,0.2737620174884796,0.22497045993804932,0.40150508284568787,0.18088336288928986,0.1892593652009964,0.36926645040512085,0.26843535900115967,0.4274188280105591,0.322764128446579,0.3340560793876648,0.18421071767807007,0.19969791173934937
the,0.42745697498321533,0.32399165630340576,1.0,0.2503047287464142,0.2672518789768219,0.5107308030128479,0.3940567970275879,0.6662389636039734,0.5829201340675354,0.40061673521995544,0.2789285480976105,0.22068053483963013
law,0.2145031988620758,0.2088879495859146,0.24548950791358948,0.3529546558856964,0.2443833202123642,0.13878796994686127,0.1622241735458374,0.24850773811340332,0.2212858349084854,0.18642425537109375,0.20615363121032715,0.1528988480567932
’,-0.01733604073524475,-0.055598579347133636,-0.04090067744255066,0.06093418970704079,0.04590994119644165,0.052648309618234634,0.013648878782987595,-0.04677301645278931,-0.04976731166243553,-0.031586602330207825,-0.07429760694503784,0.045561522245407104
s,0.3634900748729706,0.2341531366109848,0.46610721945762634,0.17749719321727753,0.15924899280071259,0.334797739982605,0.2632569670677185,0.3340029716491699,0.37089070677757263,0.3276175260543823,0.19272607564926147,0.25130221247673035
engagement,0.17135334014892578,0.14926818013191223,0.25495922565460205,0.22695140540599823,0.2212204933166504,0.3125542998313904,0.1151425763964653,0.24971887469291687,0.18494857847690582,0.13863104581832886,0.16364647448062897,0.14096064865589142
in,0.30808621644973755,0.23054338991641998,0.6662389636039734,0.19258901476860046,0.22665752470493317,0.46853652596473694,0.28091272711753845,1.0,0.539380669593811,0.3910168707370758,0.21229879558086395,0.20430970191955566
a,0.3320399522781372,0.2715131938457489,0.5829201340675354,0.1934642344713211,0.25360018014907837,0.3848365545272827,0.3737732470035553,0.539380669593811,1.0,0.47693389654159546,0.22652459144592285,0.23916715383529663
moral,0.3679145574569702,0.26769933104515076,0.20571894943714142,0.3989967405796051,0.2795032560825348,0.13754414021968842,0.18960493803024292,0.15305006504058838,0.2165852189064026,0.2366427332162857,0.3706456124782562,0.2608962953090668
dialogue,0.28533935546875,0.26693621277809143,0.24290409684181213,0.16126056015491486,0.22967563569545746,0.16528932750225067,0.16761082410812378,0.23324540257453918,0.22253969311714172,0.21665069460868835,0.25481972098350525,0.20502491295337677
with,0.2464839518070221,0.29016703367233276,0.4223487675189972,0.14433805644512177,0.2787826657295227,0.40749499201774597,0.3479769229888916,0.4080928862094879,0.3783375024795532,0.30194807052612305,0.1061180979013443,0.2433311939239502
the,0.42745697498321533,0.32399165630340576,1.0,0.2503047287464142,0.2672518789768219,0.5107308030128479,0.3940567970275879,0.6662389636039734,0.5829201340675354,0.40061673521995544,0.2789285480976105,0.22068053483963013
offender,0.3252338767051697,0.31607896089553833,0.17913901805877686,0.44452333450317383,0.21172358095645905,0.17421825230121613,0.2125837504863739,0.16616660356521606,0.24348977208137512,0.3331949710845947,0.19182904064655304,0.3327721059322357
as,0.31749409437179565,0.414644330739975,0.48381632566452026,0.24531997740268707,0.2865440845489502,0.36047765612602234,0.3822622001171112,0.3887844979763031,0.39550232887268066,0.45285287499427795,0.18661245703697205,0.27043893933296204
a,0.3320399522781372,0.2715131938457489,0.5829201340675354,0.1934642344713211,0.25360018014907837,0.3848365545272827,0.3737732470035553,0.539380669593811,1.0,0.47693389654159546,0.22652459144592285,0.23916715383529663
rational,0.35778647661209106,0.36480164527893066,0.2502481937408447,0.25778961181640625,0.312686026096344,0.19004715979099274,0.2790023684501648,0.22214210033416748,0.32947343587875366,0.3385314643383026,0.22724169492721558,0.25988996028900146
person,0.41527870297431946,0.3114619255065918,0.3487054407596588,0.31967759132385254,0.21449433267116547,0.21978497505187988,0.3070429265499115,0.23876774311065674,0.4078793525695801,0.3403593599796295,0.2416730374097824,0.324093222618103
because,0.46729007363319397,0.3815760314464569,0.44596394896507263,0.2924807667732239,0.33288633823394775,0.33021900057792664,0.5151016712188721,0.37423941493034363,0.42230045795440674,0.49521341919898987,0.24476538598537445,0.2528740465641022
it,0.45803478360176086,0.3525244891643524,0.6251175999641418,0.24223963916301727,0.28978481888771057,0.4529881477355957,0.30331769585609436,0.5130809545516968,0.5452592968940735,0.5023440718650818,0.21825021505355835,0.25732165575027466
focuses,0.27091580629348755,0.2828425467014313,0.26860302686691284,0.2197822481393814,0.44010278582572937,0.32762500643730164,0.283229261636734,0.28335705399513245,0.2785327732563019,0.2092299610376358,0.2588384747505188,0.15887200832366943
attention,0.3020271062850952,0.2718672454357147,0.256243497133255,0.2998013198375702,0.22386474907398224,0.2695760428905487,0.2408072054386139,0.2495301067829132,0.265340119600296,0.3260496258735657,0.21357294917106628,0.19994445145130157
on,0.34226128458976746,0.35256603360176086,0.5107308030128479,0.21107521653175354,0.3302572965621948,0.9999999403953552,0.3444349467754364,0.46853652596473694,0.3848365545272827,0.39734378457069397,0.15271499752998352,0.2714994251728058
