,how,many,languages,did,tesla,know,?
:33,0.08037970215082169,0.007757494226098061,-0.08022490888834,0.042483266443014145,0.0042181434109807014,0.08033232390880585,0.02699214033782482
he,0.2594625651836395,0.3483840227127075,0.17396678030490875,0.3292143940925598,0.12373391538858414,0.2910948693752289,0.2089974731206894
was,0.16678167879581451,0.260356068611145,0.1417437046766281,0.41399896144866943,0.16455206274986267,0.2576726973056793,0.18412111699581146
a,0.29312583804130554,0.2872205972671509,0.1924087405204773,0.2552328109741211,0.2211925983428955,0.3143780827522278,0.23916715383529663
polyglot,0.1371040642261505,0.25253480672836304,0.36461520195007324,0.13911692798137665,0.20638595521450043,0.1534506380558014,0.17813698947429657
",",0.22659391164779663,0.40610817074775696,0.27252396941185,0.3015086054801941,0.20599327981472015,0.32349470257759094,0.31091248989105225
speaking,0.16998499631881714,0.3090313673019409,0.5064218640327454,0.21895916759967804,0.1185271367430687,0.29121828079223633,0.18994855880737305
eight,0.222213014960289,0.348200261592865,0.11090593039989471,0.19307805597782135,0.1296907216310501,0.1640499234199524,0.11634626984596252
languages,0.2007300704717636,0.3171465992927551,1.0,0.16555729508399963,0.10208836942911148,0.23579324781894684,0.22599908709526062
:,-0.11215605586767197,-0.10786184668540955,-0.04011257365345955,-0.05305134505033493,0.0028187385760247707,-0.13472290337085724,-0.07156077772378922
serbo-croatian,0.11173127591609955,0.17140068113803864,0.2668876349925995,0.16135600209236145,0.29035672545433044,0.15701274573802948,0.18753398954868317
",",0.22659391164779663,0.40610817074775696,0.27252396941185,0.3015086054801941,0.20599327981472015,0.32349470257759094,0.31091248989105225
czech,0.13777504861354828,0.17607055604457855,0.16391514241695404,0.10599575191736221,0.2884482145309448,0.18339377641677856,0.2060156762599945
",",0.22659391164779663,0.40610817074775696,0.27252396941185,0.3015086054801941,0.20599327981472015,0.32349470257759094,0.31091248989105225
english,0.18202126026153564,0.24654172360897064,0.39200136065483093,0.18994997441768646,0.09960483014583588,0.31202059984207153,0.23251567780971527
",",0.22659391164779663,0.40610817074775696,0.27252396941185,0.3015086054801941,0.20599327981472015,0.32349470257759094,0.31091248989105225
french,0.14884154498577118,0.2158181369304657,0.2686484456062317,0.1584041714668274,0.10309258848428726,0.15382523834705353,0.1386883556842804
",",0.22659391164779663,0.40610817074775696,0.27252396941185,0.3015086054801941,0.20599327981472015,0.32349470257759094,0.31091248989105225
german,0.17899556457996368,0.21591900289058685,0.1999778300523758,0.2048940509557724,0.18585926294326782,0.20403966307640076,0.13978645205497742
",",0.22659391164779663,0.40610817074775696,0.27252396941185,0.3015086054801941,0.20599327981472015,0.32349470257759094,0.31091248989105225
hungarian,0.13151201605796814,0.19258372485637665,0.1722552627325058,0.14921610057353973,0.307817280292511,0.1083376482129097,0.12354455143213272
",",0.22659391164779663,0.40610817074775696,0.27252396941185,0.3015086054801941,0.20599327981472015,0.32349470257759094,0.31091248989105225
italian,0.12036799639463425,0.19038067758083344,0.16382922232151031,0.16107788681983948,0.11990884691476822,0.1611344814300537,0.1156633123755455
",",0.22659391164779663,0.40610817074775696,0.27252396941185,0.3015086054801941,0.20599327981472015,0.32349470257759094,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.24802106618881226,0.34479495882987976,0.19560420513153076,0.32564523816108704,0.20544172823429108
latin,0.14251095056533813,0.20729008316993713,0.34691378474235535,0.11352607607841492,0.19267727434635162,0.1548648327589035,0.1303461492061615
.,0.3287222981452942,0.3974229395389557,0.2219928503036499,0.35288307070732117,0.17949827015399933,0.3386111259460449,0.4130953550338745
