,british,commentators,include,",",darren,fletcher,",",rocky,boiman,and,who,else,?
the,0.28973397612571716,0.2235952615737915,0.2951717972755432,0.4933079481124878,0.22341585159301758,0.22613143920898438,0.4933079481124878,0.23650658130645752,0.308314710855484,0.5171257257461548,0.3733934462070465,0.19370581209659576,0.22068053483963013
bbc,0.32780835032463074,0.33066076040267944,0.07084035873413086,0.14724469184875488,0.23271997272968292,0.22034190595149994,0.14724469184875488,0.16874440014362335,0.21130773425102234,0.17831335961818695,0.2086644321680069,0.11293941736221313,0.20556949079036713
will,0.15698303282260895,0.1835251748561859,0.16990959644317627,0.29706671833992004,0.19650433957576752,0.15618738532066345,0.29706671833992004,0.15833830833435059,0.14493384957313538,0.35983073711395264,0.24651563167572021,0.3612770140171051,0.35046905279159546
carry,0.16837196052074432,0.1329243928194046,0.20876279473304749,0.1951419711112976,0.15066982805728912,0.16280227899551392,0.1951419711112976,0.1238628402352333,0.1074160635471344,0.2731964588165283,0.20254260301589966,0.1990983784198761,0.17171701788902283
its,0.17957141995429993,0.16015517711639404,0.18682555854320526,0.33157986402511597,0.05750342831015587,0.12905758619308472,0.33157986402511597,0.21029914915561676,0.16612929105758667,0.3841775357723236,0.1326070874929428,0.15219201147556305,0.15103481709957123
own,0.18910621106624603,0.19828979671001434,0.2124352753162384,0.2796398997306824,0.12427506595849991,0.16629087924957275,0.2796398997306824,0.14406520128250122,0.11969153583049774,0.3142828047275543,0.31838667392730713,0.30456939339637756,0.1937696635723114
british,1.0,0.20446516573429108,0.12725749611854553,0.25734075903892517,0.22042803466320038,0.2423761636018753,0.25734075903892517,0.20216669142246246,0.23305851221084595,0.325880765914917,0.2666113078594208,0.09793934226036072,0.09711728990077972
english,0.47969716787338257,0.22255732119083405,0.12494425475597382,0.3339248597621918,0.26188477873802185,0.21826955676078796,0.3339248597621918,0.12597905099391937,0.21712307631969452,0.3409043252468109,0.33983519673347473,0.13875138759613037,0.23251567780971527
broadcast,0.19169750809669495,0.3990209698677063,0.04989062622189522,0.24917922914028168,0.19328975677490234,0.16700904071331024,0.24917922914028168,0.20136511325836182,0.20454861223697662,0.22526025772094727,0.18632595241069794,0.10276813805103302,0.15760008990764618
",",0.25734075903892517,0.23593579232692719,0.35606324672698975,1.0000001192092896,0.23590266704559326,0.21628154814243317,1.0000001192092896,0.23212578892707825,0.36496078968048096,0.6633074283599854,0.3365725874900818,0.2643522322177887,0.31091248989105225
with,0.1637800633907318,0.20306147634983063,0.3391835689544678,0.4120737314224243,0.2045293152332306,0.18070392310619354,0.4120737314224243,0.16756199300289154,0.21751372516155243,0.5477725267410278,0.3282766342163086,0.20447362959384918,0.2433311939239502
greg,0.23189835250377655,0.2694827616214752,0.059334896504879,0.23601293563842773,0.4540558159351349,0.23439276218414307,0.23601293563842773,0.23282788693904877,0.2511536777019501,0.20227330923080444,0.21012353897094727,0.13048230111598969,0.1691211611032486
brady,0.22104968130588531,0.22777748107910156,0.13884730637073517,0.247231587767601,0.33933892846107483,0.19564774632453918,0.247231587767601,0.23116172850131989,0.28830769658088684,0.16817504167556763,0.24164094030857086,0.16604582965373993,0.20001526176929474
",",0.25734075903892517,0.23593579232692719,0.35606324672698975,1.0000001192092896,0.23590266704559326,0.21628154814243317,1.0000001192092896,0.23212578892707825,0.36496078968048096,0.6633074283599854,0.3365725874900818,0.2643522322177887,0.31091248989105225
darren,0.22042803466320038,0.22620590031147003,0.1461331993341446,0.23590266704559326,1.0,0.34193679690361023,0.23590266704559326,0.2673795819282532,0.3581847846508026,0.2266722172498703,0.28232020139694214,0.19032666087150574,0.20729461312294006
fletcher,0.2423761636018753,0.12040175497531891,0.08005206286907196,0.21628154814243317,0.34193679690361023,0.9999999403953552,0.21628154814243317,0.159788116812706,0.23216748237609863,0.27621525526046753,0.2663099467754364,0.22657036781311035,0.1911897510290146
and,0.325880765914917,0.26796916127204895,0.3915219306945801,0.6633074283599854,0.2266722172498703,0.27621525526046753,0.6633074283599854,0.21744650602340698,0.33316436409950256,1.0,0.41279885172843933,0.2664144039154053,0.20544172823429108
rocky,0.20216669142246246,0.13571730256080627,0.16535510122776031,0.23212578892707825,0.2673795819282532,0.159788116812706,0.23212578892707825,0.9999999403953552,0.2528340220451355,0.21744650602340698,0.16639487445354462,0.09765567630529404,0.1464167684316635
boiman,0.23305851221084595,0.15757764875888824,0.19346311688423157,0.36496078968048096,0.3581847846508026,0.23216748237609863,0.36496078968048096,0.2528340220451355,1.0000001192092896,0.33316436409950256,0.301522433757782,0.14783962070941925,0.20635423064231873
on,0.19917237758636475,0.21067865192890167,0.2332274466753006,0.49057599902153015,0.18971753120422363,0.21036502718925476,0.49057599902153015,0.21027562022209167,0.22760415077209473,0.4077630043029785,0.2340552806854248,0.19637921452522278,0.2714994251728058
commentary,0.15148207545280457,0.5970523953437805,0.18118542432785034,0.2477271854877472,0.152326300740242,0.14994317293167114,0.2477271854877472,0.1156122088432312,0.21719053387641907,0.2618425786495209,0.2012261152267456,0.10097350925207138,0.20364898443222046
.,0.23159366846084595,0.15864869952201843,0.21809983253479004,0.6812511086463928,0.255465030670166,0.23538289964199066,0.6812511086463928,0.23569029569625854,0.3398309051990509,0.588965117931366,0.3541337847709656,0.30548352003097534,0.4130953550338745
