,prior,to,manning,",",who,was,the,oldest,quarterback,to,play,in,a,super,bowl,?
the,0.33782097697257996,0.535392165184021,0.27058160305023193,0.4933079481124878,0.3733934462070465,0.48711544275283813,1.0,0.30836519598960876,0.23757418990135193,0.535392165184021,0.24793598055839539,0.6662389636039734,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
past,0.2808210253715515,0.3031400740146637,0.20585997402668,0.25483980774879456,0.3421076834201813,0.17324605584144592,0.2747827172279358,0.21033574640750885,0.1680554449558258,0.3031400740146637,0.12316795438528061,0.24275542795658112,0.24050787091255188,0.15902681648731232,0.17576618492603302,0.2598046660423279
record,0.20344020426273346,0.22007153928279877,0.2734450697898865,0.28093910217285156,0.24139603972434998,0.2787264287471771,0.23569516837596893,0.20740348100662231,0.2873646914958954,0.22007153928279877,0.20520026981830597,0.23162534832954407,0.2588478624820709,0.2505435347557068,0.24389338493347168,0.14407116174697876
was,0.29096508026123047,0.3636345863342285,0.2607507109642029,0.45456063747406006,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.29228392243385315,0.24103644490242004,0.3636345863342285,0.23784595727920532,0.45514053106307983,0.4508470594882965,0.21420986950397491,0.21915455162525177,0.18412111699581146
held,0.20017679035663605,0.22177374362945557,0.1552198827266693,0.2880980372428894,0.21375896036624908,0.30231067538261414,0.32185450196266174,0.2513575851917267,0.14380978047847748,0.22177374362945557,0.15105700492858887,0.3127288818359375,0.22326228022575378,0.1602509617805481,0.1913566142320633,0.14103956520557404
by,0.2645944356918335,0.33534231781959534,0.16441340744495392,0.3680937886238098,0.39727845788002014,0.4752357602119446,0.4408751428127289,0.1444724202156067,0.12718109786510468,0.33534231781959534,0.20151817798614502,0.370934396982193,0.32094135880470276,0.15233319997787476,0.12992306053638458,0.17966607213020325
john,0.18618802726268768,0.2070634365081787,0.2521023452281952,0.23961079120635986,0.30388808250427246,0.2875721752643585,0.2230520099401474,0.14002710580825806,0.19255928695201874,0.2070634365081787,0.18351593613624573,0.22177861630916595,0.20638683438301086,0.1567493975162506,0.19344750046730042,0.13162356615066528
elway,0.1691538393497467,0.2782730460166931,0.5025393962860107,0.3350414037704468,0.30533918738365173,0.24907957017421722,0.2985321283340454,0.2306724488735199,0.5347420573234558,0.2782730460166931,0.32164624333381653,0.2640700042247772,0.24827887117862701,0.2389257848262787,0.3023669123649597,0.2248448133468628
",",0.27105793356895447,0.44245919585227966,0.30921146273612976,1.0000001192092896,0.3365725874900818,0.45456063747406006,0.4933079481124878,0.23638197779655457,0.2844501733779907,0.44245919585227966,0.2231253683567047,0.5201468467712402,0.427140474319458,0.22322475910186768,0.1810409277677536,0.31091248989105225
who,0.21688687801361084,0.42656609416007996,0.33436715602874756,0.3365725874900818,0.9999998807907104,0.3318818509578705,0.3733934462070465,0.2502763569355011,0.17410103976726532,0.42656609416007996,0.2742305099964142,0.2792111933231354,0.36608949303627014,0.1819351613521576,0.09189514070749283,0.26220351457595825
led,0.25720614194869995,0.21815308928489685,0.24037225544452667,0.22548827528953552,0.2450801581144333,0.34443995356559753,0.3267505168914795,0.12691432237625122,0.20787952840328217,0.21815308928489685,0.10894020646810532,0.2990247309207916,0.19072435796260834,0.12589675188064575,0.16275393962860107,0.09273858368396759
the,0.33782097697257996,0.535392165184021,0.27058160305023193,0.4933079481124878,0.3733934462070465,0.48711544275283813,1.0,0.30836519598960876,0.23757418990135193,0.535392165184021,0.24793598055839539,0.6662389636039734,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
broncos,0.20910662412643433,0.23674264550209045,0.4807402193546295,0.2558487057685852,0.1763724684715271,0.23574475944042206,0.25985947251319885,0.11184926331043243,0.5632858872413635,0.23674264550209045,0.3148726522922516,0.20316283404827118,0.19771797955036163,0.36141330003738403,0.4351775348186493,0.18377114832401276
to,0.264421671628952,1.0,0.24857525527477264,0.44245919585227966,0.42656609416007996,0.3636345863342285,0.535392165184021,0.16884976625442505,0.17934949696063995,1.0,0.272149920463562,0.45010748505592346,0.45503583550453186,0.17783479392528534,0.16993016004562378,0.29463258385658264
victory,0.14049850404262543,0.17833203077316284,0.24847882986068726,0.22238308191299438,0.18512490391731262,0.28069007396698,0.2795662581920624,0.1551419496536255,0.18576373159885406,0.17833203077316284,0.19793079793453217,0.21562302112579346,0.20717723667621613,0.2620534598827362,0.25666385889053345,0.15412560105323792
in,0.24521231651306152,0.45010748505592346,0.22345924377441406,0.5201468467712402,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.33251360058784485,0.17283181846141815,0.45010748505592346,0.24321173131465912,1.0,0.539380669593811,0.18576006591320038,0.17236235737800598,0.20430970191955566
super,0.22880366444587708,0.17783479392528534,0.30535250902175903,0.22322475910186768,0.1819351613521576,0.21420986950397491,0.21959073841571808,0.08387745171785355,0.28511252999305725,0.17783479392528534,0.17709366977214813,0.18576006591320038,0.26005712151527405,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.22557669878005981,0.16993016004562378,0.32417115569114685,0.1810409277677536,0.09189514070749283,0.21915455162525177,0.21576224267482758,0.12132421880960464,0.37160974740982056,0.16993016004562378,0.19427603483200073,0.17236235737800598,0.19533146917819977,0.4848237931728363,1.0,0.21118052303791046
xxxiii,0.2508891522884369,0.22661873698234558,0.34669870138168335,0.28180480003356934,0.1448201686143875,0.2836242914199829,0.3131234347820282,0.1864260733127594,0.41446369886398315,0.22661873698234558,0.21393346786499023,0.23179616034030914,0.2048347145318985,0.521435022354126,0.5332549810409546,0.19756333529949188
at,0.27693063020706177,0.36524343490600586,0.2622990310192108,0.38314947485923767,0.22096660733222961,0.36707764863967896,0.457212895154953,0.19083666801452637,0.19062480330467224,0.36524343490600586,0.15264669060707092,0.4374977946281433,0.3095070421695709,0.11449114978313446,0.2709662914276123,0.21978627145290375
age,0.18643973767757416,0.23830388486385345,0.2003740668296814,0.2693369388580322,0.2584081292152405,0.27072176337242126,0.24711290001869202,0.3209105134010315,0.16365040838718414,0.23830388486385345,0.225258469581604,0.30576348304748535,0.19297243654727936,0.1118914783000946,0.0928628072142601,0.16859300434589386
38,0.03675280138850212,-0.04340619221329689,0.08084779977798462,-0.06660237908363342,0.05407789349555969,0.0077925487421453,0.054539695382118225,0.0953959971666336,-0.0012782335979864001,-0.04340619221329689,-0.00921800546348095,0.033282700926065445,0.02196192368865013,0.0008700569742359221,0.02592012658715248,0.014457103796303272
and,0.2185291349887848,0.48971283435821533,0.2638654112815857,0.6633074283599854,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.19885091483592987,0.202833354473114,0.48971283435821533,0.25634777545928955,0.4954058527946472,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.20544172823429108
is,0.14228065311908722,0.42745086550712585,0.15379270911216736,0.4691906273365021,0.24293622374534607,0.5810302495956421,0.5823672413825989,0.3135911226272583,0.19901543855667114,0.42745086550712585,0.2174319475889206,0.5394441485404968,0.658733606338501,0.15390309691429138,0.14233897626399994,0.22961433231830597
currently,0.23164501786231995,0.2719990611076355,0.21083040535449982,0.33041635155677795,0.3362814784049988,0.27591681480407715,0.2945235073566437,0.2551729679107666,0.234860360622406,0.2719990611076355,0.24154995381832123,0.30261120200157166,0.2612716257572174,0.2192588597536087,0.09355533123016357,0.1861555278301239
