,against,whom,did,the,camisards,rise,up,to,fight,?
in,0.27273955941200256,0.20012985169887543,0.2593238651752472,0.6662389636039734,0.3289647400379181,0.1934409737586975,0.3120773434638977,0.45010748505592346,0.20735964179039001,0.20430970191955566
the,0.3090755045413971,0.23752936720848083,0.34736719727516174,1.0,0.3797358274459839,0.3404741883277893,0.38423117995262146,0.535392165184021,0.28874441981315613,0.22068053483963013
early,0.1558629870414734,0.15377166867256165,0.32047218084335327,0.34442198276519775,0.2342299371957779,0.270735502243042,0.18022514879703522,0.24557004868984222,0.155953049659729,0.15272949635982513
18th,0.11507833749055862,0.10586439818143845,0.14576448500156403,0.2844390869140625,0.1441720426082611,0.1868593841791153,0.16655588150024414,0.19349952042102814,0.16605722904205322,0.11879357695579529
century,0.127406507730484,0.1757311373949051,0.2333737462759018,0.3617299497127533,0.2853311002254486,0.2123701125383377,0.13817106187343597,0.20143604278564453,0.1519872099161148,0.1026201918721199
",",0.31168749928474426,0.25587570667266846,0.3015086054801941,0.4933079481124878,0.3713952600955963,0.2350703477859497,0.34193792939186096,0.44245919585227966,0.23247352242469788,0.31091248989105225
a,0.2227657586336136,0.21455949544906616,0.2552328109741211,0.5829201340675354,0.2774963676929474,0.2110608071088791,0.32523053884506226,0.45503583550453186,0.23406942188739777,0.23916715383529663
regional,0.11410845816135406,0.10649183392524719,0.15632236003875732,0.3125704526901245,0.2622852623462677,0.1338678002357483,0.11830203235149384,0.2016860693693161,0.09983544051647186,0.09246466308832169
group,0.2582053244113922,0.22077952325344086,0.13719572126865387,0.30795547366142273,0.1522187739610672,0.2518344223499298,0.24862174689769745,0.2672896385192871,0.22951321303844452,0.13827809691429138
known,0.1532188504934311,0.16026067733764648,0.25943970680236816,0.3624623417854309,0.22555966675281525,0.14126233756542206,0.19595219194889069,0.14337651431560516,0.1583060622215271,0.18314571678638458
as,0.24545185267925262,0.31695985794067383,0.3596470057964325,0.48381632566452026,0.2992274761199951,0.19899694621562958,0.22736889123916626,0.42092081904411316,0.2303268015384674,0.27043893933296204
the,0.3090755045413971,0.23752936720848083,0.34736719727516174,1.0,0.3797358274459839,0.3404741883277893,0.38423117995262146,0.535392165184021,0.28874441981315613,0.22068053483963013
camisards,0.30008503794670105,0.34448033571243286,0.26769882440567017,0.3797358274459839,1.0,0.18276286125183105,0.2032257318496704,0.30771324038505554,0.3244454860687256,0.24442410469055176
who,0.2942115366458893,0.6214004158973694,0.34038686752319336,0.3733934462070465,0.32338836789131165,0.12693576514720917,0.26056501269340515,0.42656609416007996,0.3589325249195099,0.26220351457595825
were,0.2829659581184387,0.27088287472724915,0.4162326455116272,0.3906462490558624,0.34271302819252014,0.20160400867462158,0.29601457715034485,0.31913647055625916,0.26946231722831726,0.17890112102031708
huguenots,0.23383420705795288,0.32402387261390686,0.2420482039451599,0.30745792388916016,0.44860175251960754,0.1870362013578415,0.21029096841812134,0.2685132324695587,0.23946258425712585,0.16010338068008423
rioted,0.3148491084575653,0.21554578840732574,0.2764565348625183,0.30941373109817505,0.4683569669723511,0.24928049743175507,0.1920814961194992,0.17348477244377136,0.32392650842666626,0.13206550478935242
against,1.0,0.23362864553928375,0.22514554858207703,0.3090755045413971,0.30008503794670105,0.25984853506088257,0.23695234954357147,0.310872346162796,0.46907472610473633,0.18095137178897858
the,0.3090755045413971,0.23752936720848083,0.34736719727516174,1.0,0.3797358274459839,0.3404741883277893,0.38423117995262146,0.535392165184021,0.28874441981315613,0.22068053483963013
catholic,0.230282723903656,0.22601628303527832,0.16203826665878296,0.26391419768333435,0.29535365104675293,0.07316410541534424,0.16940954327583313,0.2619607746601105,0.14445166289806366,0.16609853506088257
church,0.15665873885154724,0.19075725972652435,0.16781097650527954,0.23846197128295898,0.2654563784599304,0.13357633352279663,0.16270285844802856,0.24439501762390137,0.12577588856220245,0.18081501126289368
in,0.27273955941200256,0.20012985169887543,0.2593238651752472,0.6662389636039734,0.3289647400379181,0.1934409737586975,0.3120773434638977,0.45010748505592346,0.20735964179039001,0.20430970191955566
the,0.3090755045413971,0.23752936720848083,0.34736719727516174,1.0,0.3797358274459839,0.3404741883277893,0.38423117995262146,0.535392165184021,0.28874441981315613,0.22068053483963013
region,0.14710472524166107,0.16557562351226807,0.06474873423576355,0.35020557045936584,0.28224194049835205,0.12614555656909943,0.13360334932804108,0.24118299782276154,0.11838608235120773,0.13441751897335052
",",0.31168749928474426,0.25587570667266846,0.3015086054801941,0.4933079481124878,0.3713952600955963,0.2350703477859497,0.34193792939186096,0.44245919585227966,0.23247352242469788,0.31091248989105225
burning,0.22519783675670624,0.11134056746959686,0.1652091145515442,0.2821531891822815,0.23536831140518188,0.24809549748897552,0.28074342012405396,0.24785497784614563,0.25716495513916016,0.18033187091350555
churches,0.1461246758699417,0.2039446085691452,0.21651899814605713,0.2626241147518158,0.31075146794319153,0.16213911771774292,0.1988183706998825,0.2533203363418579,0.10322950780391693,0.19824735820293427
and,0.3292689621448517,0.3148667514324188,0.34479495882987976,0.5171257257461548,0.3343906104564667,0.2639505863189697,0.4032393991947174,0.48971283435821533,0.3312135934829712,0.20544172823429108
killing,0.30225881934165955,0.15140224993228912,0.1474153697490692,0.2688891291618347,0.3397201895713806,0.18119345605373383,0.1618913859128952,0.2152041643857956,0.32724446058273315,0.13008421659469604
clergy,0.22042818367481232,0.23565584421157837,0.2231728881597519,0.26154741644859314,0.3174636960029602,0.2160615622997284,0.2097906619310379,0.19316771626472473,0.17353501915931702,0.14422976970672607
.,0.28705209493637085,0.26115289330482483,0.35288307070732117,0.5934505462646484,0.29227781295776367,0.1888146847486496,0.351434588432312,0.4645031690597534,0.263308584690094,0.4130953550338745
