,where,did,jebe,and,subutai,spend,the,winter,following,the,split,of,the,mongol,army,?
the,0.5003893971443176,0.34736719727516174,0.272458553314209,0.5171257257461548,0.33055391907691956,0.21215185523033142,1.0,0.30035296082496643,0.39779382944107056,1.0,0.2967630624771118,0.733189046382904,1.0,0.2924198508262634,0.31011611223220825,0.22068053483963013
mongols,0.16501484811306,0.21908389031887054,0.2602241337299347,0.2535054385662079,0.35747799277305603,0.07984840869903564,0.310281366109848,0.19191132485866547,0.1399947553873062,0.310281366109848,0.17406614124774933,0.23517343401908875,0.310281366109848,0.905461847782135,0.31691253185272217,0.11517509818077087
destroyed,0.24977150559425354,0.24185357987880707,0.14411990344524384,0.2592630386352539,0.23608721792697906,0.09968415647745132,0.3403017520904541,0.19577698409557343,0.17580194771289825,0.3403017520904541,0.1722550243139267,0.27498680353164673,0.3403017520904541,0.2934064269065857,0.27446308732032776,0.10318030416965485
the,0.5003893971443176,0.34736719727516174,0.272458553314209,0.5171257257461548,0.33055391907691956,0.21215185523033142,1.0,0.30035296082496643,0.39779382944107056,1.0,0.2967630624771118,0.733189046382904,1.0,0.2924198508262634,0.31011611223220825,0.22068053483963013
kingdom,0.18143217265605927,0.15448923408985138,0.20566187798976898,0.3048160970211029,0.30152156949043274,0.06389039009809494,0.3143408000469208,0.19167889654636383,0.21763379871845245,0.3143408000469208,0.20692867040634155,0.3218171298503876,0.3143408000469208,0.18046745657920837,0.259891539812088,0.12927088141441345
of,0.38066378235816956,0.2513895630836487,0.23213399946689606,0.5116966962814331,0.31992506980895996,0.2479970008134842,0.733189046382904,0.23947669565677643,0.3576679527759552,0.733189046382904,0.2359420210123062,1.0,0.733189046382904,0.22712039947509766,0.2669098675251007,0.1826142966747284
georgia,0.1574542373418808,0.21038854122161865,0.20850558578968048,0.20801471173763275,0.17154574394226074,0.0979713499546051,0.22469212114810944,0.14955231547355652,0.1464344561100006,0.22469212114810944,0.15099996328353882,0.22799049317836761,0.22469212114810944,0.2683388888835907,0.17031843960285187,0.14345775544643402
",",0.3149496018886566,0.3015086054801941,0.30109918117523193,0.6633074283599854,0.31464719772338867,0.2790883779525757,0.4933079481124878,0.29047003388404846,0.27101513743400574,0.4933079481124878,0.26985031366348267,0.4946078956127167,0.4933079481124878,0.2229510098695755,0.230897456407547,0.31091248989105225
sacked,0.15238520503044128,0.2887319028377533,0.1383437067270279,0.24385301768779755,0.15030139684677124,0.11243739724159241,0.23815631866455078,0.15409326553344727,0.14740458130836487,0.23815631866455078,0.21225833892822266,0.21375003457069397,0.23815631866455078,0.3386480510234833,0.2852934002876282,0.07766196876764297
the,0.5003893971443176,0.34736719727516174,0.272458553314209,0.5171257257461548,0.33055391907691956,0.21215185523033142,1.0,0.30035296082496643,0.39779382944107056,1.0,0.2967630624771118,0.733189046382904,1.0,0.2924198508262634,0.31011611223220825,0.22068053483963013
genoese,0.17587263882160187,0.17019321024417877,0.23287250101566315,0.2590281069278717,0.2948344945907593,0.0356721468269825,0.2571585476398468,0.20283156633377075,0.10016869753599167,0.2571585476398468,0.1252303272485733,0.21557582914829254,0.2571585476398468,0.3232669532299042,0.31523701548576355,0.09456944465637207
