,what,were,two,of,fresno,'s,most,beautiful,architectural,buildings,that,are,now,demolished,?
among,0.21154822409152985,0.35641026496887207,0.3255499601364136,0.3679063022136688,0.14480182528495789,0.01186611782759428,0.5484373569488525,0.21299028396606445,0.20614483952522278,0.24537062644958496,0.3136374354362488,0.3811550438404083,0.21571151912212372,0.05216766521334648,0.14343059062957764
them,0.4994642734527588,0.4602346122264862,0.39589542150497437,0.34503093361854553,0.15008322894573212,0.025712676346302032,0.41988104581832886,0.21150802075862885,0.12131910026073456,0.2647933065891266,0.5601773262023926,0.5206625461578369,0.370710164308548,0.19532659649848938,0.35435691475868225
",",0.3087472915649414,0.36755475401878357,0.35859420895576477,0.4946078956127167,0.2561432421207428,-0.0016132977325469255,0.3636029064655304,0.23577161133289337,0.21142789721488953,0.272444486618042,0.4137537479400635,0.4062570035457611,0.43216821551322937,0.25203731656074524,0.31091248989105225
the,0.42745697498321533,0.3906462490558624,0.43858039379119873,0.733189046382904,0.22571885585784912,-0.01540423184633255,0.47635307908058167,0.19110354781150818,0.22612835466861725,0.25566717982292175,0.5473989248275757,0.40399202704429626,0.38266420364379883,0.29508069157600403,0.22068053483963013
original,0.24651947617530823,0.27702075242996216,0.25192147493362427,0.30228546261787415,0.1384359449148178,0.0564689077436924,0.21218320727348328,0.16152632236480713,0.21867141127586365,0.218123659491539,0.326194703578949,0.19794520735740662,0.2546344995498657,0.2842898666858673,0.17256900668144226
fresno,0.159109428524971,0.1892825961112976,0.17640221118927002,0.1875009983778,1.0000001192092896,0.032067470252513885,0.1402399241924286,0.14110934734344482,0.13329358398914337,0.14507965743541718,0.1552816778421402,0.14489346742630005,0.20491930842399597,0.16828620433807373,0.13224096596240997
county,0.16114220023155212,0.18435262143611908,0.10998928546905518,0.2393190860748291,0.2867359220981598,-0.018623292446136475,0.10476100444793701,0.09555618464946747,0.17747780680656433,0.2245645523071289,0.16055446863174438,0.16119374334812164,0.17640773952007294,0.2259659767150879,0.07680056244134903
courthouse,0.20965245366096497,0.20888760685920715,0.17568831145763397,0.2979876697063446,0.33762025833129883,-0.08029074966907501,0.1599668562412262,0.2273310273885727,0.2785722613334656,0.43085747957229614,0.2087552398443222,0.1468476951122284,0.25632381439208984,0.4840860068798065,0.15635086596012115
(,0.2411840260028839,0.14743882417678833,0.2169162482023239,0.35032153129577637,0.188642680644989,0.0012731997994706035,0.20654040575027466,0.15400159358978271,0.17043140530586243,0.16379432380199432,0.2264307141304016,0.23263892531394958,0.3518637716770172,0.17371124029159546,0.40561532974243164
demolished,0.1541847437620163,0.2844667434692383,0.1489538699388504,0.24649691581726074,0.16828620433807373,-0.025960886850953102,0.13687656819820404,0.22124433517456055,0.36555251479148865,0.5154927372932434,0.21741512417793274,0.11582991480827332,0.3588034212589264,0.9999998807907104,0.15856656432151794
),0.26259949803352356,0.1566188633441925,0.24161455035209656,0.3680361211299896,0.20478583872318268,0.021107977256178856,0.23620007932186127,0.1797063797712326,0.17467747628688812,0.15395024418830872,0.23478686809539795,0.2373749315738678,0.36229267716407776,0.18825334310531616,0.42300865054130554
",",0.3087472915649414,0.36755475401878357,0.35859420895576477,0.4946078956127167,0.2561432421207428,-0.0016132977325469255,0.3636029064655304,0.23577161133289337,0.21142789721488953,0.272444486618042,0.4137537479400635,0.4062570035457611,0.43216821551322937,0.25203731656074524,0.31091248989105225
the,0.42745697498321533,0.3906462490558624,0.43858039379119873,0.733189046382904,0.22571885585784912,-0.01540423184633255,0.47635307908058167,0.19110354781150818,0.22612835466861725,0.25566717982292175,0.5473989248275757,0.40399202704429626,0.38266420364379883,0.29508069157600403,0.22068053483963013
fresno,0.159109428524971,0.1892825961112976,0.17640221118927002,0.1875009983778,1.0000001192092896,0.032067470252513885,0.1402399241924286,0.14110934734344482,0.13329358398914337,0.14507965743541718,0.1552816778421402,0.14489346742630005,0.20491930842399597,0.16828620433807373,0.13224096596240997
carnegie,0.1992025077342987,0.1961495280265808,0.17569859325885773,0.26828065514564514,0.21196772158145905,0.03477966785430908,0.2246834933757782,0.12841899693012238,0.33173686265945435,0.2715268135070801,0.2513066232204437,0.18966788053512573,0.21964968740940094,0.22358284890651703,0.16629517078399658
public,0.1729622185230255,0.16988693177700043,0.18226072192192078,0.2391265481710434,0.2536109983921051,0.060657959431409836,0.18297888338565826,0.1783105731010437,0.3030227720737457,0.304764986038208,0.2622828185558319,0.18111367523670197,0.2278347611427307,0.18903318047523499,0.19872993230819702
library,0.19149379432201385,0.11420228332281113,0.1323847770690918,0.21889357268810272,0.21979932487010956,-0.09959429502487183,0.16268503665924072,0.15269622206687927,0.3063605725765228,0.31916746497154236,0.1702454686164856,0.13147571682929993,0.18886792659759521,0.189558207988739,0.18938742578029633
(,0.2411840260028839,0.14743882417678833,0.2169162482023239,0.35032153129577637,0.188642680644989,0.0012731997994706035,0.20654040575027466,0.15400159358978271,0.17043140530586243,0.16379432380199432,0.2264307141304016,0.23263892531394958,0.3518637716770172,0.17371124029159546,0.40561532974243164
demolished,0.1541847437620163,0.2844667434692383,0.1489538699388504,0.24649691581726074,0.16828620433807373,-0.025960886850953102,0.13687656819820404,0.22124433517456055,0.36555251479148865,0.5154927372932434,0.21741512417793274,0.11582991480827332,0.3588034212589264,0.9999998807907104,0.15856656432151794
),0.26259949803352356,0.1566188633441925,0.24161455035209656,0.3680361211299896,0.20478583872318268,0.021107977256178856,0.23620007932186127,0.1797063797712326,0.17467747628688812,0.15395024418830872,0.23478686809539795,0.2373749315738678,0.36229267716407776,0.18825334310531616,0.42300865054130554
",",0.3087472915649414,0.36755475401878357,0.35859420895576477,0.4946078956127167,0.2561432421207428,-0.0016132977325469255,0.3636029064655304,0.23577161133289337,0.21142789721488953,0.272444486618042,0.4137537479400635,0.4062570035457611,0.43216821551322937,0.25203731656074524,0.31091248989105225
