,which,species,are,ribbon-shaped,planktonic,animals,?
the,0.6521818041801453,0.2522439956665039,0.40399202704429626,0.33066532015800476,0.259692519903183,0.2939487397670746,0.22068053483963013
cestida,0.2614021599292755,0.3945351839065552,0.2743150293827057,0.23476016521453857,0.38003039360046387,0.36335569620132446,0.2604219913482666
(,0.2589828372001648,0.18460895121097565,0.23263892531394958,0.14451947808265686,0.13871972262859344,0.16008307039737701,0.40561532974243164
``,0.05178012326359749,0.0859888568520546,0.12624181807041168,0.019461199641227722,0.13192439079284668,0.0818617045879364,0.0685480609536171
belt,0.22505633533000946,0.15943291783332825,0.183999702334404,0.28431734442710876,0.09743528813123703,0.1149979755282402,0.16518241167068481
animals,0.34123191237449646,0.504766583442688,0.37765127420425415,0.24330918490886688,0.46260207891464233,1.0000001192092896,0.16430135071277618
'',-0.03332270681858063,0.005810560192912817,0.0263817198574543,-0.006841985508799553,-0.05419120937585831,0.033727724105119705,0.018684765323996544
),0.2758678197860718,0.1479661911725998,0.2373749315738678,0.17455929517745972,0.13135568797588348,0.1515108048915863,0.42300865054130554
are,0.42922598123550415,0.3297041952610016,1.0,0.26497167348861694,0.35414406657218933,0.37765127420425415,0.24591213464736938
ribbon-shaped,0.408046156167984,0.2604062557220459,0.26497167348861694,1.0000001192092896,0.27743008732795715,0.24330918490886688,0.12033665180206299
planktonic,0.3388776481151581,0.5031908750534058,0.35414406657218933,0.27743008732795715,1.0,0.46260207891464233,0.18189789354801178
animals,0.34123191237449646,0.504766583442688,0.37765127420425415,0.24330918490886688,0.46260207891464233,1.0000001192092896,0.16430135071277618
",",0.3658004403114319,0.2223871648311615,0.4062570035457611,0.2315768301486969,0.20207072794437408,0.23067066073417664,0.31091248989105225
with,0.46403205394744873,0.1754012405872345,0.38996943831443787,0.30866435170173645,0.16735227406024933,0.22077065706253052,0.2433311939239502
the,0.6521818041801453,0.2522439956665039,0.40399202704429626,0.33066532015800476,0.259692519903183,0.2939487397670746,0.22068053483963013
mouth,0.2868998646736145,0.21408823132514954,0.20501531660556793,0.3515382707118988,0.29420459270477295,0.22977131605148315,0.21761061251163483
and,0.506277859210968,0.23547904193401337,0.48576638102531433,0.3119508624076843,0.23100398480892181,0.3589221239089966,0.20544172823429108
aboral,0.24711647629737854,0.3266329765319824,0.278048574924469,0.1813662201166153,0.3049379289150238,0.3588656485080719,0.24511504173278809
organ,0.2909327447414398,0.1935933381319046,0.18534819781780243,0.2661442756652832,0.25143900513648987,0.26138409972190857,0.15820808708667755
aligned,0.2738286852836609,0.14403973519802094,0.17926758527755737,0.3079032003879547,0.15142850577831268,0.1299043744802475,0.14739151298999786
in,0.4840516746044159,0.2179255336523056,0.3841303884983063,0.24029317498207092,0.2334669977426529,0.26300355792045593,0.20430970191955566
the,0.6521818041801453,0.2522439956665039,0.40399202704429626,0.33066532015800476,0.259692519903183,0.2939487397670746,0.22068053483963013
middle,0.22406704723834991,0.15024054050445557,0.16648951172828674,0.2708759307861328,0.21723394095897675,0.14227084815502167,0.13139553368091583
of,0.5011631846427917,0.23307405412197113,0.39081433415412903,0.2603597044944763,0.2630866467952728,0.2599885165691376,0.1826142966747284
opposite,0.3087747395038605,0.14627160131931305,0.30710941553115845,0.1955089420080185,0.2385074943304062,0.13706828653812408,0.0778411254286766
edges,0.3238072693347931,0.32750171422958374,0.3241749703884125,0.4530406594276428,0.3372383415699005,0.22977027297019958,0.07914279401302338
of,0.5011631846427917,0.23307405412197113,0.39081433415412903,0.2603597044944763,0.2630866467952728,0.2599885165691376,0.1826142966747284
the,0.6521818041801453,0.2522439956665039,0.40399202704429626,0.33066532015800476,0.259692519903183,0.2939487397670746,0.22068053483963013
ribbon,0.26677700877189636,0.20169542729854584,0.19837555289268494,0.7964730262756348,0.19280977547168732,0.18157880008220673,0.11573434621095657
.,0.45942068099975586,0.25772613286972046,0.3452940285205841,0.25785622000694275,0.2627337872982025,0.27480828762054443,0.4130953550338745
