,who,do,coordinating,lead,authors,report,to,?
the,0.3733934462070465,0.30239659547805786,0.2802852392196655,0.21995973587036133,0.198689267039299,0.2556745111942291,0.535392165184021,0.22068053483963013
coordinating,0.13873086869716644,0.19830620288848877,1.0000001192092896,0.1984587013721466,0.1953067034482956,0.2840683162212372,0.25487276911735535,0.16846343874931335
lead,0.19455209374427795,0.20267564058303833,0.1984587013721466,0.9999998807907104,0.11187088489532471,0.19810797274112701,0.23490607738494873,0.14552436769008636
authors,0.20428071916103363,0.22973844408988953,0.1953067034482956,0.11187088489532471,1.0000001192092896,0.27215006947517395,0.21663688123226166,0.19121912121772766
are,0.27294138073921204,0.41111594438552856,0.20283599197864532,0.14601658284664154,0.26305270195007324,0.1750389188528061,0.3504326641559601,0.24591213464736938
responsible,0.2545164227485657,0.2054021805524826,0.3744601905345917,0.13944384455680847,0.16882941126823425,0.3283853828907013,0.19470079243183136,0.11367333680391312
for,0.37110671401023865,0.29510271549224854,0.3151260316371918,0.29822173714637756,0.21385852992534637,0.2216007560491562,0.4451248347759247,0.264628142118454
assembling,0.16525016725063324,0.22018688917160034,0.30737364292144775,0.1266540288925171,0.17656309902668,0.16468065977096558,0.24513663351535797,0.13232529163360596
the,0.3733934462070465,0.30239659547805786,0.2802852392196655,0.21995973587036133,0.198689267039299,0.2556745111942291,0.535392165184021,0.22068053483963013
contributions,0.24017052352428436,0.2932237386703491,0.24734848737716675,0.1233721524477005,0.3626900017261505,0.30784323811531067,0.26259103417396545,0.3201877772808075
of,0.2827862501144409,0.26150479912757874,0.2537423074245453,0.19835850596427917,0.19112128019332886,0.22992923855781555,0.41548454761505127,0.1826142966747284
the,0.3733934462070465,0.30239659547805786,0.2802852392196655,0.21995973587036133,0.198689267039299,0.2556745111942291,0.535392165184021,0.22068053483963013
other,0.3612329661846161,0.34946969151496887,0.26354560256004333,0.1773902028799057,0.23839785158634186,0.23242804408073425,0.4193183183670044,0.24682199954986572
authors,0.20428071916103363,0.22973844408988953,0.1953067034482956,0.11187088489532471,1.0000001192092896,0.27215006947517395,0.21663688123226166,0.19121912121772766
",",0.3365725874900818,0.3283645510673523,0.2447437047958374,0.2561914026737213,0.2319156676530838,0.250803142786026,0.44245919585227966,0.31091248989105225
ensuring,0.28776243329048157,0.285753458738327,0.35007062554359436,0.13686899840831757,0.22310343384742737,0.24503451585769653,0.33705413341522217,0.201530322432518
that,0.45444270968437195,0.44533252716064453,0.23855464160442352,0.21979129314422607,0.2422322928905487,0.30103304982185364,0.5436353087425232,0.32716336846351624
they,0.47879111766815186,0.4667694866657257,0.1692160964012146,0.2170887142419815,0.23697318136692047,0.20073619484901428,0.5452046394348145,0.2753053903579712
meet,0.23670800030231476,0.27747654914855957,0.1741628646850586,0.17056281864643097,0.17805646359920502,0.10037841647863388,0.3202740550041199,0.1658235788345337
stylistic,0.18480254709720612,0.21867692470550537,0.21671031415462494,0.166066512465477,0.255934476852417,0.15651248395442963,0.21566568315029144,0.2257237583398819
and,0.41279885172843933,0.276123583316803,0.26887890696525574,0.31077226996421814,0.2311880737543106,0.20391902327537537,0.48971283435821533,0.20544172823429108
formatting,0.11236603558063507,0.27831652760505676,0.37588295340538025,0.23608532547950745,0.28276991844177246,0.25720295310020447,0.26608601212501526,0.395094096660614
requirements,0.23744942247867584,0.37221449613571167,0.25369176268577576,0.1527099460363388,0.19082267582416534,0.22359907627105713,0.33546167612075806,0.2940613329410553
",",0.3365725874900818,0.3283645510673523,0.2447437047958374,0.2561914026737213,0.2319156676530838,0.250803142786026,0.44245919585227966,0.31091248989105225
and,0.41279885172843933,0.276123583316803,0.26887890696525574,0.31077226996421814,0.2311880737543106,0.20391902327537537,0.48971283435821533,0.20544172823429108
reporting,0.2091859132051468,0.268574595451355,0.381011039018631,0.2660357654094696,0.21305091679096222,0.7056457996368408,0.2542947828769684,0.294716477394104
to,0.42656609416007996,0.38876664638519287,0.25487276911735535,0.23490607738494873,0.21663688123226166,0.2559358477592468,1.0,0.29463258385658264
the,0.3733934462070465,0.30239659547805786,0.2802852392196655,0.21995973587036133,0.198689267039299,0.2556745111942291,0.535392165184021,0.22068053483963013
working,0.32452359795570374,0.2560761868953705,0.35730138421058655,0.18042103946208954,0.13987407088279724,0.2365003526210785,0.28215980529785156,0.17154020071029663
group,0.33690139651298523,0.18869154155254364,0.22652040421962738,0.1742405891418457,0.18911997973918915,0.22186142206192017,0.2672896385192871,0.13827809691429138
chairs,0.19165369868278503,0.200530543923378,0.2611510455608368,0.13697217404842377,0.18139179050922394,0.19788728654384613,0.18697042763233185,0.1236351951956749
.,0.3541337847709656,0.3613996207714081,0.2606099545955658,0.2305188626050949,0.15482334792613983,0.277835488319397,0.4645031690597534,0.4130953550338745
