,what,is,an,example,of,a,rotary,engine,without,pistons,?
it,0.45803478360176086,0.6328473687171936,0.39472338557243347,0.33693674206733704,0.38761502504348755,0.5452592968940735,0.1945594847202301,0.26840072870254517,0.23948165774345398,0.23311787843704224,0.25732165575027466
is,0.28837618231773376,1.0,0.4654068350791931,0.36737263202667236,0.4854315221309662,0.658733606338501,0.21896867454051971,0.18856970965862274,0.22869740426540375,0.2082388699054718,0.22961433231830597
possible,0.3281886577606201,0.2872174084186554,0.25436753034591675,0.42349228262901306,0.3314395844936371,0.3421713411808014,0.15519042313098907,0.2083767056465149,0.34051692485809326,0.2401309460401535,0.3059970438480377
to,0.455847829580307,0.42745086550712585,0.3138085603713989,0.3451666533946991,0.41548454761505127,0.45503583550453186,0.16591617465019226,0.20794793963432312,0.37970873713493347,0.2704523503780365,0.29463258385658264
use,0.3453877568244934,0.3357410430908203,0.24603988230228424,0.5154585838317871,0.2750902473926544,0.30793872475624084,0.23503564298152924,0.2398114949464798,0.4003336727619171,0.285853773355484,0.32795652747154236
a,0.3320399522781372,0.658733606338501,0.44552403688430786,0.40234753489494324,0.5052502155303955,1.0,0.3010491132736206,0.24768835306167603,0.2797018885612488,0.24513056874275208,0.23916715383529663
mechanism,0.2635997533798218,0.21533295512199402,0.22490541636943817,0.31330227851867676,0.21395906805992126,0.2361949384212494,0.3399299085140228,0.26553910970687866,0.2791147232055664,0.27415359020233154,0.1732848435640335
based,0.274813175201416,0.3248139023780823,0.2026301473379135,0.29313981533050537,0.3033197224140167,0.2977409064769745,0.20254816114902496,0.15070413053035736,0.16817833483219147,0.10595250129699707,0.134929820895195
on,0.34226128458976746,0.3635730445384979,0.3192969560623169,0.22160455584526062,0.3966929316520691,0.3848365545272827,0.15527436137199402,0.21060344576835632,0.26243290305137634,0.20368742942810059,0.2714994251728058
a,0.3320399522781372,0.658733606338501,0.44552403688430786,0.40234753489494324,0.5052502155303955,1.0,0.3010491132736206,0.24768835306167603,0.2797018885612488,0.24513056874275208,0.23916715383529663
pistonless,0.2433011680841446,0.3270460069179535,0.28569018840789795,0.34055963158607483,0.26839569211006165,0.384858638048172,0.4788735806941986,0.44789767265319824,0.2688066363334656,0.7772307395935059,0.2654431462287903
rotary,0.17419953644275665,0.21896867454051971,0.17840783298015594,0.22080650925636292,0.17702965438365936,0.3010491132736206,0.9999998807907104,0.37851420044898987,0.16806572675704956,0.41941919922828674,0.07097224146127701
engine,0.18463268876075745,0.18856970965862274,0.18337401747703552,0.17986296117305756,0.17095594108104706,0.24768835306167603,0.37851420044898987,1.0,0.22409343719482422,0.42265936732292175,0.17739196121692657
such,0.23989605903625488,0.23545363545417786,0.2025681436061859,0.4555383324623108,0.3209529519081116,0.2706976532936096,0.214227095246315,0.12399271875619888,0.3131762146949768,0.15182769298553467,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.37218472361564636,0.35903409123420715,0.3886612355709076,0.39550232887268066,0.17900818586349487,0.15144379436969757,0.2948721945285797,0.2100476175546646,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.5829201340675354,0.22118352353572845,0.21651263535022736,0.3270869255065918,0.278138667345047,0.22068053483963013
wankel,0.1420304924249649,0.22396229207515717,0.2438204139471054,0.18174581229686737,0.19642026722431183,0.22147861123085022,0.38298115134239197,0.39207175374031067,0.1404222548007965,0.31149014830589294,0.15403079986572266
engine,0.18463268876075745,0.18856970965862274,0.18337401747703552,0.17986296117305756,0.17095594108104706,0.24768835306167603,0.37851420044898987,1.0,0.22409343719482422,0.42265936732292175,0.17739196121692657
in,0.30808621644973755,0.5394441485404968,0.2605783939361572,0.30483278632164,0.5696388483047485,0.539380669593811,0.18010728061199188,0.18885408341884613,0.2553589344024658,0.24242204427719116,0.20430970191955566
place,0.2689766585826874,0.3122972249984741,0.20706063508987427,0.31672534346580505,0.2685627043247223,0.3079278767108917,0.10187407582998276,0.15709622204303741,0.21081653237342834,0.1700933277606964,0.2455766350030899
of,0.33290785551071167,0.4854315221309662,0.32280945777893066,0.3570667505264282,1.0,0.5052502155303955,0.17702965438365936,0.17095594108104706,0.3081340193748474,0.20359718799591064,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.5829201340675354,0.22118352353572845,0.21651263535022736,0.3270869255065918,0.278138667345047,0.22068053483963013
cylinders,0.11697165668010712,0.19109757244586945,0.17980943620204926,0.2613323926925659,0.19662508368492126,0.2649710178375244,0.46834632754325867,0.458169162273407,0.24752913415431976,0.49401047825813293,0.10796968638896942
and,0.31309178471565247,0.3859752118587494,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.3739250600337982,0.20693451166152954,0.18437977135181427,0.35511502623558044,0.22695127129554749,0.20544172823429108
valve,0.20161333680152893,0.19948938488960266,0.17777954041957855,0.15270200371742249,0.18834803998470306,0.24269413948059082,0.2934860289096832,0.42488303780555725,0.23595838248729706,0.404702752828598,0.19203683733940125
gear,0.17239733040332794,0.249674454331398,0.1787169873714447,0.18349333107471466,0.17945949733257294,0.2856457829475403,0.37464505434036255,0.4464776813983917,0.16179370880126953,0.3610232174396515,0.15315064787864685
of,0.33290785551071167,0.4854315221309662,0.32280945777893066,0.3570667505264282,1.0,0.5052502155303955,0.17702965438365936,0.17095594108104706,0.3081340193748474,0.20359718799591064,0.1826142966747284
