,in,what,year,did,tesla,go,to,colorado,springs,?
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.16159376502037048,0.23738256096839905,0.41031414270401,0.1674119234085083,0.20432116091251373,0.2714994251728058
17,0.10391845554113388,0.1129629984498024,0.15606360137462616,0.07127774506807327,0.05340947210788727,0.06178271397948265,0.07247230410575867,0.0559203140437603,0.04385075345635414,0.17603135108947754
may,0.3424151837825775,0.25739946961402893,0.22333407402038574,0.3038632869720459,0.13961349427700043,0.13726018369197845,0.391582727432251,0.15630567073822021,0.1884348839521408,0.2768254578113556
1899,-0.1007990762591362,0.018272055312991142,-0.1622832715511322,0.02170962281525135,-0.1665361374616623,-0.04771240055561066,0.004849418997764587,-0.13157548010349274,-0.10047966241836548,-0.09203046560287476
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20599327981472015,0.3043581247329712,0.44245919585227966,0.23917348682880402,0.3291926681995392,0.31091248989105225
tesla,0.17097744345664978,0.23221199214458466,0.1455472707748413,0.09757418930530548,0.9999999403953552,0.07152407616376877,0.17548894882202148,0.17255069315433502,0.18937155604362488,0.10250775516033173
moved,0.3323737680912018,0.20601840317249298,0.16804592311382294,0.27509647607803345,0.09426514059305191,0.30781811475753784,0.2918468713760376,0.1646842509508133,0.1540829986333847,0.15112607181072235
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.17548894882202148,0.384844571352005,1.0,0.20569247007369995,0.2137940526008606,0.29463258385658264
colorado,0.27394023537635803,0.1414678543806076,0.2060897797346115,0.16166602075099945,0.17255069315433502,0.14108771085739136,0.20569247007369995,1.0,0.477096289396286,0.15461322665214539
springs,0.3043060898780823,0.1694866269826889,0.17576844990253448,0.10978550463914871,0.18937155604362488,0.13667814433574677,0.2137940526008606,0.477096289396286,1.0000001192092896,0.0950024425983429
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20599327981472015,0.3043581247329712,0.44245919585227966,0.23917348682880402,0.3291926681995392,0.31091248989105225
where,0.5344807505607605,0.4457937180995941,0.20427323877811432,0.24159270524978638,0.12761090695858002,0.3893263638019562,0.47735077142715454,0.17928819358348846,0.2359141707420349,0.24793872237205505
he,0.41690486669540405,0.3114890456199646,0.2827935814857483,0.3292143940925598,0.12373391538858414,0.25558793544769287,0.385390967130661,0.19273489713668823,0.17487819492816925,0.2089974731206894
would,0.30461156368255615,0.45766422152519226,0.259968101978302,0.6268245577812195,0.14290116727352142,0.34386715292930603,0.5965728163719177,0.19261077046394348,0.1663704812526703,0.37178951501846313
have,0.36843645572662354,0.39808809757232666,0.23220738768577576,0.3783526122570038,0.12181562930345535,0.3391336500644684,0.4544740617275238,0.18044838309288025,0.1457339972257614,0.32991164922714233
room,0.19083113968372345,0.22132179141044617,0.15584537386894226,0.2343335598707199,0.19949762523174286,0.26945164799690247,0.2809727191925049,0.17115311324596405,0.2302004098892212,0.1769251674413681
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.318512886762619,0.13983871042728424,0.2588973641395569,0.4451248347759247,0.19454334676265717,0.19647254049777985,0.264628142118454
his,0.3598145842552185,0.26976513862609863,0.255428284406662,0.3546801507472992,0.1580733060836792,0.2329278290271759,0.3715193271636963,0.18580646812915802,0.1728365272283554,0.18075084686279297
high-voltage,0.2587648034095764,0.2539892792701721,0.17381219565868378,0.17168061435222626,0.38331884145736694,0.2531817555427551,0.3075418472290039,0.26528143882751465,0.2547406256198883,0.23572029173374176
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20599327981472015,0.3043581247329712,0.44245919585227966,0.23917348682880402,0.3291926681995392,0.31091248989105225
high-frequency,0.24659109115600586,0.3146239221096039,0.22871023416519165,0.15809187293052673,0.26202645897865295,0.1744634509086609,0.29834818840026855,0.20231491327285767,0.2328815907239914,0.22459599375724792
experiments,0.21977302432060242,0.3106561601161957,0.16779468953609467,0.2717590034008026,0.29793205857276917,0.20266690850257874,0.273220032453537,0.15858805179595947,0.23199160397052765,0.14564716815948486
;,0.092739537358284,0.10986888408660889,0.00956164300441742,0.10727239400148392,-0.03835732489824295,0.04024142399430275,0.0979827418923378,0.06836207956075668,-0.07119382917881012,0.10349778085947037
his,0.3598145842552185,0.26976513862609863,0.255428284406662,0.3546801507472992,0.1580733060836792,0.2329278290271759,0.3715193271636963,0.18580646812915802,0.1728365272283554,0.18075084686279297
lab,0.19344905018806458,0.20529143512248993,0.10749966651201248,0.19881273806095123,0.24769280850887299,0.1458064466714859,0.22717534005641937,0.18637675046920776,0.1776001900434494,0.15959888696670532
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.16455206274986267,0.16801296174526215,0.3636345863342285,0.23214073479175568,0.2148619294166565,0.18412111699581146
located,0.35149815678596497,0.2034616470336914,0.1438501626253128,0.12403438240289688,0.1643938571214676,0.1987956464290619,0.20850814878940582,0.19021454453468323,0.2735832631587982,0.08983194828033447
near,0.40211278200149536,0.19414293766021729,0.17220816016197205,0.08748484402894974,0.08963809162378311,0.12512046098709106,0.2456841915845871,0.16208256781101227,0.3181630074977875,0.10734958201646805
foote,0.21522270143032074,0.1883304864168167,0.15023519098758698,0.18810300529003143,0.00407413300126791,0.17087505757808685,0.185734361410141,0.23494800925254822,0.23926182091236115,0.21577239036560059
ave.,0.1748913824558258,0.11501527577638626,0.1595877856016159,0.003663583192974329,0.07594387978315353,0.13123701512813568,0.17848855257034302,0.15576514601707458,0.09882422536611557,0.13709485530853271
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.19560420513153076,0.35260969400405884,0.48971283435821533,0.19103363156318665,0.30992886424064636,0.20544172823429108
kiowa,0.27371734380722046,0.23455028235912323,0.13089118897914886,0.20124344527721405,0.17578637599945068,0.16822735965251923,0.20614361763000488,0.37936586141586304,0.36811986565589905,0.17045456171035767
st,0.259651780128479,0.13546641170978546,0.24080416560173035,0.18226762115955353,0.14055268466472626,0.24153000116348267,0.21034306287765503,0.20216254889965057,0.12082081288099289,0.13298600912094116
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.17949827015399933,0.3313661813735962,0.4645031690597534,0.26907283067703247,0.27708810567855835,0.4130953550338745
