,what,other,northern,european,cities,had,huguenot,congregations,?
several,0.22446060180664062,0.5414279103279114,0.1704493910074234,0.2389901727437973,0.1921219676733017,0.3695624768733978,0.21934939920902252,0.287138432264328,0.15595775842666626
congregations,0.15251578390598297,0.3005498945713043,0.17037343978881836,0.20360644161701202,0.2271539717912674,0.2247430980205536,0.3974840044975281,1.0000001192092896,0.18817296624183655
were,0.22298263013362885,0.4041554927825928,0.17930571734905243,0.21272888779640198,0.2273229956626892,0.6150832772254944,0.23719102144241333,0.28174203634262085,0.17890112102031708
founded,0.1163782924413681,0.16046752035617828,0.20021897554397583,0.22503596544265747,0.279464453458786,0.1999899297952652,0.21062584221363068,0.18834829330444336,0.09119737893342972
",",0.3087472915649414,0.4446498453617096,0.29473260045051575,0.19684812426567078,0.31927579641342163,0.35487717390060425,0.24752236902713776,0.23915895819664001,0.31091248989105225
such,0.23989605903625488,0.6041211485862732,0.15127722918987274,0.24026738107204437,0.1882837861776352,0.2396223247051239,0.1115405485033989,0.22332951426506042,0.17851735651493073
as,0.31749409437179565,0.42805421352386475,0.2425830066204071,0.20210161805152893,0.19171151518821716,0.3393979072570801,0.15821954607963562,0.24213267862796783,0.27043893933296204
those,0.44466671347618103,0.5963296890258789,0.18044915795326233,0.23152820765972137,0.2596706449985504,0.3564930558204651,0.2590872347354889,0.31241554021835327,0.3328189253807068
of,0.33290785551071167,0.38583824038505554,0.32586339116096497,0.2507138252258301,0.29528072476387024,0.37755560874938965,0.29061198234558105,0.2844245731830597,0.1826142966747284
fredericia,0.1824376881122589,0.09972383081912994,0.19825071096420288,0.11650771647691727,0.21435041725635529,0.2612636089324951,0.32048481702804565,0.196625217795372,0.20859719812870026
(,0.2411840260028839,0.25035592913627625,0.21831387281417847,0.17014704644680023,0.1797657459974289,0.16223937273025513,0.18252547085285187,0.1494266390800476,0.40561532974243164
denmark,0.14418567717075348,0.17090928554534912,0.20714952051639557,0.3302900195121765,0.1802678406238556,0.17699149250984192,0.2726280987262726,0.19222378730773926,0.12332404404878616
),0.26259949803352356,0.26200005412101746,0.19624486565589905,0.17755553126335144,0.18068154156208038,0.17014533281326294,0.18730930984020233,0.1738605797290802,0.42300865054130554
",",0.3087472915649414,0.4446498453617096,0.29473260045051575,0.19684812426567078,0.31927579641342163,0.35487717390060425,0.24752236902713776,0.23915895819664001,0.31091248989105225
berlin,0.14214999973773956,0.15510113537311554,0.12404022365808487,0.19006438553333282,0.17417970299720764,0.19717028737068176,0.3200712502002716,0.21900545060634613,0.1003006249666214
",",0.3087472915649414,0.4446498453617096,0.29473260045051575,0.19684812426567078,0.31927579641342163,0.35487717390060425,0.24752236902713776,0.23915895819664001,0.31091248989105225
stockholm,0.1267077922821045,0.14877276122570038,0.13563697040081024,0.17800414562225342,0.094850093126297,0.1322203129529953,0.19538693130016327,0.2209821194410324,0.11597216874361038
",",0.3087472915649414,0.4446498453617096,0.29473260045051575,0.19684812426567078,0.31927579641342163,0.35487717390060425,0.24752236902713776,0.23915895819664001,0.31091248989105225
hamburg,0.17097151279449463,0.1987188309431076,0.13349729776382446,0.24434912204742432,0.20729893445968628,0.1964373141527176,0.3261167109012604,0.24196991324424744,0.1613893359899521
",",0.3087472915649414,0.4446498453617096,0.29473260045051575,0.19684812426567078,0.31927579641342163,0.35487717390060425,0.24752236902713776,0.23915895819664001,0.31091248989105225
frankfurt,0.15238918364048004,0.19864001870155334,0.14702032506465912,0.26887595653533936,0.22212660312652588,0.18366727232933044,0.2696688771247864,0.19579710066318512,0.15269634127616882
",",0.3087472915649414,0.4446498453617096,0.29473260045051575,0.19684812426567078,0.31927579641342163,0.35487717390060425,0.24752236902713776,0.23915895819664001,0.31091248989105225
helsinki,0.15578968822956085,0.1499420404434204,0.23173899948596954,0.28268861770629883,0.19603107869625092,0.1485995501279831,0.19522421061992645,0.19172383844852448,0.10637916624546051
",",0.3087472915649414,0.4446498453617096,0.29473260045051575,0.19684812426567078,0.31927579641342163,0.35487717390060425,0.24752236902713776,0.23915895819664001,0.31091248989105225
and,0.31309178471565247,0.5504306554794312,0.2852024435997009,0.24143946170806885,0.292957067489624,0.3872550129890442,0.2762077748775482,0.294315367937088,0.20544172823429108
emden,0.11867669969797134,0.11244243383407593,0.24491851031780243,0.13668115437030792,0.14591237902641296,0.16283752024173737,0.35859790444374084,0.20328687131404877,0.1063951775431633
.,0.3567904531955719,0.41511186957359314,0.2815330922603607,0.2095622420310974,0.2525215446949005,0.37348684668540955,0.2060975730419159,0.2834881842136383,0.4130953550338745
