,what,system,has,an,impact,on,income,inequality,?
another,0.4190070629119873,0.21004892885684967,0.34104037284851074,0.47266486287117004,0.20995205640792847,0.2988088130950928,0.19795821607112885,0.20478129386901855,0.295511931180954
cause,0.24883218109607697,0.2261597067117691,0.20474109053611755,0.22220543026924133,0.3472246527671814,0.2381288707256317,0.187949538230896,0.2746061682701111,0.240532785654068
is,0.28837618231773376,0.2282046526670456,0.5668748617172241,0.4654068350791931,0.18670059740543365,0.3635730445384979,0.14559021592140198,0.1953488290309906,0.22961433231830597
the,0.42745697498321533,0.3233085572719574,0.4177538752555847,0.4207492768764496,0.22336715459823608,0.5107308030128479,0.23699946701526642,0.23508106172084808,0.22068053483963013
rate,0.21845893561840057,0.23756901919841766,0.18859195709228516,0.16143523156642914,0.20735208690166473,0.19178344309329987,0.435928612947464,0.31061500310897827,0.1308269053697586
at,0.2838611304759979,0.1684759259223938,0.2743658423423767,0.2446778565645218,0.10744886100292206,0.4806317389011383,0.1277964860200882,0.09589436650276184,0.21978627145290375
which,0.5261979103088379,0.37390631437301636,0.4350704550743103,0.3611921966075897,0.29357287287712097,0.4245251417160034,0.2455010861158371,0.25761353969573975,0.25814583897590637
income,0.21837803721427917,0.17890077829360962,0.20378613471984863,0.12479376047849655,0.25017058849334717,0.12938405573368073,1.0,0.46967795491218567,0.14935168623924255
is,0.28837618231773376,0.2282046526670456,0.5668748617172241,0.4654068350791931,0.18670059740543365,0.3635730445384979,0.14559021592140198,0.1953488290309906,0.22961433231830597
taxed,0.27047064900398254,0.2431226223707199,0.2063780575990677,0.16722668707370758,0.19758860766887665,0.18449676036834717,0.5650092363357544,0.3471635580062866,0.24854633212089539
coupled,0.20149748027324677,0.21728657186031342,0.22993651032447815,0.24070672690868378,0.2669115662574768,0.23331768810749054,0.2590964138507843,0.31645822525024414,0.22709330916404724
with,0.2464839518070221,0.14296101033687592,0.44092974066734314,0.2730048894882202,0.23490789532661438,0.40749499201774597,0.19497792422771454,0.2160445749759674,0.2433311939239502
the,0.42745697498321533,0.3233085572719574,0.4177538752555847,0.4207492768764496,0.22336715459823608,0.5107308030128479,0.23699946701526642,0.23508106172084808,0.22068053483963013
progressivity,0.26819783449172974,0.2668294608592987,0.25157782435417175,0.21474890410900116,0.3400154113769531,0.2352760285139084,0.31671446561813354,0.48442548513412476,0.15726478397846222
of,0.33290785551071167,0.25597915053367615,0.3909035325050354,0.32280945777893066,0.21139270067214966,0.3966929316520691,0.2581324577331543,0.27910974621772766,0.1826142966747284
the,0.42745697498321533,0.3233085572719574,0.4177538752555847,0.4207492768764496,0.22336715459823608,0.5107308030128479,0.23699946701526642,0.23508106172084808,0.22068053483963013
tax,0.21278929710388184,0.20841825008392334,0.15139874815940857,0.1595001518726349,0.25085070729255676,0.15417660772800446,0.61326003074646,0.3682924807071686,0.2097984105348587
system,0.23557309806346893,1.0000001192092896,0.17706717550754547,0.17536801099777222,0.1949118822813034,0.21675898134708405,0.17890077829360962,0.23671649396419525,0.15556083619594574
.,0.3567904531955719,0.2277725487947464,0.4105546176433563,0.3581749200820923,0.2026742696762085,0.49257001280784607,0.26448529958724976,0.22563500702381134,0.4130953550338745
,what,system,has,an,impact,on,income,inequality,?
in,0.30808621644973755,0.21978288888931274,0.4173259735107422,0.2605783939361572,0.18933768570423126,0.46853652596473694,0.1795814335346222,0.19402410089969635,0.20430970191955566
a,0.3320399522781372,0.2589043080806732,0.4670248031616211,0.44552403688430786,0.24985632300376892,0.3848365545272827,0.2084353119134903,0.1783585250377655,0.23916715383529663
progressive,0.20924389362335205,0.19448617100715637,0.210675448179245,0.2033822387456894,0.252417653799057,0.18253928422927856,0.22840788960456848,0.35330379009246826,0.12022990733385086
tax,0.21278929710388184,0.20841825008392334,0.15139874815940857,0.1595001518726349,0.25085070729255676,0.15417660772800446,0.61326003074646,0.3682924807071686,0.2097984105348587
system,0.23557309806346893,1.0000001192092896,0.17706717550754547,0.17536801099777222,0.1949118822813034,0.21675898134708405,0.17890077829360962,0.23671649396419525,0.15556083619594574
",",0.3087472915649414,0.18439900875091553,0.3734780251979828,0.3581022024154663,0.2012101411819458,0.49057599902153015,0.19703416526317596,0.21822890639305115,0.31091248989105225
the,0.42745697498321533,0.3233085572719574,0.4177538752555847,0.4207492768764496,0.22336715459823608,0.5107308030128479,0.23699946701526642,0.23508106172084808,0.22068053483963013
level,0.27376922965049744,0.3221368193626404,0.24420753121376038,0.20686616003513336,0.1882595419883728,0.2125781625509262,0.24777935445308685,0.24342113733291626,0.20528386533260345
of,0.33290785551071167,0.25597915053367615,0.3909035325050354,0.32280945777893066,0.21139270067214966,0.3966929316520691,0.2581324577331543,0.27910974621772766,0.1826142966747284
the,0.42745697498321533,0.3233085572719574,0.4177538752555847,0.4207492768764496,0.22336715459823608,0.5107308030128479,0.23699946701526642,0.23508106172084808,0.22068053483963013
top,0.21232028305530548,0.1587340086698532,0.2552115321159363,0.1313013881444931,0.09391999989748001,0.30151405930519104,0.19648851454257965,0.13098469376564026,0.17265194654464722
tax,0.21278929710388184,0.20841825008392334,0.15139874815940857,0.1595001518726349,0.25085070729255676,0.15417660772800446,0.61326003074646,0.3682924807071686,0.2097984105348587
rate,0.21845893561840057,0.23756901919841766,0.18859195709228516,0.16143523156642914,0.20735208690166473,0.19178344309329987,0.435928612947464,0.31061500310897827,0.1308269053697586
will,0.3510494530200958,0.21854417026042938,0.3418941795825958,0.22877877950668335,0.21803897619247437,0.3240351676940918,0.19403384625911713,0.2407531589269638,0.35046905279159546
often,0.3849453330039978,0.20662763714790344,0.32416751980781555,0.18115736544132233,0.1989758312702179,0.24822035431861877,0.2028384655714035,0.28257402777671814,0.23748154938220978
have,0.39808809757232666,0.27033093571662903,0.6353569626808167,0.22897054255008698,0.31931746006011963,0.36494916677474976,0.21030287444591522,0.2617298364639282,0.32991164922714233
a,0.3320399522781372,0.2589043080806732,0.4670248031616211,0.44552403688430786,0.24985632300376892,0.3848365545272827,0.2084353119134903,0.1783585250377655,0.23916715383529663
direct,0.26271191239356995,0.2532082200050354,0.15923023223876953,0.2583296000957489,0.25195828080177307,0.20648783445358276,0.258579283952713,0.2488977313041687,0.18476411700248718
impact,0.25162962079048157,0.1949118822813034,0.20220687985420227,0.16689299046993256,1.0,0.24748864769935608,0.25017058849334717,0.27267858386039734,0.18429921567440033
on,0.34226128458976746,0.21675898134708405,0.34604379534721375,0.3192969560623169,0.24748864769935608,0.9999999403953552,0.12938405573368073,0.16136983036994934,0.2714994251728058
the,0.42745697498321533,0.3233085572719574,0.4177538752555847,0.4207492768764496,0.22336715459823608,0.5107308030128479,0.23699946701526642,0.23508106172084808,0.22068053483963013
level,0.27376922965049744,0.3221368193626404,0.24420753121376038,0.20686616003513336,0.1882595419883728,0.2125781625509262,0.24777935445308685,0.24342113733291626,0.20528386533260345
of,0.33290785551071167,0.25597915053367615,0.3909035325050354,0.32280945777893066,0.21139270067214966,0.3966929316520691,0.2581324577331543,0.27910974621772766,0.1826142966747284
inequality,0.30072227120399475,0.23671649396419525,0.16442200541496277,0.17885848879814148,0.27267858386039734,0.16136983036994934,0.46967795491218567,1.0000001192092896,0.23619021475315094
within,0.2498195916414261,0.28371384739875793,0.30466988682746887,0.180417001247406,0.21346233785152435,0.2702226936817169,0.23654690384864807,0.1734551042318344,0.1870293766260147
a,0.3320399522781372,0.2589043080806732,0.4670248031616211,0.44552403688430786,0.24985632300376892,0.3848365545272827,0.2084353119134903,0.1783585250377655,0.23916715383529663
society,0.23231269419193268,0.19836720824241638,0.11762072145938873,0.17547515034675598,0.25274285674095154,0.15271499752998352,0.2488999217748642,0.3808777630329132,0.1373005360364914
",",0.3087472915649414,0.18439900875091553,0.3734780251979828,0.3581022024154663,0.2012101411819458,0.49057599902153015,0.19703416526317596,0.21822890639305115,0.31091248989105225
either,0.3851809501647949,0.26829642057418823,0.2964928448200226,0.23698745667934418,0.18275487422943115,0.3322877585887909,0.18695926666259766,0.2630752921104431,0.31498292088508606
increasing,0.2066856026649475,0.2785784900188446,0.311989963054657,0.26877474784851074,0.30548566579818726,0.23180285096168518,0.31668421626091003,0.4020375907421112,0.0681626945734024
it,0.45803478360176086,0.30691424012184143,0.41962623596191406,0.39472338557243347,0.20925147831439972,0.4529881477355957,0.17110911011695862,0.1806231439113617,0.25732165575027466
or,0.33867141604423523,0.32710888981819153,0.316264808177948,0.3096676766872406,0.23444275557994843,0.2897229492664337,0.2201215922832489,0.261748343706131,0.32389625906944275
decreasing,0.21141842007637024,0.2842993438243866,0.2745872437953949,0.2294745296239853,0.2733036279678345,0.228188157081604,0.28629621863365173,0.3692014515399933,0.06217806041240692
it,0.45803478360176086,0.30691424012184143,0.41962623596191406,0.39472338557243347,0.20925147831439972,0.4529881477355957,0.17110911011695862,0.1806231439113617,0.25732165575027466
",",0.3087472915649414,0.18439900875091553,0.3734780251979828,0.3581022024154663,0.2012101411819458,0.49057599902153015,0.19703416526317596,0.21822890639305115,0.31091248989105225
provided,0.2206064909696579,0.20742946863174438,0.2187918722629547,0.24971148371696472,0.15642838180065155,0.24629086256027222,0.2418348789215088,0.25247663259506226,0.16893617808818817
that,0.6297725439071655,0.3088737428188324,0.41272613406181335,0.365763783454895,0.3073127269744873,0.42569106817245483,0.2627509534358978,0.3467824459075928,0.32716336846351624
income,0.21837803721427917,0.17890077829360962,0.20378613471984863,0.12479376047849655,0.25017058849334717,0.12938405573368073,1.0,0.46967795491218567,0.14935168623924255
does,0.38564667105674744,0.2021704614162445,0.42885294556617737,0.29477936029434204,0.2049424648284912,0.2568802833557129,0.18851257860660553,0.24271976947784424,0.338003009557724
not,0.5449194312095642,0.25763750076293945,0.32239022850990295,0.3722182512283325,0.23956254124641418,0.3516409695148468,0.25472235679626465,0.30771467089653015,0.41942933201789856
change,0.3690716028213501,0.21607841551303864,0.2470555454492569,0.3122991919517517,0.26384028792381287,0.3118341565132141,0.17384357750415802,0.30474528670310974,0.24115969240665436
as,0.31749409437179565,0.1973835676908493,0.351646363735199,0.37218472361564636,0.21005624532699585,0.36047765612602234,0.1530616581439972,0.1947982758283615,0.27043893933296204
a,0.3320399522781372,0.2589043080806732,0.4670248031616211,0.44552403688430786,0.24985632300376892,0.3848365545272827,0.2084353119134903,0.1783585250377655,0.23916715383529663
result,0.19945499300956726,0.21501560509204865,0.18269969522953033,0.20189309120178223,0.2513858377933502,0.22479186952114105,0.19292858242988586,0.31150659918785095,0.17218433320522308
of,0.33290785551071167,0.25597915053367615,0.3909035325050354,0.32280945777893066,0.21139270067214966,0.3966929316520691,0.2581324577331543,0.27910974621772766,0.1826142966747284
the,0.42745697498321533,0.3233085572719574,0.4177538752555847,0.4207492768764496,0.22336715459823608,0.5107308030128479,0.23699946701526642,0.23508106172084808,0.22068053483963013
change,0.3690716028213501,0.21607841551303864,0.2470555454492569,0.3122991919517517,0.26384028792381287,0.3118341565132141,0.17384357750415802,0.30474528670310974,0.24115969240665436
in,0.30808621644973755,0.21978288888931274,0.4173259735107422,0.2605783939361572,0.18933768570423126,0.46853652596473694,0.1795814335346222,0.19402410089969635,0.20430970191955566
tax,0.21278929710388184,0.20841825008392334,0.15139874815940857,0.1595001518726349,0.25085070729255676,0.15417660772800446,0.61326003074646,0.3682924807071686,0.2097984105348587
regime,0.17682157456874847,0.16655129194259644,0.16931605339050293,0.13231351971626282,0.16586615145206451,0.1287156343460083,0.20067381858825684,0.3234865963459015,0.15561191737651825
.,0.3567904531955719,0.2277725487947464,0.4105546176433563,0.3581749200820923,0.2026742696762085,0.49257001280784607,0.26448529958724976,0.22563500702381134,0.4130953550338745
,what,system,has,an,impact,on,income,inequality,?
a,0.3320399522781372,0.2589043080806732,0.4670248031616211,0.44552403688430786,0.24985632300376892,0.3848365545272827,0.2084353119134903,0.1783585250377655,0.23916715383529663
progressive,0.20924389362335205,0.19448617100715637,0.210675448179245,0.2033822387456894,0.252417653799057,0.18253928422927856,0.22840788960456848,0.35330379009246826,0.12022990733385086
tax,0.21278929710388184,0.20841825008392334,0.15139874815940857,0.1595001518726349,0.25085070729255676,0.15417660772800446,0.61326003074646,0.3682924807071686,0.2097984105348587
is,0.28837618231773376,0.2282046526670456,0.5668748617172241,0.4654068350791931,0.18670059740543365,0.3635730445384979,0.14559021592140198,0.1953488290309906,0.22961433231830597
a,0.3320399522781372,0.2589043080806732,0.4670248031616211,0.44552403688430786,0.24985632300376892,0.3848365545272827,0.2084353119134903,0.1783585250377655,0.23916715383529663
tax,0.21278929710388184,0.20841825008392334,0.15139874815940857,0.1595001518726349,0.25085070729255676,0.15417660772800446,0.61326003074646,0.3682924807071686,0.2097984105348587
by,0.2455483376979828,0.23017624020576477,0.3254803419113159,0.2719563841819763,0.17438781261444092,0.33887791633605957,0.17474129796028137,0.17648567259311676,0.17966607213020325
which,0.5261979103088379,0.37390631437301636,0.4350704550743103,0.3611921966075897,0.29357287287712097,0.4245251417160034,0.2455010861158371,0.25761353969573975,0.25814583897590637
the,0.42745697498321533,0.3233085572719574,0.4177538752555847,0.4207492768764496,0.22336715459823608,0.5107308030128479,0.23699946701526642,0.23508106172084808,0.22068053483963013
tax,0.21278929710388184,0.20841825008392334,0.15139874815940857,0.1595001518726349,0.25085070729255676,0.15417660772800446,0.61326003074646,0.3682924807071686,0.2097984105348587
rate,0.21845893561840057,0.23756901919841766,0.18859195709228516,0.16143523156642914,0.20735208690166473,0.19178344309329987,0.435928612947464,0.31061500310897827,0.1308269053697586
increases,0.23849372565746307,0.30212393403053284,0.3269798159599304,0.27725034952163696,0.2974887192249298,0.22925710678100586,0.3327620327472687,0.35470065474510193,0.10270863026380539
as,0.31749409437179565,0.1973835676908493,0.351646363735199,0.37218472361564636,0.21005624532699585,0.36047765612602234,0.1530616581439972,0.1947982758283615,0.27043893933296204
the,0.42745697498321533,0.3233085572719574,0.4177538752555847,0.4207492768764496,0.22336715459823608,0.5107308030128479,0.23699946701526642,0.23508106172084808,0.22068053483963013
taxable,0.32343634963035583,0.305402547121048,0.24027447402477264,0.270553320646286,0.34561634063720703,0.20974986255168915,0.5694591999053955,0.42319121956825256,0.3143687844276428
base,0.1336955726146698,0.17836076021194458,0.22870168089866638,0.16976839303970337,0.18165148794651031,0.22809679806232452,0.2044931799173355,0.1371096670627594,0.10518061369657516
amount,0.2602839767932892,0.22426244616508484,0.306355357170105,0.25767290592193604,0.2969230115413666,0.2525322437286377,0.3458651304244995,0.2961944341659546,0.17984020709991455
increases,0.23849372565746307,0.30212393403053284,0.3269798159599304,0.27725034952163696,0.2974887192249298,0.22925710678100586,0.3327620327472687,0.35470065474510193,0.10270863026380539
.,0.3567904531955719,0.2277725487947464,0.4105546176433563,0.3581749200820923,0.2026742696762085,0.49257001280784607,0.26448529958724976,0.22563500702381134,0.4130953550338745
