,what,kind,of,representational,system,does,the,victorian,legislative,council,have,?
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.3000791370868683,0.21978288888931274,0.214483380317688,0.6662389636039734,0.21606117486953735,0.24765221774578094,0.2689173221588135,0.36843645572662354,0.20430970191955566
november,0.23963461816310883,0.11493123322725296,0.19941139221191406,0.12558911740779877,0.09081999957561493,0.16470029950141907,0.25734350085258484,0.12844185531139374,0.16737690567970276,0.18749107420444489,0.14207333326339722,0.3159552216529846
2006,-0.0008085015579126775,0.07688391208648682,0.10009169578552246,0.06821562349796295,0.15503528714179993,0.08400875329971313,0.11294147372245789,-0.05244932323694229,-0.014084041118621826,-0.0509585365653038,0.17034275829792023,-0.1194092258810997
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2833968698978424,0.18439900875091553,0.28617382049560547,0.4933079481124878,0.19891108572483063,0.24434074759483337,0.23820561170578003,0.3541618287563324,0.31091248989105225
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.30347704887390137,0.3233085572719574,0.35928019881248474,1.0,0.2753658890724182,0.27501925826072693,0.2829204201698303,0.40389683842658997,0.22068053483963013
victorian,0.15513519942760468,0.20695926249027252,0.28338366746902466,0.26290297508239746,0.14554548263549805,0.16254262626171112,0.2753658890724182,0.9999998807907104,0.26430726051330566,0.23446457087993622,0.246320441365242,0.07572567462921143
legislative,0.22232688963413239,0.11067211627960205,0.34083476662635803,0.38983312249183655,0.20455315709114075,0.19523118436336517,0.27501925826072693,0.26430726051330566,1.0,0.42707106471061707,0.195420041680336,0.1654243916273117
council,0.16933071613311768,0.05934332311153412,0.2972237169742584,0.2354552298784256,0.11235448718070984,0.13735659420490265,0.2829204201698303,0.23446457087993622,0.42707106471061707,1.0,0.1461305320262909,0.1160062924027443
elections,0.2432289719581604,0.11177602410316467,0.25554418563842773,0.3473420739173889,0.20617438852787018,0.1325477510690689,0.23646192252635956,0.2179700881242752,0.5619915127754211,0.3897310495376587,0.2340812385082245,0.2319818139076233
were,0.22298263013362885,0.12719890475273132,0.34038281440734863,0.19168046116828918,0.1800099015235901,0.046230707317590714,0.3906462490558624,0.2710398733615875,0.1278984248638153,0.15889057517051697,0.5193349123001099,0.17890112102031708
held,0.0974166989326477,0.13036493957042694,0.28960686922073364,0.23607350885868073,0.10446743667125702,0.14484372735023499,0.32185450196266174,0.2036893367767334,0.29382023215293884,0.23564623296260834,0.20183809101581573,0.14103956520557404
under,0.20154598355293274,0.09037460386753082,0.32766106724739075,0.13466529548168182,0.2082308977842331,0.1601116806268692,0.3348022699356079,0.16447341442108154,0.19198213517665863,0.1507444679737091,0.2579502761363983,0.18233340978622437
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.3720903694629669,0.2589043080806732,0.38201746344566345,0.5829201340675354,0.21096326410770416,0.23537522554397583,0.16385574638843536,0.338716596364975,0.23916715383529663
new,0.2130378633737564,0.12515807151794434,0.343457967042923,0.2636092007160187,0.20223183929920197,0.1745370477437973,0.3845241069793701,0.21021321415901184,0.24549748003482819,0.1857822835445404,0.2689777910709381,0.14782847464084625
multi-member,0.23135709762573242,0.21892471611499786,0.25623026490211487,0.39581063389778137,0.19062061607837677,0.22771866619586945,0.27101194858551025,0.19052156805992126,0.29623210430145264,0.3174948990345001,0.2834343910217285,0.1918180286884308
proportional,0.21258501708507538,0.23359572887420654,0.3755289316177368,0.5290231108665466,0.21828700602054596,0.28005295991897583,0.31065797805786133,0.2333202362060547,0.3844252824783325,0.19202935695648193,0.3349340260028839,0.150908961892128
representation,0.23497135937213898,0.27590030431747437,0.37532904744148254,0.9193742871284485,0.2953784465789795,0.2340397834777832,0.31528738141059875,0.22234231233596802,0.37606850266456604,0.2343553602695465,0.28067776560783386,0.14047172665596008
system,0.23557309806346893,0.22309651970863342,0.25597915053367615,0.28712010383605957,1.0000001192092896,0.2021704614162445,0.3233085572719574,0.14554548263549805,0.20455315709114075,0.11235448718070984,0.27033093571662903,0.15556083619594574
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.2597534954547882,0.2277725487947464,0.3022993505001068,0.5934505462646484,0.22745303809642792,0.25327762961387634,0.2314436286687851,0.41614407300949097,0.4130953550338745
