,who,did,luther,view,to,be,the,antichrist,?
he,0.5500732064247131,0.3292143940925598,0.2454872578382492,0.14745047688484192,0.385390967130661,0.3325980603694916,0.4571082592010498,0.2962668836116791,0.2089974731206894
saw,0.3193628191947937,0.4446955919265747,0.13097959756851196,0.1980784684419632,0.2710057497024536,0.23833581805229187,0.318278044462204,0.2670110762119293,0.14690998196601868
the,0.3733934462070465,0.34736719727516174,0.1759674996137619,0.25610461831092834,0.535392165184021,0.4248143136501312,1.0,0.27070361375808716,0.22068053483963013
turks,0.2758772373199463,0.18401244282722473,0.17542731761932373,0.17634961009025574,0.1928449124097824,0.13832855224609375,0.25820091366767883,0.18584424257278442,0.1953624188899994
as,0.3923053741455078,0.3596470057964325,0.20242992043495178,0.13756150007247925,0.42092081904411316,0.5230465531349182,0.48381632566452026,0.24850696325302124,0.27043893933296204
a,0.36608949303627014,0.2552328109741211,0.17967689037322998,0.22168859839439392,0.45503583550453186,0.39883795380592346,0.5829201340675354,0.31126925349235535,0.23916715383529663
scourge,0.24898338317871094,0.09412704408168793,0.24936635792255402,0.2149803638458252,0.20528388023376465,0.18582695722579956,0.24120070040225983,0.2658568322658539,0.1880749613046646
sent,0.33813023567199707,0.3411059081554413,0.16650304198265076,0.06866085529327393,0.34694167971611023,0.1827651858329773,0.3010627329349518,0.19895020127296448,0.10903520882129669
to,0.42656609416007996,0.4452643394470215,0.18029534816741943,0.229315847158432,1.0,0.4972836375236511,0.535392165184021,0.263719767332077,0.29463258385658264
punish,0.3928285241127014,0.299143522977829,0.1786191165447235,0.09262184053659439,0.2891392111778259,0.26972532272338867,0.1862790733575821,0.25334426760673523,0.23481756448745728
christians,0.3645874857902527,0.2556236684322357,0.30765244364738464,0.22116045653820038,0.2587539851665497,0.23037868738174438,0.24734680354595184,0.45427924394607544,0.20289786159992218
by,0.39727845788002014,0.18574509024620056,0.15382802486419678,0.1928447186946869,0.33534231781959534,0.43158695101737976,0.4408751428127289,0.2444254606962204,0.17966607213020325
god,0.30252742767333984,0.2420882135629654,0.2238161414861679,0.24012677371501923,0.2408517301082611,0.21916557848453522,0.24689088761806488,0.4525528848171234,0.23396754264831543
",",0.3365725874900818,0.3015086054801941,0.23255878686904907,0.216712087392807,0.44245919585227966,0.39254459738731384,0.4933079481124878,0.26282650232315063,0.31091248989105225
as,0.3923053741455078,0.3596470057964325,0.20242992043495178,0.13756150007247925,0.42092081904411316,0.5230465531349182,0.48381632566452026,0.24850696325302124,0.27043893933296204
agents,0.26368266344070435,0.19542205333709717,0.12370306998491287,0.0917583703994751,0.26926299929618835,0.23306134343147278,0.1752651333808899,0.19245071709156036,0.1518401801586151
of,0.2827862501144409,0.2513895630836487,0.1719115972518921,0.21446028351783752,0.41548454761505127,0.33904364705085754,0.733189046382904,0.277087926864624,0.1826142966747284
the,0.3733934462070465,0.34736719727516174,0.1759674996137619,0.25610461831092834,0.535392165184021,0.4248143136501312,1.0,0.27070361375808716,0.22068053483963013
biblical,0.20619791746139526,0.2030898928642273,0.31112417578697205,0.20247532427310944,0.21796278655529022,0.1760798543691635,0.20867225527763367,0.3900757133960724,0.1909967064857483
apocalypse,0.24582763016223907,0.13487456738948822,0.29442736506462097,0.17245756089687347,0.2091938704252243,0.153028666973114,0.3059094250202179,0.4173828363418579,0.21990230679512024
that,0.45444270968437195,0.47518548369407654,0.21746599674224854,0.23331132531166077,0.5436353087425232,0.6036020517349243,0.5473989248275757,0.2828669548034668,0.32716336846351624
would,0.3632977604866028,0.6268245577812195,0.14161886274814606,0.21017111837863922,0.5965728163719177,0.5202695727348328,0.4133751392364502,0.2672478258609772,0.37178951501846313
destroy,0.21789544820785522,0.2465631067752838,0.16106201708316803,0.1160304844379425,0.3207848370075226,0.23161578178405762,0.29802682995796204,0.3034851551055908,0.1295877993106842
the,0.3733934462070465,0.34736719727516174,0.1759674996137619,0.25610461831092834,0.535392165184021,0.4248143136501312,1.0,0.27070361375808716,0.22068053483963013
antichrist,0.24084025621414185,0.23274663090705872,0.3074256479740143,0.17039336264133453,0.263719767332077,0.24617505073547363,0.27070361375808716,0.9999999403953552,0.19611422717571259
",",0.3365725874900818,0.3015086054801941,0.23255878686904907,0.216712087392807,0.44245919585227966,0.39254459738731384,0.4933079481124878,0.26282650232315063,0.31091248989105225
whom,0.6214004158973694,0.3024649918079376,0.11776672303676605,0.08720868080854416,0.3108522593975067,0.21567033231258392,0.23752936720848083,0.2358447164297104,0.222135990858078
luther,0.21013082563877106,0.23667675256729126,1.0,0.14754484593868256,0.18029534816741943,0.15299063920974731,0.1759674996137619,0.3074256479740143,0.1732746809720993
believed,0.37975674867630005,0.3807709813117981,0.19700083136558533,0.22074732184410095,0.35322412848472595,0.32833608984947205,0.324635773897171,0.313311368227005,0.17606885731220245
to,0.42656609416007996,0.4452643394470215,0.18029534816741943,0.229315847158432,1.0,0.4972836375236511,0.535392165184021,0.263719767332077,0.29463258385658264
be,0.3371641933917999,0.22657383978366852,0.15299063920974731,0.23513229191303253,0.4972836375236511,1.0,0.4248143136501312,0.24617505073547363,0.3324260413646698
the,0.3733934462070465,0.34736719727516174,0.1759674996137619,0.25610461831092834,0.535392165184021,0.4248143136501312,1.0,0.27070361375808716,0.22068053483963013
