,what,color,are,the,numbers,in,the,super,bowl,50,logo,?
the,0.42745697498321533,0.21895472705364227,0.40399202704429626,1.0,0.293011337518692,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.2806010842323303,0.22068053483963013
logo,0.21781428158283234,0.2415272295475006,0.14158512651920319,0.2806010842323303,0.15070122480392456,0.1848117560148239,0.2806010842323303,0.19343960285186768,0.06617429107427597,0.05230570212006569,1.0000001192092896,0.23347119987010956
also,0.42747777700424194,0.2363780438899994,0.4565894305706024,0.6021018624305725,0.2499070018529892,0.5073733329772949,0.6021018624305725,0.27527010440826416,0.2647361755371094,0.024839751422405243,0.23630216717720032,0.21848613023757935
deviates,0.26263415813446045,0.2103484719991684,0.2850895822048187,0.2052353471517563,0.3965808153152466,0.09964699298143387,0.2052353471517563,0.09607774764299393,0.12646186351776123,0.04641659930348396,0.173248291015625,0.1839158535003662
from,0.2737620174884796,0.25717154145240784,0.2674213647842407,0.40150508284568787,0.21346062421798706,0.4274188280105591,0.40150508284568787,0.15985457599163055,0.09946706146001816,0.014360516332089901,0.13736656308174133,0.19969791173934937
the,0.42745697498321533,0.21895472705364227,0.40399202704429626,1.0,0.293011337518692,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.2806010842323303,0.22068053483963013
template,0.31344759464263916,0.2501077353954315,0.2168285995721817,0.2930607795715332,0.29093340039253235,0.21505247056484222,0.2930607795715332,0.15854258835315704,0.14931528270244598,-0.03708801418542862,0.2559884786605835,0.32691144943237305
by,0.2455483376979828,0.1992429792881012,0.37842893600463867,0.4408751428127289,0.21251529455184937,0.370934396982193,0.4408751428127289,0.15233319997787476,0.12992306053638458,0.03871260583400726,0.1381736546754837,0.17966607213020325
featuring,0.18412666022777557,0.12041965872049332,0.1736019104719162,0.21340800821781158,0.11326631903648376,0.1888517439365387,0.21340800821781158,0.21352623403072357,0.13381469249725342,0.040057290345430374,0.20685851573944092,0.24838131666183472
large,0.2017821967601776,0.14018341898918152,0.3467932939529419,0.3828733265399933,0.34294047951698303,0.2841601073741913,0.3828733265399933,0.1995639204978943,0.19957147538661957,0.09866557270288467,0.12125729769468307,0.1355665624141693
numerals,0.2182469516992569,0.2499421238899231,0.2561591863632202,0.25819507241249084,0.5172073245048523,0.2017660140991211,0.25819507241249084,0.27254608273506165,0.26416486501693726,0.0405484102666378,0.1974395215511322,0.22188253700733185
",",0.3087472915649414,0.20653429627418518,0.4062570035457611,0.4933079481124878,0.26479464769363403,0.5201468467712402,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.20034073293209076,0.31091248989105225
colored,0.18799574673175812,0.5748913884162903,0.3173536956310272,0.23921820521354675,0.2798038423061371,0.2016526460647583,0.23921820521354675,0.16287699341773987,0.23187671601772308,0.09715691953897476,0.30364787578582764,0.17333996295928955
in,0.30808621644973755,0.10136925429105759,0.3841303884983063,0.6662389636039734,0.23087690770626068,1.0,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.1848117560148239,0.20430970191955566
gold,0.15779642760753632,0.21654076874256134,0.1368532031774521,0.27136439085006714,0.16604530811309814,0.21206732094287872,0.27136439085006714,0.1844714879989624,0.19331370294094086,0.006151561159640551,0.1639399230480194,0.11542754620313644
",",0.3087472915649414,0.20653429627418518,0.4062570035457611,0.4933079481124878,0.26479464769363403,0.5201468467712402,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.20034073293209076,0.31091248989105225
behind,0.1959938108921051,0.16773413121700287,0.21171845495700836,0.38928431272506714,0.15087546408176422,0.3174246549606323,0.38928431272506714,0.1608535647392273,0.13168515264987946,0.07365942001342773,0.19409550726413727,0.19274599850177765
the,0.42745697498321533,0.21895472705364227,0.40399202704429626,1.0,0.293011337518692,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.2806010842323303,0.22068053483963013
vince,0.15944145619869232,0.133722722530365,0.13316431641578674,0.2420601099729538,0.08900824189186096,0.16886906325817108,0.2420601099729538,0.1896676868200302,0.2190018743276596,-0.03171846643090248,0.08980134129524231,0.1308428794145584
lombardi,0.1361158937215805,0.15899744629859924,0.12092426419258118,0.18416112661361694,0.1563982367515564,0.1578214466571808,0.18416112661361694,0.2536020278930664,0.1979735642671585,0.06124844029545784,0.18443593382835388,0.12761563062667847
trophy,0.1605585664510727,0.1525210589170456,0.09594260156154633,0.23165881633758545,0.03503839671611786,0.15286801755428314,0.23165881633758545,0.22799652814865112,0.30741387605667114,0.016763124614953995,0.14623969793319702,0.1832219511270523
",",0.3087472915649414,0.20653429627418518,0.4062570035457611,0.4933079481124878,0.26479464769363403,0.5201468467712402,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.20034073293209076,0.31091248989105225
instead,0.4104403555393219,0.21845504641532898,0.32666558027267456,0.3940567970275879,0.28966647386550903,0.28091272711753845,0.3940567970275879,0.2577511966228485,0.2253403514623642,0.02860376052558422,0.2646017372608185,0.2942638397216797
of,0.33290785551071167,0.1876296103000641,0.39081433415412903,0.733189046382904,0.228018656373024,0.5696388483047485,0.733189046382904,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1528109908103943,0.1826142966747284
underneath,0.24569085240364075,0.2132212221622467,0.2693093717098236,0.376426637172699,0.1780412346124649,0.24465671181678772,0.376426637172699,0.13295653462409973,0.1076321080327034,0.11827833205461502,0.29345524311065674,0.19210833311080933
and,0.31309178471565247,0.21500243246555328,0.48576638102531433,0.5171257257461548,0.24053069949150085,0.4954058527946472,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.146534726023674,0.20544172823429108
in,0.30808621644973755,0.10136925429105759,0.3841303884983063,0.6662389636039734,0.23087690770626068,1.0,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.1848117560148239,0.20430970191955566
silver,0.10540545731782913,0.240627720952034,0.15979748964309692,0.2600913643836975,0.15911315381526947,0.2021934986114502,0.2600913643836975,0.18235576152801514,0.17554761469364166,0.013197624124586582,0.23833344876766205,0.11920861899852753
as,0.31749409437179565,0.21893621981143951,0.3826591968536377,0.48381632566452026,0.2396276444196701,0.3887844979763031,0.48381632566452026,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.19516409933567047,0.27043893933296204
in,0.30808621644973755,0.10136925429105759,0.3841303884983063,0.6662389636039734,0.23087690770626068,1.0,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.1848117560148239,0.20430970191955566
the,0.42745697498321533,0.21895472705364227,0.40399202704429626,1.0,0.293011337518692,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.2806010842323303,0.22068053483963013
standard,0.22809998691082,0.1614719033241272,0.2518865764141083,0.29008856415748596,0.33941271901130676,0.24721406400203705,0.29008856415748596,0.15927568078041077,0.07048926502466202,-0.0022090363781899214,0.18262316286563873,0.17029257118701935
logo,0.21781428158283234,0.2415272295475006,0.14158512651920319,0.2806010842323303,0.15070122480392456,0.1848117560148239,0.2806010842323303,0.19343960285186768,0.06617429107427597,0.05230570212006569,1.0000001192092896,0.23347119987010956
.,0.3567904531955719,0.2641010880470276,0.3452940285205841,0.5934505462646484,0.2591777741909027,0.5591574311256409,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.2531629800796509,0.4130953550338745
