,in,what,year,did,the,scavenger,hunt,begin,?
every,0.31953179836273193,0.30284011363983154,0.3677065968513489,0.21975891292095184,0.4023689329624176,0.10208593308925629,0.17087773978710175,0.25112679600715637,0.24066033959388733
may,0.3424151837825775,0.25739946961402893,0.22333407402038574,0.3038632869720459,0.2694292366504669,0.2302672266960144,0.19220055639743805,0.18035757541656494,0.2768254578113556
since,0.4325680434703827,0.29783400893211365,0.31512683629989624,0.27613121271133423,0.4054957628250122,0.1555352360010147,0.1755189746618271,0.21266606450080872,0.2876587212085724
1987,0.0910748764872551,0.10829561948776245,0.09677626192569733,0.030305849388241768,0.14202550053596497,0.1323394477367401,-0.0008427362190559506,-0.08594197034835815,0.0361514650285244
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.2609860599040985,0.3438757658004761,0.27304404973983765,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.28621864318847656,0.2538548409938812,0.34293439984321594,0.22068053483963013
university,0.3201795518398285,0.20256435871124268,0.15213046967983246,0.15114416182041168,0.263973206281662,0.12948203086853027,0.1199246272444725,0.14092503488063812,0.11887256056070328
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.733189046382904,0.2134436070919037,0.18847715854644775,0.24830074608325958,0.1826142966747284
chicago,0.23921214044094086,0.1521448791027069,0.1798611879348755,0.1900576800107956,0.27360326051712036,0.12902414798736572,0.17284135520458221,0.09958053380250931,0.16446958482265472
has,0.4173259735107422,0.20338068902492523,0.2526876926422119,0.2124989777803421,0.4177538752555847,0.12469601631164551,0.12554067373275757,0.12440475076436996,0.15994466841220856
held,0.3127288818359375,0.0974166989326477,0.2161356508731842,0.18607917428016663,0.32185450196266174,0.14796513319015503,0.13804641366004944,0.1656280905008316,0.14103956520557404
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.28621864318847656,0.2538548409938812,0.34293439984321594,0.22068053483963013
university,0.3201795518398285,0.20256435871124268,0.15213046967983246,0.15114416182041168,0.263973206281662,0.12948203086853027,0.1199246272444725,0.14092503488063812,0.11887256056070328
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.733189046382904,0.2134436070919037,0.18847715854644775,0.24830074608325958,0.1826142966747284
