,how,much,do,researchers,now,think,sea,levels,will,rise,from,1990,to,2100,?
when,0.4767928421497345,0.39518025517463684,0.28572237491607666,0.25029245018959045,0.38253819942474365,0.34485629200935364,0.20553374290466309,0.2584584951400757,0.42625120282173157,0.15769775211811066,0.405669629573822,0.0001421814813511446,0.5423505902290344,0.13865910470485687,0.22841128706932068
the,0.33890387415885925,0.35023224353790283,0.30239659547805786,0.27997422218322754,0.38266420364379883,0.3102172613143921,0.30363768339157104,0.286034494638443,0.3635469079017639,0.3404741883277893,0.40150508284568787,-0.0810435339808464,0.535392165184021,0.208340585231781,0.22068053483963013
researchers,0.2886618971824646,0.3202129006385803,0.2432691901922226,1.0,0.265567421913147,0.30241748690605164,0.205407053232193,0.25985220074653625,0.2569696009159088,0.18272891640663147,0.23222222924232483,-0.01334544736891985,0.320869117975235,0.13668738305568695,0.14480042457580566
',0.18823795020580292,0.23434685170650482,0.33874475955963135,0.1313243955373764,0.3578126132488251,0.3257502317428589,0.14411798119544983,0.09603582322597504,0.20316393673419952,0.1217413991689682,0.20019984245300293,0.042783576995134354,0.34544456005096436,0.15308114886283875,0.330942302942276
analysis,0.289559006690979,0.2667945325374603,0.15965881943702698,0.42684072256088257,0.15004166960716248,0.20707805454730988,0.16286855936050415,0.2353273630142212,0.18146951496601105,0.21101753413677216,0.17278055846691132,-0.1573776751756668,0.21860700845718384,0.1249498650431633,0.15352053940296173
was,0.16678167879581451,0.2580166161060333,0.11523093283176422,0.19834469258785248,0.35876134037971497,0.245719313621521,0.18031850457191467,0.10329693555831909,0.22588570415973663,0.1483619064092636,0.31171464920043945,0.0701504573225975,0.3636345863342285,0.22435085475444794,0.18412111699581146
``,-0.01591024175286293,0.02682921104133129,0.06628920882940292,-0.0004321101005189121,0.032620955258607864,0.021398255601525307,0.019038096070289612,0.0378570593893528,0.07008423656225204,0.06053053215146065,0.02677825279533863,0.004997239448130131,0.06720756739377975,-0.024785038083791733,0.0685480609536171
applied,0.2639940679073334,0.17143073678016663,0.25950026512145996,0.24359600245952606,0.18605051934719086,0.22743287682533264,0.10694724321365356,0.11769169569015503,0.24050907790660858,0.14477023482322693,0.24689990282058716,-0.10000675916671753,0.26928162574768066,0.10852818191051483,0.15585725009441376
to,0.44169697165489197,0.40610215067863464,0.38876664638519287,0.320869117975235,0.3925153911113739,0.3748004138469696,0.2749888300895691,0.29053324460983276,0.5091033577919006,0.23256368935108185,0.4069952368736267,-0.06767388433218002,1.0,0.1951996386051178,0.29463258385658264
the,0.33890387415885925,0.35023224353790283,0.30239659547805786,0.27997422218322754,0.38266420364379883,0.3102172613143921,0.30363768339157104,0.286034494638443,0.3635469079017639,0.3404741883277893,0.40150508284568787,-0.0810435339808464,0.535392165184021,0.208340585231781,0.22068053483963013
possible,0.3728843033313751,0.33713996410369873,0.3172827661037445,0.2701822817325592,0.25007885694503784,0.39954110980033875,0.13412216305732727,0.27944430708885193,0.43743962049484253,0.16968360543251038,0.2377557009458542,-0.11475957930088043,0.4506641626358032,0.1595453917980194,0.3059970438480377
scenarios,0.2634485960006714,0.20921914279460907,0.22196345031261444,0.24419014155864716,0.09453744441270828,0.2488349825143814,0.16950535774230957,0.2711278200149536,0.2330448031425476,0.2384752482175827,0.14699263870716095,-0.09242669492959976,0.26294901967048645,0.13131651282310486,0.21404419839382172
outlined,0.3143930733203888,0.26057907938957214,0.3136514127254486,0.17137563228607178,0.20843085646629333,0.36265942454338074,0.1725309044122696,0.2420351505279541,0.2618812024593353,0.13202279806137085,0.18472820520401,-0.08365572243928909,0.2782231867313385,0.17268645763397217,0.29497575759887695
by,0.34370526671409607,0.24959969520568848,0.1481526494026184,0.23709560930728912,0.20949482917785645,0.2680226266384125,0.19145366549491882,0.20695684850215912,0.2520078420639038,0.18536683917045593,0.3373257517814636,-0.049373358488082886,0.33534231781959534,0.11636041849851608,0.17966607213020325
the,0.33890387415885925,0.35023224353790283,0.30239659547805786,0.27997422218322754,0.38266420364379883,0.3102172613143921,0.30363768339157104,0.286034494638443,0.3635469079017639,0.3404741883277893,0.40150508284568787,-0.0810435339808464,0.535392165184021,0.208340585231781,0.22068053483963013
intergovernmental,0.22332610189914703,0.1874101161956787,0.254517525434494,0.3307672441005707,0.2250395566225052,0.23480597138404846,0.20518144965171814,0.2747984826564789,0.20058660209178925,0.21012291312217712,0.17547215521335602,-0.07688642293214798,0.2939639687538147,0.0690966323018074,0.217753067612648
panel,0.2077735811471939,0.12750005722045898,0.14039480686187744,0.14565594494342804,0.10308215767145157,0.19627352058887482,0.07943741977214813,0.1596165895462036,0.2027851641178131,0.12349371612071991,0.10019232332706451,-0.038120657205581665,0.1690487116575241,0.07475291937589645,0.1475982517004013
on,0.32655060291290283,0.2834896147251129,0.3025321364402771,0.20502065122127533,0.2978019714355469,0.2772510051727295,0.2444533258676529,0.1644611656665802,0.3240351676940918,0.17464827001094818,0.36926645040512085,-0.0531277060508728,0.41031414270401,0.130113884806633,0.2714994251728058
climate,0.23680974543094635,0.26048722863197327,0.19140350818634033,0.20168599486351013,0.22100436687469482,0.2094465047121048,0.2930200695991516,0.2088519036769867,0.16186286509037018,0.19316734373569489,0.21669475734233856,-0.12375743687152863,0.3023298978805542,0.1828085482120514,0.19998492300510406
change,0.3957580626010895,0.3273145854473114,0.528757631778717,0.16440989077091217,0.2261117845773697,0.40130338072776794,0.1671980768442154,0.19581574201583862,0.33172062039375305,0.22132831811904907,0.17817987501621246,-0.122751884162426,0.3581787943840027,0.1935451328754425,0.24115969240665436
(,0.1676948219537735,0.21788647770881653,0.24216170608997345,0.15838751196861267,0.3518637716770172,0.21604181826114655,0.19181853532791138,0.19787119328975677,0.26469120383262634,0.1435801088809967,0.25806233286857605,-0.0825701504945755,0.30882009863853455,0.09614098817110062,0.40561532974243164
