,what,award,was,given,to,tesla,?
in,0.30808621644973755,0.23376452922821045,0.45514053106307983,0.2528568208217621,0.45010748505592346,0.17097744345664978,0.20430970191955566
1917,0.01769399829208851,0.16994009912014008,0.21635116636753082,0.07881955057382584,-0.00011572400399018079,0.1756928414106369,0.11480528861284256
",",0.3087472915649414,0.25078102946281433,0.45456063747406006,0.2843315005302429,0.44245919585227966,0.20599327981472015,0.31091248989105225
around,0.27475327253341675,0.13117916882038116,0.24039418995380402,0.20310604572296143,0.3591267168521881,0.13338635861873627,0.14729668200016022
the,0.42745697498321533,0.24073810875415802,0.48711544275283813,0.37508252263069153,0.535392165184021,0.1324402391910553,0.22068053483963013
time,0.36319252848625183,0.21297289431095123,0.3641340136528015,0.317789226770401,0.3679993152618408,0.14928559958934784,0.27391523122787476
that,0.6297725439071655,0.1709311455488205,0.33670201897621155,0.3486595153808594,0.5436353087425232,0.22102725505828857,0.32716336846351624
the,0.42745697498321533,0.24073810875415802,0.48711544275283813,0.37508252263069153,0.535392165184021,0.1324402391910553,0.22068053483963013
wardenclyffe,0.24065987765789032,0.29325374960899353,0.3794313669204712,0.35715630650520325,0.30019405484199524,0.14223843812942505,0.22984455525875092
tower,0.12919922173023224,0.15927420556545258,0.18529865145683289,0.12362305819988251,0.16907963156700134,0.1431024819612503,0.10395228117704391
was,0.22111038863658905,0.26998642086982727,1.0000001192092896,0.26878538727760315,0.3636345863342285,0.16455206274986267,0.18412111699581146
demolished,0.1541847437620163,0.07422272861003876,0.33886510133743286,0.16634084284305573,0.18228134512901306,0.17281891405582428,0.15856656432151794
by,0.2455483376979828,0.2658567726612091,0.4752357602119446,0.25286126136779785,0.33534231781959534,0.16513796150684357,0.17966607213020325
boldt,0.16242489218711853,0.15257680416107178,0.19207577407360077,0.14467422664165497,0.1830652505159378,0.19001498818397522,0.18928703665733337
to,0.455847829580307,0.14828933775424957,0.3636345863342285,0.3428947925567627,1.0,0.17548894882202148,0.29463258385658264
make,0.3792211413383484,0.16110242903232574,0.20205417275428772,0.27241361141204834,0.497876912355423,0.1746748685836792,0.28314751386642456
the,0.42745697498321533,0.24073810875415802,0.48711544275283813,0.37508252263069153,0.535392165184021,0.1324402391910553,0.22068053483963013
land,0.23411516845226288,0.11807341873645782,0.23751215636730194,0.1763576716184616,0.2885280251502991,0.08793285489082336,0.1432059109210968
a,0.3320399522781372,0.20049746334552765,0.4508470594882965,0.3335871398448944,0.45503583550453186,0.2211925983428955,0.23916715383529663
more,0.3484537899494171,0.1740114539861679,0.21525104343891144,0.26218181848526,0.47084665298461914,0.14603446424007416,0.27894994616508484
viable,0.2573641240596771,0.11317554116249084,0.16888673603534698,0.1771317422389984,0.24549509584903717,0.16566993296146393,0.2591647803783417
real,0.27036693692207336,0.08414065837860107,0.1580289602279663,0.24828699231147766,0.2285090982913971,0.23097385466098785,0.20019613206386566
estate,0.12027785927057266,0.14497900009155273,0.2563432455062866,0.2133139967918396,0.18670962750911713,0.17303715646266937,0.10328271985054016
asset,0.315182626247406,0.15451037883758545,0.21929338574409485,0.23112612962722778,0.2896707057952881,0.20809873938560486,0.3105970621109009
",",0.3087472915649414,0.25078102946281433,0.45456063747406006,0.2843315005302429,0.44245919585227966,0.20599327981472015,0.31091248989105225
tesla,0.23221199214458466,0.14973968267440796,0.16455206274986267,0.19166657328605652,0.17548894882202148,0.9999999403953552,0.10250775516033173
received,0.1010502278804779,0.4663506746292114,0.3745744526386261,0.43841493129730225,0.18226240575313568,0.1541121006011963,0.11905962228775024
aiee,0.2004040628671646,0.27485594153404236,0.2771851122379303,0.18283258378505707,0.21928471326828003,0.16966071724891663,0.1984294205904007
's,0.02692362666130066,-0.01696835085749626,0.008974763564765453,-0.024429189041256905,0.03782717138528824,0.06449045985937119,-0.023395681753754616
highest,0.19637788832187653,0.24838852882385254,0.23145779967308044,0.27825984358787537,0.21947018802165985,0.12519493699073792,0.11527936160564423
honor,0.15029305219650269,0.4174291789531708,0.2958109676837921,0.30128756165504456,0.2079980969429016,0.1510842889547348,0.1187526285648346
",",0.3087472915649414,0.25078102946281433,0.45456063747406006,0.2843315005302429,0.44245919585227966,0.20599327981472015,0.31091248989105225
the,0.42745697498321533,0.24073810875415802,0.48711544275283813,0.37508252263069153,0.535392165184021,0.1324402391910553,0.22068053483963013
edison,0.15105706453323364,0.22798599302768707,0.2864142954349518,0.19769416749477386,0.21176284551620483,0.35526686906814575,0.10244420915842056
medal,0.13412535190582275,0.47196805477142334,0.24622690677642822,0.2465372532606125,0.1824970841407776,0.15083718299865723,0.10517196357250214
.,0.3567904531955719,0.21118880808353424,0.40146201848983765,0.3169408142566681,0.4645031690597534,0.17949827015399933,0.4130953550338745
