,what,``,war,'',was,tesla,involved,in,?
his,0.26976513862609863,0.008275155909359455,0.2932312488555908,0.016508836299180984,0.4405253231525421,0.1580733060836792,0.25027012825012207,0.3598145842552185,0.18075084686279297
work,0.3762225806713104,0.005462854169309139,0.2102726548910141,-0.0059536839835345745,0.24745555222034454,0.2545209228992462,0.32748833298683167,0.2753349542617798,0.2621155381202698
in,0.30808621644973755,0.04765888676047325,0.29904094338417053,0.07432962208986282,0.45514053106307983,0.17097744345664978,0.2988407015800476,1.0,0.20430970191955566
the,0.42745697498321533,0.029072100296616554,0.366199791431427,0.041273195296525955,0.48711544275283813,0.1324402391910553,0.2872544527053833,0.6662389636039734,0.22068053483963013
formative,0.2879795432090759,0.12547065317630768,0.15798230469226837,0.04342688247561455,0.19579386711120605,0.1744121015071869,0.2771773338317871,0.28570982813835144,0.28369322419166565
years,0.1981470286846161,0.023748915642499924,0.3038960099220276,0.03180740773677826,0.35855233669281006,0.11282773315906525,0.1558557152748108,0.33554986119270325,0.1914375126361847
of,0.33290785551071167,0.06780257821083069,0.31680163741111755,0.13035868108272552,0.4069072902202606,0.18837453424930573,0.30147984623908997,0.5696388483047485,0.1826142966747284
electric,0.15451551973819733,-0.05276835337281227,0.14825458824634552,0.07890798151493073,0.17723047733306885,0.3824412524700165,0.11907634884119034,0.19779469072818756,0.15674720704555511
power,0.22216427326202393,0.02305009216070175,0.18507394194602966,0.03610771894454956,0.1794997751712799,0.27547121047973633,0.17856551706790924,0.16666220128536224,0.15304024517536163
development,0.19014155864715576,-0.009009002707898617,0.2018199861049652,-0.05587824806571007,0.2344081997871399,0.15245971083641052,0.24555274844169617,0.2550492286682129,0.1211358830332756
was,0.22111038863658905,-0.012679691426455975,0.3560331463813782,0.04456103965640068,1.0000001192092896,0.16455206274986267,0.2577875554561615,0.45514053106307983,0.18412111699581146
involved,0.2673480808734894,0.06851514428853989,0.24900515377521515,0.019303016364574432,0.2577875554561615,0.11447044461965561,1.0000001192092896,0.2988407015800476,0.20599231123924255
in,0.30808621644973755,0.04765888676047325,0.29904094338417053,0.07432962208986282,0.45514053106307983,0.17097744345664978,0.2988407015800476,1.0,0.20430970191955566
a,0.3320399522781372,0.07272057235240936,0.2368277609348297,0.04890415817499161,0.4508470594882965,0.2211925983428955,0.2598431408405304,0.539380669593811,0.23916715383529663
corporate,0.17591306567192078,-0.17727996408939362,0.1665635108947754,0.04177708551287651,0.1517176479101181,0.23963075876235962,0.18361811339855194,0.15762972831726074,0.17430047690868378
alternating,0.10095972567796707,0.09828099608421326,0.08447147905826569,0.005033494438976049,0.15524277091026306,0.20965251326560974,0.13291852176189423,0.24697254598140717,0.13878576457500458
current/direct,0.2496528923511505,0.10839517414569855,0.17885230481624603,-0.02114948071539402,0.23703904449939728,0.25794652104377747,0.19989310204982758,0.28088754415512085,0.32260119915008545
current,0.18294453620910645,0.029208213090896606,0.13849763572216034,0.06705592572689056,0.20140352845191956,0.19374153017997742,0.13751977682113647,0.1955713927745819,0.12074550241231918
``,0.008517155423760414,1.0,0.02770489826798439,-0.09173435717821121,-0.012679691426455975,0.04274534806609154,0.06851514428853989,0.04765888676047325,0.0685480609536171
war,0.22516006231307983,0.02770489826798439,1.0000001192092896,-0.04993505775928497,0.3560331463813782,0.15806899964809418,0.24900515377521515,0.29904094338417053,0.15510529279708862
of,0.33290785551071167,0.06780257821083069,0.31680163741111755,0.13035868108272552,0.4069072902202606,0.18837453424930573,0.30147984623908997,0.5696388483047485,0.1826142966747284
currents,0.2076863795518875,0.04562021419405937,0.20728318393230438,-0.04695454239845276,0.1596861630678177,0.197353333234787,0.18568091094493866,0.22216472029685974,0.07452256232500076
'',0.08143015950918198,-0.09173435717821121,-0.04993505775928497,1.0,0.04456103965640068,0.048713020980358124,0.019303016364574432,0.07432962208986282,0.018684765323996544
as,0.31749409437179565,0.03910288214683533,0.24018222093582153,0.006628023460507393,0.3677520453929901,0.10285310447216034,0.21659371256828308,0.3887844979763031,0.27043893933296204
well,0.4154493808746338,0.01762915775179863,0.20640617609024048,0.0931968167424202,0.3130364418029785,0.10719963163137436,0.297482967376709,0.36612698435783386,0.24815571308135986
as,0.31749409437179565,0.03910288214683533,0.24018222093582153,0.006628023460507393,0.3677520453929901,0.10285310447216034,0.21659371256828308,0.3887844979763031,0.27043893933296204
various,0.26045072078704834,-0.01631314493715763,0.1723880022764206,0.02580529823899269,0.14120686054229736,0.09989474713802338,0.23723551630973816,0.266343355178833,0.12823495268821716
patent,0.17095203697681427,-0.002420688048005104,0.18719600141048431,0.04531673341989517,0.13812966644763947,0.3651154637336731,0.16811558604240417,0.18244080245494843,0.13298413157463074
battles,0.20100295543670654,0.10276435315608978,0.6196456551551819,-0.039838023483753204,0.2371089905500412,0.04944499582052231,0.2898419201374054,0.3188844323158264,0.18091581761837006
.,0.3567904531955719,0.05720457062125206,0.3000848889350891,-0.07181349396705627,0.40146201848983765,0.17949827015399933,0.25169795751571655,0.5591574311256409,0.4130953550338745
