,how,many,seats,did,the,snp,take,from,the,liberal,democrats,?
the,0.33890387415885925,0.4335206151008606,0.25880131125450134,0.34736719727516174,1.0,0.283728688955307,0.31620436906814575,0.40150508284568787,1.0,0.17276059091091156,0.20056191086769104,0.22068053483963013
snp,0.1942131072282791,0.227031409740448,0.3624264597892761,0.1372436136007309,0.283728688955307,1.0,0.1495032161474228,0.18264254927635193,0.283728688955307,0.38022351264953613,0.41354531049728394,0.14808869361877441
took,0.1585291624069214,0.21439076960086823,0.13564057648181915,0.42470768094062805,0.31657639145851135,0.14274968206882477,0.5846115350723267,0.2382442206144333,0.31657639145851135,0.14059485495090485,0.13436071574687958,0.14109265804290771
a,0.29312583804130554,0.2872205972671509,0.23492009937763214,0.2552328109741211,0.5829201340675354,0.2696843445301056,0.2789212465286255,0.322764128446579,0.5829201340675354,0.14518167078495026,0.16488543152809143,0.23916715383529663
further,0.3163740038871765,0.22751253843307495,0.14016805589199066,0.216647207736969,0.32531118392944336,0.09803697466850281,0.24513781070709229,0.2161511480808258,0.32531118392944336,0.12446344643831253,0.12816092371940613,0.20960763096809387
eight,0.222213014960289,0.348200261592865,0.241322860121727,0.19307805597782135,0.34254369139671326,0.26183271408081055,0.21113073825836182,0.24116303026676178,0.34254369139671326,0.12446074932813644,0.18784086406230927,0.11634626984596252
seats,0.08405140787363052,0.1988271325826645,1.0,0.16118532419204712,0.25880131125450134,0.3624264597892761,0.11392739415168762,0.1905638575553894,0.25880131125450134,0.3557513654232025,0.45788124203681946,0.10678832978010178
from,0.22939439117908478,0.33099696040153503,0.1905638575553894,0.20248863101005554,0.40150508284568787,0.18264254927635193,0.21964672207832336,1.0,0.40150508284568787,0.23136980831623077,0.17102891206741333,0.19969791173934937
the,0.33890387415885925,0.4335206151008606,0.25880131125450134,0.34736719727516174,1.0,0.283728688955307,0.31620436906814575,0.40150508284568787,1.0,0.17276059091091156,0.20056191086769104,0.22068053483963013
liberal,0.1317489594221115,0.2022501826286316,0.3557513654232025,0.1655585914850235,0.17276059091091156,0.38022351264953613,0.08360108733177185,0.23136980831623077,0.17276059091091156,1.0000001192092896,0.6830372214317322,0.13139645755290985
democrats,0.12962479889392853,0.16707712411880493,0.45788124203681946,0.17521116137504578,0.20056191086769104,0.41354531049728394,0.1263122260570526,0.17102891206741333,0.20056191086769104,0.6830372214317322,0.9999999403953552,0.1444566696882248
and,0.33647966384887695,0.5296266674995422,0.2413434535264969,0.34479495882987976,0.5171257257461548,0.19471479952335358,0.296702116727829,0.3601827025413513,0.5171257257461548,0.2580231726169586,0.21921168267726898,0.20544172823429108
one,0.3213292360305786,0.4223630726337433,0.20994427800178528,0.27659472823143005,0.5514441132545471,0.2768397331237793,0.3211195170879364,0.32194891571998596,0.5514441132545471,0.18440556526184082,0.17044737935066223,0.2673267424106598
seat,0.05189603567123413,0.09474418312311172,0.5839186906814575,0.1550004780292511,0.24530775845050812,0.2610621154308319,0.0692506656050682,0.17141884565353394,0.24530775845050812,0.27748072147369385,0.3117271065711975,0.06630133837461472
from,0.22939439117908478,0.33099696040153503,0.1905638575553894,0.20248863101005554,0.40150508284568787,0.18264254927635193,0.21964672207832336,1.0,0.40150508284568787,0.23136980831623077,0.17102891206741333,0.19969791173934937
the,0.33890387415885925,0.4335206151008606,0.25880131125450134,0.34736719727516174,1.0,0.283728688955307,0.31620436906814575,0.40150508284568787,1.0,0.17276059091091156,0.20056191086769104,0.22068053483963013
conservatives,0.16672927141189575,0.27383697032928467,0.34347328543663025,0.190702885389328,0.19514378905296326,0.47093668580055237,0.13342340290546417,0.1637091040611267,0.19514378905296326,0.6239473223686218,0.6477842330932617,0.17010615766048431
.,0.3287222981452942,0.3974229395389557,0.2494688183069229,0.35288307070732117,0.5934505462646484,0.3462342321872711,0.3045158088207245,0.41536515951156616,0.5934505462646484,0.2199568897485733,0.24331636726856232,0.4130953550338745
