,how,many,developed,countries,did,british,researchers,use,to,gather,statistics,from,?
using,0.39886897802352905,0.3305889368057251,0.2976972460746765,0.24326644837856293,0.25429773330688477,0.13354213535785675,0.19637633860111237,0.7256444692611694,0.3678804934024811,0.23334090411663055,0.23808565735816956,0.28446757793426514,0.2804589569568634
statistics,0.3022109866142273,0.2383744865655899,0.13423241674900055,0.14134053885936737,0.21863918006420135,0.09491629898548126,0.2946223318576813,0.21029867231845856,0.19851139187812805,0.1749531626701355,1.0,0.17637605965137482,0.22886884212493896
from,0.22939439117908478,0.33099696040153503,0.1734662652015686,0.2355131208896637,0.20248863101005554,0.21991202235221863,0.23222222924232483,0.28012022376060486,0.4069952368736267,0.24051925539970398,0.17637605965137482,1.0,0.19969791173934937
23,-0.021877937018871307,-0.05538930743932724,0.0304639283567667,0.058273669332265854,-0.015436539426445961,-0.0545387826859951,0.06001647561788559,-0.044810742139816284,-0.017384229227900505,-0.05855664983391762,0.12356944382190704,-0.07980343699455261,0.012076443061232567
developed,0.1512427031993866,0.34483596682548523,1.0000001192092896,0.2739724814891815,0.24445466697216034,0.18277092278003693,0.33127549290657043,0.3135351538658142,0.19491806626319885,0.17404372990131378,0.13423241674900055,0.1734662652015686,0.10763012617826462
countries,0.22695748507976532,0.4298940598964691,0.2739724814891815,0.9999999403953552,0.2888847887516022,0.2192615270614624,0.27062323689460754,0.33462896943092346,0.3111797273159027,0.16719302535057068,0.14134053885936737,0.2355131208896637,0.15128466486930847
and,0.33647966384887695,0.5296266674995422,0.25542938709259033,0.37200918793678284,0.34479495882987976,0.325880765914917,0.2865251898765564,0.34145063161849976,0.48971283435821533,0.28333812952041626,0.23405197262763977,0.3601827025413513,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.24490751326084137,0.33290645480155945,0.34736719727516174,0.28973397612571716,0.27997422218322754,0.34342584013938904,0.535392165184021,0.31192347407341003,0.23975630104541779,0.40150508284568787,0.22068053483963013
50,0.014565115794539452,-0.037946149706840515,-0.09460312873125076,-0.05023780092597008,0.03749820590019226,-0.0867072194814682,-0.06857681274414062,0.03817262873053551,-0.024239253252744675,0.027251172810792923,0.03987345099449158,0.014360516332089901,0.030512850731611252
states,0.20841296017169952,0.29976361989974976,0.20331665873527527,0.4093204438686371,0.21754568815231323,0.27906519174575806,0.2112567126750946,0.1991468071937561,0.2828785181045532,0.13305845856666565,0.1887606680393219,0.24283263087272644,0.16272737085819244
of,0.2480744868516922,0.37253960967063904,0.21960023045539856,0.2800094783306122,0.2513895630836487,0.23701532185077667,0.23457743227481842,0.2750902473926544,0.41548454761505127,0.2395036518573761,0.2564145624637604,0.4249346852302551,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.24490751326084137,0.33290645480155945,0.34736719727516174,0.28973397612571716,0.27997422218322754,0.34342584013938904,0.535392165184021,0.31192347407341003,0.23975630104541779,0.40150508284568787,0.22068053483963013
us,0.2815901041030884,0.2307271808385849,0.13503265380859375,0.250430703163147,0.23250600695610046,0.23633208870887756,0.21705825626850128,0.23577770590782166,0.2928973436355591,0.2062811702489853,0.167547345161438,0.24183706939220428,0.2742428481578827
",",0.22659391164779663,0.40610817074775696,0.24565434455871582,0.2966555655002594,0.3015086054801941,0.25734075903892517,0.2712523639202118,0.3276674151420593,0.44245919585227966,0.2223723977804184,0.24284285306930542,0.39760664105415344,0.31091248989105225
they,0.43247655034065247,0.5400822758674622,0.23013414442539215,0.37210044264793396,0.4879390597343445,0.22308164834976196,0.38275936245918274,0.39895978569984436,0.5452046394348145,0.41478362679481506,0.18474218249320984,0.3321932256221771,0.2753053903579712
found,0.12975606322288513,0.27700337767601013,0.2512293756008148,0.16627737879753113,0.15878844261169434,0.12917378544807434,0.3284686207771301,0.2091979831457138,0.25225648283958435,0.23233674466609955,0.09943683445453644,0.15488772094249725,0.16790300607681274
social/health,0.33046188950538635,0.30739614367485046,0.21191048622131348,0.3883269131183624,0.2597745358943939,0.22925572097301483,0.3131099343299866,0.28277474641799927,0.33746057748794556,0.15545713901519775,0.3629179000854492,0.23386096954345703,0.2987612783908844
problems,0.37939780950546265,0.33828115463256836,0.2071092277765274,0.2361592799425125,0.2553269863128662,0.12868154048919678,0.2729051411151886,0.34088191390037537,0.28989166021347046,0.16405196487903595,0.27178698778152466,0.21618343889713287,0.2638136148452759
lower,0.1727292835712433,0.18185967206954956,0.1683838963508606,0.11025762557983398,0.1054062619805336,0.07535042613744736,0.19614183902740479,0.17216245830059052,0.233318492770195,0.08918509632349014,0.1578957438468933,0.2286408692598343,0.08471795171499252
in,0.2601168751716614,0.41474202275276184,0.2498214840888977,0.3027990758419037,0.2593238651752472,0.23084034025669098,0.23347842693328857,0.2715643048286438,0.45010748505592346,0.23760561645030975,0.2433752715587616,0.4274188280105591,0.20430970191955566
countries,0.22695748507976532,0.4298940598964691,0.2739724814891815,0.9999999403953552,0.2888847887516022,0.2192615270614624,0.27062323689460754,0.33462896943092346,0.3111797273159027,0.16719302535057068,0.14134053885936737,0.2355131208896637,0.15128466486930847
like,0.4663832485675812,0.5365896821022034,0.23993422091007233,0.2956649363040924,0.40502431988716125,0.1493905484676361,0.24147766828536987,0.4426271915435791,0.35482415556907654,0.2872222661972046,0.14593300223350525,0.28165748715400696,0.3268813192844391
japan,0.16129757463932037,0.24130243062973022,0.26782357692718506,0.34313878417015076,0.16141492128372192,0.23368431627750397,0.15922041237354279,0.17250613868236542,0.24116237461566925,0.1169639602303505,0.11225390434265137,0.1818128079175949,0.1312343180179596
and,0.33647966384887695,0.5296266674995422,0.25542938709259033,0.37200918793678284,0.34479495882987976,0.325880765914917,0.2865251898765564,0.34145063161849976,0.48971283435821533,0.28333812952041626,0.23405197262763977,0.3601827025413513,0.20544172823429108
finland,0.11896321177482605,0.23350857198238373,0.16899394989013672,0.3543044626712799,0.15598908066749573,0.18840943276882172,0.1400534063577652,0.14734236896038055,0.15799877047538757,0.17805728316307068,0.11524996906518936,0.13974396884441376,0.11789586395025253
