,in,what,book,did,betty,meggers,describe,the,idea,of,the,amazon,being,sparsely,populated,?
archeologist,0.24827907979488373,0.21000009775161743,0.25419485569000244,0.1341371387243271,0.16161680221557617,0.2570358216762543,0.15032514929771423,0.210653156042099,0.17256416380405426,0.1672690212726593,0.210653156042099,0.12172019481658936,0.1274654120206833,0.14312000572681427,0.222422257065773,0.16521774232387543
betty,0.17819830775260925,0.1754712015390396,0.20876534283161163,0.1766495704650879,1.0000001192092896,0.37300851941108704,0.11829635500907898,0.15101419389247894,0.11428668349981308,0.1389009654521942,0.15101419389247894,0.03930913284420967,0.16843101382255554,0.12823541462421417,0.08234360814094543,0.13832208514213562
meggers,0.2737497389316559,0.20166534185409546,0.26033300161361694,0.2187914103269577,0.37300851941108704,1.0000001192092896,0.18067020177841187,0.2656703293323517,0.20981009304523468,0.22887387871742249,0.2656703293323517,0.1924430876970291,0.20295090973377228,0.11048398166894913,0.08942640572786331,0.20317037403583527
was,0.45514053106307983,0.22111038863658905,0.24848085641860962,0.41399896144866943,0.21032655239105225,0.2743067741394043,0.1964888870716095,0.48711544275283813,0.2835119664669037,0.4069072902202606,0.48711544275283813,0.14616160094738007,0.5201660394668579,0.23797376453876495,0.21154066920280457,0.18412111699581146
a,0.539380669593811,0.3320399522781372,0.19186489284038544,0.2552328109741211,0.18140161037445068,0.26613539457321167,0.3062607944011688,0.5829201340675354,0.3483608067035675,0.5052502155303955,0.5829201340675354,0.1865728348493576,0.3727131485939026,0.27348586916923523,0.22658881545066833,0.23916715383529663
prominent,0.3156912922859192,0.11211586743593216,0.12034840881824493,0.11901605874300003,0.19617296755313873,0.2845166325569153,0.200412780046463,0.30881059169769287,0.12666383385658264,0.2952583432197571,0.30881059169769287,0.13690361380577087,0.22786018252372742,0.26100191473960876,0.25547757744789124,0.12940338253974915
proponent,0.19235078990459442,0.22260582447052002,0.23656362295150757,0.18810777366161346,0.14776380360126495,0.24911700189113617,0.2712535262107849,0.2463405430316925,0.4852563142776489,0.27180153131484985,0.2463405430316925,0.08247791230678558,0.23259387910366058,0.205536350607872,0.15977148711681366,0.19390621781349182
of,0.5696388483047485,0.33290785551071167,0.22602593898773193,0.2513895630836487,0.1389009654521942,0.22887387871742249,0.2764313519001007,0.733189046382904,0.2342950403690338,1.0,0.733189046382904,0.20143137872219086,0.34885138273239136,0.30270904302597046,0.2850462794303894,0.1826142966747284
this,0.45205554366111755,0.5489566326141357,0.2779081463813782,0.3609912693500519,0.13884380459785461,0.23132558166980743,0.2984195351600647,0.6274310946464539,0.46331271529197693,0.45148900151252747,0.6274310946464539,0.15259569883346558,0.41604986786842346,0.3910229802131653,0.27647483348846436,0.3155723512172699
idea,0.20288406312465668,0.44512778520584106,0.2921050488948822,0.3689729869365692,0.11428668349981308,0.20981009304523468,0.30736055970191956,0.2839161455631256,1.0,0.2342950403690338,0.2839161455631256,0.13118991255760193,0.2826555073261261,0.1858026087284088,0.12285026907920837,0.2952161729335785
",",0.5201468467712402,0.3087472915649414,0.23644568026065826,0.3015086054801941,0.22387734055519104,0.34869658946990967,0.18910212814807892,0.4933079481124878,0.22699743509292603,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.34499165415763855,0.3147772550582886,0.3050559461116791,0.31091248989105225
as,0.3887844979763031,0.31749409437179565,0.23037776350975037,0.3596470057964325,0.22462567687034607,0.24862582981586456,0.32652774453163147,0.48381632566452026,0.25607582926750183,0.3886612355709076,0.48381632566452026,0.1877562403678894,0.46524563431739807,0.28389039635658264,0.24718444049358368,0.27043893933296204
described,0.28813880681991577,0.22590412199497223,0.30015361309051514,0.23657096922397614,0.12856514751911163,0.22350986301898956,0.653712809085846,0.2878154516220093,0.2713732123374939,0.297532320022583,0.2878154516220093,0.18942902982234955,0.27359309792518616,0.19476555287837982,0.2587183713912964,0.1374269425868988
in,1.0,0.30808621644973755,0.2527170181274414,0.2593238651752472,0.17819830775260925,0.2737497389316559,0.2910135090351105,0.6662389636039734,0.20288406312465668,0.5696388483047485,0.6662389636039734,0.12227833271026611,0.33162933588027954,0.33363163471221924,0.3159521818161011,0.20430970191955566
her,0.30892789363861084,0.2733216881752014,0.2892954647541046,0.3056010603904724,0.3881568908691406,0.289413183927536,0.05887684226036072,0.354963481426239,0.16676703095436096,0.27399197220802307,0.354963481426239,0.20009556412696838,0.3144799768924713,0.18389253318309784,0.07809437811374664,0.20310723781585693
book,0.2527170181274414,0.2872225046157837,1.0,0.17269964516162872,0.20876534283161163,0.26033300161361694,0.2187809944152832,0.2652374505996704,0.2921050488948822,0.22602593898773193,0.2652374505996704,0.30601218342781067,0.24479660391807556,0.10780958831310272,0.19080758094787598,0.20572158694267273
amazonia,0.21502399444580078,0.1666174829006195,0.22337089478969574,0.11858575791120529,0.08356469869613647,0.16710788011550903,0.1728554368019104,0.27672475576400757,0.07498288154602051,0.30166372656822205,0.27672475576400757,0.7831899523735046,0.1572200506925583,0.34914401173591614,0.29991692304611206,0.15856796503067017
:,0.020521078258752823,-0.12022944539785385,-0.11136190593242645,-0.05305134505033493,-0.04008307680487633,-0.06572175770998001,-0.10952877998352051,-0.03403344005346298,-0.049959514290094376,-0.08807745575904846,-0.03403344005346298,-0.12260514497756958,-0.08410979807376862,-0.09589265286922455,-0.039543863385915756,-0.07156077772378922
man,0.19554144144058228,0.21916821599006653,0.284382700920105,0.2355959564447403,0.21556788682937622,0.2640816867351532,0.17744025588035583,0.23171134293079376,0.2965587377548218,0.16490690410137177,0.23171134293079376,0.20862756669521332,0.3080531358718872,0.1675892323255539,0.1109815463423729,0.2528940737247467
and,0.4954058527946472,0.31309178471565247,0.28024056553840637,0.34479495882987976,0.2032390534877777,0.3081212043762207,0.24788004159927368,0.5171257257461548,0.24201342463493347,0.5116966962814331,0.5171257257461548,0.23464977741241455,0.4286794066429138,0.37981653213500977,0.25437453389167786,0.20544172823429108
culture,0.2512284517288208,0.22475376725196838,0.16621463000774384,0.09147893637418747,0.1053667664527893,0.20422972738742828,0.2525670826435089,0.27157285809516907,0.21847012639045715,0.27266472578048706,0.27157285809516907,0.19349196553230286,0.2218225598335266,0.22305047512054443,0.3061826229095459,0.13093146681785583
in,1.0,0.30808621644973755,0.2527170181274414,0.2593238651752472,0.17819830775260925,0.2737497389316559,0.2910135090351105,0.6662389636039734,0.20288406312465668,0.5696388483047485,0.6662389636039734,0.12227833271026611,0.33162933588027954,0.33363163471221924,0.3159521818161011,0.20430970191955566
a,0.539380669593811,0.3320399522781372,0.19186489284038544,0.2552328109741211,0.18140161037445068,0.26613539457321167,0.3062607944011688,0.5829201340675354,0.3483608067035675,0.5052502155303955,0.5829201340675354,0.1865728348493576,0.3727131485939026,0.27348586916923523,0.22658881545066833,0.23916715383529663
counterfeit,0.21174396574497223,0.1901802271604538,0.21588711440563202,0.26605498790740967,0.17058861255645752,0.2793848514556885,0.2268693596124649,0.2676233947277069,0.18685171008110046,0.22015565633773804,0.2676233947277069,0.17082272469997406,0.30012327432632446,0.16313450038433075,0.0746087059378624,0.09599736332893372
paradise,0.1939360797405243,0.18497860431671143,0.2621779143810272,0.1099943071603775,0.2277471125125885,0.23257216811180115,0.12419724464416504,0.20165380835533142,0.22079487144947052,0.1940593123435974,0.20165380835533142,0.18222296237945557,0.12289915978908539,0.19605469703674316,0.1222318783402443,0.16137857735157013
.,0.5591574311256409,0.3567904531955719,0.21435262262821198,0.35288307070732117,0.2075715959072113,0.334563285112381,0.17917026579380035,0.5934505462646484,0.26084083318710327,0.5352458953857422,0.5934505462646484,0.262887567281723,0.35574623942375183,0.28798845410346985,0.23918001353740692,0.4130953550338745
