,who,can,decide,on,legal,matters,in,islam,?
there,0.2844357192516327,0.36423051357269287,0.34158509969711304,0.3521401882171631,0.21071331202983856,0.3015168607234955,0.5361666083335876,0.18468190729618073,0.29405656456947327
are,0.27294138073921204,0.5408529043197632,0.3338747024536133,0.268924742937088,0.15840981900691986,0.3050505220890045,0.3841303884983063,0.1695580929517746,0.24591213464736938
many,0.4149286150932312,0.4275496006011963,0.28815141320228577,0.32520127296447754,0.2644834518432617,0.31016311049461365,0.41474202275276184,0.21607667207717896,0.2124512493610382
concepts,0.2187921404838562,0.2869596481323242,0.24521157145500183,0.1957329958677292,0.24353040754795074,0.3984683156013489,0.23009172081947327,0.266132116317749,0.21270129084587097
of,0.2827862501144409,0.2603091299533844,0.2682307958602905,0.3966929316520691,0.2720220685005188,0.298933744430542,0.5696388483047485,0.21728332340717316,0.1826142966747284
teachers,0.34250906109809875,0.1946156919002533,0.2951720058917999,0.24610933661460876,0.21108703315258026,0.279974102973938,0.2128150761127472,0.20831315219402313,0.19522249698638916
in,0.2792111933231354,0.26527702808380127,0.24276606738567352,0.46853652596473694,0.256083607673645,0.22737738490104675,1.0,0.16687287390232086,0.20430970191955566
islam,0.25068652629852295,0.1484602987766266,0.13477183878421783,0.13542479276657104,0.2720377445220947,0.29920145869255066,0.16687287390232086,1.0000001192092896,0.18358638882637024
",",0.3365725874900818,0.3139454126358032,0.24334396421909332,0.49057599902153015,0.24151813983917236,0.3183421194553375,0.5201468467712402,0.23459285497665405,0.31091248989105225
ranging,0.10510164499282837,0.2914960980415344,0.10512372851371765,0.20783928036689758,0.18389971554279327,0.1663307249546051,0.23063085973262787,0.11929693818092346,0.09338733553886414
from,0.27839982509613037,0.2516351342201233,0.13968567550182343,0.36926645040512085,0.22620275616645813,0.14721593260765076,0.4274188280105591,0.1613912731409073,0.19969791173934937
mullahs,0.220237597823143,0.16566519439220428,0.16423527896404266,0.20847448706626892,0.1932782381772995,0.21392343938350677,0.2522062659263611,0.45096197724342346,0.1735541671514511
(,0.2443375140428543,0.22726960480213165,0.20447318255901337,0.28656116127967834,0.19644682109355927,0.2852385342121124,0.3087427020072937,0.1376255452632904,0.40561532974243164
the,0.3733934462070465,0.312528520822525,0.35331496596336365,0.5107308030128479,0.25629305839538574,0.32925453782081604,0.6662389636039734,0.2207694798707962,0.22068053483963013
teachers,0.34250906109809875,0.1946156919002533,0.2951720058917999,0.24610933661460876,0.21108703315258026,0.279974102973938,0.2128150761127472,0.20831315219402313,0.19522249698638916
at,0.22096660733222961,0.16641086339950562,0.19608214497566223,0.4806317389011383,0.1669524908065796,0.16851180791854858,0.4374977946281433,0.12302765995264053,0.21978627145290375
madrassas,0.270487904548645,0.18671919405460358,0.15523943305015564,0.23576751351356506,0.22107118368148804,0.2690452039241791,0.24549037218093872,0.3291734755039215,0.17808407545089722
),0.2457384318113327,0.23216170072555542,0.19812853634357452,0.29937487840652466,0.21133914589881897,0.2901943624019623,0.3326910734176636,0.1776180863380432,0.42300865054130554
to,0.42656609416007996,0.4979398250579834,0.4438391625881195,0.41031414270401,0.2818027436733246,0.32389286160469055,0.45010748505592346,0.2398901730775833,0.29463258385658264
ulemas,0.2219288945198059,0.17817199230194092,0.2009359896183014,0.2435310333967209,0.2498837411403656,0.23828914761543274,0.24036136269569397,0.3650362193584442,0.1629532128572464
",",0.3365725874900818,0.3139454126358032,0.24334396421909332,0.49057599902153015,0.24151813983917236,0.3183421194553375,0.5201468467712402,0.23459285497665405,0.31091248989105225
who,0.9999998807907104,0.2602734863758087,0.4077208638191223,0.2340552806854248,0.28385603427886963,0.3400571644306183,0.2792111933231354,0.25068652629852295,0.26220351457595825
teach,0.3465370237827301,0.2583193778991699,0.3466521203517914,0.2140905261039734,0.1823834776878357,0.22359299659729004,0.23312166333198547,0.2523191273212433,0.24188745021820068
of,0.2827862501144409,0.2603091299533844,0.2682307958602905,0.3966929316520691,0.2720220685005188,0.298933744430542,0.5696388483047485,0.21728332340717316,0.1826142966747284
the,0.3733934462070465,0.312528520822525,0.35331496596336365,0.5107308030128479,0.25629305839538574,0.32925453782081604,0.6662389636039734,0.2207694798707962,0.22068053483963013
laws,0.30102699995040894,0.21583211421966553,0.31955456733703613,0.16233189404010773,0.5096586346626282,0.4065518081188202,0.2591988444328308,0.2962692081928253,0.17911791801452637
of,0.2827862501144409,0.2603091299533844,0.2682307958602905,0.3966929316520691,0.2720220685005188,0.298933744430542,0.5696388483047485,0.21728332340717316,0.1826142966747284
islam,0.25068652629852295,0.1484602987766266,0.13477183878421783,0.13542479276657104,0.2720377445220947,0.29920145869255066,0.16687287390232086,1.0000001192092896,0.18358638882637024
for,0.37110671401023865,0.35690054297447205,0.30473530292510986,0.36199691891670227,0.31984567642211914,0.32145094871520996,0.4322226941585541,0.1461709886789322,0.264628142118454
the,0.3733934462070465,0.312528520822525,0.35331496596336365,0.5107308030128479,0.25629305839538574,0.32925453782081604,0.6662389636039734,0.2207694798707962,0.22068053483963013
proper,0.2180490493774414,0.3656006455421448,0.2658993601799011,0.16947226226329803,0.2978934049606323,0.2860063314437866,0.23365779221057892,0.18911902606487274,0.2291053831577301
way,0.38557878136634827,0.4469449520111084,0.34759950637817383,0.2997978627681732,0.22794371843338013,0.3235202133655548,0.30444321036338806,0.19361738860607147,0.31575819849967957
of,0.2827862501144409,0.2603091299533844,0.2682307958602905,0.3966929316520691,0.2720220685005188,0.298933744430542,0.5696388483047485,0.21728332340717316,0.1826142966747284
islamic,0.20530520379543304,0.1298830211162567,0.17702409625053406,0.13780690729618073,0.3398483395576477,0.2543611228466034,0.19633598625659943,0.727012574672699,0.1692383587360382
living,0.2727876901626587,0.1219123899936676,0.12337611615657806,0.19387899339199066,0.15180112421512604,0.16701193153858185,0.3253810405731201,0.17746660113334656,0.18362653255462646
according,0.22336459159851074,0.1606743335723877,0.2656113803386688,0.2925943434238434,0.2599084973335266,0.261812686920166,0.29259276390075684,0.24880655109882355,0.21173474192619324
to,0.42656609416007996,0.4979398250579834,0.4438391625881195,0.41031414270401,0.2818027436733246,0.32389286160469055,0.45010748505592346,0.2398901730775833,0.29463258385658264
the,0.3733934462070465,0.312528520822525,0.35331496596336365,0.5107308030128479,0.25629305839538574,0.32925453782081604,0.6662389636039734,0.2207694798707962,0.22068053483963013
sunnah,0.2187786102294922,0.21360483765602112,0.21959188580513,0.15932610630989075,0.24287796020507812,0.2913106381893158,0.22063516080379486,0.6447309255599976,0.2077466994524002
and,0.41279885172843933,0.3675691485404968,0.2803935110569,0.4077630043029785,0.2664804756641388,0.3753611743450165,0.4954058527946472,0.25070106983184814,0.20544172823429108
ahadith,0.3304777145385742,0.22888217866420746,0.2638193666934967,0.2060662806034088,0.28568118810653687,0.3132002055644989,0.1596696972846985,0.6209170818328857,0.2742340862751007
",",0.3365725874900818,0.3139454126358032,0.24334396421909332,0.49057599902153015,0.24151813983917236,0.3183421194553375,0.5201468467712402,0.23459285497665405,0.31091248989105225
and,0.41279885172843933,0.3675691485404968,0.2803935110569,0.4077630043029785,0.2664804756641388,0.3753611743450165,0.4954058527946472,0.25070106983184814,0.20544172823429108
can,0.2602734863758087,1.0,0.3637886345386505,0.2772369682788849,0.2145235538482666,0.3273395895957947,0.26527702808380127,0.1484602987766266,0.3226337134838104
